Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,bg
Emberiza pusilla,Little Bunting,litbun,203974061,FALSE,Малка овесарка
Emberiza spodocephala,Black-faced Bunting,bkfbun1,528327801,FALSE,Чернолика / Японска овесарка
Emberiza personata,Masked Bunting,bkfbun2,629027473,FALSE,Японска овесарка
Emberiza sulphurata,Yellow Bunting,yelbun1,203929281,FALSE,Японска жълта овесарка
Emberiza rutila,Chestnut Bunting,chebun1,203903371,FALSE,Кестенява овесарка
Emberiza chrysophrys,Yellow-browed Bunting,yebbun1,611342425,FALSE,Жълтовежда овесарка
Emberiza tristrami,Tristram's Bunting,tribun1,609060293,FALSE,Тристрамова овесарка
Emberiza variabilis,Grey Bunting,grybun,460119471,FALSE,Камчатска овесарка
PASSERELLIDAE,New World Sparrows,,,FALSE,
Spizella passerina,Chipping Sparrow,chispa,534466,TRUE,Обикновена врабчова овесарка
Spizella pallida,Clay-colored Sparrow,clcspa,206428,FALSE,Бледа врабчова овесарка
Spizella atrogularis,Black-chinned Sparrow,bkcspa,224467,FALSE,Черногуша врабчова овесарка
Spizella pusilla,Field Sparrow,fiespa,436286851,FALSE,Малка врабчова овесарка
Spizella breweri,Brewer's Sparrow,brespa,264901351,FALSE,Пелинова врабчова овесарка
Spizella wortheni,Worthen's Sparrow,worspa,261599511,FALSE,Червеноклюна врабчова овесарка
Amphispiza bilineata,Black-throated Sparrow,bktspa,358659611,FALSE,Беловежда врабчова овесарка
Amphispiza quinquestriata,Five-striped Sparrow,fisspa,265661561,FALSE,Мустаката врабчова овесарка
Chondestes grammacus,Lark Sparrow,larspa,104755291,FALSE,Чучулигова овесарка
Calamospiza melanocorys,Lark Bunting,larbun,516637,FALSE,Черна овесарка
Rhynchospiza stolzmanni,Tumbes Sparrow,tumspa1,13346,FALSE,Тумбезианова овесарка
Rhynchospiza strigiceps,Stripe-capped Sparrow,stcspa3,644461114,FALSE,Юнгасова / Аржентинска овесарка
Peucaea sumichrasti,Cinnamon-tailed Sparrow,citspa1,157693241,FALSE,Оаксаканска овесарка
Peucaea carpalis,Rufous-winged Sparrow,ruwspa,109071,FALSE,Червенокрила овесарка
Peucaea ruficauda,Stripe-headed Sparrow,sthspa1,316215191,FALSE,Червеноопашата овесарка
Peucaea humeralis,Black-chested Sparrow,blcspa1,252641181,FALSE,Черногърда овесарка
Peucaea mystacalis,Bridled Sparrow,brispa1,340193451,FALSE,Очилата овесарка
Peucaea botterii,Botteri's Sparrow,botspa,382009931,FALSE,Мексиканска овесарка
Peucaea cassinii,Cassin's Sparrow,casspa,50231,TRUE,Тексаска овесарка
Peucaea aestivalis,Bachman's Sparrow,bacspa,306044,FALSE,Борова овесарка
Arremonops rufivirgatus,Olive Sparrow,olispa,175004061,FALSE,Маслинова овесарка
Arremonops chloronotus,Green-backed Sparrow,grbspa1,160224941,FALSE,Юкатанска овесарка
Arremonops tocuyensis,Tocuyo Sparrow,tocspa1,365936311,FALSE,Токуйенска овесарка
Arremonops conirostris,Black-striped Sparrow,blsspa1,15149,FALSE,Черновежда овесарка
Ammodramus savannarum,Grasshopper Sparrow,graspa,619741709,TRUE,Скакалецова овесарка
Ammodramus humeralis,Grassland Sparrow,graspa1,312633301,TRUE,Саванна / Амзонска овесарка
Ammodramus aurifrons,Yellow-browed Sparrow,yebspa1,67527,FALSE,Амзонска овесарка
Oreothraupis arremonops,Tanager Finch,tanfin1,474671331,FALSE,Танагрова чинка
Chlorospingus flavopectus,Common Bush-tanager,cobtan1,216416,FALSE,Обикновена зелена танагра
Chlorospingus tacarcunae,Tacarcuna Bush-tanager,tabtan1,137722181,FALSE,Такаркунска зелена танагра
Chlorospingus inornatus,Pirre Bush-tanager,pibtan1,616447132,FALSE,Пиренска зелена танагра
Chlorospingus semifuscus,Dusky Bush-tanager,dubtan1,84279,FALSE,Кафявоглава зелена танагра
Chlorospingus pileatus,Sooty-capped Bush-tanager,scbtan1,76564,FALSE,Костариканска зелена танагра
Chlorospingus parvirostris,Short-billed Bush-tanager,shbbut1,607973391,FALSE,Късоклюна зелена танагра
Chlorospingus hypophaeus,Orange-throated Bush-tanager,,,FALSE,Жълтогуша зелена танагра (ssp. hypophaeus)
Chlorospingus flavigularis,Yellow-throated Bush-tanager,ytbtan1,623534925,FALSE,Жълтогуша зелена танагра
Chlorospingus canigularis,Ashy-throated Bush-tanager,atbtan1,13210,FALSE,Сивогуша зелена танагра
Arremon crassirostris,Sooty-faced Finch,soffin1,524295671,FALSE,Чернолика горска овесарка
Arremon castaneiceps,Olive Finch,olifin1,75701331,FALSE,Маслинова горска овесарка
Arremon brunneinucha,Chestnut-capped Brush-finch,ccbfin,308529321,FALSE,Кестенявоглава горска овесарка
Arremon virenticeps,Green-striped Brush-finch,gsbfin1,553226901,FALSE,Мексиканска горска овесарка
Arremon costaricensis,Costa Rican Brush-finch,sthbrf3,601599061,FALSE,Костариканска горска овесарка
Arremon assimilis,Grey-browed Brush-finch,sthbrf8,203960031,FALSE,Сивовежда горска овесарка
Arremon basilicus,Sierra Nevasa Brush-finch,sthbrf4,167157,FALSE,Сиераневадска горска овесарка
Arremon perijanus,Perija Brush-finch,sthbrf5,204716,FALSE,Периханска горска овесарка
Arremon torquatus,White-browed Brush-finch,sthbrf2,183282,FALSE,Беловежда горска овесарка
Arremon atricapillus,Black-headed Brush-finch,sthbrf1,501454641,FALSE,Черноглава горска овесарка
Arremon phaeopleurus,Caracas Brush-finch,sthbrf6,67490,FALSE,Каракаска горска овесарка
Arremon phygas,Paria Brush-finch,sthbrf7,382591411,FALSE,Парианска горска овесарка
Arremon flavirostris,Saffron-billed Sparrow,sabspa1,626374115,FALSE,Жълтоклюна горска овесарка
Arremon axillaris,Yellow-mandibled Sparrow,pecspa2,361166871,FALSE,Огърличеста горска овесарка
Arremon taciturnus,Pectoral Sparrow,pecspa3,88826,FALSE,Черноклюна горска овесарка
Arremon semitorquatus,Half-collared Sparrow,hacspa1,291869551,FALSE,Атлантическа горска овесарка
Arremon franciscanus,Sao Francisco Sparrow,safspa1,257332601,FALSE,Бахианска горска овесарка
Arremon abeillei,Black-capped Sparrow,bkcspa1,203929871,FALSE,Еквадорска горска овесарка
Arremon nigriceps,Maranon Sparrow,bkcspa2,622554705,FALSE,Мараньонска горска овесарка
Arremon aurantiirostris,Orange-billed Sparrow,orbspa1,608769011,FALSE,Оранжевоклюна горска овесарка
Arremon schegeli,Golden-winged Sparrow,gowspa1,597113441,FALSE,Златокрила горска овесарка
Pipilo ocai,Collared Towhee,coltow1,349779061,FALSE,Огърличеста земна овесарка
Pipilo chlorurus,Green-tailed Towhee,gnttow,346510421,FALSE,Зеленоопашата земна овесарка
Pipilo maculatus,Spotted Towhee,spotow,118621,TRUE,Пъстра земна овесарка
Pipilo socorroensis,Socorro Towhee,,,FALSE,
Pipilo erythrophthalmus,Eastern Towhee,eastow,85221,FALSE,Пъстра / Червеноока земна овесарка
†Pipilo naufragus,Bermuda Towhee,bertow1,,FALSE,
Pselliophorus tibialis,Yellow-thighed Finch,,,FALSE,Черна горска овесарка
Pselliophorus luteoventris,Yellow-green Finch,,,FALSE,
Atlapetes pileatus,Rufous-capped Brush-finch,rcbfin1,612706738,FALSE,Ръждивоглава горска овесарка
Atlapetes meridae,Merida Brush-finch,,,FALSE,
Atlapetes albofrenatus,Moustached Brush-finch,mobfin1,63598,FALSE,Мустаката горска овесарка
Atlapetes semirufus,Ochre-breasted Brush-finch,obbfin1,325191211,FALSE,Охриста горска овесарка
Atlapetes personatus,Tepui Brush-finch,tebfin1,182430,FALSE,Тепуйска горска овесарка
Atlapetes albinucha,White-naped Brush-finch,wnbfin1,204027541,FALSE,Жълтогуша горска овесарка
Atlapetes melanocephalus,Santa Marta Brush-finch,smbfin1,204008961,FALSE,Сантамартенска горска овесарка
Atlapetes pallidinucha,Pale-naped Brush-finch,pnbfin1,591553621,FALSE,Черновежда горска овесарка
Atlapetes flaviceps,Yellow-headed Brush-finch,yehbrf1,405072011,FALSE,Жълтоглава горска овесарка
Atlapetes fuscoolivaceus,Dusky-headed Brush-finch,dhbfin1,336920511,FALSE,Тъмноглава горска овесарка
Atlapetes crassus,Choco Brush-finch,tribrf1,284809801,FALSE,Чокоенска горска овесарка
Atlapetes tricolor,Tricolored Brush-finch,tribrf2,11096,FALSE,Златочела горска овесарка
Atlapetes leucopis,White-rimmed Brush-finch,wrbfin1,217593041,FALSE,Очилата горска овесарка
Atlapetes nigrifrons,Black-fronted Brush-finch,yebbru1,516030,FALSE,Черночела горска овесарка
Atlapetes latinuchus,Yellow-breasted Brush-finch,yebbru2,358061471,FALSE,Жълтогърда горска овесарка
Atlapetes blancae,Antioquia Brush-finch,antbrf1,196139211,TRUE,Меделинска горска овесарка
Atlapetes rufigenis,Rufous-eared Brush-finch,rebfin1,204011561,FALSE,Ръждивоуха горска овесарка
Atlapetes forbesi,Apurimac Brush-finch,apubrf1,75711981,FALSE,Апуримакска горска овесарка
Atlapetes melanopsis,Black-spectacled Brush-finch,bksbrf1,622947441,FALSE,Мантароанска горска овесарка
Atlapetes schistaceus,Slaty Brush-finch,slabru1,67552,FALSE,Сива горска овесарка
Atlapetes taczanowskii,Taczanowski's Brush-finch,slabru2,75703481,FALSE,Перуанска горска овесарка
Atlapetes leucopterus,White-winged Brush-finch,wwbfin1,73338,FALSE,Белокрила горска овесарка
Atlapetes paynteri,Cream-crowned Brush-finch,,,FALSE,
Atlapetes albiceps,White-headed Brush-finch,whbfin1,43226,FALSE,Белоглава горска овесарка
Atlapetes pallidiceps,Pale-headed Brush-finch,phbfin1,617943431,FALSE,Бледолика горска овесарка
Atlapetes seebohmi,Bay-crowned Brush-finch,bcbfin1,75712621,FALSE,Тумбезианова горска овесарка
Atlapetes nationi,Rusty-bellied Brush-finch,rbbfin1,75712731,FALSE,Ръждивокорема горска овесарка
Atlapetes canigenis,Cuzco Brush-finch,cuzbrf1,186944,FALSE,Кускоанска горска овесарка
Atlapetes terborghi,Vilcabamba Brush-finch,vilbrf1,,FALSE,Вилкабамбенска горска овесарка
Atlapetes melanolaemus,Black-faced Brush-finch,bkfbrf1,203962641,FALSE,Чернокрила горска овесарка
Atlapetes rufinucha,Bolivian Brush-finch,rnbfin1,240645,FALSE,Боливийска горска овесарка
Atlapetes fulviceps,Fulvous-headed Brush-finch,fhbfin1,211619,FALSE,Канелена горска овесарка
Atlapetes citrinellus,Yellow-striped Brush-finch,ysbfin1,213046,FALSE,Жълтовежда горска овесарка
Pezopetes capitalis,Large-footed Finch,laffin1,46236771,FALSE,Костариканска овесарка
Torreornis inexpectata,Zapata Sparrow,zapspa1,183583,FALSE,Кубинско врабче
Melozone kieneri,Rusty-crowned Ground-sparrow,rcgspa1,107489061,FALSE,Мексиканска земна овесарка
Melozone fusca,Canyon Towhee,cantow,56856,FALSE,Пустинна земна овесарка
Melozone albicollis,White-throated Towhee,whttow1,612341065,FALSE,Белогуша земна овесарка
Melozone crissalis,California Towhee,caltow,118849,FALSE,Калифорнийска земна овесарка
Melozone alberti,Albert's Towhee,,,FALSE,
Melozone biarcuata,Prevost's Ground-sparrow,pregrs1,167783,FALSE,Гватемалска земна овесарка
Melozone cabanisi,Costa Rican Ground-sparrow,pregrs2,57172461,FALSE,Костариканска земна овесарка
Melozone occipitalis,Grey-crowned Ground-sparrow,whegrs1,467909891,FALSE,Сивоглава земна овесарка
Melozone leucotis,White-eared Ground-sparrow,whegrs2,199561,FALSE,Белоуха земна овесарка
Aimophila rufescens,Rusty Sparrow,russpa1,26970131,FALSE,Ръждива земна овесарка
Aimophila ruficeps,Rufous-crowned Sparrow,rucspa,434080381,FALSE,Ръждивоглава земна овесарка
Aimophila notosticta,Oaxaca Sparrow,oaxspa1,567754421,FALSE,Оаксаканска земна овесарка
Junco vulcani,Volcano Junco,voljun1,55124141,FALSE,Костариканско юнко
Junco hyemalis,Dark-eyed Junco,daejun,94361,TRUE,Чернооко юнко
Junco insularis,Guadalupe Junco,daejun2,203962791,FALSE,Гуадалупско юнко
Junco phaeonotus,Yellow-eyed Junco,yeejun,109103,FALSE,Жълтооко юнко
Junco bairdi,Baird's Junco,yeejun2,417293391,FALSE,Калифорнийско юнко
Zonotrichia capensis,Rufous-collared Sparrow,rucspa1,410550641,TRUE,Ръждивоврата овесарка
Zonotrichia querula,Qupanuaq,harspa,105763,TRUE,Черночела овесарка
Zonotrichia albicollis,White-throated Sparrow,whtspa,227599,FALSE,Белогърла овесарка
Zonotrichia leucophrys,White-crowned Sparrow,whcspa,629468141,TRUE,Сивогърла овесарка
Zonotrichia atricapilla,Golden-crowned Sparrow,gocspa,49976,FALSE,Жълточела овесарка
Passerella iliaca,Red Fox-sparrow,foxspa,136175,FALSE,Пъстрогърда овесарка
Passerella unalaschcensis,Sooty Fox-sparrow,,,FALSE,Пъстрогърда овесарка [Група unalaschcensis]
Passerella schistacea,Slate-colored Fox-sparrow,,,FALSE,
Passerella megarhyncha,Thick-billed Fox-sparrow,,,FALSE,Пъстрогърда овесарка [Група megarhyncha]
Passerella arborea,American Tree Sparrow,amtspa,163319,FALSE,Дървесна овесарка
Ammospiza leconteii,Le Conte's Sparrow,lecspa,166841451,FALSE,Блатна овесарка
Ammospiza maritima,Seaside Sparrow,seaspa,241902611,FALSE,Морска овесарка
Ammospiza nelsoni,Nelson's Sparrow,nstspa,250162161,FALSE,Острицова овесарка
Ammospiza caudacuta,Saltmarsh Sparrow,sstspa,93807821,FALSE,Острицова / Солнична овесарка
Artemisiospiza nevadensis,Sagebrush Sparrow,sagspa1,253016441,FALSE,Невадска овесарка
Artemisiospiza belli,Bell's Sparrow,belspa2,295119091,FALSE,Невадска / Калифорнийска овесарка
Pooecetes gramineus,Vesper Sparrow,vesspa,94411,FALSE,Вечерна овесарка
Oriturus superciliosus,Striped Sparrow,strspa1,315667431,FALSE,Мексиканско врабче
Passerculus sandwichensis,Savannah Sparrow,savspa,66437,TRUE,Саванно врабче
Passerculus guttatus,Belding's Sparrow,,,FALSE,
Passerculus sanctorum,San Benito Sparrow,,,FALSE,
Passerculus rostratus,Large-billed Sparrow,,,FALSE,
Passerculus bairdii,Baird's Sparrow,baispa,102975471,TRUE,Западна прерийна овесарка
Passerculus henslowii,Henslow's Sparrow,henspa,583780251,FALSE,Източна прерийна овесарка
Xenospiza baileyi,Sierra Madre Sparrow,simspa1,250782381,FALSE,Алпийска овесарка
Melospiza melodia,Song Sparrow,sonspa,63140151,TRUE,Пойна овесарка
Melospiza lincolni,Lincoln's Sparrow,linspa,100868,TRUE,Храстова овесарка
Melospiza georgiana,Swamp Sparrow,swaspa,456922671,FALSE,Блатна овесарка
ZELEDONIIDAE,Wrenthrush,wrenth1,165386,FALSE,
Zeledonia coronata,Wrenthrush,wrenth1,165386,FALSE,Качулато орехче
TERETISTRIDAE,Cuban Warblers,,,FALSE,
Teretistris fernandinae,Yellow-headed Warbler,yehwar1,203915051,FALSE,Жълтоглаво кубинско коприварче
Teretistris fornsi,Oriente Warbler,oriwar1,133227,FALSE,Сивоглаво кубинско коприварче
ICTERIDAE,New World Blackbirds,,,FALSE,
Icteria virens,Yellow-breasted Chat,yebcha,112661,TRUE,Жълтогърда иктерия
Xanthocephalus xantocephalus,Yellow-headed Blackbird,yehbla,458691691,TRUE,
Dolichonyx oryzivorus,Bobolink,boboli,527283,TRUE,Боболинк
Sturnella neglecta,Western Meadowlark,wesmea,516839,TRUE,Западен трупиал
Sturnella magna,Eastern Meadowlark,easmea,94367,TRUE,Източна ливадна чучулига
S.m. liliane,Lilian's Meadowlark,,,FALSE,
Leistes militaris,Red-Breasted Meadowlark,rebbla1,535716881,TRUE,Червеногърда ливадна чучулига
Leistes superciliaris,White-browed Blackbird,whbbla2,439569821,FALSE,Беловежда ливадна чучулига
Leistes bellicosus,Peruvian Meadowlark,permea1,391929721,FALSE,Перуанска ливадна чучулига
Leistes defilippii,Pampas Meadowlark,pammea1,174297091,FALSE,Пампаска ливадна чучулига
Leistes loyca,Long-tailed Meadowlark,lotmea1,642429879,FALSE,Дългоопашата ливадна чучулига
Amblycercus holosericeus,Yellow-billed Cacique,yebcac1,207277381,FALSE,Жълтоклюна оропендола
Cassiculus melanicterus,Yellow-winged Cacique,yewcac1,109241,FALSE,Жълтокрила оропендола
Psarocolius wagleri,Chestnut-headed Oropendola,chhoro1,203900851,FALSE,Кестенявоглава оропендола
Psarocolius atrovirens,Dusky-green Oropendola,dugoro1,132714,FALSE,Боливийска оропендола
Psarocolius angustifrons,Russet-backed Oropendola,ruboro1,101858781,FALSE,Ръждивогърба оропендола
Psarocolius oleagineus,Green-billed Oropendola,,,FALSE,Ръждивогърба оропендола (ssp. oleagineus)
Psarocolius decumanus,Crested Oropendola,creoro1,386940941,TRUE,Синеока оропендола
Psarocolius viridis,Green Oropendola,greoro1,72322,FALSE,Зелена оропендола
Psarocolius yuracares,Amazonian Oropendola,,,FALSE,
Psarocolius bifasciatus,Para Oropendola,olioro1,203934611,FALSE,Маслинова оропендола
Psarocolius montezuma,Montezuma Oropendola,monoro1,423117161,FALSE,Ацтекска оропендола
Psarocolius guatimozinus,Black Oropendola,blaoro1,615853212,FALSE,Черна оропендола
Psarocolius cassini,Baudo Oropendola,bauoro2,203952971,FALSE,Кестенявогърба оропендола
Cacicus solitarius,Solitary Cacique,sobcac1,172988871,FALSE,Отшелническа оропендола
Cacicus chrysopterus,Golden-winged Cacique,gowcac1,63643,FALSE,Златокрила оропендола
Cacicus sclateri,Ecuadorian Cacique,ecucac1,243425,FALSE,Еквадорска оропендола
Cacicus koepckeae,Selva Cacique,selcac1,647590111,FALSE,Перуанска оропендола
Cacicus microrhynchus,Scarlet-rumped Cacique,scrcac1,203898651,FALSE,
Cacicus pacificus,Pacific Cacique,,,FALSE,Аленокръста оропендола (ssp. pacificus)
Cacicus uropygialis,Subtropical Cacique,scrcac1,203898651,FALSE,Аленокръста оропендола
Cacicus vitellinus,Black-tailed Cacique,,,FALSE,
Cacicus cela,Yellow-rumped Cacique,yercac1,60740,FALSE,Жълтокръста оропендола
Cacicus leucoramphus,Northern Mountain Cacique,,,FALSE,
Cacicus chrysonotus,Southern Mountain Cacique,moucac1,537440,FALSE,Планинска оропендола
Cacicus haemorrhous,Red-rumped Cacique,rercac1,133926,FALSE,Червенокръста оропендола
Cacicus oseryi,Casqued Oropendola,casoro2,11446,FALSE,Жълтогърда оропендола
Cacicus latirostris,Band-tailed Oropendola,batoro1,34417,FALSE,Кестенявоврата оропендола
Icterus parisorum,Scott's Oriole,scoori,112641,FALSE,Черногърда авлига
Icterus graduacauda,Audubon's Oriole,audori,105567,FALSE,Мексиканска авлига
Icterus chrysater,Yellow-backed Oriole,yebori1,61002,FALSE,Жълтогърба авлига
Icterus leucopteryx,Jamaican Oriole,jamori1,203886331,FALSE,Ямайска авлига
Icterus auratus,Orange Oriole,oraori1,151780351,FALSE,Оранжева авлига
Icterus gularis,Altamira Oriole,altori,174962281,TRUE,Голяма авлига
Icterus nigrogularus,Yellow Oriole,yelori1,61015,FALSE,
Icterus galbula,Baltimore Oriole,balori,113501,TRUE,Американска черноглава авлига
Icterus albeillei,Black-backed Oriole,blbori1,49377721,FALSE,
Icterus bullockiorum,Bullock's Oriole,bulori,125388,FALSE,Оранжевогърда авлига
Icterus pustulatus,Streak-backed Oriole,stbori,109153,FALSE,Пъстрогърба авлига
Icterus mesomelas,Yellow-tailed Oriole,yetori1,296574411,FALSE,Жълтоопашата авлига
Icterus pectoralis,Spot-breasted Oriole,spbori,165044,FALSE,Пъстрогърда авлига
Icterus graceannae,White-edged Oriole,wheori1,21530,FALSE,Белокрила авлига
Icterus jamacaii,Campo Troupial,camtro1,209613,FALSE,Бразилски трупиал
Icterus icterus,Venezuelan Troupial,ventro1,386542621,FALSE,Венецуелски трупиал
Icterus croconotus,Orange-backed Troupial,orbtro3,60388,FALSE,Амазонски трупиал
Icterus maculialatus,Bar-winged Oriole,bawori1,622423688,FALSE,Пъстрокрила авлига
Icterus wagleri,Black-vented Oriole,bkvori,203917481,FALSE,Чернокорем трупиал
Icterus cucullatus,Hooded Oriole,hooori,45180,FALSE,Черногуша авлига
Icterus prosthemelas,Black-cowled Oriole,bkcori,406179801,FALSE,Жълтокрила авлига
Icterus spurius,Orchard Oriole,orcori,94445,FALSE,Градинска авлига
Icterus fuertesi,Fuertes's Oriole,,,FALSE,
Icterus northropi,Bahama Oriole,graori3,32873421,FALSE,Бахамска авлига
Icterus melanopsis,Cuban Oriole,graori2,59792041,FALSE,Кубинска авлига
Icterus bonana,Martinique Oriole,marori1,587891081,FALSE,Мартиниканска авлига
Icterus portoricensis,Puerto Rican Oriole,graori4,188058,FALSE,Пуерториканска авлига
Icterus oberi,Montserrat Oriole,monori1,575343211,FALSE,Монсератска авлига
Icterus dominicensis,Hispaniolan Oriole,graori1,180729,FALSE,Еспаньолска авлига
Icterus laudabilis,St Lucia Oriole,stlori1,473914711,FALSE,Светалусийска авлига
Icterus auricapillus,Orange-crowned Oriole,orcori1,60783,FALSE,Оранжевоглава авлига
Icterus chrysocephalus,Moriche Oriole,,,FALSE,
Icterus cayanensis,Epaulet Oriole,epaori1,388490441,FALSE,Амазонска авлига
Icterus pyrrhopterus,Variable Oriole,epaori4,617935732,FALSE,Червенокрила авлига
Nesopsar nigerrimus,Jamaican Blackbird,jambla1,565210801,FALSE,Ямайски кос
Agelaius humeralis,Tawny-shouldered Blackbird,tasbla,180051981,FALSE,Жълтокрил кубински кос
Agelaius xanthomus,Yellow-shouldered Blackbird,yesbla1,637497067,FALSE,Пуерторикански кос
Agelaius tricolor,Tricolored Blackbird,tribla,50919891,FALSE,Калифорнийски кос
Agelaius phoeniceus,Red-winged Blackbird,rewbla,110263341,TRUE,Червенокрил американски кос
Agelaius assimilis,Red-shouldered Blackbird,resbla1,188772041,FALSE,Червенокрил кубински кос
Molothrus rufoaxillaris,Screaming Cowbird,scrcow1,615096458,FALSE,Черна волска птица
Molothrus oryzivorus,Giant Cowbird,giacow,203694691,FALSE,Голяма волска птица
Molothrus bonariensis,Shiny Cowbird,shicow,12599,TRUE,Блестяща волска птица
Molothrus ater,Brown-headed Cowbird,bnhcow,148572321,TRUE,Черна краварка
Molothrus aeneus,Bronzed Cowbird,brocow,115684131,TRUE,Бронзова волска птица
Molothrus armenti,Bronze-brown Cowbird,,,FALSE,
Dives dives,Melodious Blackbird,melbla1,63910791,FALSE,Поен кос
Dives warczewiczi,Scrub Blackbird,scrbla1,81148,FALSE,Храстов кос
Ptiloxena atroviolacea,Cuban Blackbird,cubbla,203887231,FALSE,Блестящ кубински кос
Euphagus carolinus,Rusty Blackbird,rusbla,206450,TRUE,Ръждив трупиал
Euphagus cyanocephalus,Brewer's Blackbird,brebla,246338631,TRUE,Жълтоок американски кос
Quiscalus quiscula,Common Grackle,comgra,133330,TRUE,Обикновен трупиал
Q. q. versicolor,Bronzed Grackle,,,FALSE,
Quiscalus lugubris,Carib Grackle,cargra1,61234,FALSE,Карибски трупиал
Quiscalus nicaraguensis,Nicaraguan Grackle,nicgra1,649401153,FALSE,Никарагуански трупиал
Quiscalus niger,Greater Antillean Grackle,gragra1,203888921,FALSE,Антилски трупиал
Quiscalus major,Boat-tailed Grackle,botgra,73914,TRUE,Голям / Мексикански трупиал
Quiscalus mexicanus,Great-tailed Grackle,grtgra,614993910,TRUE,Голям / Мексикански трупиал
†Quiscalus palustris,Slender-billed Grackle,slbgra1,,FALSE,
Lampropsar tanagrinus,Velvet-fronted Grackle,vefgra1,29251,FALSE,Кадифен трупиал
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,rebgra1,165954,FALSE,Червенокорем трупиал
Gymnomystax mexicanus,Oriole Blackbird,oribla1,204023301,FALSE,Авлигов трупиал
Macroagelaius subalaris,Mountain Grackle,mougra1,324501961,FALSE,Планински трупиал
Macroagelaius imthurni,Golden-tufted Grackle,gotgra1,203952941,FALSE,Тепуйски трупиал
Amblyramphus holosericeus,Scarlet-headed Blackbird,schbla1,203917431,FALSE,Червеноглав кос
Curaeus curaeus,Austral Blackbird,ausbla1,623792400,FALSE,Чилийски кос
Curaeus forbesi,Forbes's Blackbird,forbla1,114846,FALSE,Атлантически кос
Gnorimopsar chopi,Chopi Blackbird,chobla1,132753,FALSE,Бразилски кос
Agelaioides badius,Greyish Baywing,bawcow4,161071901,FALSE,Сива / Бледа волска птица
Agelaioides fringillarius,Pale Baywing,bawcow3,54954,FALSE,Бледа волска птица
Oreopsar bolivianus,Bolivian Blackbird,bolbla1,633602681,FALSE,Боливийски кос
Agelasticus thilius,Yellow-winged Blackbird,yewbla2,203892681,FALSE,Жълтокрил аржентински кос
Agelasticus cyanopus,Unicolored Blackbird,unibla2,635626852,FALSE,Южноамерикански кос
Agelasticus xanthophthalmus,Pale-eyed Blackbird,paebla2,13309,FALSE,Белоок перуански кос
Chrysomus icterocephalus,Yellow-hooded Blackbird,yehbla2,61053,FALSE,Жълтоглав кос
Chrysomus ruficapillus,Chestnut-capped Blackbird,chcbla2,119424701,FALSE,Ръждивоглав кос
Xanthopsar flavus,Saffron-cowled Blackbird,sacbla2,135156051,FALSE,Жълтокорем трупиал
Pseudoleistes guirahuro,Yellow-rumped Marshbird,yermar1,615924905,FALSE,Жълтокръст блатен трупиал
Pseudoleistes virescens,Brown-and yellow Marshbird,baymar1,100332041,FALSE,Кафявокръст блатен трупиал
PARULIDAE,New World Warblers,,,FALSE,
Seiurus aurocapilla,Ovenbird,ovenbi1,216853,TRUE,Ръждивоглав сейурус
Helmitheros vermivorum,Worm-eating Warbler,woewar1,84859,FALSE,Зелено американско коприварче
Parkesia motacilla,Louisiana Waterthrush,louwat,341945051,FALSE,Беловежд сейурус
Parkesia noveboracensis,Northern Waterthrush,norwat,86389,FALSE,Северен сейурус
Vermivora bachmanii,Bachman's Warbler,bacwar,10718,FALSE,Черногърдо коприварче
Vermivora chrysoptera,Golden-winged Warbler,gowwar,527190,FALSE,Златокрила червейница
Vermivora cyanoptera,Blue-winged Warbler,buwwar,339920491,TRUE,Синьокрило коприварче
Mniotilta varia,Black-and-white Warbler,bawwar,27196,TRUE,Пъстра дървесница
Protonotaria citrea,Prothonotary Warbler,prowar,99435531,TRUE,Лимонен певач
Limnothlypis swainsonii,Swainson's Warbler,swawar,73908,FALSE,Кафяво американско коприварче
Oreothlypis superciliosa,Crescent-chested Warbler,crcwar,342071391,FALSE,Беловеждо коприварче
Oreothlypis gutturalis,Flame-throated Warbler,fltwar1,205758,FALSE,Оранжевогушо коприварче
Leiothlypis peregrina,Tennessee Warbler,tenwar,85236,FALSE,Кафява червейница
Leiothlypis celata,Orange-crowned Warbler,orcwar,366011911,FALSE,Бледо коприварче
Leiothlypis crissalis,Colima Warbler,colwar,452645361,FALSE,Колимско коприварче
Leiothlypis luciae,Lucy's Warbler,lucwar,133958601,FALSE,Аризонско коприварче
Leiothlypis ruficapilla,Nashville Warbler,naswar,98800,FALSE,Нашвилска червейница
Leiothlypis virginiae,Virginia's Warbler,virwar,105313461,FALSE,Жълтогърдо коприварче
Leucopeza semperi,Semper's Warbler,semwar1,,FALSE,Голямо светалусийско коприварче
Oporornis agilis,Connecticut Warbler,conwar,103567031,FALSE,Кънектикътско коприварче
Geothlypis poliocephala,Grey-crowned Yellowthroat,gycyel,209220,FALSE,Сивоглаво жълтогушо коприварче
Geothlypis chiriquensis,Chiriqui Yellowthroat,,,FALSE,
Geothlypis auricularis,Black-lored Yellowthroat,masyel4,11017,FALSE,Сивочело жълтогушо коприварче
Geothlypis aequinoctialis,Masked Yellowthroat,masyel2,70373,FALSE,Чернолико жълтогушо коприварче
Geothlypis tolmiei,MacGillvray's Warbler,macwar,342407871,FALSE,Белооко жълтогушо коприварче
