Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ru
Catharus dryas,Spotted Nightingale-thrush,spnthr1,242532091,FALSE,Пятнистый соловьиный дрозд
Catharus fuscater,Slaty-backed Nightingale-thrush,sbnthr1,32330,FALSE,Белоглазый соловьиный дрозд
Chlamydochaera jefferyi,Fruithunter,fruith1,203956971,FALSE,Черногрудый тавау
Cochoa purpurea,Purple Cochoa,purcoc1,203902561,FALSE,Пурпурная кохоа
Cochoa viridis,Green Cochoa,grecoc1,204017681,FALSE,Зелёная кохоа
Cochoa beccarii,Sumatran Cochoa,sumcoc1,176010,FALSE,Суматранская кохоа
Cochoa azurea,Javan Cochoa,javcoc1,611185885,FALSE,Синяя кохоа
Geokichla sibirica,Siberian Thrush,sibthr1,181019841,FALSE,Сибирский дрозд
Geokichla wardii,Pied Thrush,piethr1,232318221,FALSE,Пегий дрозд
Geokichla guttata,Spotted Ground-thrush,spgthr1,578290661,FALSE,Пятнистый дрозд
Geokichla spiloptera,Spot-winged Thrush,spwthr1,75086941,FALSE,Ланкийский дрозд
Geokichla citrina,Orange-headed Thrush,orhthr1,355641671,FALSE,Оранжевоголовый дрозд
Geokichla cinerea,Ashy Thrush,ashthr1,204002561,FALSE,Миндорский дрозд
Geokichla erythronota,Red-backed Thrush,rubthr2,548659311,FALSE,
Geokichla mendeni,Red-and-black Thrush,rabthr1,,FALSE,Пеленгский дрозд
Geokichla schistacea,Slaty-backed Thrush,slbthr1,203921251,FALSE,Белоухий дрозд
Geokichla peronii,Orange-banded Thrush,orbthr1,203923481,FALSE,Тиморский дрозд
Geokichla dohertyi,Chestnut-backed Thrush,chbthr1,168527,FALSE,Каштановоспинный дрозд
Geokichla interpres,Chestnut-capped Thrush,chcthr1,203930421,FALSE,Красношапочный дрозд
Geokichla leucolaema,Enggano Thrush,engthr1,611192858,FALSE,Полосатокрылый дрозд
Geokichla dumasi,Buru Thrush,burthr1,621017216,FALSE,Молуккский дрозд
Geokichla joiceyi,Seram Thrush,serthr2,67802821,FALSE,Серамский дрозд
Geokichla gurneyi,Orange Ground-thrush,orgthr1,101254,FALSE,Оранжевобрюхий дрозд
Geokichla oberlaenderi,Oberländer's Ground-thrush,obgthr1,23446,FALSE,Конголезкий дрозд
Geokichla crossleyi,Crossley's Ground-thrush,crgthr1,537225,FALSE,Чернолицый дрозд
Geokichla piaggiae,Abyssinian Ground-thrush,abgthr1,1584,FALSE,Оранжевый дрозд
Geokichla camaronensis,Black-eared Ground-thrush,bkegrt1,,FALSE,Камерунский дрозд
Geokichla princei,Grey Ground-thrush,grygrt1,,FALSE,Ганский дрозд
Otocichla mupinensis,Chinese Thrush,chithr2,245735321,FALSE,Китайский дрозд
Psophocichla simensis,Ethiopian Thrush,grothr2,203951481,FALSE,
Psophocichla litsitsirupa,Groundscraper Thrush,grothr1,626080543,FALSE,
Turdus viscivorus,Mistle Thrush,misthr1,304254561,FALSE,Деряба
Turdus philomelos,Song Thrush,sonthr1,105705971,TRUE,Певчий дрозд
Turdus abyssinicus,Abyssinian Thrush,abythr1,13572,FALSE,Эфиопский дрозд
Turdus helleri,Taita Thrush,taithr1,625945069,FALSE,Тайтасский дрозд
Turdus roehli,Usambara Thrush,usathr1,280446,FALSE,Узамбарский дрозд
Turdus iliacus,Redwing,redwin,73458141,FALSE,Белобровик
Turdus plebejus,Mountain Thrush,mourob1,449448091,FALSE,Скромный дрозд
Turdus merula,Common Blackbird,eurbla,102741151,TRUE,Чёрный дрозд
Turdus leucomelas,Pale-breasred Thrush,pabthr1,69487,FALSE,Бледногрудый дрозд
Turdus fumigatus,Cocoa Thrush,cocthr1,203930981,FALSE,Гренадский дрозд
Turdus hauxwelly,Hauxwell's Thrush,hauthr1,136650,FALSE,
Turdus flavipes,Yellow-legged Thrush,yelthr1,69663,FALSE,Желтоногий дрозд
Turdus lawrencii,Lawrence's Thrush,lawthr1,121808,FALSE,Пестрогорлый дрозд
Turdus obsoletus,Pale-vented Thrush,pavthr1,144875591,FALSE,Белогузый дрозд
Turdus assimilis,White-throated Thrush,whtrob1,225382791,FALSE,Манишковый дрозд
Turdus albicollis,White-necked Thrush,whnrob1,69455,FALSE,Ошейниковый дрозд
Turdus rufiventris,Rufous-bellied Thrush,rubthr1,642100514,FALSE,Рыжебрюхий дрозд
Turdus maculirostris,Ecuadorian Thrush,ecuthr1,651892959,FALSE,Эквадорский дрозд
Turdus grayi,Clay-colored Thrush,clcrob,167471831,TRUE,Рыжеватый дрозд
Turdus haplochrous,Unicolored Thrush,unithr1,166345,FALSE,Пальмовый дрозд
Turdus sanchezorum,Varzea Thrush,hauthr3,29133,FALSE,Варзейский дрозд
Turdus nudigenis,Spectacled Thrush,baerob1,203954201,FALSE,Желтоглазый дрозд
Turdus mandarinus,Chinese Blackbird,chibla1,311839211,FALSE,Китайский черный дрозд
Turdus ludoviciae,Somali Thrush,somthr1,651919637,FALSE,Сомалийский дрозд
Turdus tephronotus,Bare-eyed Thrush,abethr1,14137,FALSE,Очковый дрозд
Turdus bewsheri,Comoro Thrush,comthr1,203979051,FALSE,Коморский дрозд
Turdus libonyana,Kurrichane Thrush,kurthr1,203942071,FALSE,Красноклювый дрозд
Turdus menachensis,Yemen Thrush,yemthr1,203936301,FALSE,Йеменский дрозд
Turdus olivaceus,Olive Thrush,olithr2,631274021,FALSE,Капский дрозд
Turdus smithi,Karoo Thrush,karthr1,369660301,FALSE,Каруйский дрозд
Turdus lherminieri,Forest Thrush,forthr1,203905131,FALSE,Антильский дрозд
Turdus leucops,Pale-eyed Thrush,paethr1,69647,FALSE,Светлоглазый дрозд
Turdus jamaicensis,White-eyed Thrush,whethr1,203886211,FALSE,Белоглазый дрозд
Turdus swalesi,La Selle Thrush,lasthr1,617174586,FALSE,Гаитянский дрозд
Turdus infuscatus,Black Thrush,blarob1,14133,FALSE,Гватемальский дрозд
Turdus nigrescens,Sooty Thrush,soorob1,165069,FALSE,Костариканский дрозд
Turdus migratorius,American Robin,amerob,206448,TRUE,Странствующий дрозд
Turdus confinis,San Lucas Robin,,,FALSE,Странствующий дрозд (confinis)
Turdus rufitorques,Rufous-collared Robin,rucrob1,14111,FALSE,Красношейный дрозд
Turdus rufopalliatus,Rufous-backed Thrush,rubrob,352306941,FALSE,Рыжеспинный дрозд
Turdus falcklandii,Austral Thrush,austhr1,203969691,FALSE,Магелланов дрозд
Turdus reevei,Plumbeous-backed Thrush,plbthr2,203930081,FALSE,Мышиный дрозд
Turdus fulviventris,Chestnut-bellied Thrush,chbthr2,520365121,FALSE,Каштановобрюхий дрозд
Turdus olivater,Black-hooded Thrush,blhthr1,203992251,FALSE,Дрозд-капуцин
Turdus chiguanco,Chiguanco Thrush,chithr1,203694281,FALSE,Дрозд-чигуанко
Turdus anthracinus,Sombre Thrush,,,FALSE,
Turdus fuscater,Great Thrush,grethr1,69629,FALSE,Большой дрозд
Turdus nigriceps,Andean Slaty Thrush,slathr2,210359,FALSE,Траурный дрозд
Turdus subalaris,Eastern Slaty Thrush,slathr3,644309893,FALSE,Шиферный дрозд
Turdus serranus,Glossy-black Thrush,glbthr1,134553391,FALSE,Блестящий дрозд
Turdus eremita,Tristan Thrush,trithr1,204761,FALSE,Тристанский дрозд
Turdus amaurochalinus,Creamy-bellied Thrush,crbthr1,278874731,FALSE,Кремовобрюхий дрозд
Turdus ignobilis,Black-billed Thrush,blbthr1,145612981,FALSE,Черноклювый дрозд
Turdus debilis,Floodplain Thrush,,,FALSE,Черноклювый дрозд (debilis)
Turdus arthuri,Campina Thrush,bkbthr3,11549,FALSE,Гвианский дрозд
Turdus maranonicus,Maranon Thrush,marthr2,307189381,FALSE,Мараньонский дрозд
Turdus xanthorhynchus,Principe Thrush,prithr1,,FALSE,Принсипийский дрозд
Turdus olivaceofuscus,Sao Tome Thrush,satthr1,632826455,FALSE,Сантомейский дрозд
Turdus aurantius,White-chinned Thrush,whcthr1,219799611,FALSE,Ямайский дрозд
†Turdus ravidus,Grand Cayman Thrush,grcthr1,,FALSE,
Turdus plumbeus,Northern Red-legged Thrush,relthr1,90104331,FALSE,
Turdus rubripes,Western Red-legged Thrush,relthr1,90104331,FALSE,Красноногий дрозд [группа rubripes]
Turdus ardosiaceus,Eastern Red-legged Thrush,relthr3,188091,FALSE,
Turdus pelios,African Thrush,afrthr1,203913121,FALSE,Африканский дрозд
Turdus niveiceps,Taiwan Thrush,islthr24,114803,FALSE,Тайваньский дрозд
