Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,bn,bn_in
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,,
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,,
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,,
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,,
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,ফাুঁ঱ফমনয চতচতয,ফাুঁ঱ফমনয চতচতয
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,,
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,তািআওয়ান ফাতািআ,তািআওয়ান ফাতািআ
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,লাল বনমুরগি,বনমুরগী
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,ধূ঳য ফনমভাযগ,ধূ঳য ফনমভাযগ
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,শ্রীরঙ্কায ফনমভাযগ,শ্রীরঙ্কায ফনমভাযগ
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,঳ফুজ ফনহভাযগ,঳ফুজ ফনহভাযগ
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,,
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,,
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,মোনাল,মোনাল
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,,
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,,
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,,
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,লাল চিলমে,লাল চিলমে
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,ব্লািআমদয ট্রামগা঩যান,ব্লািআমদয ট্রামগা঩যান
Tragopan temminckii,Crimson-Bellied Tragopan,temtra1,483733661,TRUE,,
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,,
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,চিলমে,চিলমে
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,,
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,,
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,চ঴িঈমভয ভুযচগ,চ঴িঈমভয ভুযচগ
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,,
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,,
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,,
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,হ঳ানাচর ভথুযা,হ঳ানাচর ভথুযা
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,,
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,,
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,,
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,,
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,,
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,,
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,,
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,,
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,,মথুরা
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,,
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,,
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,঳ুিআনম঴ায ভথুযা,঳ুিআনম঴ায ভথুযা
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,,
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,,
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,,
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,,
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,,
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,,
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,,
Perdix perdix,Grey Partridge,grypar,304858,FALSE,,
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,,
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,চতব্বতী ফাতািআ,চতব্বতী ফাতািআ
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,ফনয টাচকি,ফনয টাচকি
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,চ􀇘ু িঅকৃচতয চচহ্নচফচ঱ি টাচকি,চ􀇘ু িঅকৃচতয চচহ্নচফচ঱ি টাচকি
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,,
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,,
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,,
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,,
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,,
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,,
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,,
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,,
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,,
Falcipennis franklinii,Franklin's Grouse,,,FALSE,,
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,,
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,,
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,,
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,,
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,,
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,,
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,,
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,,
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,,
ANSERIFORMES,,,,FALSE,,
ANHIMIDAE,Screamers,,,FALSE,,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,,
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,,
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,,
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,তািঈড়া-যাজ঴াুঁ঳,তািঈড়া-যাজ঴াুঁ঳
ANATIDAE,Ducks Geese Swans,,,FALSE,,
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,,
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,,
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,,
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,ফৃ􀇘চাযী ঴াুঁ঳,ফৃ􀇘চাযী ঴াুঁ঳
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,রাজ শরালি,বড় সরাল
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,,
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,,
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,পাতি শরালি,সরাল
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,ধরাচ঩ঠ ঴াুঁ঳,ধরাচ঩ঠ ঴াুঁ঳
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,কামরাভাথা ঴াুঁ঳,কামরাভাথা ঴াুঁ঳
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,ভুমিা঱঩যা ঴াুঁ঳,ভুমিা঱঩যা ঴াুঁ঳
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,,
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,,
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,,
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,,
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,,
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,িামটামরজী ঴াুঁ঳,নাচনী হাঁস
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,থমর ঴াুঁ঳,থমর ঴াুঁ঳
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,হগারাচ঩কান ঴াুঁ঳,হগারাচ঩কান ঴াুঁ঳
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,দানা ঴াুঁ঳,দানা ঴াুঁ঳
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,হক঩ ফযামযন যাজ঴াুঁ঳,হক঩ ফযামযন যাজ঴াুঁ঳
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,কমকামযাফা ভযার,কমকামযাফা ভযার
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,কামরাগরা ভযার,কামরাগরা ভযার
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,কামরা ভযার,কামরা ভযার
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,ভূক ভযার,ভূক ভযার
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,হবযীফাদক ভযার,হবযীফাদক ভযার
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,হ঴া঩ায ভযার,হ঴া঩ায ভযার
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,,
C. c. bewickii,Bewick's Swan,,,FALSE,,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,,
Branta bernicla,Brant,brant,65344051,TRUE,,
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,,
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,রারফুক যাজ঴াুঁ঳,রারফুক যাজ঴াুঁ঳
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,,
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,,
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,,
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,,
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,তুলায যাজ঴াুঁ঳,তুলায যাজ঴াুঁ঳
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,,
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,দাগি রাজহাঁস,বাদি হাঁস
Anser anser,Greylag Goose,gragoo,215162391,TRUE,মেটে রাজহাঁস,রাজহাঁস
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,,
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,,
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,হগারাচ঩-঩া যাজ঴াুঁ঳,হগারাচ঩-঩া যাজ঴াুঁ঳
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,বড় ধলাকপাল রাজহাঁস,বেঁটে রাজহাঁস
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,,
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,ছোট ধলাকপাল রাজহাঁস,ছোট ধলাকপাল রাজহাঁস
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,রযাঞ্জা ঴াুঁ঳,ফিতে হাঁস
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,,
Somateria spectabilis,King Eider,kineid,59448,TRUE,,
Somateria mollissima,Common Eider,comeid,279182411,TRUE,঩াচত িআডায,঩াচত িআডায
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,হটরায িআডায,হটরায িআডায
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,,
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,,
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,,
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,,
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,,
Melanitta americana,American Scoter,blksco2,169277571,FALSE,,
Bucephala albeola,Bufflehead,buffle,138213,FALSE,ভচ঴লভাথা হ঳ানামচাি,ভচ঴লভাথা হ঳ানামচাি
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,পাতি সোনাচোখ,ধৌলি হাঁস
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,ফামযায হ঳ানামচাি,ফামযায হ঳ানামচাি
Mergellus albellus,Smew,smew,,TRUE,স্মিউ হাঁস,নিকেন্নে
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,টুচ঩঩যা ভামগিঞ্জায,টুচ঩঩যা ভামগিঞ্জায
Mergus merganser,Common Merganser,commer,208071711,TRUE,পাতি মার্গেঞ্জার,ডুবডুবি
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,,
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,রারফুক ডুফুচয ঴াুঁ঳,লাল-বুক ডুবডুবি
†Mergus australis,Auckland Merganser,,,FALSE,,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,,
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,঴ামরিচকন ঴াুঁ঳,঴ামরিচকন ঴াুঁ঳
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,ওচযমনামকা যাজ঴াুঁ঳,ওচযমনামকা যাজ঴াুঁ঳
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,,
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,,
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,,
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,,
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,,
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,,
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,চভ঱যীয় যাজ঴াুঁ঳,চভ঱যীয় যাজ঴াুঁ঳
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,পাতি চকাচকি,শা-চখা
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,খয়রা চকাচকি,চখাচখি
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,,
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,,
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,,
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,,
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,কাুঁটা-ডানা যাজ঴াুঁ঳,কাুঁটা-ডানা যাজ঴াুঁ঳
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,ভমকাচব ঴াুঁ঳,ভমকাচব ঴াুঁ঳
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,,
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,,নাকটা
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,িঅচিকায ফাচর঴াুঁ঳,িঅচিকায ফাচর঴াুঁ঳
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,ধলা বালিহাঁস,বালিহাঁস
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,঳ফুজ ফাচর঴াুঁ঳,঳ফুজ ফাচর঴াুঁ঳
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,চক্র চতচর঴াুঁ঳,চক্র চতচর঴াুঁ঳
Aix sponsa,Wood Duck,wooduc,179353,TRUE,,
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,মান্দারিন হাঁস,মান্দারিন হাঁস
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,হক঱যী ঴াুঁ঳,হক঱যী ঴াুঁ঳
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,নীর ঴াুঁ঳,নীর ঴াুঁ঳
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,হরাতজ ঴াুঁ঳,হরাতজ ঴াুঁ঳
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,঴াটিরুমফয ঴াুঁ঳,঴াটিরুমফয ঴াুঁ঳
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,নীরডানা যাজ঴াুঁ঳,নীরডানা যাজ঴াুঁ঳
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,ভামফির ঴াুঁ঳,চিতিহাঁস
Asacornis scutulata,White-winged Wood Duck,,,FALSE,বাদি হাঁস,বাদি হাঁস
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,লালঝুঁটি ভুতিহাঁস,হেরো হাঁস
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,঳঴জাত,঳঴জাত
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,,
Aythya ferina,Common Pochard,compoc,62513831,FALSE,পাতি ভুতিহাঁস,রাঙামুড়ি
Aythya americana,Redhead,redhea,139672,FALSE,রারচ঱য,রারচ঱য
Aythya valisineria,Canvasback,canvas,618280036,TRUE,কযানবা঳চ঩ঠ বুচত঴াুঁ঳,কযানবা঳চ঩ঠ বুচত঴াুঁ঳
Aythya australis,Hardhead,wheduc1,283721771,FALSE,,
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,,
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,বেয়ারের ভুতিহাঁস,বড় ভূতিহাঁস
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,মরচেরঙ ভুতিহাঁস,ভূতিহাঁস
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,,
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,,
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,টিকি হাঁস,টিক্কি হাঁস
Aythya marila,Greater Scaup,gresca,137825,TRUE,বড় স্কপ,কালীহাঁস
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,,
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,গোলাপি হাঁস,শাকনাল
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,঳ারবামদাচয চতচর঴াুঁ঳,঳ারবামদাচয চতচর঴াুঁ঳
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,,
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,চুফাট চঝচয঴াুঁ঳,চুফাট চঝচয঴াুঁ঳
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,,
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,পকরযাে চঝচয঴াুঁ঳,পকরযাে চঝচয঴াুঁ঳
