Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pt,pt_ao,pt_br,pt_pt
Chamaepetes goudotii,Sickle-winged Guan,siwgua1,167255,FALSE,Jacu-asa-de-foice,Jacu-asa-de-foice,Jacu-asa-de-foice,guano-asa-de-foice
Penelopina nigra,Highland Guan,higgua1,203692671,FALSE,Jacu-do-planalto,Jacu-do-planalto,Jacu-do-planalto,guano-das-montanhas
Penelope argyrotis,Band-tailed Guan,batgua1,167175,FALSE,,,,
Penelope barbata,Bearded Guan,beagua1,203915771,FALSE,Jacu-barbudo,Jacu-barbudo,Jacu-barbudo,guano-barbudo
Penelope ortoni,Baudo Guan,baugua1,168703,FALSE,Jacu-de-orton,Jacu-de-orton,Jacu-de-orton,guano-do-chocó
Penelope montagnii,Andean Guan,andgua1,591553691,FALSE,,,,
Penelope marail,Marail Guan,margua1,67615,FALSE,Jacumirim,Jacumirim,jacumirim,guano-guianense
Penelope superciliaris,Rusty-margined Guan,rumgua1,102319,FALSE,Jacupemba,Jacupemba,jacupemba,guano-d'orlas-ruivas
Penelope dabbenei,Red-faced Guan,refgua1,203985251,FALSE,Jacu-de-cara-vermelha,Jacu-de-cara-vermelha,Jacu-de-cara-vermelha,guano-de-faces-vermelhas
Penelope jacquacu,Spix's Guan,spigua1,190225,FALSE,,,jacu-de-spix,Jacu-de-spix
Penelope purpurascens,Crested Guan,cregua1,173510751,FALSE,,,,
Penelope perspicax,Cauca Guan,caugua1,24042071,FALSE,Jacu-do-cauca,Jacu-do-cauca,Jacu-do-cauca,guano-do-cauca
Penelope albipennis,White-winged Guan,whwgua1,13277,FALSE,Jacu-de-asas-brancas,Jacu-de-asas-brancas,Jacu-de-asas-brancas,guano-d'asa-branca
Penelope obscura,Dusky-legged Guan,dulgua1,17658,FALSE,,,jacuguaçu,Jacuguaçu
Penelope pileata,White-crested Guan,whcgua1,203895021,FALSE,Jacupiranga,Jacupiranga,jacupiranga,guano-de-crista-branca
Penelope ochrogaster,Chestnut-bellied Guan,chbgua1,193678891,FALSE,Jacu-de-barriga-castanha,Jacu-de-barriga-castanha,jacu-de-barriga-castanha,guano-de-barriga-castanha
Penelope jacucaca,White-browed Guan,whbgua1,248626081,FALSE,Jacucaca,Jacucaca,jacucaca,guano-de-sobrancelhas
Pipile pipile,Trinidad Piping-guan,trpgua1,619307334,FALSE,,,,
Pipile cumanensis,Blue-throated Piping-guan,butpig1,321834561,FALSE,,,jacutinga-de-garganta-azul/de-garganta-branca,
Pipile grayi,White-throated Piping-guan,butpig2,396896121,FALSE,jacutinga-de-garganta-branca,jacutinga-de-garganta-branca,jacutinga-de-garganta-branca,guano-de-garganta-branca
Pipile cujubi,Red-throated Piping-guan,rtpgua1,81437,FALSE,Cujubi,Cujubi,cujubi,guano-de-garganta-vermelha
Pipile jacutinga,Black-fronted Piping-guan,bfpgua1,184775031,FALSE,jacutinga,jacutinga,jacutinga,guano-de-testa-preta
Aburria aburri,Wattled Guan,watgua1,101066981,FALSE,Jacu-de-barbela,Jacu-de-barbela,Jacu-de-barbela,guano-carunculado
Oreophasis derbianus,Horned Guan,horgua1,177575,TRUE,Jacu-chifrudo,Jacu-chifrudo,Jacu-chifrudo,guano-cornudo
Ortalis vetula,Plain Chachalaca,placha,172754021,TRUE,,,,
Ortalis cinereiceps,Grey-headed Chachalaca,grhcha1,456443461,FALSE,Aracuã-de-cabeça-cinzenta,Aracuã-de-cabeça-cinzenta,Aracuã-de-cabeça-cinzenta,chachalaca-de-cabeça-cinzenta
Ortalis garrula,Chestnut-winged Chachalaca,chwcha1,624280923,FALSE,,,,
Ortalis ruficauda,Rufous-vented Chachalaca,ruvcha1,2320,FALSE,Aracuã-de-ventre-ruivo,Aracuã-de-ventre-ruivo,Aracuã-de-ventre-ruivo,chachalaca-de-crisso-ruivo
Ortalis erythroptera,Rufous-headed Chachalaca,ruhcha1,514472621,FALSE,Aracuã-de-cabeça-ruiva,Aracuã-de-cabeça-ruiva,Aracuã-de-cabeça-ruiva,chachalaca-de-cabeça-ruiva
Ortalis wagleri,Rufous-bellied Chachalaca,rubcha1,49211281,FALSE,Aracuã-de-barriga-ruiva,Aracuã-de-barriga-ruiva,Aracuã-de-barriga-ruiva,chachalaca-de-barriga-ruiva
Ortalis poliocephala,West Mexican Chachalaca,wemcha1,153248731,FALSE,,,,
Ortalis canicollis,Chaco Chachalaca,chacha1,572139481,FALSE,aracuã-do-pantanal,aracuã-do-pantanal,aracuã-do-pantanal,chachalaca-do-chaco
Ortalis leucogastra,White-bellied Chachalaca,whbcha1,20375,FALSE,aracuã-de-barriga-branca,aracuã-de-barriga-branca,aracuã-de-barriga-branca,chachalaca-de-barriga-branca
Ortalis columbiana,Colombian Chachalaca,colcha1,212229,FALSE,aracuã-colombiano,aracuã-colombiano,aracuã-colombiano,chachalaca-colombiana
Ortalis guttata,Speckled Chachalaca,specha3,183366391,FALSE,,,aracuã-pintado/aracuã-guarda-faca,
Ortalis araucan,East Brasilian Chachalaca,,,FALSE,,,,
Ortalis squamata,Scaled Chachalaca,specha4,332027481,FALSE,,,aracuã-escamoso,
Ortalis motmot,Little Chachalaca,varcha1,78010,FALSE,,,aracuã-pequeno,Aracuã-pequeno
CASUARIIDAE,Cassowaries Emus,,,FALSE,,,,
Casuarius casuarius,Southern Cassowary,soucas1,203989761,TRUE,Casuar-de-capacete,Casuar-de-capacete,Casuar-de-capacete,casuar-do-sul
Casuarius bennetti,Dwarf Cassowary,dwacas1,203987101,FALSE,Casuar-anão,Casuar-anão,Casuar-anão,casuar-anão
Casuarius unappendiculatus,Northern Cassowary,norcas1,536563291,FALSE,Casuar-unicarunculado,Casuar-unicarunculado,Casuar-unicarunculado,casuar-do-norte
Dromaius novaehollandiae,Emu,emu1,623096519,TRUE,Emu,Emu,Emu,emu
†Dromaius minor,King Island Emu,,,FALSE,,,,
†Dromaius baudinianus,Kangoroo Island Emu,,,FALSE,,,,
APTERYGIDAE,Kiwis,,,FALSE,,,,
Apteryx haastii,Great Spotted Kiwi,grskiw1,617700522,TRUE,Quivi-manchado-grande,Quivi-manchado-grande,Quivi-manchado-grande,kiwi-malhado-grande
Apteryx owenii,Little Spotted Kiwi,liskiw1,596188651,FALSE,Quivi-manchado-pequeno,Quivi-manchado-pequeno,Quivi-manchado-pequeno,kiwi-malhado-pequeno
Apteryx mantelli,Northern Brown Kiwi,nibkiw1,623165890,TRUE,Quivi-marrom-da-Ilha-do-Norte,Quivi-marrom-da-Ilha-do-Norte,Quivi-marrom-da-Ilha-do-Norte,kiwi-do-norte
Apteryx australis,Southern Brown Kiwi,sobkiw1,85614831,FALSE,,,,
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,349286621,FALSE,aracuã-de-sobrancelhas,aracuã-de-sobrancelhas,aracuã-de-sobrancelhas,chachalaca-de-sobrancelhas
Nothocrax urumutum,Nocturnal Curassow,noccur1,34378,FALSE,urumutum,urumutum,urumutum,mutum-nocturno
Crax rubra,Great Curassow,grecur1,398165901,TRUE,Mutum-grande,Mutum-grande,Mutum-grande,mutum-grande
Crax alberti,Blue-billed Curassow,bubcur1,203963551,FALSE,,,,
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,386558971,FALSE,Mutum-poru,Mutum-poru,Mutum-poru,mutum-colombiano
Crax alector,Black Curassow,blacur1,322191801,FALSE,Mutum-poranga,Mutum-poranga,mutum-poranga,mutum-venezuelano
Crax fasciolata,Bare-faced Curassow,bafcur1,203894921,FALSE,mutum-de-penacho,mutum-de-penacho,mutum-de-penacho,mutum-do-cerrado
Crax pinima,Belem Curassow,,,FALSE,,,mutum-de-penacho (pinima),mutum-do-cerrado (pinima)
Crax globulosa,Wattled Curassow,watcur1,219106901,FALSE,Mutum-de-fava,Mutum-de-fava,mutum-de-fava,mutum-carunculado
Crax blumenbachii,Red-billed Curassow,rebcur1,625223109,FALSE,Mutum-de-bico-vermelho,Mutum-de-bico-vermelho,mutum-de-bico-vermelho,Mutum-de-bico-vermelho
Mitu tomentosum,Crestless Curassow,crecur2,317505041,FALSE,mutum-do-norte,mutum-do-norte,mutum-do-norte,Mutum-do-norte
Mitu mitu,Alagoas Curassow,alacur1,,FALSE,mutum-do-nordeste,mutum-do-nordeste,mutum-do-nordeste,mutum-nordestino
Mitu tuberosum,Razor-billed Curassow,rabcur2,559592971,FALSE,Mutum-cavalo,Mutum-cavalo,mutum-cavalo,Mutum-cavalo
Mitu salvini,Salvin's Curassow,salcur1,629970995,FALSE,Mutum-de-ventre-branco,Mutum-de-ventre-branco,Mutum-de-ventre-branco,mutum-de-barriga-branca
Pauxi unicornis,Horned Curassow,horcur3,534805601,FALSE,,,,
Pauxi koepckeae,Sira Curassow,horcur2,32320171,FALSE,mutum-unicórnio-do-sira,mutum-unicórnio-do-sira,mutum-unicórnio-do-sira,mutum-de-sira
Pauxi pauxi,Helmeted Curassow,helcur1,63667,FALSE,,,,
Arborophila crudigularis,Taiwan Partridge,taipar1,39795,FALSE,Perdiz-montesa-de-papo-branco,Perdiz-montesa-de-papo-branco,Perdiz-montesa-de-papo-branco,perdiz-da-formosa
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,239603,FALSE,Perdiz-montesa-de-peito-castanho,Perdiz-montesa-de-peito-castanho,Perdiz-montesa-de-peito-castanho,perdiz-de-peito-castanho
Arborophila brunneopectus,Bar-backed Partridge,babpar1,113529,FALSE,Perdiz-montesa-de-peito-marrom,Perdiz-montesa-de-peito-marrom,Perdiz-montesa-de-peito-marrom,perdiz-de-dorso-barrado
Arborophila rufipectus,Sichuan Partridge,sicpar1,637394890,FALSE,Perdiz-montesa-de-peito-ruivo,Perdiz-montesa-de-peito-ruivo,Perdiz-montesa-de-peito-ruivo,perdiz-do-sujuão
Arborophila gingica,Collared Partridge,whnpar2,48693791,FALSE,Perdiz-montesa-de-colar,Perdiz-montesa-de-colar,Perdiz-montesa-de-colar,perdiz-de-fuquiém
Arborophila davidi,Orange-necked Partridge,ornpar1,569348161,FALSE,Perdiz-montesa-de-pescoço-laranja,Perdiz-montesa-de-pescoço-laranja,Perdiz-montesa-de-pescoço-laranja,perdiz-de-pescoço-laranja
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1,630487371,FALSE,Perdiz-montesa-de-cabeça-castanha,Perdiz-montesa-de-cabeça-castanha,Perdiz-montesa-de-cabeça-castanha,perdiz-cambojana
Arborophila campbelli,Malay Partridge,gybpar3,203886611,FALSE,Perdiz-montesa-de-campbell,Perdiz-montesa-de-campbell,Perdiz-montesa-de-campbell,perdiz-malaia
Arborophila rolli,Tan-breasted Partridge,gybpar5,175504,FALSE,Perdiz-montesa-de-roll,Perdiz-montesa-de-roll,Perdiz-montesa-de-roll,perdiz-batak
Arborophila sumatrana,Sumatran Partridge,gybpar6,491844231,FALSE,,,,
Arborophila orientalis,White-faced Partridge,gybpar4,181897,FALSE,,,,
Arborophila javanica,Chestnut-bellied Partridge,chbpar1,647027343,FALSE,Perdiz-montesa-de-barriga-castanha,Perdiz-montesa-de-barriga-castanha,Perdiz-montesa-de-barriga-castanha,perdiz-javanesa
Arborophila rubrirostris,Red-billed Partridge,rebpar3,642820203,FALSE,Perdiz-montesa-de-bico-vermelho,Perdiz-montesa-de-bico-vermelho,Perdiz-montesa-de-bico-vermelho,perdiz-de-bico-vermelho
Arborophila hyperythra,Bornean Partridge,rebpar5,203956931,FALSE,Perdiz-montesa-de-bornéo,Perdiz-montesa-de-bornéo,Perdiz-montesa-de-bornéo,perdiz-do-bornéu
Arborophila ardens,Hainan Partridge,haipar1,609066009,FALSE,Perdiz-montesa-cara-preta,Perdiz-montesa-cara-preta,Perdiz-montesa-cara-preta,perdiz-de-ainão
Arborophila chloropus,Green-legged Partridge,,,FALSE,perdiz-montesa-de-pernas-verdes,perdiz-montesa-de-pernas-verdes,perdiz-montesa-de-pernas-verdes,perdiz-de-pernas-verdes
Arborophila tonkinensis,Tonkin Partridge,,,FALSE,,,,perdiz-de-pernas-verdes (tonkinensis)
Arborophila charltonii,Chestnut-necklaced Partridge,chnpar1,621122731,FALSE,,,,
Arborophila graydoni,Sabah Partridge,chnpar3,642338035,FALSE,perdiz-de-sabá,perdiz-de-sabá,perdiz-de-sabá,perdiz-de-sabá
Rhizothera longirostris,Long-billed Partridge,lobpar3,181633331,FALSE,,,,
Rhizothera dulitensis,Dulit Partridge,lobpar2,,FALSE,Perdiz-de-hose,Perdiz-de-hose,Perdiz-de-hose,perdiz-do-dulit
Melanoperdix niger,Black Partridge,blapar2,629033581,FALSE,Perdiz-do-mato-preta,Perdiz-do-mato-preta,Perdiz-do-mato-preta,perdiz-preta
Haematortyx sanguiniceps,Crimson-headed Partridge,crhpar1,609672173,FALSE,Perdiz-de-cabeça-carmim,Perdiz-de-cabeça-carmim,Perdiz-de-cabeça-carmim,perdiz-de-cabeça-vermelha
Caloperdix oculea,Ferruginous Partridge,ferpar2,600452771,FALSE,Perdiz-do-bosque-ferruginosa,Perdiz-do-bosque-ferruginosa,Perdiz-do-bosque-ferruginosa,perdiz-ferrugínea
Galloperdix spadicea,Red Spurfowl,redspu1,349354171,FALSE,Perdiz-vermelha,Perdiz-vermelha,Perdiz-vermelha,perdiz-esporada-vermelha
Galloperdix lunulata,Painted Spurfowl,paispu1,207089521,FALSE,Perdiz-colorida,Perdiz-colorida,Perdiz-colorida,perdiz-esporada-pintada
Galloperdix bicalcarata,Sri Lanka Spurfowl,ceyspu1,203990571,FALSE,Perdiz-cingalesa,Perdiz-cingalesa,Perdiz-cingalesa,perdiz-esporada-do-ceilão
Afropavo congensis,Congo Peafowl,conpea1,519903871,FALSE,Pavão-congolês,Pavão-congolês,Pavão-congolês,pavão-congolês
Pavo cristatus,Indian Peafowl,compea,91301711,TRUE,pavão-azul,pavão-azul,pavão-azul,pavão-azul
Pavo muticus,Green Peafowl,grepea1,609104061,FALSE,Pavão-verde,Pavão-verde,Pavão-verde,pavão-verde
Argusianus argus,Great Argus,grearg1,203944171,TRUE,argos-real,argos-real,argos-real,argos-real
Rheinardia ocellata,Crested Argus,crearg1,609069136,FALSE,,,,
R. o. nigrescens,Malaysian Argus,,,FALSE,,,,
Polyplectron napoleonis,Palawan Peacock-pheasant,palpep1,212042841,FALSE,Faisão-pavão-da-palawan,Faisão-pavão-da-palawan,Faisão-pavão-da-palawan,faisão-ocelado-de-palawan
Polyplectron malacense,Malay Peacock-pheasant,mapphe1,36637,FALSE,,,,
Polyplectron schleiermacheri,Bornean Peacock-pheasant,bopphe1,522860261,FALSE,Faisão-pavão-de-bornéu,Faisão-pavão-de-bornéu,Faisão-pavão-de-bornéu,faisão-ocelado-do-bornéu
Polyplectron germaini,Germain's Peacock-pheasant,gepphe1,204023661,FALSE,Faisão-pavão-marrom,Faisão-pavão-marrom,Faisão-pavão-marrom,faisão-ocelado-castanho
Polyplectron katsumatae,Hainan Peacock-pheasant,grypep3,613345194,FALSE,Faisão-pavão-chinquis,Faisão-pavão-chinquis,Faisão-pavão-chinquis,faisão-ocelado-de-ainão
Polyplectron bicalcaratum,Grey Peacock-pheasant,grypep2,628409328,FALSE,,,,
Polyplectron inopinatum,Mountain Peacock-pheasant,mopphe1,174378541,FALSE,Faisão-pavão-montês,Faisão-pavão-montês,Faisão-pavão-montês,faisão-ocelado-montês
Polyplectron chalcurum,Bronze-tailed Peacock-pheasant,btpphe1,640131691,FALSE,Faisão-pavão-rabo-de-bronze,Faisão-pavão-rabo-de-bronze,Faisão-pavão-rabo-de-bronze,faisão-ocelado-bronzeado
Margaroperdix madagarensis,Madagascar Partridge,madpar2,95730,FALSE,Perdiz-malgaxe,Perdiz-malgaxe,Perdiz-malgaxe,perdiz-malgaxe
Coturnix coturnix,Common Quail,comqua1,204001791,FALSE,,Codorniz-comum,,Codorniz
Coturnix japonica,Japanese Quail,japqua,308522651,FALSE,Codorna-japonesa,Codorna-japonesa,Codorna-japonesa,Codorniz-japonesa
Coturnix coromandelica,Rain Quail,raiqua1,204026791,FALSE,Codorna-pluvial,Codorna-pluvial,Codorna-pluvial,codorniz-pluvial
Coturnix delegorguei,Harlequin Quail,harqua1,55993,FALSE,codorna-arlequim,Codorniz-arlequim,codorna-arlequim,codorniz-arlequim
Coturnix pectoralis,Stubble Quail,stuqua1,73173471,TRUE,,,,
†Coturnix novaezelandiae,New Zealand Quail,nezqua1,,FALSE,,,,
Synoicus ypsilophorus,Brown Quail,broqua1,295926801,FALSE,Codorna-marrom,Codorna-marrom,Codorna-marrom,codorniz-australiana
Synoicus chinensis,Asian Blue Quail,blbqua1,385061761,FALSE,,,,Codorniz-chinesa
Synoicus adansonii,African Blue Quail,bluqua1,,FALSE,Codorniz-azul,Codorniz-azul,Codorniz-azul,codorniz-azul
Anurophasis monorthonyx,Snow Mountain Quail,snmqua2,,FALSE,Codorna-grande,Codorna-grande,Codorna-grande,codorniz-da-papua
Tetraogallus caucasicus,Caucasian Snowcock,causno1,155121691,FALSE,galo-das-neves-do-cáucaso,galo-das-neves-do-cáucaso,galo-das-neves-do-cáucaso,Galo-das-neves-do-cáucaso
Tetraogallus caspius,Caspian Snowcock,cassno1,634394698,FALSE,galo-das-neves-do-cáspio,galo-das-neves-do-cáspio,galo-das-neves-do-cáspio,Galo-das-neves-do-cáspio
Tetraogallus himalayensis,Himalayan Snowcock,himsno,601383721,FALSE,Galo-das-neves-himalaio,Galo-das-neves-himalaio,Galo-das-neves-himalaio,galo-das-neves-dos-himalaias
Tetraogallus tibetanus,Tibetan Snowcock,tibsno1,483108811,FALSE,Galo-das-neves-tibetano,Galo-das-neves-tibetano,Galo-das-neves-tibetano,galo-das-neves-do-tibete
Tetraogallus altaicus,Altai Snowcock,altsno1,639220722,FALSE,Galo-das-neves-altáico,Galo-das-neves-altáico,Galo-das-neves-altáico,galo-das-neves-altaico
Alectoris graeca,Rock Partridge,rocpar2,203977601,FALSE,,,,Perdiz-grega
Alectoris chukar,Chukar,chukar,210513,FALSE,perdiz-chucar,perdiz-chucar,perdiz-chucar,Perdiz-chucar
Alectoris magna,Przevalski's Partridge,przpar1,60496,FALSE,Perdiz-magna,Perdiz-magna,Perdiz-magna,perdiz-magna
Alectoris philbyi,Philby's Partridge,phipar1,203934401,FALSE,Perdiz-de-papo-preto,Perdiz-de-papo-preto,Perdiz-de-papo-preto,perdiz-de-garganta-preta
Alectoris barbara,Barbary Partridge,barpar2,143882821,FALSE,perdiz-mourisca,perdiz-mourisca,perdiz-mourisca,perdiz-moura
Alectoris rufa,Red-legged Partridge,relpar1,526100581,TRUE,Perdiz-comum,Perdiz-comum,Perdiz-comum,perdiz-vermelha
Alectoris melanocephala,Arabian Partridge,arapar1,480127751,FALSE,Perdiz-árabe,Perdiz-árabe,Perdiz-árabe,perdiz-árabe
Lerwa lerwa,Snow Partridge,snopar1,517723441,FALSE,Perdiz-das-neves,Perdiz-das-neves,Perdiz-das-neves,perdiz-das-neves
Ammoperdix griseogularis,See-see Partridge,sespar1,108033921,FALSE,Perdiz-assobiadeira,Perdiz-assobiadeira,Perdiz-assobiadeira,Perdiz-assobiadeira
Ammoperdix heyi,Sand Partridge,sanpar1,203694431,FALSE,Perdiz-do-deserto,Perdiz-do-deserto,Perdiz-do-deserto,Perdiz-do-deserto
Perdicula asiatica,Jungle Bush-quail,jubqua1,268669171,FALSE,,,,codorniz-de-garganta-ferrugínea/codorniz-das-rochas
Perdicula argoondah,Rock Bush-quail,robqua1,625833475,FALSE,Codorna-mateira-das-rochas,Codorna-mateira-das-rochas,Codorna-mateira-das-rochas,codorniz-das-rochas
Perdicula erythrorhyncha,Painted Bush-quail,pabqua1,394824171,FALSE,Codorna-mateira-de-bico-vermelho,Codorna-mateira-de-bico-vermelho,Codorna-mateira-de-bico-vermelho,codorniz-de-bico-vermelho
Perdicula manipurensis,Manipur Bush-quail,mabqua1,,FALSE,Codorna-mateira-cinzenta,Codorna-mateira-cinzenta,Codorna-mateira-cinzenta,codorniz-de-manipur
Ophrysia superciliosa,Himalayan Quail,himqua1,,FALSE,Codorna-himalaia,Codorna-himalaia,Codorna-himalaia,perdiz-dos-himalaias
Pternistis hartlaubi,Hartlaub's Francolin,harfra3,203933311,FALSE,francolim-de-hartlaub,Francolim de Hartlaub,francolim-de-hartlaub,francolim-de-hartlaub
Pternistis bicalcaratus,Double-spurred Francolin,dosfra2,643643301,FALSE,Choca,Choca,Choca,francolim-biesporado
Pternistis icterorhynchus,Heuglin's Francolin,heufra1,467007011,FALSE,Francolim-de-bico-amarelo,Francolim-de-bico-amarelo,Francolim-de-bico-amarelo,francolim-de-bico-amarelo
Pternistis clappertoni,Clapperton's Francolin,clafra1,33651871,FALSE,Francolim-de-bigode,Francolim-de-bigode,Francolim-de-bigode,francolim-de-clapperton
Pternistis harwoodi,Harwood's Francolin,harfra4,204006921,FALSE,Francolim-etíope,Francolim-etíope,Francolim-etíope,francolim-de-harwood
NUMIDIDAE,Guineafowl,,,FALSE,,,,
Numida meleagris,Helmeted Guineafowl,helgui,203933171,FALSE,pintada,Pintada da Guiné comum,galinha-d'angola,pintada-da-guiné
N. m. galeatus,West African Guineafowl,,,FALSE,,,,
Agelastes meleagrides,White-breasted Guineafowl,whbgui1,,FALSE,Pintada-de-peito-branco,Pintada-de-peito-branco,Pintada-de-peito-branco,pintada-de-peito-branco
Agelastes niger,Black Guineafowl,blagui1,565534711,FALSE,pintada-preta,Pintada-preta,pintada-preta,pintada-preta
Acryllium vulturinum,Vulturine Guineafowl,vulgui1,645270670,FALSE,Pintada-vulturina,Pintada-vulturina,Pintada-vulturina,pintada-vulturina
Guttera plumifera,Plumed Guineafowl,plugui1,629897712,FALSE,pintada-emplumada,Pintada-de-penacho,pintada-emplumada,pintada-de-penacho
Guttera verreauxi,Western Crested Guineafowl,cregui2,591043601,FALSE,galinha-azul,galinha-azul,galinha-azul,pintada-de-verreaux
Guttera pucherani,Eastern Crested Guineafowl,cregui3,176795,FALSE,,,,
Guttera edouardi,Southern Crested Guineafowl,cregui4,206411171,FALSE,,,,
ODONTOPHORIDAE,New World Quails,,,FALSE,,,,
Ptilopachus petrosus,Stone Partridge,stopar1,203911811,FALSE,Galinha-da-pedra,Galinha-da-pedra,Galinha-da-pedra,perdiz-das-rochas
Ptilopachus nahani,Nahan's Partridge,nahfra2,166731461,FALSE,Francolim-de-nahan,Francolim-de-nahan,Francolim-de-nahan,perdiz-de-nahan
Philortyx fasciatus,Barred Quail,banqua1,325304401,FALSE,Colim-barrado,Colim-barrado,Colim-barrado,codorniz-barrada
Oreortyx pictus,Mountain Quail,mouqua,42202,TRUE,Colim-serrano,Colim-serrano,Colim-serrano,codorniz-serrana
Colinus virginianus,Northern Bobwhite,norbob,92708151,TRUE,,,,Codorniz-da-virgínia
C. v. ridgwayi,Masked Bobwhite,,,FALSE,,,,
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,173680121,FALSE,Uru-de-papo-preto,Uru-de-papo-preto,Uru-de-papo-preto,codorniz-de-garganta-preta
Colinus leucopogon,Spot-bellied Bobwhite,crebob2,211115,FALSE,,,,
Colinus cristatus,Crested Bobwhite,crebob1,64102,FALSE,,,uru-do-campo,Uru-do-campo
Callipepla squamata,Scaled Quail,scaqua,452435231,TRUE,Colim-escamoso,Colim-escamoso,Colim-escamoso,codorniz-escamosa
Callipepla douglasii,Elegant Quail,elequa,109166,FALSE,Colim-elegante,Colim-elegante,Colim-elegante,codorniz-elegante
Callipepla gambelii,Gambel's Quail,gamqua,435382461,FALSE,Colim-de-elmo,Colim-de-elmo,Colim-de-elmo,codorniz-de-elmo
Callipepla californica,California Quail,calqua,111018,TRUE,codorniz-da-califórnia,codorniz-da-califórnia,codorniz-da-califórnia,Codorniz-da-califórnia
Dendrortyx barbatus,Bearded Wood-partridge,bewpar1,333371541,FALSE,Colim-barbudo,Colim-barbudo,Colim-barbudo,perdiz-barbuda
Dendrortyx macroura,Long-tailed Wood-partridge,ltwpar1,125230411,FALSE,Colim-de-rabo-longo,Colim-de-rabo-longo,Colim-de-rabo-longo,perdiz-rabilonga
Dendrortyx leucophrys,Buffy-crowned Wood-partridge,bcwpar1,94099921,FALSE,Colim-de-sobrancelhas-brancas,Colim-de-sobrancelhas-brancas,Colim-de-sobrancelhas-brancas,perdiz-coroada
Odontophorus gujanensis,Marbled Wood-quail,mawqua1,64113,FALSE,Uru-corcovado,Uru-corcovado,uru-corcovado,codorniz-amazónica
Odontophorus capueira,Spot-winged Wood-quail,swwqua1,598288201,FALSE,uru,uru,uru,codorniz-d'asa-ponteada
Odontophorus melanotis,Black-eared Wood-quail,bewqua1,616447048,FALSE,Corcovado-de-orelhas-pretas,Corcovado-de-orelhas-pretas,Corcovado-de-orelhas-pretas,codorniz-d'orelhas-pretas
Odontophorus erythrops,Rufous-fronted Wood-quail,rfwqua1,609684320,FALSE,Corcovado-de-orelhas-pretas,Corcovado-de-orelhas-pretas,Corcovado-de-orelhas-pretas,codorniz-d'orelhas-pretas
Odontophorus atrifrons,Black-fronted Wood-quail,bfwqua1,167188,FALSE,Corcovado-de-fronte-preta,Corcovado-de-fronte-preta,Corcovado-de-fronte-preta,codorniz-de-testa-preta
Odontophorus hyperythrus,Chestnut Wood-quail,chwqua1,198748961,FALSE,Corcovado-castanho,Corcovado-castanho,Corcovado-castanho,codorniz-castanha
Odontophorus melanonotus,Dark-backed Wood-quail,dbwqua1,609501576,FALSE,Corcovado-de-dorso-escuro,Corcovado-de-dorso-escuro,Corcovado-de-dorso-escuro,codorniz-de-dorso-escuro
Odontophorus speciosus,Rufous-breasted Wood-quail,rbwqua1,203934101,FALSE,Corcovado-de-peito-ruivo,Corcovado-de-peito-ruivo,Corcovado-de-peito-ruivo,codorniz-de-peito-ruivo
Odontophorus dialeucos,Tacarcuna Wood-quail,tawqua1,452616671,FALSE,Corcovado-da-tacarcuna,Corcovado-da-tacarcuna,Corcovado-da-tacarcuna,codorniz-do-tacarcuna
Odontophorus strophium,Gorgeted Wood-quail,gowqua1,440400661,FALSE,,,,
Odontophorus columbianus,Venezuelan Wood-quail,venwoq1,363999931,FALSE,Corcovado-venezuelano,Corcovado-venezuelano,Corcovado-venezuelano,codorniz-venezuelana
Odontophorus leucolaemus,Black-breasted Wood-quail,bbwqua1,219829,FALSE,Corcovado-de-peito-preto,Corcovado-de-peito-preto,Corcovado-de-peito-preto,codorniz-de-peito-preto
Odontophorus balliviani,Stripe-faced Wood-quail,sfwqua1,101629,FALSE,Corcovado-mascarado,Corcovado-mascarado,Corcovado-mascarado,codorniz-mascarada
Odontophorus stellatus,Starred Wood-quail,stwqua1,628325894,FALSE,Uru-de-topete,Uru-de-topete,uru-de-topete,codorniz-estrelada
Odontophorus guttatus,Spotted Wood-quail,spwqua1,46235351,FALSE,Corcovado-pintado,Corcovado-pintado,Corcovado-pintado,codorniz-pintada
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,158174131,FALSE,Colim-de-cara-fulva,Colim-de-cara-fulva,Colim-de-cara-fulva,codorniz-de-faces-ruivas
Dactylortyx thoracicus,Singing Quail,sinqua1,164257101,FALSE,Colim-cantor,Colim-cantor,Colim-cantor,codorniz-cantora
Cyrtonyx montezumae,Montezuma Quail,monqua,112164341,FALSE,Colim-de-montezuma,Colim-de-montezuma,Colim-de-montezuma,codorniz-asteca
Cyrtonyx sallei,Spot-breasted Quail,,,FALSE,,,,codorniz-asteca (sallei/rowleyi)
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,615632768,FALSE,Colim-ocelado,Colim-ocelado,Colim-ocelado,codorniz-ocelada
PHASIANIDAE,Pheasant Partridges Turkeys Grouse,,,FALSE,,,,
