Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pt,pt_ao,pt_br,pt_pt
Crithagra citrinipecta,Lemon-breasted Canary,,,FALSE,Canário-de-peito-limão,Canário-de-peito-limão,Canário-de-peito-limão,canário-de-peito-limão
Crithagra mozambica,Yellow-fronted Canary,yefcan,1235,FALSE,canário-de-moçambique,Canário de Moçambique,canário-de-moçambique,canário-moçambicano
Crithagra donaldsoni,Northern Grosbeak-canary,norgrc1,312684001,FALSE,,,,
Crithagra buchanani,Southern Grosbeak-canary,sougrc1,649281242,FALSE,Canário-bicudo-grande,Canário-bicudo-grande,Canário-bicudo-grande,canário-de-buchanan
Crithagra flaviventris,Yellow Canary,yelcan1,176715391,FALSE,canário-de-barriga-amarela,Canário-de-barriga-amarela,canário-de-barriga-amarela,canário-de-barriga-amarela
Crithagra dorsostriata,White-bellied Canary,whbcan1,312742211,FALSE,Canário-de-barriga-branca,Canário-de-barriga-branca,Canário-de-barriga-branca,canário-de-barriga-branca
Crithagra sulphurata,Brimstone Canary,brican1,438886831,FALSE,canário-girassol,Canário-girassol,canário-girassol,canário-girassol
Crithagra albogularis,White-throated Canary,whtcan1,606616731,FALSE,canário-de-garganta-branca,Canário-de-garganta-branca,canário-de-garganta-branca,canário-de-garganta-branca
Crithagra striatipectus,Stripe-breasted Canary,reisee3,37845,FALSE,canário-de-peito-listrado,canário-de-peito-listrado,canário-de-peito-listrado,canário-de-peito-estriado
Crithagra reichardi,Reichard's Seedeater,reisee4,13013,FALSE,,,,
Crithagra canicapilla,West African Seedeater,sthsee3,,FALSE,,,,
Crithagra gularis,Streaky-headed Seedeater,sthsee2,203938581,FALSE,,Canário-de-cabeça-estriada,,
Crithagra mennelli,Black-eared Seedeater,blesee1,80398,FALSE,Canário-de-mascarilha,Canário-de-mascarilha,Canário-de-mascarilha,canário-d'orelhas-pretas
Crithagra tristriata,Brown-rumped Seedeater,brrsee1,609066792,FALSE,Canário-de-sobre-marrom,Canário-de-sobre-marrom,Canário-de-sobre-marrom,canário-d'uropígio-castanho
Crithagra ankoberensis,Ankober Seedeater,ankser2,327478921,FALSE,Pintarroxo-listrado,Pintarroxo-listrado,Pintarroxo-listrado,canário-de-ankober
Crithagra menachensis,Yemen Serin,yemser1,426551781,FALSE,,,,
Crithagra striolata,Streaky Seedeater,strsee1,13017,FALSE,,,,
Crithagra burtoni,Thich-billed Seedeater,thbsee1,1279,FALSE,,Canário-cinzento-das-montanhas,,
Crithagra melanochroa,Kipengere Seedeater,tansee1,137483,FALSE,,,,
Crithagra rufobrunnea,Principe Seedeater,prisee1,96203,FALSE,Canário-castanho-de-príncipe,Canário-castanho-de-príncipe,Canário-castanho-de-príncipe,canário-do-príncipe
Crithagra concolor,Sao Tome Grosbeak,satgro1,247228541,FALSE,Bico-grosso-de-são-tomé,Bico-grosso-de-são-tomé,Bico-grosso-de-são-tomé,canário-de-são-tomé
Crithagra leucoptera,Protea Canary,procan1,177674111,FALSE,Canário-d'asa-branca,Canário-d'asa-branca,Canário-d'asa-branca,canário-d'asa-branca
Crithagra totta,Cape Siskin,capsis2,212083001,FALSE,,,,
Crithagra symonsi,Drakensberg Siskin,drasis2,275710,FALSE,canário-das-drankensberg,canário-das-drankensberg,canário-das-drankensberg,canário-das-drakensberg
Linaria flavirostris,Twite,twite1,203946701,TRUE,Pintarroxo-de-bico-amarelo,Pintarroxo-de-bico-amarelo,Pintarroxo-de-bico-amarelo,Pintarroxo-de-bico-amarelo
Linaria cannabina,Common Linnet,eurlin1,345449441,FALSE,pintarroxo,pintarroxo,pintarroxo,pintarroxo-europeu
Linaria yemenensis,Yemen Linnet,yemlin1,423841141,FALSE,Pintarroxo-iemenita,Pintarroxo-iemenita,Pintarroxo-iemenita,pintarroxo-iemenita
Linaria johannis,Warsangli Linnet,warlin1,618146529,FALSE,Pintarroxo-somali,Pintarroxo-somali,Pintarroxo-somali,pintarroxo-somali
Acanthis flammea,Redpoll,redpol1,235463,FALSE,Pintarroxo-de-queixo-preto,Pintarroxo-de-queixo-preto,Pintarroxo-de-queixo-preto,pintarroxo-de-queixo-preto
Acanthis flammea cabaret,Lesser Redpoll,lesred1,255441391,FALSE,,,,Pintarroxo-de-queixo-preto (cabaret)
Acanthis flammea flammea,Common Redpoll,comred3,203905621,FALSE,Pintarroxo-de-queixo-preto,Pintarroxo-de-queixo-preto,Pintarroxo-de-queixo-preto,pintarroxo-de-queixo-preto
Acanthis flammea rostrata,Greater Redpoll,,,FALSE,,,,Pintarroxo-de-queixo-preto (rostrata/islandica)
Acanthis flammea hornemanni,Arctic Redpoll,hoared1,203974021,FALSE,,,,
Loxia pytyopsittacus,Parrot Crossbill,parcro2,610033879,TRUE,Cruza-bico-papagaio,Cruza-bico-papagaio,Cruza-bico-papagaio,Cruza-bico-papagaio
Loxia scotica,Scottish Crossbill,scocro1,441858351,FALSE,Cruza-bico-escocês,Cruza-bico-escocês,Cruza-bico-escocês,Cruza-bico-escocês
Loxia curvirostra,Red Crossbill,redcro,64047331,TRUE,,,,Cruza-bico
Loxia leucoptera,Two-barred Crossbill,whwcro,65099811,FALSE,,,,Cruza-bico-listado
Loxia megaplaga,Hispaniolan Crossbill,hiscro,12991,FALSE,Cruza-bico-de-hispaniola,Cruza-bico-de-hispaniola,Cruza-bico-de-hispaniola,cruza-bico-dominicano
Chrysocorythus estherae,Mountain Serin,mouser2,170525531,FALSE,,,,
Chrysocorythus mindanensis,Mindanao Serin,mouser3,,FALSE,chamariz-de-mindanau,chamariz-de-mindanau,chamariz-de-mindanau,chamariz-de-mindanau
Carduelis carduelis,European Goldfinch,eurgol,616288275,TRUE,,,pintassilgo-europeu,Pintassilgo
Carduelis caniceps,Eastern Goldfinch,eurgol2,459383941,FALSE,Pintassilgo,Pintassilgo,Pintassilgo,Pintassilgo
Carduelis citrinella,Citril Finch,citfin1,66120171,FALSE,,,,Milheirinha-serrana
Carduelis corsicana,Corsican Finch,corfin1,624941503,FALSE,Verdilhão-corso,Verdilhão-corso,Verdilhão-corso,verdilhão-corso
Serinus serinus,European Serin,eurser1,203981951,TRUE,milheirinha,milheirinha,milheirinha,chamariz-europeu
Serinus canaria,Island Canary,comcan,95820321,FALSE,Canário,Canário,Island Canary,Canário-da-terra
Serinus syriacus,Syrian Serin,syrser1,444880381,FALSE,milheirinha-do-levante,milheirinha-do-levante,milheirinha-do-levante,chamariz-sírio
Serinus pusillus,Red-fronted Serin,fifser1,463303591,TRUE,Milheirinha-de-testa-vermelha,Milheirinha-de-testa-vermelha,Milheirinha-de-testa-vermelha,chamariz-de-testa-vermelha
Serinus alario,Black-headed Canary,bkhcan2,278432,FALSE,,,,
Serinus canicollis,Cape Canary,capcan1,394293651,FALSE,,,,
Serinus flavivertex,Yellow-crowned Canary,yeccan1,1587,FALSE,,Canário-amarelo-das-montanhas,,
Serinus nigriceps,Ethiopian Siskin,abysis1,204011681,FALSE,Canário-de-cabeça-preta,Canário-de-cabeça-preta,Canário-de-cabeça-preta,canário-de-cabeça-preta
Spinus thibetanus,Tibetan Siskin,tibser1,223892181,FALSE,Pintassilgo-tibetano,Pintassilgo-tibetano,Pintassilgo-tibetano,lugre-do-tibete
Spinus spinus,Eurasian Siskin,eursis,203693691,TRUE,Lugre,Lugre,Lugre,lugre-eurasiático
Spinus pinus,Pine Siskin,pinsis,89549511,TRUE,Lugre-dos-pinheiros,Lugre-dos-pinheiros,Lugre-dos-pinheiros,lugre-dos-pinheiros
Spinus tristis,American Goldfinch,amegfi,94457,TRUE,Pintassilgo-americano,Pintassilgo-americano,Pintassilgo-americano,pintassilgo-americano
Spinus psaltria,Lesser Goldfinch,lesgol,22869,FALSE,Pintassilgo-pequeno,Pintassilgo-pequeno,Pintassilgo-pequeno,pintassilgo-pequeno
Spinus lawrencei,Lawrence's Siskin,lawgol,452293841,FALSE,Pintassilgo-mascarado,Pintassilgo-mascarado,Pintassilgo-mascarado,pintassilgo-de-lawrence
Spinus atriceps,Black-capped Siskin,blcsis1,110802401,FALSE,Pintassilgo-de-boné-preto,Pintassilgo-de-boné-preto,Pintassilgo-de-boné-preto,lugre-de-coroa-preta
Spinus spinescens,Andean Siskin,andsis1,63546,FALSE,Pintassilgo-andino,Pintassilgo-andino,Pintassilgo-andino,lugre-andino
Spinus yarellii,Yellow-faced Siskin,yefsis1,227190,FALSE,,,,
Spinus cucullatus,Red Siskin,redsis1,63549,FALSE,Pintassilgo-vermelho,Pintassilgo-vermelho,Pintassilgo-vermelho,lugre-vermelho
