Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sr
Molothrus rufoaxillaris,Screaming Cowbird,scrcow1,615096458,FALSE,Vrišteća kravarica
Molothrus oryzivorus,Giant Cowbird,giacow,203694691,FALSE,Džinovska kravarica
Molothrus bonariensis,Shiny Cowbird,shicow,12599,TRUE,Sjajna kravarica
Molothrus ater,Brown-headed Cowbird,bnhcow,148572321,TRUE,Crna kravarica
Molothrus aeneus,Bronzed Cowbird,brocow,115684131,TRUE,Bronzana kravarica
Molothrus armenti,Bronze-brown Cowbird,,,FALSE,
Dives dives,Melodious Blackbird,melbla1,63910791,FALSE,Melodični kos
Dives warczewiczi,Scrub Blackbird,scrbla1,81148,FALSE,Žbunjački kos
Ptiloxena atroviolacea,Cuban Blackbird,cubbla,203887231,FALSE,Kubanski američki kos
Euphagus carolinus,Rusty Blackbird,rusbla,206450,TRUE,Rđasti američki kos
Euphagus cyanocephalus,Brewer's Blackbird,brebla,246338631,TRUE,Žutooki američki kos
Quiscalus quiscula,Common Grackle,comgra,133330,TRUE,Obični kukuruzar
Q. q. versicolor,Bronzed Grackle,,,FALSE,
Quiscalus lugubris,Carib Grackle,cargra1,61234,FALSE,Karipski kukuruzar
Quiscalus nicaraguensis,Nicaraguan Grackle,nicgra1,649401153,FALSE,Kukuruzar iz Nikaragve
Quiscalus niger,Greater Antillean Grackle,gragra1,203888921,FALSE,Veliki kukuruzar sa Antila
Quiscalus major,Boat-tailed Grackle,botgra,73914,TRUE,Širokorepi/dugorepi kukuruzar
Quiscalus mexicanus,Great-tailed Grackle,grtgra,614993910,TRUE,Širokorepi/dugorepi kukuruzar
†Quiscalus palustris,Slender-billed Grackle,slbgra1,,FALSE,
Lampropsar tanagrinus,Velvet-fronted Grackle,vefgra1,29251,FALSE,Somotastočeli kukuruzar
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,rebgra1,165954,FALSE,Crvenotrbi kukuruzar
Gymnomystax mexicanus,Oriole Blackbird,oribla1,204023301,FALSE,Vugoliki meksički kos
Macroagelaius subalaris,Mountain Grackle,mougra1,324501961,FALSE,Planinski kukuruzar
Macroagelaius imthurni,Golden-tufted Grackle,gotgra1,203952941,FALSE,Kukuruzar sa zlatnim čuperkom
Amblyramphus holosericeus,Scarlet-headed Blackbird,schbla1,203917431,FALSE,Crvenoglavi kos
Curaeus curaeus,Austral Blackbird,ausbla1,623792400,FALSE,Patagonski kos
Curaeus forbesi,Forbes's Blackbird,forbla1,114846,FALSE,Forbsov kos
Gnorimopsar chopi,Chopi Blackbird,chobla1,132753,FALSE,Čopi ikterida
Agelaioides badius,Greyish Baywing,bawcow4,161071901,FALSE,Siva/bleda riđokrilka
Agelaioides fringillarius,Pale Baywing,bawcow3,54954,FALSE,Bleda riđokrilka
Oreopsar bolivianus,Bolivian Blackbird,bolbla1,633602681,FALSE,Bolivijski američki kos
Agelasticus thilius,Yellow-winged Blackbird,yewbla2,203892681,FALSE,Žutokrili kos
Agelasticus cyanopus,Unicolored Blackbird,unibla2,635626852,FALSE,Jednobojni kos
Agelasticus xanthophthalmus,Pale-eyed Blackbird,paebla2,13309,FALSE,Svetlooki kos
Chrysomus icterocephalus,Yellow-hooded Blackbird,yehbla2,61053,FALSE,Brazilska žutoglavka
Chrysomus ruficapillus,Chestnut-capped Blackbird,chcbla2,119424701,FALSE,Kestenjasta žutoglavka
Xanthopsar flavus,Saffron-cowled Blackbird,sacbla2,135156051,FALSE,Urugvajska žutoglavka
Pseudoleistes guirahuro,Yellow-rumped Marshbird,yermar1,615924905,FALSE,Severni žutotrbi kos
Pseudoleistes virescens,Brown-and yellow Marshbird,baymar1,100332041,FALSE,Južni žutotrbi kos
PARULIDAE,New World Warblers,,,FALSE,
Seiurus aurocapilla,Ovenbird,ovenbi1,216853,TRUE,Severnoamerička pećarka
Helmitheros vermivorum,Worm-eating Warbler,woewar1,84859,FALSE,Cvrkutarka guseničarka
Parkesia motacilla,Louisiana Waterthrush,louwat,341945051,FALSE,Južni vodendrozd
Parkesia noveboracensis,Northern Waterthrush,norwat,86389,FALSE,Severni vodendrozd
Vermivora bachmanii,Bachman's Warbler,bacwar,10718,FALSE,Bahmanova cvrkutarka
Vermivora chrysoptera,Golden-winged Warbler,gowwar,527190,FALSE,Zlatokrila cvrkutarka
Vermivora cyanoptera,Blue-winged Warbler,buwwar,339920491,TRUE,Plavokrila cvrkutarka
Mniotilta varia,Black-and-white Warbler,bawwar,27196,TRUE,Crno-bela cvrkutarka
Protonotaria citrea,Prothonotary Warbler,prowar,99435531,TRUE,Protonotarska cvrkutarka
Limnothlypis swainsonii,Swainson's Warbler,swawar,73908,FALSE,Svensonova cvrkutarka
Oreothlypis superciliosa,Crescent-chested Warbler,crcwar,342071391,FALSE,Mašnasta cvrkutarka
Oreothlypis gutturalis,Flame-throated Warbler,fltwar1,205758,FALSE,Vatrogrla cvrkutarka
Leiothlypis peregrina,Tennessee Warbler,tenwar,85236,FALSE,Zviždakolika cvrkutarka
Leiothlypis celata,Orange-crowned Warbler,orcwar,366011911,FALSE,Narandžastokapa cvrkutarka
Leiothlypis crissalis,Colima Warbler,colwar,452645361,FALSE,Kolimska cvrkutarka
Leiothlypis luciae,Lucy's Warbler,lucwar,133958601,FALSE,Lusina cvrkutarka
Leiothlypis ruficapilla,Nashville Warbler,naswar,98800,FALSE,Nešvil cvrkutarka
Leiothlypis virginiae,Virginia's Warbler,virwar,105313461,FALSE,Virdžinijina cvrkutarka
Leucopeza semperi,Semper's Warbler,semwar1,,FALSE,Cvrkutarka sa ostrva Sveta Lucija (izumrla)
Oporornis agilis,Connecticut Warbler,conwar,103567031,FALSE,Konektikat cvrkutarka
Geothlypis poliocephala,Grey-crowned Yellowthroat,gycyel,209220,FALSE,Cvrkutarka sa sivom kapicom
Geothlypis chiriquensis,Chiriqui Yellowthroat,,,FALSE,
Geothlypis auricularis,Black-lored Yellowthroat,masyel4,11017,FALSE,Crnočela žutogrla cvrkutarka
Geothlypis aequinoctialis,Masked Yellowthroat,masyel2,70373,FALSE,Maskirana žutogrla cvrkutarka
Geothlypis tolmiei,MacGillvray's Warbler,macwar,342407871,FALSE,Mekgilivrejeva cvrkutarka
Geothlypis philadelphia,Mourning Warbler,mouwar,59594971,FALSE,Filadelfijska cvrkutarka
Geothlypis formosa,Kentucky Warbler,kenwar,341674081,FALSE,Kentaki cvrkutarka
Geothlypis bairdi,Baird's Warbler,,,FALSE,
Geothlypis semiflava,Olive-crowned Yellowthroat,olcyel1,48170421,FALSE,Maslinastoglava cvrkutarka
Geothlypis speciosa,Black-polled Yellowthroat,blpyel1,204021781,FALSE,Močvarska žutogrla cvrkutarka
Geothlypis beldingi,Belding's Yellowthroat,belyel1,50211101,FALSE,Ševarska žutogrla cvrkutarka
Geothlypis rostrata,Bahama Yellowthroat,bahyel1,89305761,FALSE,Bahamska žutogrla cvrkutarka
Geothlypis flavovelata,Altamira Yellowthroat,altyel1,354405411,FALSE,Altamirska žutogrla cvrkutarka
Geothlypis trichas,Common Yellowthroat,comyel,94345,TRUE,Žutogrla cvrkutarka
Geothlypis nelsoni,Hooded Yellowthroat,hooyel1,362556461,FALSE,Brdska žutogrla cvrkutarka
Catharopeza bishopi,Whistling Warbler,whiwar1,450300291,FALSE,Šarena cvrkutarka
Setophaga plumbea,Plumbeous Warbler,pluwar1,203902981,FALSE,Olovnosiva cvrkutarka
Setophaga angelae,Elfin Woods Warbler,elwwar1,138899,FALSE,Portorikanska visokoplaninska cvrkutarka
Setophaga pharetra,Arrowhead Warbler,arrwar1,560481711,FALSE,Jamajkanska cvrkutarka
Setophaga citrina,Hooded Warbler,hoowar,211804851,TRUE,Žutolika cvrkutarka
Setophaga ruticilla,American Redstart,amered,534354,TRUE,Američka crvenrepka
Setophaga kirtlandii,Kirtland's Warbler,kirwar,13982,FALSE,Kirtlendova cvrkutarka
Setophaga tigrina,Cape May Warbler,camwar,68917,FALSE,Smeđolika cvrkutarka
Setophaga cerulea,Cerulean Warbler,cerwar,85119,TRUE,Svetloplava cvrkutarka
Setophaga americana,Northern Parula,norpar,351946681,FALSE,Severna parula
Setophaga pitiayumi,Tropical Parula,tropar,444656371,TRUE,Tropska parula
Setophaga graysoni,Socorro Parula,,,FALSE,Tropska parula (graysoni)
Setophaga magnolia,Magnolia Warbler,magwar,228996,FALSE,Magnolijina cvrkutarka
Setophaga castanea,Bay-breasted Warbler,babwar,249809,FALSE,Kestenjasta cvrkutarka
Setophaga fusca,Blackburnian Warbler,bkbwar,9576,FALSE,Narandžastogrla cvrkutarka
Setophaga petechia,American Yellow Warbler,manwar1,203907381,TRUE,Žuta cvrkutarka/mangrovska cvrkutarka
S. p. petechia,Golden Warbler,,,FALSE,
S. p. erithachorides,Mangrove Warbler,,,FALSE,
Setophaga pensylvanica,Chestnut-sided Warbler,chswar,98242481,FALSE,Smeđoboka cvrkutarka
Setophaga striata,Blackpoll Warbler,bkpwar,94362,TRUE,Prugasta cvrkutarka
Setophaga caerulescens,Black-throated Blue Warbler,btbwar,342066171,FALSE,Plava crnogrla cvrkutarka
Setophaga palmarum,Palm Warbler,palwar,229598,FALSE,Palmina cvrkutarka
Setophaga pityophila,Olive-capped Warbler,olcwar1,33096880,FALSE,Maslinastokapa cvrkutarka
Setophaga pinus,Pine Warbler,pinwar,9871,FALSE,Borova cvrkutarka
Setophaga auduboni,Audubon's Warbler,,,FALSE,
Setophaga coronata,Myrtle Warbler,yerwar,85245,TRUE,Krunasta cvrkutarka
Setophaga dominica,Yellow-throated Warbler,yetwar,191290,FALSE,Žutogruda cvrkutarka
Setophaga flavescens,Bahama Warbler,yetwar3,32872521,FALSE,Bahamska cvrkutarka
Setophaga vitellina,Vitelline Warbler,vitwar1,598294261,FALSE,Kajmanska cvrkutarka
Setophaga discolor,Prairie Warbler,prawar,164439851,FALSE,Prerijska cvrkutarka
Setophaga adelaidae,Adelaide's Warbler,adewar1,69511,FALSE,Portorikanska šumska cvrkutarka
Setophaga subita,Barbuda Warbler,barwar,619499497,FALSE,Cvrkutarka sa Barbude
Setophaga delicata,St Lucia Warbler,stlwar,51026,FALSE,Cvrkutarka sa Svete Lucije
Setophaga graciae,Grace's Warbler,grawar,45087,FALSE,Grejsina cvrkutarka
Setophaga nigrescens,Black-throated Grey Warbler,btywar,50127,FALSE,Siva crnogrla cvrkutarka
Setophaga townsendi,Townsend's Warbler,towwar,47707,FALSE,Taunsendova cvrkutarka
Setophaga occidentalis,Hermit Warbler,herwar,539751,FALSE,Žutoglava cvrkutarka
Setophaga chrysoparia,Golden-cheeked Warbler,gchwar,40561,FALSE,Zlatolika cvrkutarka
Setophaga virens,Black-throated Green Warbler,btnwar,107395,FALSE,Zelena crnogrla cvrkutarka
Myiothlypis luteoviridis,Northern Citrine Warbler,citwar1,67188,FALSE,Limunasta cvrkutarka
Myiothlypis striaticeps,Peruvian Citrine Warbler,,,FALSE,
Myiothlypis euophrys,Bolivian Citrine Warbler,,,FALSE,
Myiothlypis basilica,Santa Marta Warbler,samwar1,619505182,FALSE,Cvrkutarka sa ostrva Santa Marta
Myiothlypis leucophrys,White-striped Warbler,whswar2,34098,FALSE,Belopruga cvrkutarka
Myiothlypis flaveola,Flavescent Warbler,flawar1,9109,FALSE,Žućkasta cvrkutarka
Myiothlypis leucoblephara,White-rimmed Warbler,whbwar2,203700981,FALSE,Cvrkutarka sa belom obrvom
Myiothlypis signata,Pale-legged Warbler,palwar1,212288,FALSE,Svetlonoga cvrkutarka
Myiothlypis nigrocristata,Black-crested Warbler,blcwar2,204023621,FALSE,Crnoćuba cvrkutarka
Myiothlypis fulvicauda,Buff-rumped Warbler,burwar1,520356401,FALSE,Žutoleđa rečna cvrkutarka
Myiothlypis mesoleuca,Northern Riverbank Warbler,,,FALSE,
Myiothlypis rivularis,Southern Riverbank Warbler,rivwar1,88367,FALSE,Rečna cvrkutarka
Myiothlypis roraime,Roraiman Warbler,,,FALSE,
Myiothlypis bivittata,Two-banded Warbler,twbwar1,189541,FALSE,Dvopruga cvrkutarka
Myiothlypis chlorophrys,Choco Warbler,gobwar4,203922691,FALSE,Zapadna zlatotrba cvrkutarka
Myiothlypis chrysogaster,Golden-bellied Warbler,gobwar3,532078841,FALSE,Istočna zlatotrba cvrkutarka
Myiothlypis conspicillata,White-lored Warbler,whlwar1,167146,FALSE,Sivolika cvrkutarka sa Santa Marte
Myiothlypis cinereicollis,Grey-throated Warbler,gytwar1,360335791,FALSE,Sivogrla cvrkutarka
Myiothlypis fraseri,Grey-and-gold Warbler,gagwar2,122726,FALSE,Sivo-zlatna cvrkutarka
Myiothlypis coronatus,Russet-crowned Warbler,rucwar1,391722021,FALSE,Plavolika cvrkutarka
Basileuterus lachrymosus,Fan-tailed Warbler,fatwar,503546041,FALSE,Lepezorepa cvrkutarka
Basileuterus rufifrons,Rufous capped Warbler,rucwar,109139,FALSE,Crvenokapa cvrkutarka/kestenjastokapa cvrkutarka
Basileuterus melanogenys,Black-cheeked Warbler,blcwar1,203939491,FALSE,Crnolika cvrkutarka
Basileuterus ignotus,Pirre Warbler,pirwar1,70096041,FALSE,Cvrkutarka iz oblasti Pere u Panami
Basileuterus belli,Golden-browed Warbler,gobwar1,612576719,FALSE,Zlatnoobrvasta cvrkutarka
Basileuterus culicivorus,Stripe-crowned Warbler,gcrwar,67206,FALSE,Zlatočela cvrkutarka
Basileuterus cabanisi,Yellow-crowned Warbler,,,FALSE,
Basileuterus auricapila,Golden-crowned Warbler,gcrwar,67206,FALSE,
Basileuterus hypoleucus,White-bellied Warbler,,,FALSE,
Basileuterus trifasciatus,Three-banded Warbler,thbwar2,130400,FALSE,Tropojasna cvrkutarka
Basileuterus tristriatus,Three-striped Warbler,thswar1,78035,FALSE,Troprugasta cvrkutarka
Basileuterus griseiceps,Grey-headed Warbler,,,FALSE,Sivoglava cvrkutarka
Cardellina canadensis,Canada Warbler,canwar,93792,TRUE,Kanadska cvrkutarka
Cardellina pusilla,Wilson's Warbler,wlswar,206468,FALSE,Vilsonova cvrkutarka
Cardellina rubrifrons,Red-faced Warbler,refwar,250659771,FALSE,Crvenolika cvrkutarka
Cardellina rubra,Red Warbler,redwar1,48256301,FALSE,Crvena cvrkutarka
Cardellina versicolor,Pink-headed Warbler,pihwar1,348354581,FALSE,Cvrkutarka ružičaste glave
Myioborus pictus,Painted Whitestart,paired,147592,TRUE,Šarena američka crvenrepka
Myioborus miniatus,Slate-throated Whitestart,sltred,84299,FALSE,Američka crvenrepka sa crvenim temenom
Myioborus brunniceps,Brown-capped Whitestart,brcred1,203961771,FALSE,Smeđokapa američka crvenrepka
Myioborus flavivertex,Yellow-crowned Whitestart,yecred1,167225,FALSE,Maskirana američka crvenrepka
Myioborus albifrons,White-fronted Whitestart,whfred2,306095971,FALSE,Beločela američka crvenrepka
Myioborus chrysops,Golden-fronted Whitestart,,,FALSE,
Myioborus ornatus,Yellow-fronted Whitestart,gofred1,44480421,FALSE,Zlatočela američka crvenrepka
Myioborus melanocephalus,Spectacled Whitestart,spered1,18053,FALSE,Naočarasta američka crvenrepka
Myioborus torquatus,Collared Whitestart,colred1,46236571,FALSE,Žutolika američka crvenrepka
Myioborus pariae,Yellow-faced Whitestart,parred1,382591211,FALSE,Venecuelanska crvenrepka
Myioborus albifacies,White-faced Whitestart,whfred1,,FALSE,Belolika američka crvenrepka
Myioborus cardonai,Guaiquinima Whitestart,sabred1,,FALSE,Šafranasta američka crvenrepka
Myioborus castaneocapilla,Tepui Whitestart,tepred1,388463741,FALSE,Američka crvenrepka iz Tepuija
PHAENICOPHILIDAE,Hispaniolan Tanagers,,,FALSE,
Phaenicophilus palmarum,Black-crowned Palm-tanager,bcptan1,203886031,FALSE,Crnoglava palmina tangara
Phaenicophilus poliocephalus,Grey-crowned Palm-tanager,gcptan1,16317,FALSE,Sivoglava palmina tangara
Xenoligea montana,White-winged Warbler,whwwar1,204022791,FALSE,Belokrila cvrkutarka
Microligea palustris,Green-tailed Warbler,grtwar1,204022831,FALSE,Zelenorepa cvrkutarka
SPINDALIDAE,Spindalises,,,FALSE,
Spindalis zena,Western Spindalis,wesspi,203885311,FALSE,Zapadni spindalis
Spindalis dominicensis,Hispaniolan Spindalis,hisspi,204022761,FALSE,Spindalis sa Hispaniole
Spindalis portoricensis,Puerto Rican Spindalis,purspi,612720905,FALSE,Spindalis iz Portorika
Spindalis nigricephala,Jamaican Spindalis,jamspi,565098931,FALSE,Spindalis sa Jamajke
NESOSPINGIDAE,Puerto Rican Tanager,purtan1,352889751,FALSE,
Nesospingus speculiferus,Puerto Rican Tanager,purtan1,352889751,FALSE,Portorikanska tangara
CALYPTOPHILIDAE,Chat-tanager,,,FALSE,
Calyptophilus tertius,Western Chat-tanager,wectan1,35348,FALSE,Zapadna kosolika tangara
Calyptophilus frugivorus,Eastern Chat-tanager,eactan1,546927601,FALSE,Istočna kosolika tangara
MITROSPINGIDAE,Mitrospingid Tanagers,,,FALSE,
Lambrospiza melanoleuca,Red-billed Pied Tanager,rbptan1,322199001,FALSE,
Mitrospingus cassinii,Dusky-faced Tanager,duftan1,368403971,FALSE,Tamnolika tangara
Mitrospingus oleagineus,Olive-backed Tanager,olbtan1,386198381,FALSE,Maslinasta tangara
Orthogonys chloricterus,Olive-green Tanager,olgtan1,227095051,FALSE,Brazilska žutozelena tangara
CARDINALIDAE,Cardinals,,,FALSE,
Pheucticus chrysopeplus,Yellow Grosbeak,yelgro,109199,FALSE,Žuti batokljun
Pheucticus tibialis,Black-thighed Grosbeak,bltgro1,114963841,FALSE,Crnoboki batokljun
Pheucticus chrysogaster,Golden Grosbeak,gobgro1,63351,FALSE,Zlatni batokljun
Pheucticus aureoventris,Black-backed Grosbeak,blbgro2,171581,FALSE,Crnoleđi batokljun
Pheucticus ludovicianus,Rose-breasted Grosbeak,robgro,94327,TRUE,Ružogrli batokljun
Pheucticus melanocephalus,Black-headed Grosbeak,bkhgro,617204153,FALSE,Crnoglavi batokljun
Granatellus venustus,Red-breasted Chat,rebcha1,621182551,FALSE,Crvenogrudi granatelus
Granatellus francescae,Tres Marias Chat,,,FALSE,
Granatellus sallaei,Grey-throated Chat,grtcha1,203692791,FALSE,Sivogrli granatelus
Granatellus pelzelni,Rose-breasted Chat,robcha2,386045651,FALSE,Ružogrudi granatelus
Granatellus paraensis,Rose-bellied Chat,robcha3,194395401,FALSE,Crvenotrbi granatelus
Spiza americana,Dickcissel,dickci,76767,TRUE,Diksizel
Passerina cyanea,Indigo Bunting,indbun,638610398,TRUE,Indigo strnadica
Passerina caerulea,Blue Grosbeak,blugrb1,94465,TRUE,Plavi batokljun
Passerina amoena,Lazuli Bunting,lazbun,247670341,TRUE,Lapis azuli strnadica
Passerina rositae,Rose-bellied Bunting,robbun1,643960574,FALSE,Strnadica ružičastog trbuha
Passerina leclancherii,Orange-breasted Bunting,orbbun1,157624361,TRUE,Narandžasto-plava strnadica
Passerina versicolor,Varied Bunting,varbun,247329621,FALSE,Višebojna strnadica
Passerina ciris,Painted Bunting,paibun,334945671,TRUE,Šarena američka strnadica
Cyanocompsa parellina,Blue Bunting,blubun,159335441,FALSE,Plava strnadica
Amaurospiza relicta,Slate-blue Seedeater,,,FALSE,
Amaurospiza moesta,Blue Seedeater,blbsee3,463090681,FALSE,Crno-plavi zrnojed
A. m. carrizalensis,Carrizal Seedeater,carsee1,237076531,FALSE,
Cyanoloxia cyanoides,Blue-back Grosbeak,bubgro1,157722631,FALSE,Srednjeamerički/amazonski biskup
Cyanoloxia rothschildii,Amazonian Grosbeak,bubgro2,378455111,FALSE,Amazonski biskup
Cyanoloxia brissonii,Ultramarine Grosbeak,ultgro1,173493471,TRUE,Jarkoplavi biskup
Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,glbgro1,203960181,FALSE,Svetloplavi biskup
Habia fuscicauda,Red-throated Ant-tanager,rtatan1,166341601,FALSE,Graktava mravlja tangara
Habia gutturalis,Sooty Ant-tanager,soatan1,644609903,FALSE,Kolumbijska crna mravlja tangara
Habia atrimaxillaris,Black-cheeked Ant-tanager,bcatan1,215109,FALSE,Kostarikanska mravlja tangara
Habia cristata,Crested Ant-tanager,cratan1,204008981,FALSE,Ćubasta mravlja tangara
Habia rubica,Red-crowned Ant-tanager,rcatan1,172606231,FALSE,Pištava mravlja tangara
Habia carmioli,Carmiol's Tanager,olitan1,325333711,FALSE,
Habia frenata,Yellow-lored Tanager,cartan2,138819,FALSE,
Habia olivacea,Lemon-spectacled Tanager,lestan,546618521,FALSE,Žutonaočarasta tangara
Habia stolzmanni,Ochre-breasted Tanager,ocbtan1,288962571,FALSE,Jednolična tangara
Piranga roseogularis,Rose-throated Tanager,rottan1,179756661,FALSE,Ružogrla tangara
Piranga erythrocephala,Red-headed Tanager,rehtan1,109187,FALSE,Crvenoglava tangara
Piranga rubriceps,Red-hooded Tanager,rehtan2,204023461,FALSE,Tangara sa crvenom kapuljačom
Piranga leucoptera,White-winged Tanager,whwtan1,389387341,FALSE,Belokrila tangara
Piranga olivacea,Scarlet Tanager,scatan,94418,TRUE,Crvena tangara
Piranga rubra,Summer Tanager,sumtan,141113,FALSE,Letnja tangara
Piranga bidentata,Flame-colored Tanager,flctan,165083,FALSE,Krstokljunska tangara
Piranga ludoviciana,Western Tanager,westan,112606,TRUE,Zapadna tangara
Piranga hepatica,Hepatic Tanager,heptan,87917,FALSE,
P. h. lutea,Highland Hepatic-tanager,,,FALSE,
Piranga flava,Red Tanager,heptan,87917,FALSE,Žućkasta tangara
Cardinalis cardinalis,Northern Cardinal,norcar,107279,TRUE,Crveni kardinal
Cardinalis phoeniceus,Vermilion Cardinal,vercar1,365936361,FALSE,Vermilion kardinal
Cardinalis sinuatus,Pyrrhuloxia,pyrrhu,40568,TRUE,Piruloksija
Caryothraustes poliogaster,Black-faced Grosbeak,blfgro1,468399431,FALSE,Crnoliki batokljun
Caryothraustes canadensis,Yellow-green Grosbeak,yeggro1,203957221,FALSE,Žutozeleni batokljun
Caryothraustes celaeno,Crimson-collared Grosbeak,crcgro,49377881,FALSE,Crvenokljuni batokljun
Caryothraustes erythromelas,Red-and-black Grosbeak,rabgro1,63317,FALSE,Crveno-crni batokljun
Saltator albicollis,Lesser Antillean Saltator,leasal1,93364,FALSE,Saltator sa Malih Antila
Saltator maximus,Buff-throated Saltator,butsal1,184574,FALSE,Riđogrli zeleni saltator
Saltator atripennis,Black-winged Saltator,blwsal1,203699161,FALSE,Crnokrili saltator
Saltator atriceps,Black-headed Saltator,blhsal1,157526271,FALSE,Crnoglavi zeleni saltator
Saltator nigriceps,Black-cowled Saltator,blcsal1,204023471,FALSE,Kapuljačasti saltator
Saltator fuliginosus,Black-throated Grosbeak,bltgro2,630279493,FALSE,Crnogrli škriljasti saltator
Saltator grossus,Slate-colored Grosbeak,slcgro1,25660,FALSE,Belogrli škriljasti saltator
Saltator cinctus,Masked Saltator,massal1,203952991,FALSE,Maskirani saltator
Saltator maxillosus,Thick-billed Saltator,thbsal1,465610511,FALSE,Debelokljuni saltator
Saltator aurantiirostris,Golden-billed Saltator,gobsal1,52549,FALSE,Zlatokljuni saltator
Coereba flaveola,Bananaquit,banana,67156,TRUE,Bananakvit
Tiaris olivaceus,Yellow-faced Grassquit,yefgra1,212781241,FALSE,Žutoliki graskvit
Euneornis campestris,Orangequit,orange1,203962571,FALSE,Narandžastobrada plava zeba
Pyrrhulagra portoricensis,Puerto Rican Bullfinch,purbul1,634965675,FALSE,
Pyrrhulagra violacea,Greater Antillean Bullfinch,grabul1,566644341,FALSE,Zimovka sa Velikih Antila
Pyrrhulagra nigra,Cuban Bullfinch,cubbul2,183566,FALSE,Kubanska zimovka
Pyrrhulagra taylori,Grand Cayman Bullfinch,cubbul3,575734821,FALSE,Zimovka sa ostrva Veliki Kajman
Loxipasser anoxanthus,Yellow-shouldered Grassquit,yesgra1,199969,FALSE,Graskvit žutih ramena
Phonipara canora,Cuban Grassquit,cubgra,34669,FALSE,Kubanski graskvit
Loxigilla barbadensis,Barbados Bullfinch,barbul1,203907581,FALSE,Barbadoska zimovka
Loxigilla noctis,Lesser Antillean Bullfinch,leabul1,649035303,FALSE,Zimovka sa Malih Antila
Melanospiza richardsoni,St Lucia Black Finch,slbfin1,391125561,FALSE,Crna zeba sa ostrva Santa Lucija
Melanospiza bicolor,Black-faced Grassquit,bkfgra,174137511,FALSE,Crnoliki graskvit
Asemospiza fuliginosa,Sooty Grassquit,soogra2,15539,FALSE,Čađavi graskvit
Asemospiza obscura,Dull-colored Grassquit,ducgra2,517810151,FALSE,Mrki graskvit
Certhidea fusca,Grey Warbler-finch,grywaf1,85992,FALSE,Siva grmušasta galapagoska zeba
Certhidea olivacea,Green Warbler-finch,warfin1,203698311,FALSE,Zelena grmušasta galapagoska zeba
Platyspiza crassirostris,Vegetarian Finch,vegfin2,82511,FALSE,Vegetarijanska galapagoska zeba
Pinaroloxias inornata,Cocos Finch,cocfin1,86788,FALSE,Zeba sa Kokos ostrva
Geospiza difficilis,Sharp-beaked Ground-finch,shbgrf3,,FALSE,Oštrokljuna galapagoska zeba sa tla
Geospiza psittacula,Large Tree-finch,latfin1,86793,FALSE,Velika galapagoska zeba sa drveća
Geospiza pauper,Medium Tree-finch,metfin1,203934271,FALSE,Srednja galapagoska zeba sa drveća
Geospiza parvula,Small Tree-finch,smtfin1,85464,FALSE,Mala galapagoska zeba sa tla
Geospiza heliobates,Mangrove Finch,manfin1,497081031,FALSE,Mangrovska galapagoska zeba
Geospiza pallida,Woodpecker Finch,woofin1,82513,FALSE,Detlić zeba
Geospiza septentrionalis,Vampire Ground-finch,shbgrf1,86756,TRUE,Vampir zeba
Geospiza fuliginosa,Small Ground-finch,smgfin1,86711,FALSE,Mala galapagoska zeba sa tla
Geospiza fortis,Medium Ground-finch,megfin1,82575,FALSE,Srednja galapagoska zeba sa tla
Geospiza acutirostris,Genovesa Ground-finch,shbgrf2,85986,FALSE,Galapagoska zeba sa tla sa ostrva Đenoveza
Geospiza magnirostris,Large Ground-finch,lagfin1,85972,FALSE,Velika galapagoska zeba sa tla
Geospiza conirostris,Espanola Cactus-finch,larcaf2,84599,FALSE,Kaktusova zeba sa ostrva Espanjola
Geospiza scandens,Common Cactus-finch,cocfin3,172344681,FALSE,Obična kaktusova zeba
Geospiza propinqua,Genovesa Cactus-finch,gencaf1,85998,FALSE,Kaktusova zeba sa ostrva Đenoveza
Volatinia jacarina,Blue-black Grassquit,blbgra1,195502,TRUE,Jakarina strnadica
Conothraupis speculigera,Black-and-white Tanager,bawtan1,621330720,FALSE,Crno-bela tangara
Conothraupis mesoleuca,Cone-billed Tanager,cobtan2,613177393,FALSE,Kupokljuna tangara
Creurgops dentatus,Slaty Tanager,slatan2,31741331,FALSE,Škriljasta tangara
Creurgops verticalis,Rufous-crested Tanager,ructan4,270241571,FALSE,Riđoćuba tangara
Eucometis penicillata,Grey-headed Tanager,grhtan1,612131252,FALSE,Sivoglava tangara
Trichothraupis melanops,Black-goggled Tanager,blgtan1,174389451,FALSE,Žutoćuba maskirana tangara
Islerothraupis cristata,Flame-crested Tanager,flctan1,77459291,FALSE,
Islerothraupis luctuosa,White-shouldered Tanager,whstan1,215115,FALSE,Belokrila crna tangara
Islerothraupis rufiventer,Yellow-crested Tanager,yectan1,190415,FALSE,Žutoćuba tangara
Coryphospingus pileatus,Pileated Finch,pilfin1,113285,FALSE,Siva krunasta zeba
Coryphospingus cucullatus,Red-crested Finch,recfin1,203960171,FALSE,Crvena krunasta zeba
Maschalethraupis surinama,Fulvous-crested Tanager,fuctan1,372074411,FALSE,Surinamska tangara
Rhodospingus cruentus,Crimson-breasted Finch,crbfin1,203958321,FALSE,Purpurna krunasta zeba
