Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sr
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,Šlegelov frankolin
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,Prašumski frankolin
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,Šarenovrati frankolin
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,Sivokrili frankolin
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,Riđoliki frankolin
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,Etiopski vresov frankolin
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,Kenijski vresov frankolin
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,Šelijev frankolin/Vajtov frankolin
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,Vajtov frankolin
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,Akacijin frankolin
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,Planinska bambusova jarebica
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,Kineska bambusova jarebica/tajvanska bambusova jarebica
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,Tajvanska jarebica
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Indijska divlja kokoš
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Siva divlja kokoš
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Cejlonska divlja kokoš
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Zelena divlja kokoš
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Smeđobrada fazanska jarebica
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Žutobrada fazanska jarebica
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Himalajski monal
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Beloleđi monal
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Kineski monal
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Mrki tragopan
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Obični tragopan
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Crvenogrudi tragopan
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,Temnikov tragopan
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Pegavi tragopan
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Krvavi fazan
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Kokles fazan
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Belotrbi fazan
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Plavovrati fazan
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Tamnoplavi fazan
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Bakarni fazan
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Kraljevski fazan
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Zlatni fazan
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Dijamantski fazan
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,Fazan/zeleni fazan
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,Zeleni fazan
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,Belouhi fazan/beli fazan
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,Belouhi fazan
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Brkati fazan
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Plavosivi fazan
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Himalajski fazan
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,Kalij fazan
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,Srebrni fazan
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Vijetnamski fazan
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Tajvanski fazan
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Sumatranski fazan
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,Malajski bakrorepi fazan
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,Borneanski bakrorepi fazan
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,Borneanski ćubasti fazan
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,Malajski ćubasti fazan
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Sijamski fazan
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Bulverov fazan
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Jarebica
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Daurska jarebica
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Tibetanska jarebica
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Divlja ćurka
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Jukatanska ćurka
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Američka leštarka
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Leštarka
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Kineska leštarka
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,Severna snežnica
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Alpska snežnica
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,Tamni tetreb/čađavi tetreb
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Čađavi tetreb
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Sibirski tetreb
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Smrekin tetreb
Falcipennis franklinii,Franklin's Grouse,,,FALSE,Smrekin tetreb (franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Veliki tetreb
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Crnokljuni veliki tetreb
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Ruševac
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Kavkaski tetreb
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,Veliki pelinov tetreb/mali pelinov tetreb
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Mali pelinov tetreb
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Oštrorepi tetreb
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,Velika prerijska koka/mala prerijska koka
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Mala prerijska koka
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Rogata kreštalica
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Severna kreštalica
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Južna kreštalica
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Svrakasta guska
ANATIDAE,Ducks Geese Swans,,,FALSE,Neidentifikovana patka
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Belolika patka pištalica
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Crnotrba patka pištalica
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Pegava patka pištalica
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Karipska patka pištalica
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Žuta patka pištalica
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Cvetnokrila patka pištalica
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Australijska patka pištalica
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Mala patka pištalica
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Beloleđa patka
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Patagonska crnoglava patka
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Maskirana plavokljuna patka
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Crnoglava plavokljuna patka
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,Andska plavokljuna patka
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Argentinska plavokljuna patka
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Australijska plavokljuna patka
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Afrička plavokljuna patka
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Beloglava plavokljuna patka
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Režnjevita patka
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Zebrasta plovka kašikara
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Pirgava patka
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Tasmanijska guska
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Koskoroba labud
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Crnovrati labud
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Crni labud
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Labud grbac
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Labud trubač
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Veliki labud
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Mali labud
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,Grivasta guska
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Belolika guska
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Guska crvenovoljka
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,Mala kanadska guska/kanadska guska
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,Mala kanadska guska/kanadska guska
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Havajska guska (nene)
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Carska guska
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Snežna guska
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,Rosova guska
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Indijska guska
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Divlja guska
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Labudasta guska
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,Tajganska guska glogovnjača
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Kratkokljuna guska
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Lisasta guska
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,Lisasta guska (flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Mala lisasta guska
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,Ledenjarka
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,Gavka naočarka
Somateria spectabilis,King Eider,kineid,59448,TRUE,Kraljevska gavka
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Gavka
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,Štelerova gavka
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,Lisasti turpan
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,Baršunasti/belokrili turpan
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,Sibirski belokrili turpan
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,Baršunasti/belokrili turpan
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,Crni turpan/američki crni turpan
Melanitta americana,American Scoter,blksco2,169277571,FALSE,Američki crni turpan
Bucephala albeola,Bufflehead,buffle,138213,FALSE,Beloglava patka dupljašica
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Patka dupljašica
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,Islandska patka dupljašica
Mergellus albellus,Smew,smew,,TRUE,mali ronac
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,Kapuljačasti ronac
Mergus merganser,Goosander,commer,208071711,TRUE,veliki ronac
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,Kineski ronac
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,srednji ronac
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,Brazilski ronac
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,Arlekinka
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,Orinoko guska
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,Andska guska
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,Magelanova guska
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,Morska guska
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,Sivoglava guska
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,Crvenoglava guska
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,Bela utva
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,Nilska guska
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,šarena utva
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Utva zlatokrila
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,Kapska utva
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,Australijska utva
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,Rajska utva
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,Korejska utva
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,Ostrugasta guska
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,Mošusna patka
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,Američka češljasta patka
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,Afrička i azijska krestokljuna patka
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,Afrička patuljasta guska
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,Indomalajska patuljasta guska
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,Zelena patuljasta guska
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,Ogrličasta krdža
Aix sponsa,Wood Duck,wooduc,179353,TRUE,Karolinka
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,Mandarinka
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,Grivasta patka
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,Novozelandska patka iz brzaka
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,Američka patka iz brzaka
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,Gvinejska patka
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,Plavokrila guska
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,Mramorka
Asacornis scutulata,White-winged Wood Duck,,,FALSE,Belokrila patka
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,Prevez
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,Ružokljuni prevez
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,Južni prevez
Aythya ferina,Common Pochard,compoc,62513831,FALSE,Riđoglava patka
Aythya americana,Redhead,redhea,139672,FALSE,Crvenoglava patka
Aythya valisineria,Canvasback,canvas,618280036,TRUE,Crnokljuna riđoglava patka
Aythya australis,Hardhead,wheduc1,283721771,FALSE,Australijska patka njorka
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,Madagaskarska patka njorka
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,Baerova patka njorka
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,patka njorka
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,Novozelandska patka ronilica
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,Američka ćubasta patka
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,ćubasta patka
Aythya marila,Greater Scaup,gresca,137825,TRUE,Morska crnka
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,Mala morska crnka
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,Ružičastoglava patka
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,Novogvinejska patka iz brzaka
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,Leteća parobrodska patka
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,Beloglava parobrodska patka
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,Neleteća parobrodska patka
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,Folklandska parobrodska patka
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,Južnoamerička ćubasta patka
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,Naočarasta patka
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,Brazilska krdža
Spatula querquedula,Garganey,gargan,617507448,FALSE,Grogotovac
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,Afrička krdža
Spatula puna,Puna Teal,puntea1,613597026,FALSE,Punska krdža
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,Srebrna krdža
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,Crvena plovka kašikara
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,Kapska plovka kašikara
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,Australijska plovka kašikara
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,Plovka kašikara
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,Cimetasta krdža
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,Plavokrila krdža
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,Sibirska krdža
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,Kineska krdža
Mareca strepera,Gadwall,gadwal,310887101,FALSE,Čegrtuša
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,Zviždara
Mareca americana,American Wigeon,amewig,147386421,TRUE,Američka zviždara
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,Patagonska zviždara
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,Afrička crna plovka
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,Žutokljuna plovka
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,Melerova plovka
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,Pacifička crna plovka
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,Filipinska plovka
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,Istočna plovka pegavog kljuna
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,Indijska pegavokljuna plovka
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,Lajsanska plovka
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,Gluvara
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,Američka crna plovka
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,Američka pirgava plovka
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,Sundska krdža
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,Sundska krdža
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,Siva krdža
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,Kestenjasta krdža
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,Novozelandska krdža
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,Novozelandska krdža
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,Krdža sa ostrva Kampbel
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,Bernijeova krdža
Anas capensis,Cape Teal,captea1,609054550,FALSE,Afrička siva plovka
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,Bahamski šiljkan
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,Crvenokljuni šiljkan
Anas acuta,Northern Pintail,norpin,386237831,TRUE,Šiljkan
Anas eatoni,Southern Pintail,eatpin1,,FALSE,Kergelenski šiljkan
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,Žutokljuni šiljkan
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Krdža
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,Krdža (američka)
Anas andium,Andean Teal,spetea3,58953,FALSE,Andska krdža
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,Andska/žutokljuna krdža
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,Mali gnjurac
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,Australijski mali gnjurac
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,Madagaskarski mali gnjurac
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,Dominikanski mali gnjurac
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,Šarenokljuni gnjurac
