Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,uk
Apteryx australis,Southern Brown Kiwi,sobkiw1,85614831,FALSE,Ківі бурий
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,349286621,FALSE,Чачалака світлоброва
Nothocrax urumutum,Nocturnal Curassow,noccur1,34378,FALSE,Гоко
Crax rubra,Great Curassow,grecur1,398165901,TRUE,Кракс великий
Crax alberti,Blue-billed Curassow,bubcur1,203963551,FALSE,Кракс синьодзьобий
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,386558971,FALSE,Кракс венесуельський
Crax alector,Black Curassow,blacur1,322191801,FALSE,Кракс тонкодзьобий
Crax fasciolata,Bare-faced Curassow,bafcur1,203894921,FALSE,Кракс жовтодзьобий
Crax pinima,Belem Curassow,,,FALSE,Кракс жовтодзьобий (підвид pinima)
Crax globulosa,Wattled Curassow,watcur1,219106901,FALSE,Кракс амазонійський
Crax blumenbachii,Red-billed Curassow,rebcur1,625223109,FALSE,Кракс червонодзьобий
Mitu tomentosum,Crestless Curassow,crecur2,317505041,FALSE,Міту малий
Mitu mitu,Alagoas Curassow,alacur1,,FALSE,Міту горбодзьобий
Mitu tuberosum,Razor-billed Curassow,rabcur2,559592971,FALSE,міту гребенедзьобий
Mitu salvini,Salvin's Curassow,salcur1,629970995,FALSE,Міту білогузий
Pauxi unicornis,Horned Curassow,horcur3,534805601,FALSE,Кракс-рогань південний
Pauxi koepckeae,Sira Curassow,horcur2,32320171,FALSE,кракс-рогань сирайський
Pauxi pauxi,Helmeted Curassow,helcur1,63667,FALSE,Кракс-рогань північний
Arborophila crudigularis,Taiwan Partridge,taipar1,39795,FALSE,Куріпка тайванська
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,239603,FALSE,Куріпка рудогруда
Arborophila brunneopectus,Bar-backed Partridge,babpar1,113529,FALSE,Куріпка буровола
Arborophila rufipectus,Sichuan Partridge,sicpar1,637394890,FALSE,Куріпка сичуанська
Arborophila gingica,Collared Partridge,whnpar2,48693791,FALSE,Куріпка білолоба
Arborophila davidi,Orange-necked Partridge,ornpar1,569348161,FALSE,Куріпка в’єтнамська
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1,630487371,FALSE,Куріпка камбоджійська
Arborophila campbelli,Malay Partridge,gybpar3,203886611,FALSE,куріпка сіровола
Arborophila rolli,Tan-breasted Partridge,gybpar5,175504,FALSE,куріпка індонезійська
Arborophila sumatrana,Sumatran Partridge,gybpar6,491844231,FALSE,Куріпка нагірна
Arborophila orientalis,White-faced Partridge,gybpar4,181897,FALSE,Куріпка суматранська
Arborophila javanica,Chestnut-bellied Partridge,chbpar1,647027343,FALSE,Куріпка яванська
Arborophila rubrirostris,Red-billed Partridge,rebpar3,642820203,FALSE,Куріпка червонодзьоба
Arborophila hyperythra,Bornean Partridge,rebpar5,203956931,FALSE,Куріпка борнейська
Arborophila ardens,Hainan Partridge,haipar1,609066009,FALSE,Куріпка хайнанська
Arborophila chloropus,Green-legged Partridge,,,FALSE,Куріпка зеленонога
Arborophila tonkinensis,Tonkin Partridge,,,FALSE,Куріпка зеленонога (tonkinensis)
Arborophila charltonii,Chestnut-necklaced Partridge,chnpar1,621122731,FALSE,
Arborophila graydoni,Sabah Partridge,chnpar3,642338035,FALSE,куріпка сабазька
Rhizothera longirostris,Long-billed Partridge,lobpar3,181633331,FALSE,Куріпка довгохвоста
Rhizothera dulitensis,Dulit Partridge,lobpar2,,FALSE,куріпка саравацька
Melanoperdix niger,Black Partridge,blapar2,629033581,FALSE,Куріпка чорна
Haematortyx sanguiniceps,Crimson-headed Partridge,crhpar1,609672173,FALSE,Куріпка червоноголова
Caloperdix oculea,Ferruginous Partridge,ferpar2,600452771,FALSE,Куропатиця
Galloperdix spadicea,Red Spurfowl,redspu1,349354171,FALSE,Куріпка-шпороніг індійська
Galloperdix lunulata,Painted Spurfowl,paispu1,207089521,FALSE,Куріпка-шпороніг сіроголова
Galloperdix bicalcarata,Sri Lanka Spurfowl,ceyspu1,203990571,FALSE,Куріпка-шпороніг цейлонська
Afropavo congensis,Congo Peafowl,conpea1,519903871,FALSE,Павич африканський
Pavo cristatus,Indian Peafowl,compea,91301711,TRUE,Павич чубатий
Pavo muticus,Green Peafowl,grepea1,609104061,FALSE,Павич синьокрилий
Argusianus argus,Great Argus,grearg1,203944171,TRUE,Аргус великий
Rheinardia ocellata,Crested Argus,crearg1,609069136,FALSE,
R. o. nigrescens,Malaysian Argus,,,FALSE,
Polyplectron napoleonis,Palawan Peacock-pheasant,palpep1,212042841,FALSE,Віялохвіст зеленокрилий
Polyplectron malacense,Malay Peacock-pheasant,mapphe1,36637,FALSE,Віялохвіст малазійський
Polyplectron schleiermacheri,Bornean Peacock-pheasant,bopphe1,522860261,FALSE,Віялохвіст білогорлий
Polyplectron germaini,Germain's Peacock-pheasant,gepphe1,204023661,FALSE,Віялохвіст в’єтнамський
Polyplectron katsumatae,Hainan Peacock-pheasant,grypep3,613345194,FALSE,віялохвіст гайнанський
Polyplectron bicalcaratum,Grey Peacock-pheasant,grypep2,628409328,FALSE,Віялохвіст сірий
Polyplectron inopinatum,Mountain Peacock-pheasant,mopphe1,174378541,FALSE,Віялохвіст гірський
Polyplectron chalcurum,Bronze-tailed Peacock-pheasant,btpphe1,640131691,FALSE,Віялохвіст бронзовий
Margaroperdix madagarensis,Madagascar Partridge,madpar2,95730,FALSE,Куріпка мадагаскарська
Coturnix coturnix,Common Quail,comqua1,204001791,FALSE,Перепілка звичайна
Coturnix japonica,Japanese Quail,japqua,308522651,FALSE,Перепілка японська
Coturnix coromandelica,Rain Quail,raiqua1,204026791,FALSE,Перепілка чорновола
Coturnix delegorguei,Harlequin Quail,harqua1,55993,FALSE,Перепілка-арлекін
Coturnix pectoralis,Stubble Quail,stuqua1,73173471,TRUE,Перепілка австралійська
†Coturnix novaezelandiae,New Zealand Quail,nezqua1,,FALSE,
Synoicus ypsilophorus,Brown Quail,broqua1,295926801,FALSE,Перепілка бура
Synoicus chinensis,Asian Blue Quail,blbqua1,385061761,FALSE,Перепілка китайська
Synoicus adansonii,African Blue Quail,bluqua1,,FALSE,Перепілка африканська
Anurophasis monorthonyx,Snow Mountain Quail,snmqua2,,FALSE,Перепілка новогвінейська
Tetraogallus caucasicus,Caucasian Snowcock,causno1,155121691,FALSE,Улар кавказький
Tetraogallus caspius,Caspian Snowcock,cassno1,634394698,FALSE,Улар прикаспійський
Tetraogallus himalayensis,Himalayan Snowcock,himsno,601383721,FALSE,Улар гімалайський
Tetraogallus tibetanus,Tibetan Snowcock,tibsno1,483108811,FALSE,Улар тибетський
Tetraogallus altaicus,Altai Snowcock,altsno1,639220722,FALSE,Улар алтайський
Alectoris graeca,Rock Partridge,rocpar2,203977601,FALSE,Кеклик європейський
Alectoris chukar,Chukar,chukar,210513,FALSE,Кеклик
Alectoris magna,Przevalski's Partridge,przpar1,60496,FALSE,Кеклик китайський
Alectoris philbyi,Philby's Partridge,phipar1,203934401,FALSE,Кеклик чорногорлий
Alectoris barbara,Barbary Partridge,barpar2,143882821,FALSE,Кеклик берберійський
Alectoris rufa,Red-legged Partridge,relpar1,526100581,TRUE,Кеклик червононогий
Alectoris melanocephala,Arabian Partridge,arapar1,480127751,FALSE,Кеклик чорноголовий
Lerwa lerwa,Snow Partridge,snopar1,517723441,FALSE,Куріпка сніжна
Ammoperdix griseogularis,See-see Partridge,sespar1,108033921,FALSE,Куріпка пустельна
Ammoperdix heyi,Sand Partridge,sanpar1,203694431,FALSE,Куріпка аравійська
Perdicula asiatica,Jungle Bush-quail,jubqua1,268669171,FALSE,Перепілка чагарникова/скельна
Perdicula argoondah,Rock Bush-quail,robqua1,625833475,FALSE,Перепілка скельна
Perdicula erythrorhyncha,Painted Bush-quail,pabqua1,394824171,FALSE,Перепілка червонодзьоба
Perdicula manipurensis,Manipur Bush-quail,mabqua1,,FALSE,Перепілка червоногорла
Ophrysia superciliosa,Himalayan Quail,himqua1,,FALSE,Перепілка гімалайська
Pternistis hartlaubi,Hartlaub's Francolin,harfra3,203933311,FALSE,Турач намібійський
Pternistis bicalcaratus,Double-spurred Francolin,dosfra2,643643301,FALSE,Турач двошпоровий
Pternistis icterorhynchus,Heuglin's Francolin,heufra1,467007011,FALSE,Турач жовтодзьобий
Pternistis clappertoni,Clapperton's Francolin,clafra1,33651871,FALSE,Турач савановий
Pternistis harwoodi,Harwood's Francolin,harfra4,204006921,FALSE,Турач червоноокий
NUMIDIDAE,Guineafowl,,,FALSE,
Numida meleagris,Helmeted Guineafowl,helgui,203933171,FALSE,Цесарка рогата
N. m. galeatus,West African Guineafowl,,,FALSE,
Agelastes meleagrides,White-breasted Guineafowl,whbgui1,,FALSE,Цесарка біловола
Agelastes niger,Black Guineafowl,blagui1,565534711,FALSE,Цесарка чорна
Acryllium vulturinum,Vulturine Guineafowl,vulgui1,645270670,FALSE,Цесарка синьогруда
Guttera plumifera,Plumed Guineafowl,plugui1,629897712,FALSE,Цесарка камерунська
Guttera verreauxi,Western Crested Guineafowl,cregui2,591043601,FALSE,цесарка західна
Guttera pucherani,Eastern Crested Guineafowl,cregui3,176795,FALSE,Цесарка чубата
Guttera edouardi,Southern Crested Guineafowl,cregui4,206411171,FALSE,Цесарка південна
ODONTOPHORIDAE,New World Quails,,,FALSE,
Ptilopachus petrosus,Stone Partridge,stopar1,203911811,FALSE,Куріпка скельна
Ptilopachus nahani,Nahan's Partridge,nahfra2,166731461,FALSE,Турач ітурійський
Philortyx fasciatus,Barred Quail,banqua1,325304401,FALSE,Перепелиця смугаста
Oreortyx pictus,Mountain Quail,mouqua,42202,TRUE,Перепелиця гірська
Colinus virginianus,Northern Bobwhite,norbob,92708151,TRUE,Перепелиця віргінська
C. v. ridgwayi,Masked Bobwhite,,,FALSE,
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,173680121,FALSE,Перепелиця білоброва
Colinus leucopogon,Spot-bellied Bobwhite,crebob2,211115,FALSE,Перепелиця плямисточерева
Colinus cristatus,Crested Bobwhite,crebob1,64102,FALSE,Перепелиця чубата
Callipepla squamata,Scaled Quail,scaqua,452435231,TRUE,Перепелиця строкатобока
Callipepla douglasii,Elegant Quail,elequa,109166,FALSE,Перепелиця жовточуба
Callipepla gambelii,Gambel's Quail,gamqua,435382461,FALSE,Перепелиця жовтогруда
Callipepla californica,California Quail,calqua,111018,TRUE,Перепелиця каліфорнійська
Dendrortyx barbatus,Bearded Wood-partridge,bewpar1,333371541,FALSE,Перепелиця мексиканська
Dendrortyx macroura,Long-tailed Wood-partridge,ltwpar1,125230411,FALSE,Перепелиця чорногорла
Dendrortyx leucophrys,Buffy-crowned Wood-partridge,bcwpar1,94099921,FALSE,Перепелиця білолоба
Odontophorus gujanensis,Marbled Wood-quail,mawqua1,64113,FALSE,Токро гвіанський
Odontophorus capueira,Spot-winged Wood-quail,swwqua1,598288201,FALSE,Токро бразильський
Odontophorus melanotis,Black-eared Wood-quail,bewqua1,616447048,FALSE,Токро чорнощокий
Odontophorus erythrops,Rufous-fronted Wood-quail,rfwqua1,609684320,FALSE,Токро чорнощокий
Odontophorus atrifrons,Black-fronted Wood-quail,bfwqua1,167188,FALSE,Токро чорнолобий
Odontophorus hyperythrus,Chestnut Wood-quail,chwqua1,198748961,FALSE,Токро каштановий
Odontophorus melanonotus,Dark-backed Wood-quail,dbwqua1,609501576,FALSE,Токро еквадорський
Odontophorus speciosus,Rufous-breasted Wood-quail,rbwqua1,203934101,FALSE,Токро рудогрудий
Odontophorus dialeucos,Tacarcuna Wood-quail,tawqua1,452616671,FALSE,Токро панамський
Odontophorus strophium,Gorgeted Wood-quail,gowqua1,440400661,FALSE,Токро білощокий
Odontophorus columbianus,Venezuelan Wood-quail,venwoq1,363999931,FALSE,Токро венесуельський
Odontophorus leucolaemus,Black-breasted Wood-quail,bbwqua1,219829,FALSE,Токро білогорлий
Odontophorus balliviani,Stripe-faced Wood-quail,sfwqua1,101629,FALSE,Токро андійський
Odontophorus stellatus,Starred Wood-quail,stwqua1,628325894,FALSE,Токро рудочубий
Odontophorus guttatus,Spotted Wood-quail,spwqua1,46235351,FALSE,Токро чубатий
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,158174131,FALSE,Перепелиця рудощока
Dactylortyx thoracicus,Singing Quail,sinqua1,164257101,FALSE,Перепелиця довгопала
Cyrtonyx montezumae,Montezuma Quail,monqua,112164341,FALSE,Перепелиця-клоун мексиканська
Cyrtonyx sallei,Spot-breasted Quail,,,FALSE,Перепелиця-клоун мексиканська (підвид sallei/rowleyi)
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,615632768,FALSE,Перепелиця-клоун західна
PHASIANIDAE,Pheasant Partridges Turkeys Grouse,,,FALSE,
Xenoperdix udzungwensis,Udzungwa Forest-partridge,udzpar1,622600517,FALSE,Куріпка африканська
Rollulus rouloul,Crested Partridge,crepar1,638129660,FALSE,Куріпка червоночуба
Arborophila torqueola,Hill Partridge,hilpar1,203904591,FALSE,Куріпка чагарникова
Arborophila rufogularis,Rufous-throated Partridge,rutpar1,53422071,FALSE,Куріпка непальська
Arborophila atrogularis,White-cheeked Partridge,whcpar1,625783668,FALSE,Куріпка білощока
Pternistis adspersus,Red-billed Francolin,rebfra1,610365051,FALSE,Турач червонодзьобий
Pternistis capensis,Cape Francolin,capfra2,626936401,FALSE,Турач капський
Pternistis natalensis,Natal Francolin,natfra2,310145,FALSE,Турач натальський
Pternistis hildebrandti,Hildebrandt's Francolin,hilfra2,310143,FALSE,Турач східний
Pternistis ahantensis,Ahanta Francolin,ahafra2,203959911,FALSE,Турач гамбійський
Pternistis squamatus,Scaly Francolin,scafra2,549877451,FALSE,Турач тропічний
Pternistis griseostriatus,Grey-striped Francolin,gysfra1,397988251,FALSE,Турач західний
Pternistis leucoscepus,Yellow-necked Francolin,yenspu1,323820841,FALSE,Турач жовтогорлий
Pternistis rufopictus,Grey-breasted Francolin,gybfra1,2663,FALSE,Турач танзанійський
Pternistis afer,Red-necked Francolin,renfra1,94194,FALSE,Турач рудогорлий
Pternistis swainsonii,Swainson's Francolin,swafra2,275167,FALSE,Турач чорноногий
Pternistis jacksoni,Jackson's Francolin,jacfra2,619037911,FALSE,Турач кенійський
Pternistis nobilis,Handsome Francolin,hanfra2,26318,FALSE,Турач угандійський
Pternistis camerunensis,Mount Cameroon Francolin,camfra2,310138,FALSE,Турач камерунський
Pternistis swierstrai,Swierstra's Francolin,swifra2,207146371,FALSE,Турач ангольський
Pternistis castaneicollis,Chestnut-naped Francolin,chnfra2,569512901,FALSE,Турач ефіопський
Pternistis atrifrons,Black-fronted Francolin,,,FALSE,
Pternistis erckelii,Erckel's Francolin,ercfra,5191,FALSE,Турач суданський
Pternistis ochropectus,Djibouti Francolin,djifra1,,FALSE,Турач чорнолобий
Francolinus francolinus,Black Francolin,blkfra,5262,FALSE,Турач туркменський
Francolinus pictus,Painted Francolin,paifra1,245559311,FALSE,Турач індійський
Francolinus pintadeanus,Chinese Francolin,chifra1,203912731,FALSE,Турач китайський
Francolinus pondicerianus,Grey Francolin,,,FALSE,Турач сірий
Francolinus gularis,Swamp Francolin,swafra1,617478192,FALSE,Турач болотяний
Dendroperdix sephaena,Crested Francolin,crefra2,203935661,FALSE,Турач чубатий
Peliperdix coqui,Coqui Francolin,coqfra2,277029611,FALSE,
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,Турач білогорлий
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,Турач шлегеля
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,Турач лісовий
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,Турач світлобровий
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,Турач сірокрилий
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,Турач заїрський
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,Турач гірський
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,турач елгонський
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,Турач Шелі/замбійський
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,турач замбійський
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,Турач південний
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,Куріпка бамбукова
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,Куріпка китайська
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,Куріпка тайванська
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Курка Банківська
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Курка сіра
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Курка цейлонська
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Курка зелена
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Кундик плямистогрудий
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Кундик жовтогорлий
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Монал гімалайський
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Монал білогузий
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Монал китайський
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Трагопан чорноголовий
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Трагопан-сатир
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Трагопан сірогрудий
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,Трагопан синьогорлий
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Трагопан плямистий
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Ітагін
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Коклас
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Мікадо білошиїй
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Мікадо бірманський
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Мікадо тайванський
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Мікадо японський
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Мікадо китайський
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Фазан золотий
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Фазан алмазний
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,Фазан звичайний/японський
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,Фазан японський
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,Фазан гімалайський/фазан-вухань білий
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,фазан-вухань тибетський
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Фазан-вухань бурий
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Фазан-вухань сизий
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Фазан гімалайський
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,Лофур непальський
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,Лофур сріблястий
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Лофур анамський
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Лофур тайванський
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Лофур суматранський
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,Лофур жовтохвостий
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,лофур борнейський
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,Лофур чубатий
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,лофур червононогий
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Лофур сіамський
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Лофур білохвостий
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Куріпка сіра
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Куріпка даурська
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Куріпка тибетська
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Індик великий
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Індик малий
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Орябок американський
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Орябок
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Орябок китайський
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,Куріпка біла
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Куріпка тундрова
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,Тетерук жовтобровий/гірський
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,тетерук гірський
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Дикуша чорна
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Дикуша канадська
Falcipennis franklinii,Franklin's Grouse,,,FALSE,Дикуша канадська (підвид franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Глушець
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Глушець чорнодзьобий
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Тетерук
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Тетерук кавказький
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,Тетерук гострохвостий/колорадський
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,тетерук колорадський
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Тетерук манітобський
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,Тетерук лучний/малий
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Тетерук малий
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Паламедея
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Чайя колумбійська
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Чайя аргентинська
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Урако
ANATIDAE,Ducks Geese Swans,,,FALSE,Качка sp.
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Свистач білоголовий
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Свистач червонодзьобий
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Свистач плямистобокий
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Свистач кубинський
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Свистач рудий
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Свистач австралійський
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Свистач філіпінський
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Свистач індійський
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Стромярка
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Качка чорноголова
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Савка маскова
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Савка американська
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,Савка андська
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Савка аргентинська
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Савка австралійська
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Савка африканська
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Савка
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Савка сіра
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Качка-лопатоніс
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Пато
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Гуска тасманійська
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Коскороба
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Лебідь чорношиїй
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Лебідь чорний
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Лебідь-шипун
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Лебідь-трубач
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Лебідь-кликун
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Лебідь малий (американський)
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,Казарка чорна
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Казарка білощока
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Казарка червоновола
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,Казарка мала/канадська
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,Казарка мала/канадська
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Казарка гавайська
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Білошиєць
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Гуска біла
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,Гуска роса
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Гуска гірська
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Гуска сіра
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Гуска китайська
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,Гуменник великий
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Короткодзьобий гуменник
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Гуска білолоба
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,Гуска білолоба (підвид flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Гуска мала
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,Морянка
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,Пухівка фішера
Somateria spectabilis,King Eider,kineid,59448,TRUE,Пухівка горбатодзьоба
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Пухівка
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,Пухівка мала
