Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,cs
Basilornis galeatus,Helmeted Myna,helmyn1,650609348,FALSE,špaček královský
Basilornis corythaix,Long-crested Myna,locmyn1,615918963,FALSE,špaček seramský
Goodfellowia miranda,Apo Myna,apomyn2,203894241,FALSE,špaček ozdobný
Streptocitta torquata,Northern White-necked Myna,,,FALSE,
Streptocitta albicollis,Southern White-necked Myna,whnmyn1,203990141,FALSE,špaček bělokrký
Streptocitta albertinae,Bare-eyed Myna,baemyn1,203905461,FALSE,špaček sulský
Sarcops calvus,Coleto,coleto1,18637,FALSE,špaček holohlavý
Mino dumontii,Yellow-faced Myna,yefmyn1,168379,FALSE,majna žlutolící
Mino kreffti,Long-tailed Myna,lotmyn1,203910111,FALSE,majna bismarcká
Mino anais,Golden Myna,golmyn1,65932,FALSE,majna zlatoprsá
Gracula ptilogenys,Sri Lanka Hill Myna,ceymyn1,625921977,FALSE,loskuták srílanský
Gracula indica,Southern Hill Myna,sohmyn1,455113631,FALSE,loskuták jižní
Gracula religiosa,Common Hill Myna,hilmyn,437281591,FALSE,loskuták posvátný
G. r. enganensis,Enggano Hill Myna,,,FALSE,
Gracula venerata,Tenggara Hill Myna,cohmyn2,609070385,FALSE,loskuták malosundský
Gracula robusta,Nias Hill Myna,,,FALSE,loskuták posvátný (ssp. robusta)
Ampeliceps coronatus,Golden-crested Myna,gocmyn1,613925613,FALSE,majna žlutohlavá
Enodes erythrophris,Flame-browed Starling,fibmyn1,640483230,FALSE,špaček ohnivobrvý
Scissirostrum dubium,Grosbeak Starling,fibmyn2,203909251,FALSE,špaček tlustozobý
Aplonis metallica,Metallic Starling,metsta1,203907061,FALSE,špaček lesklý
Aplonis mystacea,Yellow-eyed Starling,yeesta1,,FALSE,špaček novoguinejský
Aplonis cantoroides,Singing Starling,sinsta1,203908301,FALSE,špaček zpěvný
Aplonis crassa,Tanimbar Starling,tansta1,629625462,FALSE,špaček tanimbarský
Aplonis feadensis,Atoll Starling,atosta1,634565969,FALSE,špaček atolový
Aplonis insularis,Rennell Starling,rensta1,203908191,FALSE,špaček rennellský
Aplonis magna,Long-tailed Starling,lotsta1,203983571,FALSE,špaček velký
Aplonis brunneicapillus,White-eyed Starling,whesta2,203932771,FALSE,špaček bělooký
Aplonis grandis,Brown-winged Starling,brwsta1,203968791,FALSE,špaček šalomounský
Aplonis dichroa,Makira Starling,sacsta1,118111631,FALSE,špaček sancristobalský
Aplonis zelandica,Rusty-winged Starling,ruwsta1,369528621,FALSE,špaček rezavokřídlý
Aplonis striata,Striated Starling,strsta1,203908071,FALSE,špaček čárkovaný
Aplonis santovestris,Mountain Starling,mousta1,,FALSE,špaček horský
Aplonis panayensis,Asian Glossy Starling,asgsta1,587452921,FALSE,špaček rudooký
Aplonis mysolensis,Moluccan Starling,molsta1,203907041,FALSE,špaček molucký
Aplonis minor,Short-tailed Starling,shtsta1,475887681,FALSE,špaček malý
Aplonis opaca,Micronesian Starling,micsta1,140155,FALSE,špaček mikronéský
Aplonis pelzelni,Pohnpei Starling,pohsta1,,FALSE,špaček ponapeský
Aplonis tabuensis,Polynesian Starling,polsta1,203906471,FALSE,špaček polynéský
Aplonis atrifusca,Samoan Starling,samsta1,139823,FALSE,špaček samojský
†Aplonis corvina,Kosrae Starling,kossta1,,FALSE,
Aplonis cinerascens,Rarotonga Starling,rarsta1,151581861,FALSE,špaček rarotonžský
†Aplonis mavornata,Mysterious Starling,myssta1,,FALSE,
†Aplonis fusca,Norfolk Starling,,,FALSE,
Mimus saturninus,Chalk-browed Mockingbird,chbmoc1,270365031,FALSE,drozdec bělobrvý
Mimus triurus,White-banded Mockingbird,whbmoc1,621959965,FALSE,drozdec bělopásý
Mimus dorsalis,Brown-backed Mockingbird,brbmoc1,203960231,FALSE,drozdec hnědohřbetý
Mimus longicaudus,Long-tailed Mockingbird,lotmoc1,390354101,FALSE,
Mimus polyglottos,Northern Mockingbird,normoc,166628,TRUE,drozdec tropický/mnohohlasý
Mimus gilvus,Tropical Mockingbird,tromoc,103372,FALSE,drozdec tropický
Mimus graysoni,Socorro Mockingbird,socmoc1,345335231,FALSE,drozdec sokorský
Mimus gundlachii,Bahama Mockingbird,bahmoc,468925381,FALSE,drozdec bahamský
Mimus trifasciatus,Floreana Mockingbird,chamoc1,638777128,FALSE,drozdec bělokrký
Mimus parvulus,Galapagos Mockingbird,galmoc1,45963,FALSE,drozdec bělokrký
Mimus macdonaldi,Espanola Mockingbird,hoomoc1,203698241,FALSE,drozdec velkozobý
Mimus melanotis,San Cristobal Mockingbird,chamoc2,638777213,FALSE,drozdec sancristobalský
Oreoscoptes montanus,Sage Thrasher,sagthr,164696,FALSE,drozdec horský
Toxostoma curvirostre,Curve-billed Thrasher,cubthr,130902,FALSE,drozdec skvrnitoprsý
Toxostoma ocellatum,Ocellated Thrasher,ocethr1,11165,FALSE,drozdec tečkovaný
Toxostoma rufum,Brown Thrasher,brnthr,94280,TRUE,drozdec hnědý
Toxostoma longirostre,Long-billed Thrasher,lobthr,273152851,FALSE,drozdec dlouhozobý
Toxostoma guttatum,Cozumel Thrasher,cozthr1,23066,FALSE,drozdec cozumelský
Toxostoma bendirei,Bendire's Thrasher,benthr,423634981,FALSE,drozdec sonorský
Toxostoma cinereum,Grey Thrasher,grathr1,650601736,FALSE,drozdec šedý
Toxostoma redivivum,California Thrasher,calthr,617231654,FALSE,drozdec kalifornský
Toxostoma crissale,Crissal Thrasher,crithr,206500931,FALSE,drozdec křivozobý
Toxostoma lecontei,Le Conte's Thrasher,lecthr,125286,FALSE,drozdec bledý
TURDIDAE,Thrushes,,,FALSE,
Sialia mexicana,Western Bluebird,wesblu,44896,FALSE,salašník západní
Sialia sialis,Eastern Bluebird,easblu,534348,TRUE,salašník modrý
Sialia currucoides,Mountain Bluebird,moublu,43462621,TRUE,salašník horský
Grandala coelicolor,Grandala,granda1,151360041,TRUE,modráček alpínský
Neocossyphus rufus,Red-tailed Ant-thrush,rtathr1,176785,FALSE,drozdík pralesní
Neocossyphus poensis,White-tailed Ant-thrush,wtathr1,203921111,FALSE,drozdík běloocasý
Stizorhina fraseri,Rufous Flycatcher-thrush,rufthr1,203942381,FALSE,drozdík rezavý
Stizorhina finschi,Finsch's Flycatcher-thrush,fifthr1,204022921,FALSE,drozdík guinejský
Myadestes townsendi,Townsend's Solitaire,towsol,273256631,FALSE,lesňák západní
†Myadestes myadestinus,Kamao,kamao,6027,FALSE,
†Myadestes woahensis,Amaui,amaui,,FALSE,
Myadestes lanaiensis,Olomao,olomao,,FALSE,lesňák molokaiský
Myadestes obscurus,Omao,omao,6084,FALSE,lesňák havajský
Myadestes palmeri,Puaiohi,puaioh,108531181,FALSE,lesňák světlebřichý
Myadestes elisabeth,Cuban Solitaire,cubsol1,112190,FALSE,lesňák kubánský
Myadestes genibarbis,Rufous-throated Solitaire,rutsol1,335460861,FALSE,lesňák rezavohrdlý
Myadestes occidentalis,Brown-backed Solitaire,brbsol1,11356,FALSE,lesňák hnědohřbetý
Myadestes unicolor,Slate-colored Solitaire,slcsol1,157504701,FALSE,lesňák šedý
Myadestes melanops,Black-faced Solitaire,blfsol1,48408271,FALSE,lesňák černolící
Myadestes coloratus,Varied Solitaire,varsol1,616601013,FALSE,lesňák šedohnědý
Myadestes ralloides,Andean Solitaire,andsol1,66341,FALSE,lesňák andský
Geomalia heinrichi,Geomalia,geomal1,,FALSE,drozd celebeský
Zoothera dixoni,Long-tailed Thrush,lotthr1,164501,FALSE,drozd dlouhoocasý
Zoothera mollissima,Alpine Thrush,alpthr1,203977261,FALSE,drozd ladný
Zoothera griseiceps,Sichuan Forest Thrush,sicthr1,203977281,FALSE,drozd sečuánský
Zoothera salimali,Himalayan Forest Thrush,,,FALSE,drozd velehorský
Zoothera marginata,Dark-sided Thrush,dasthr1,622679010,FALSE,drozd tmavoboký
Zoothera monticola,Long-billed Thrush,lobthr1,184685,FALSE,drozd dlouhozobý
Zoothera everetti,Everett's Thrush,evethr1,620872863,FALSE,drozd bornejský
Zoothera andromedae,Sunda Thrush,sunthr1,524285901,FALSE,drozd indonéský
Zoothera aurea,White's Thrush,scathr2,148980201,FALSE,drozd tajgový
Z. a. imbricata,Sri Lanka Thrush,scathr5,204027611,FALSE,
Zoothera major,Amami Thrush,scathr6,21723221,FALSE,drozd anamiský
Zoothera dauma,Scaly Thrush,scathr8,170500051,FALSE,drozd šupinkatý
Zoothera machiki,Fawn-breasted Thrush,fabthr1,613325768,FALSE,drozd světleprsý
Zoothera turipavae,Guadalcanal Thrush,sacthr3,,FALSE,drozd guadalcanalský
Zoothera margaretae,Makira Thrush,sacthr2,117228481,FALSE,drozd makirský
Zoothera lunulata,Bassian Thrush,oltthr1,31211461,FALSE,drozd australský/šupinkohřbetý
Zoothera heinei,Russet-tailed Thrush,rutthr1,638578213,FALSE,drozd šupinkohřbetý
Zoothera talaseae,New Britain Thrush,nebthr1,,FALSE,drozd melanéský
Zoothera atrigena,Bougainville Thrush,bouthr1,,FALSE,drozd černobílý
†Zoothera terrestris,Bonin Thrush,bonthr2,,FALSE,
Ixoreus naevius,Varied Thrush,varthr,118810,TRUE,drozd pruhokřídlý
Entomodestes coracinus,Black Solitaire,blasol1,68682351,FALSE,lesňák černý
Entomodestes leucotis,White-eared Solitaire,whesol1,204006721,FALSE,lesňák bělouchý
Cichlopsis chubbi,Chestnut-throated Solitaire,,,FALSE,
Cichlopsis peruviana,Peruvian Solitaire,,,FALSE,
Cichlopsis gularis,Guianan Solitaire,,,FALSE,lesňák rezavohnědý (ssp. gularis)
Cichlopsis leucogenys,Rufous-brown Solitaire,rubsol1,621766484,FALSE,lesňák rezavohnědý
Ridgwayia pinicola,Aztec Thrush,aztthr,622718145,FALSE,drozd aztécký
Hylocichla mustelina,Wood Thrush,woothr,340193331,FALSE,drozd rezavohlavý
MIMIDAE,Mockingbirds and Thrashers,,,FALSE,
Melanotis caerulescens,Blue Mockingbird,blumoc,292873171,FALSE,drozdec modrý
Melanotis hypoleucos,Blue-and-white Mockingbird,bawmoc1,177596,FALSE,
Melanoptila glabrirostris,Black Catbird,blacat1,208192991,FALSE,drozdec černý
Dumetella carolinensis,Grey Catbird,grycat,163135121,TRUE,drozdec černohlavý
Ramphocinclus brachyurus,White-breasted Thrasher,whbthr3,173419701,FALSE,drozdec běloprsý
Allenia fusca,Scaly-breasted Thrasher,scbthr,175533091,FALSE,drozdec antilský
Margarops fuscatus,Pearly-eyed Thrasher,peethr1,188051,FALSE,drozdec karibský
Cinclocerthia ruficauda,Brown Trembler,brotre1,614012692,FALSE,drozdec rezavoocasý/šedohnědý
Cinclocerthia gutturalis,Grey Trembler,gratre1,93303,FALSE,drozdec šedohnědý
Mimus thenca,Chilean Mockingbird,chimoc1,470062851,FALSE,drozdec chilský
Mimus patagonicus,Patagonian Mockingbird,patmoc1,651136545,FALSE,drozdec patagonský
Catharus swainsoni,Swainson's Thrush,swathr,206453,FALSE,drozd západní [skupina swainsoni]
Catharus ustulatus,Russet-backed Thrush,swathr,206453,FALSE,drozd západní
Catharus fuscescens,Veery,veery,30930861,FALSE,drozd hnědavý
Catharus minimus,Grey-cheeked Thrush,gycthr,206480,FALSE,drozd šedolící/newfoundlandský
Catharus bicknelli,Bicknell's Thrush,bicthr,620383624,FALSE,drozd newfoundlandský
Catharus guttatus,Hermit Thrush,herthr,100857,TRUE,drozd rezavoocasý
Catharus occidentalis,Russet Nightingale-thrush,runthr1,591450581,FALSE,drozd slavíkový
Catharus frantzii,Ruddy-capped Nightingale-thrush,rcnthr1,599307081,FALSE,drozd hnědohlavý
Catharus gracilirostris,Black-billed Nightingale-thrush,bbnthr1,209447,FALSE,drozd šedohrdlý
Catharus aurantiirostris,Orange-billed Nightingale-thrush,obnthr1,3610,FALSE,drozd oranžovozobý
Catharus mexicanus,Black-headed Nightingale-thrush,bhnthr1,211134,FALSE,drozd černohlavý
Catharus dryas,Spotted Nightingale-thrush,spnthr1,242532091,FALSE,drozd tečkovaný
Catharus fuscater,Slaty-backed Nightingale-thrush,sbnthr1,32330,FALSE,drozd šedohřbetý
Chlamydochaera jefferyi,Fruithunter,fruith1,203956971,FALSE,drozdík černoprsý
Cochoa purpurea,Purple Cochoa,purcoc1,203902561,FALSE,drozdovec purpurový
Cochoa viridis,Green Cochoa,grecoc1,204017681,FALSE,drozdovec zelený
Cochoa beccarii,Sumatran Cochoa,sumcoc1,176010,FALSE,drozdovec sumaterský
Cochoa azurea,Javan Cochoa,javcoc1,611185885,FALSE,drozdovec jávský
Geokichla sibirica,Siberian Thrush,sibthr1,181019841,FALSE,drozd tmavý
Geokichla wardii,Pied Thrush,piethr1,232318221,FALSE,drozd himálajský
Geokichla guttata,Spotted Ground-thrush,spgthr1,578290661,FALSE,drozd kropenatý
Geokichla spiloptera,Spot-winged Thrush,spwthr1,75086941,FALSE,drozd srílanský
Geokichla citrina,Orange-headed Thrush,orhthr1,355641671,FALSE,drozd oranžovohlavý
Geokichla cinerea,Ashy Thrush,ashthr1,204002561,FALSE,drozd popelavý
Geokichla erythronota,Red-backed Thrush,rubthr2,548659311,FALSE,drozd černobřichý
Geokichla mendeni,Red-and-black Thrush,rabthr1,,FALSE,drozd červenočerný
Geokichla schistacea,Slaty-backed Thrush,slbthr1,203921251,FALSE,drozd bělouchý
Geokichla peronii,Orange-banded Thrush,orbthr1,203923481,FALSE,drozd timorský
Geokichla dohertyi,Chestnut-backed Thrush,chbthr1,168527,FALSE,drozd lombocký
Geokichla interpres,Chestnut-capped Thrush,chcthr1,203930421,FALSE,drozd kaštanovohlavý
Geokichla leucolaema,Enggano Thrush,engthr1,611192858,FALSE,drozd engganský
Geokichla dumasi,Buru Thrush,burthr1,621017216,FALSE,drozd molucký
Geokichla joiceyi,Seram Thrush,serthr2,67802821,FALSE,drozd seramský
Geokichla gurneyi,Orange Ground-thrush,orgthr1,101254,FALSE,drozd oranžovoprsý
Geokichla oberlaenderi,Oberländer's Ground-thrush,obgthr1,23446,FALSE,drozd zairský
Geokichla crossleyi,Crossley's Ground-thrush,crgthr1,537225,FALSE,drozd černolící
Geokichla piaggiae,Abyssinian Ground-thrush,abgthr1,1584,FALSE,drozd východoafrický
Geokichla camaronensis,Black-eared Ground-thrush,bkegrt1,,FALSE,drozd kamerunský
Geokichla princei,Grey Ground-thrush,grygrt1,,FALSE,drozd černouchý
Otocichla mupinensis,Chinese Thrush,chithr2,245735321,FALSE,drozd čínský
Psophocichla simensis,Ethiopian Thrush,grothr2,203951481,FALSE,drozd etiopský
Psophocichla litsitsirupa,Groundscraper Thrush,grothr1,626080543,FALSE,
Turdus viscivorus,Mistle Thrush,misthr1,304254561,FALSE,drozd brávník
Turdus philomelos,Song Thrush,sonthr1,105705971,TRUE,drozd zpěvný
Turdus abyssinicus,Abyssinian Thrush,abythr1,13572,FALSE,drozd habešský
Turdus helleri,Taita Thrush,taithr1,625945069,FALSE,drozd keňský
Turdus roehli,Usambara Thrush,usathr1,280446,FALSE,drozd usambarský
Turdus iliacus,Redwing,redwin,73458141,FALSE,drozd cvrčala
Turdus plebejus,Mountain Thrush,mourob1,449448091,FALSE,drozd středoamerický
Turdus merula,Eurasian Blackbird,eurbla,102741151,TRUE,kos černý
Turdus leucomelas,Pale-breasred Thrush,pabthr1,69487,FALSE,drozd bledoprsý
Turdus fumigatus,Cocoa Thrush,cocthr1,203930981,FALSE,drozd skvrnitý
Turdus hauxwelly,Hauxwell's Thrush,hauthr1,136650,FALSE,
Turdus flavipes,Yellow-legged Thrush,yelthr1,69663,FALSE,drozd žlutonohý
Turdus lawrencii,Lawrence's Thrush,lawthr1,121808,FALSE,drozd bělobřichý
Turdus obsoletus,Pale-vented Thrush,pavthr1,144875591,FALSE,drozd světlebřichý
Turdus assimilis,White-throated Thrush,whtrob1,225382791,FALSE,drozd náhorní
Turdus albicollis,White-necked Thrush,whnrob1,69455,FALSE,drozd bělokrký
Turdus rufiventris,Rufous-bellied Thrush,rubthr1,642100514,FALSE,drozd rezavobřichý
Turdus maculirostris,Ecuadorian Thrush,ecuthr1,651892959,FALSE,drozd ekvádorský
Turdus grayi,Clay-colored Thrush,clcrob,167471831,TRUE,drozd hnědý
Turdus haplochrous,Unicolored Thrush,unithr1,166345,FALSE,drozd bolivijský
Turdus sanchezorum,Varzea Thrush,hauthr3,29133,FALSE,drozd amazonský
Turdus nudigenis,Spectacled Thrush,baerob1,203954201,FALSE,drozd olivovohnědý
Turdus mandarinus,Chinese Blackbird,chibla1,311839211,FALSE,kos čínský
Turdus ludoviciae,Somali Thrush,somthr1,651919637,FALSE,drozd somálský
Turdus tephronotus,Bare-eyed Thrush,abethr1,14137,FALSE,drozd brýlový
Turdus bewsheri,Comoro Thrush,comthr1,203979051,FALSE,drozd komorský
Turdus libonyana,Kurrichane Thrush,kurthr1,203942071,FALSE,drozd rudozobý
Turdus menachensis,Yemen Thrush,yemthr1,203936301,FALSE,drozd jemenský
Turdus olivaceus,Olive Thrush,olithr2,631274021,FALSE,drozd olivový
Turdus smithi,Karoo Thrush,karthr1,369660301,FALSE,drozd jihoafrický
Turdus lherminieri,Forest Thrush,forthr1,203905131,FALSE,drozd pralesní
Turdus leucops,Pale-eyed Thrush,paethr1,69647,FALSE,drozd světleoký
Turdus jamaicensis,White-eyed Thrush,whethr1,203886211,FALSE,drozd jamajský
Turdus swalesi,La Selle Thrush,lasthr1,617174586,FALSE,drozd haitský
Turdus infuscatus,Black Thrush,blarob1,14133,FALSE,drozd černý
Turdus nigrescens,Sooty Thrush,soorob1,165069,FALSE,drozd sazový
Turdus migratorius,American Robin,amerob,206448,TRUE,drozd stěhovavý
Turdus confinis,San Lucas Robin,,,FALSE,drozd stěhovavý (ssp. confinis)
Turdus rufitorques,Rufous-collared Robin,rucrob1,14111,FALSE,drozd nádherný
Turdus rufopalliatus,Rufous-backed Thrush,rubrob,352306941,FALSE,drozd rezavohřbetý
Turdus falcklandii,Austral Thrush,austhr1,203969691,FALSE,drozd falklandský
Turdus reevei,Plumbeous-backed Thrush,plbthr2,203930081,FALSE,drozd šedopláštíkový
Turdus fulviventris,Chestnut-bellied Thrush,chbthr2,520365121,FALSE,drozd oranžovobřichý
Turdus olivater,Black-hooded Thrush,blhthr1,203992251,FALSE,drozd černokápý
Turdus chiguanco,Chiguanco Thrush,chithr1,203694281,FALSE,drozd jihoamerický
Turdus anthracinus,Sombre Thrush,,,FALSE,
Turdus fuscater,Great Thrush,grethr1,69629,FALSE,drozd velký
Turdus nigriceps,Andean Slaty Thrush,slathr2,210359,FALSE,drozd andský
Turdus subalaris,Eastern Slaty Thrush,slathr3,644309893,FALSE,drozd goiaský
Turdus serranus,Glossy-black Thrush,glbthr1,134553391,FALSE,drozd sametový
Turdus eremita,Tristan Thrush,trithr1,204761,FALSE,drozd tristanský
Turdus amaurochalinus,Creamy-bellied Thrush,crbthr1,278874731,FALSE,drozd krémovobřichý
Turdus ignobilis,Black-billed Thrush,blbthr1,145612981,FALSE,drozd černozobý
Turdus debilis,Floodplain Thrush,,,FALSE,drozd černozobý (ssp. debilis)
Turdus arthuri,Campina Thrush,bkbthr3,11549,FALSE,drozd campinský
Turdus maranonicus,Maranon Thrush,marthr2,307189381,FALSE,drozd peruánský
Turdus xanthorhynchus,Principe Thrush,prithr1,,FALSE,drozd principeský
Turdus olivaceofuscus,Sao Tome Thrush,satthr1,632826455,FALSE,drozd ostrovní
Turdus aurantius,White-chinned Thrush,whcthr1,219799611,FALSE,drozd bělobradý
†Turdus ravidus,Grand Cayman Thrush,grcthr1,,FALSE,
Turdus plumbeus,Northern Red-legged Thrush,relthr1,90104331,FALSE,drozd rudonohý
Turdus rubripes,Western Red-legged Thrush,relthr1,90104331,FALSE,
Turdus ardosiaceus,Eastern Red-legged Thrush,relthr3,188091,FALSE,drozd šedavý
Turdus pelios,African Thrush,afrthr1,203913121,FALSE,drozd africký
Turdus niveiceps,Taiwan Thrush,islthr24,114803,FALSE,drozd tchajwanský
Turdus boulboul,Grey-winged Blackbird,gywbla1,445576111,FALSE,kos šedokřídlý
Turdus simillimus,Indian Blackbird,eurbla2,558953171,FALSE,kos indický
Turdus cardis,Japanese Thrush,japthr1,281297,FALSE,drozd japonský
Turdus hortulorum,Grey-backed Thrush,gybthr1,167993461,FALSE,drozd východní
Turdus dissimilis,Black-breasted Thrush,blbthr2,203925511,FALSE,drozd černoprsý
Turdus unicolor,Tickell's Thrush,ticthr1,161025131,FALSE,drozd severoindický
Turdus obscurus,Eyebrowed Thrush,eyethr,621158349,FALSE,drozd jihoafrický
Turdus feae,Grey-sided Thrush,gysthr1,423573221,FALSE,drozd severočínský
Turdus celaenops,Izu Thrush,izuthr1,281524,FALSE,drozd izuský
Turdus chrysolaus,Brown-headed Thrush,brhthr1,635003534,FALSE,drozd červenozobý
Turdus pallidus,Pale Thrush,palthr1,129229171,FALSE,drozd bledý
Turdus poliocephalus,Island Thrush,norist1,,FALSE,drozd norfolcký
Turdus kesslleri,White-backed Thrush,whbthr2,619564656,FALSE,
Turdus maximus,Tibetan Blackbird,tibbla1,173593381,FALSE,kos tibetský
Turdus pilaris,Fieldfare,fieldf,64396911,FALSE,drozd kvíčala
Turdus albocinctus,White-collared Blackbird,whcbla1,635302766,FALSE,drozd bělokrký
Turdus rubrocanus,Chestnut Thrush,chethr1,179447,FALSE,pitovec hedvábný
Turdus torquatus,Ring Ouzel,rinouz1,204596,FALSE,kos horský
Turdus naumanni,Naumann's Thrush,dusthr1,217242421,FALSE,drozd rezavokřídlý/rezavý
Turdus eunomus,Dusky Thrush,dusthr2,404382721,FALSE,drozd rezavokřídlý/rezavý
Turdus atrogularis,Black-throated Thrush,datthr1,611686557,FALSE,drozd proměnlivý/rudohrdlý
Turdus ruficollis,Rufous-throated Thrush,retthr1,165839171,FALSE,drozd proměnlivý/rudohrdlý
Cataponera turdoides,Sulawesi Thrush,sulthr1,190311391,FALSE,drozd černobrvý
MUSCICAPIDAE,Old World Flycatchers and Chats,,,FALSE,
Alethe diademata,White-tailed Alethe,ficale3,204023011,FALSE,
Alethe castanea,Fire-crested Alethe,ficale2,540799341,FALSE,drozdík ohnivotemenný
Tychaedon coryphoeus,Karoo Scrub-robin,kasrob2,609632105,FALSE,pěvec jihoafrický
Tychaedon signata,Brown Scrub-robin,brsrob1,208407091,FALSE,pěvec hnědavý
Tychaedon leucosticta,Forest Scrub-robin,fosrob1,1124,FALSE,pěvec pralesní
Tychaedon quadrivirgata,Bearded Scrub-robin,besrob1,46504,FALSE,pěvec křovinný
Tychaedon barbata,Miombo Scrub-robin,misrob1,37213,FALSE,pěvec vousatý
Cercotrichas paena,Kalahari Scrub-robin,kasrob1,630888388,FALSE,pěvec kalaharský
Cercotrichas galactotes,Rufous Scrub-robin,rutscr1,470529831,FALSE,pěvec ryšavý
C. g. minor,African Scrub-robin,,,FALSE,
Cercotrichas podobe,Black Scrub-robin,blsrob1,27830811,FALSE,pěvec černý
Cercotrichas hartlaubi,Brown-backed Scrub-robin,bbsrob1,609665991,FALSE,pěvec hnědohřbetý
Cercotrichas leucophrys,Red-backed Scrub-robin,rbsrob1,614126949,FALSE,
Copsychus mindanensis,Philippine Magpie-robin,phimar1,234112501,FALSE,
Copsychus pica,Pelzeln's Magpie-robin,,,FALSE,
Copsychus albospecularis,Madagascar Magpie-robin,mamrob1,203985921,FALSE,šáma madagaskarská
Copsychus sechellarum,Seychelles Magpie-robin,semrob1,566341071,FALSE,šáma seychelská
Copsychus saularis,Oriental Magpie-robin,magrob,203911381,TRUE,
Saxicoloides fulicatus,Indian Robin,indrob1,390084851,FALSE,skalník indický
Trichixos pyrropygus,Rufous-tailed Shama,rutsha2,203892301,FALSE,šáma oranžovoocasá
Kittacincla luzoniensis,White-browed Shama,whbsha1,203983331,FALSE,
Kittacincla superciliaris,Visayan Shama,vissha1,624711354,FALSE,
Kittacincla malabarica,White-rumped Shama,whrsha,203918001,FALSE,
Kittacincla albiventris,Andaman Shama,andsha1,203955131,FALSE,
Kittacincla nigra,White-vented Shama,whvsha1,633422524,FALSE,
Kittacincla cebuensis,Black Shama,blasha1,627533218,FALSE,šáma cebuská
Muscicapa griseisticta,Grey-streaked Flycatcher,gysfly1,550234631,FALSE,lejsek šedoproužkovaný
Muscicapa sibirica,Dark-sided Flycatcher,dasfly,370995481,FALSE,lejsek tmavoboký
M. s. sibirica,Siberian Flycatcher,,,FALSE,
Muscicapa ferruginea,Ferruginous Flycatcher,ferfly1,162983921,FALSE,lejsek červenohnědý
Muscicapa muttui,Brown-breasted Flycatcher,brbfly2,401469871,FALSE,lejsek hnědoprsý
Muscicapa dauurica,Asian Brown Flycatcher,asbfly,273396421,FALSE,lejsek asijský
Muscicapa randi,Ashy-breasted Flycatcher,asbfly1,609056554,FALSE,lejsek severofilipínský
Muscicapa segregata,Sumba Brown Flycatcher,subfly2,609218873,FALSE,lejsek sumbský
Muscicapa epulata,Little Grey Flycatcher,ligfly2,437374701,FALSE,lejsek šedivý
Muscicapa adusta,African Dusky Flycatcher,afdfly1,468789201,FALSE,lejsek horský
Muscicapa sethsmithi,Yellow-footed Flycatcher,yeffly1,533575181,FALSE,lejsek žlutonohý
Muscicapa gambagae,Gambaga Flycatcher,gamfly1,297255581,FALSE,lejsek pustinný
Muscicapa striata,Spotted Flycatcher,spofly1,203693551,FALSE,lejsek šedý
M. s. tyrrhenica,Mediterranean Flycatcher,,,FALSE,
Muscicapa aquatica,Swamp Flycatcher,swafly3,203939851,FALSE,lejsek bažinný
Muscicapa cassini,Cassin's Flycatcher,casfly1,112511691,FALSE,lejsek černokřídlý
Bradornis boehmi,Böhm's Flycatcher,boefly1,278847,FALSE,lejsek kropenatý
Bradornis fuliginosus,Sooty Flycatcher,soofly1,1114,FALSE,lejsek tmavohnědý
Bradornis ussheri,Ussher's Flycatcher,ussfly1,437478731,FALSE,lejsek tmavý
Bradornis comitatus,Dusky-blue Flycatcher,dubfly2,203937611,FALSE,lejsek temnopláštíkový
Bradornis microrhynchus,African Grey Flycatcher,afgfly1,625688304,FALSE,lejsek šedohnědý
Bradornis mariquensis,Mariqua Flycatcher,marfly1,609054500,FALSE,lejsek akáciový
Agricola pallidus,Pale Flycatcher,palfly2,37903,FALSE,lejsek africký
Agricola infuscatus,Brown Chat-flycatcher,chafly2,626335677,FALSE,lejsek hnědý
Fraseria cinerascens,White-browed Forest-flycatcher,wbffly1,617144045,FALSE,lejsek pralesní
Fraseria ocreata,Fraser's Forest-flycatcher,afffly1,203961311,FALSE,lejsek šupinkoprsý
Fraseria plumbea,Grey Tit-flycatcher,grytif1,189137631,FALSE,lejsek olověnobarvý
Fraseria griseigularis,Grey-throated Tit-flycatcher,gyttif1,203911741,FALSE,lejsek pěnicovitý
Fraseria caerulescens,Ashy Flycatcher,ashfly1,22640,FALSE,lejsek popelavý
Fraseria tessmanni,Tessmann's Flycatcher,tesfly1,567135541,FALSE,lejsek plantážový
Fraseria olivascens,Olivaceous Flycatcher,olifly1,636181357,FALSE,lejsek bělavohrdlý
Fraseria lendu,Chapin's Flycatcher,chafly1,468479841,FALSE,lejsek hnědopláštíkový
Humblotia flavirostris,Humblot's Flycatcher,grcfly3,488884871,FALSE,lejsek komorský
Melaenornis silens,Fiscal Flycatcher,fisfly1,213386131,FALSE,lejsek jihoafrický
Melaenornis herero,Herero Chat,hercha1,61121,FALSE,červenkovec namibijský
Melaenornis semipartitus,Silverbird,silver1,203915211,FALSE,lejsek stříbroný
Melaenornis chocolatinus,Abyssinian Slaty-flycatcher,abyslf1,203951691,FALSE,
Melaenornis brunneus,Angola Slaty-flycatcher,angslf1,398992841,FALSE,lejsek angolský
