Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ca
Pseudotriccus simplex,Hazel-fronted Pygmy-tyrant,hfptyr1,455422401,FALSE,tiranulet de front bru
Pseudotriccus ruficeps,Rufous-headed Pygmy-tyrant,rhptyr1,203701061,FALSE,tiranulet cap-roig
Corythopis torqatus,Ringed Antpipit,rinant2,203931121,FALSE,
Corythopis delalandi,Southern Antpipit,souant1,312754371,FALSE,tirà formiguer meridional
Phylloscartes flavovirens,Yellow-green Tyrannulet,yegtyr1,632838754,FALSE,tiranulet orellut verd i groc
Phylloscartes ventralis,Mottle-cheeked Tyrannulet,moctyr2,384557511,FALSE,tiranet orellut olivaci
Phylloscartes virescens,Olive-green Tyrannulet,olgtyr1,127386,FALSE,tiranulet orellut verdós
Phylloscartes beckeri,Bahia Tyrannulet,bahtyr1,484453261,FALSE,tiranulet orellut de Bahia
Phylloscartes kronei,Restinga Tyrannulet,restyr1,203983081,FALSE,tiranulet orellut de Krone
Phylloscartes gualaquisae,Ecuadorian Tyrannulet,ecutyr1,203698911,FALSE,
Phylloscartes nigrifrons,Black-fronted Tyrannulet,blftyr1,364606381,FALSE,tiranulet orellut frontnegre
Phylloscartes ceciliae,Alagoas Tyrannulet,alatyr1,102760,FALSE,tiranulet orellut d'Alagoas
Phylloscartes superciliaris,Rufous-browed Tyrannulet,rubtyr1,204023421,FALSE,tiranulet orellut cella-rogenc
Phylloscartes flaviventris,Rufous-lored Tyrannulet,rultyr1,384354991,FALSE,tiranulet orellut emmascarat
Phylloscartes parkeri,Cinnamon-faced Tyrannulet,ciftyr1,147404,FALSE,tiranulet orellut de Parker
Phylloscartes roquettei,Minas Gerais Tyrannulet,migtyr1,124413241,FALSE,tiranulet orellut de Minas Gerais
Phylloscartes paulista,Sao Paulo Tyrannulet,,,FALSE,tiranulet orellut de Sao Paulo
Phylloscartes oustaleti,Oustalet's Tyrannulet,oustyr1,203979401,FALSE,tiranulet orellut d'Oustalet
Phylloscartes difficilis,Serra do Mar Tyrannulet,,,FALSE,tiranulet orellut de Serra do Mar
Phylloscartes sylviolus,Bay-ringed Tyrannulet,bartyr1,203701101,FALSE,tiranulet orellut ull-roig
Pogonotriccus poecilotis,Variegated Bristle-tyrant,vabtyr1,525490541,FALSE,tiranulet orellut bigarrat
Pogonotriccus chapmani,Chapman's Bristle-tyrant,chabrt1,437287661,FALSE,tiranulet orellut de Chapman
Pogonotriccus ophthalmicus,Marble-faced Bristle-tyrant,mfbtyr1,203932201,FALSE,tiranulet orellut marbrenc
Pogonotriccus venezuelanus,Venezuelan Bristle -tyrant,vebtyr2,383315341,FALSE,tiranulet orellut de Veneçuela
Pogonotriccus lanyoni,Antioquia Bristle-tyrant,anbtyr1,203951171,FALSE,tiranulet orellut de Lanyon
Pogonotriccus orbitalis,Spectacled Bristle-tyrant,spbtyr1,217074071,FALSE,tiranulet orellut de Cabanis
Pogonotriccus eximius,Southern Bristle-tyrant,sobtyr2,28672461,FALSE,tiranulet orellut distingit
Mionectes striaticollis,Streak-necked Flycatcher,stnfly1,608680085,FALSE,mosquer escatós
Mionectes olivaceus,Olive-streaked Flycatcher,olsfly2,351046381,FALSE,mosquer olivaci
Mionectes galbinus,Olive-striped Flycatcher,olsfly1,387407371,FALSE,mosquer olivaci meridional
Mionectes oleagineus,Ochre-bellied Flycatcher,ocbfly1,385191351,FALSE,mosquer ocraci
Mionectes macconnelli,McConnell's Flycatcher,mccfly1,388736881,FALSE,mosquer de McConnell/de Sierra de Lema
Mionectes roraimae,Sierra de Lema Flycatcher,mccfly3,369489311,FALSE,mosquer de Sierra de Lema
Mionectes rufiventris,Grey-hooded Flycatcher,gyhfly1,66613701,FALSE,mosquer capgrís
Leptopogon amaurocephalus,Sepia-capped Flycatcher,secfly1,300464741,FALSE,tiranulet orellut de casquet
Leptopogon superciliaris,Slaty-capped Flycatcher,slcfly1,300259641,FALSE,tiranulet orellut capgrís
Leptopogon albidiventer,White-bellied Flycatcher,,,FALSE,
Leptopogon rufipectus,Rufous-breasted Flycatcher,rubfly2,203932131,FALSE,tiranulet orellut pit-roig
TITYRIDAE,Tityras and allies,,,FALSE,
Oxyruncus cristatus,Sharpbill,sharpb1,470170711,FALSE,cotinga bec-esmolat
Onychorynchus mexicanus,Northen Royal Flycatcher,,,FALSE,
Onychorynchus occidentalis,Pacific Royal Flycatcher,,,FALSE,
Onychorynchus coronatus,Amazonian Royal Flycatcher,,,FALSE,
Onychorynchus swainsoni,Atlantic Royal Flycatcher,royfly5,203979411,FALSE,
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,rutfly2,603865781,FALSE,mosquer cua-rogenc
Myiobius villosus,Tawny-breasted Flycatcher,tabfly1,68678521,FALSE,mosquer de panxa lleonada
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,surfly1,626765900,FALSE,miobi de carpó groc
Myiobius barbatus,Whiskered Flycatcher,whifly1,115758,FALSE,mosquer barbat
Myiobius atricaudus,Black-tailed Flycatcher,bltfly1,203979471,FALSE,mosquer cuanegre
Iodopleura isabellae,White-browed Purpletuft,whbpur1,50324481,FALSE,cotinga menut cellablanc
Iodopleura fusca,Dusky Purpletuft,duspur1,142026221,FALSE,cotinga menut fosc
Iodopleura pipra,Buff-throated Purpletuft,butpur1,251855771,FALSE,cotinga menut golacremós
Tityra inquisitor,Black-crowned Tityra,blctit1,41271501,FALSE,titira becnegra
Tityra cayana,Western Black-tailed Tityra,blttit1,383311751,FALSE,titira encaputxada
Tityra braziliensis,Eastern Black-tailed Tityra,,,FALSE,
Tityra semifasciata,Masked Tityra,mastit1,198132201,FALSE,titira emmascarada
Tityra leucura,White-tailed Tityra,whttit2,,FALSE,titira becnegra
Xenopsaris albinucha,White-naped Becards,whnxen1,69853,FALSE,anambé menut
Pachyramphus versicolor,Barred Becard,barbec1,608680795,FALSE,anambé barrat
Pachyramphus xanthogenys,Yellow-cheeked Becard,,,FALSE,becard olivaci (xanthogenys/peruanus)
Pachyramphus griseigularis,Green-cheeked Becard,,,FALSE,
Pachyramphus viridis,Green-backed Becard,grbbec1,488984711,FALSE,anambé olivaci
Pachyramphus spodiurus,Slaty Becard,slabec1,475140631,FALSE,anambé pissarrós
Pachyramphus rufus,Cinereous Becard,cinbec2,385182311,FALSE,anambé cendrós
Pachyramphus minor,Pink-throated Becard,pitbec1,77946,FALSE,anambé de Lesson
Pachyramphus aglaiae,Rose-throated Becard,rotbec,166113201,FALSE,anambé gorja-rosat
Pachyramphus niger,Jamaican Becard,jambec1,358951561,FALSE,anambé de Jamaica
Pachyramphus homochrous,One-colored Becard,oncbec1,251725561,FALSE,anambé unicolor
Leptopogon taczanowskii,Inca Flycatcher,incfly1,553947651,FALSE,tiranulet orellut inca
Taeniotriccus andrei,Black-chested Tyrant,blctyr2,323159621,FALSE,cabdill pitnegre
Cnipodectes subbrunneus,Brownish Twistwing,brofly1,112799,FALSE,cabdill bru
Cnipodectes superrufus,Rufous Twistwing,ruftwi1,31739191,FALSE,cabdill rogenc
Rhynchocyclus brevirostris,Eye-ringed Flatbill,eyrfla1,20350,FALSE,tirà becplaner d'ulleres
Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,olifla2,25940,FALSE,tirà becplaner olivaci occidental
Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,olifla3,117030,FALSE,tirà becplaner olivaci oriental
Rhynchocyclus pacificus,Pacific Flatbill,pacfla1,627917244,FALSE,tirà becplaner del Pacífic
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,fubfla1,600644471,FALSE,tirà becplaner pit-rogenc
Tolmomyias sulphurescens,Yellow-olive Flatbill,yeofly1,199538,FALSE,tirà becplaner sulfuri
Tolmomyias traylori,Orange-eyed Flatbill,orefly1,34313,FALSE,tirà becplaner d'ulls carbassa
Tolmomyias assimilis,Yellow-margined Flatbill,yemfly1,388637621,FALSE,tirà becplaner amazònic
Tolmomyias flavotectus,Yellow-winged Flatbill,yemfly2,381734391,FALSE,tirà becplaner alagroc
Tolmomyias poliocephalus,Grey-crowned Flatbill,gycfly1,389466461,FALSE,tirà becplaner de capell gris
Tolmomyias viridiceps,Olive-faced Flatbill,yebfly4,622735132,FALSE,tirà becplaner verdós
Tolmomyias flaviventris,Ochre-lored Flatbill,yebfly3,360610661,FALSE,tirà becplaner verdós/pitgroc
Myiornis auricularis,Eared Pygmy-tyrant,eaptyr1,282255931,FALSE,tirà menut orellut
Myiornis albiventris,White-bellied Pygmy-tyrant,wbptyr1,608677494,FALSE,tirà pigmeu panxablanc
Myiornis atricapillus,Black-capped Pygmy-tyrant,bcptyr1,192574,FALSE,tirà pigmeu de casquet
Myiornis ecaudatus,Short-tailed Pygmy-tyrant,stptyr1,369495141,FALSE,tirà menut cuacurt
Oncostoma cinereigulare,Northern Bentbill,norben1,356416921,FALSE,tirà becut septentrional
Oncostoma olivaceum,Southern Bentbill,souben1,198732361,FALSE,tirà becut meridional
Lophotriccus pileatus,Scale-crested Pygmy-tyrant,scptyr1,123832931,FALSE,tirà emplomallat dels Andes
Lophotriccus vitiosus,Double-banded Pygmy-tyrant,dbptyr1,203919111,FALSE,tirà emplomallat de doble ratlla
Lophotriccus eulophotes,Long-crested Pygmy-tyrant,lcptyr1,38945,FALSE,tirà emplomallat de Todd
Lophotriccus galeatus,Helmeted Pygmy-tyrant,heptyr1,88486,FALSE,tirà emplomallat de Cayenne
Atalotriccus pilaris,Pale-eyed Pygmy-tyrant,peptyr1,66608,FALSE,cabdill d'ulls pàl·lids
Hemitriccus minor,Snethlage's Tody-tyrant,snttyr1,647648496,FALSE,cabdill de Snethlage
Hemitriccus cohnhafti,Acre Tody-tyrant,acrtot1,500542021,FALSE,cabdill d’Acre
Hemitriccus spodiops,Yungas Tody-tyrant,yuttyr1,17121,FALSE,cabdill de Bolívia
Hemitriccus flammulatus,Flamulated Bamboo-tyrant,flapyt1,121793,FALSE,cabdill dels bambús
Hemitriccus diops,Drab-breasted Bamboo-tyrant,drbpyt1,223833851,FALSE,cabdill pitgrís
Hemitriccus obsoletus,Brown-breasted Bamboo-tyrant,bnbpyt1,102724,FALSE,cabdill de pit bru
Hemitriccus josephinae,Boat-billed Tody-tyrant,bbttyr1,321841901,FALSE,cabdill de Josefina
Hemitriccus zosterops,White-eyed Tody-tyrant,wettyr1,113033,FALSE,cabdill ullblanc
Hemitriccus griseipectus,White-bellied Tody-tyrant,whbtot1,88409,FALSE,cabdill panxablanc
Hemitriccus orbitatus,Eye-ringed Tody-tyrant,erttyr1,56040061,FALSE,cabdill d'ulleres
Hemitriccus iohannis,Joao's Tody-tyrant,jottyr1,35558,FALSE,cabdill de Johannes
Hemitriccus striaticollis,Stripe-necked Tody-tyrant,snttyr2,117139,FALSE,cabdill gorjaestriat
Hemitriccus nidipendulus,Hangnest Tody-tyrant,hattyr1,293427,FALSE,cabdill de Wied
Hemitriccus margaritaceiventer,Pearly-vented Tody-tyrant,pvttyr1,212397,FALSE,cabdill perlat
Hemitriccus inornatus,Pelzeln's Tody-tyrant,pettyr1,203984201,FALSE,cabdill de Pelzeln
Hemitriccus minimus,Zimmer's Tody-tyrant,zittyr1,375483261,FALSE,cabdill de Zimmer
Hemitriccus granadensis,Black-throated Tody-tyrant,btttyr1,68131481,FALSE,cabdill golanegre
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-tyrant,cbttyr1,74342211,FALSE,cabdill de pit rogenc
Hemitriccus mirandae,Buff-breasted Tody-tyrant,bbttyr2,509606791,FALSE,cabdill de Miranda
Hemitriccus kaempferi,Kaempfer's Tody-tyrant,kattyr1,203984211,FALSE,cabdill de Kaempfer
Hemitriccus rufigullaris,Buff-throated Tody-tyrant,btttyr2,87895,FALSE,
Hemitriccus furcatus,Fork-tailed Tody-tyrant,fotpyt1,471474421,FALSE,cabdill cuaforcat
Poecilotriccus ruficeps,Rufous-crowned Tody- flycatcher,rcttyr1,203699291,FALSE,cabdill de capell vermell
Poecilotriccus luluae,Lulu's Tody- flycatcher,johtot1,74343731,FALSE,cabdill de Lulu
Poecilotriccus albifacies,White-cheeked Tody- flycatcher,wcttyr1,135109,FALSE,cabdill de galtes blanques
Poecilotriccus capitalis,Black-and-white Tody- flycatcher,bawtyr1,34355,FALSE,cabdill endolat
Poecilotriccus senex,Buff-cheeked Tody- flycatcher,buctof1,127701,FALSE,cabdill senil
Poecilotriccus russatus,Ruddy Tody-flycatcher,rudtof1,388465941,FALSE,cabdill pit-roig
Poecilotriccus plumbeiceps,Ochre-faced Tody-flycatcher,ocftof1,132567,FALSE,cabdill de galtes ocre
Poecilotriccus fumifrons,Smoky-fronted Tody-flycatcher,smftof1,203955431,FALSE,cabdill de front gris
Poecilotriccus latirostris,Rusty-fronted Tody-flycatcher,ruftof1,531976721,FALSE,cabdill de front rogenc
Poecilotriccus sylvia,Slate-headed Tody-flycatcher,shtfly1,226849561,FALSE,cabdill cendrós
Poecilotriccus calopterus,Golden-winged Tody-flycatcher,gowtof1,408117551,FALSE,cabdill aladaurat
Poecilotriccus pulchellus,Black-backed Tody-flycatcher,bkbtof1,533235091,FALSE,cabdill de dors negre
Todirostrum maculatum,Spotted Tody-flycatcher,sptfly1,45595,FALSE,cabdill tacat
Todirostrum poliocephalum,Yellow-lored Tody-flycatcher,gyhtof1,203984241,FALSE,cabdill capgrís
Todirostrum cinereum,Common Tody-flycatcher,cotfly1,211086171,FALSE,cabdill comú
Todirostrum viridanum,Maracaibo Tody-flycatcher,matfly1,405715871,FALSE,cabdill de Maracaibo
Todirostrum nigriceps,Black-headed Tody-flycatcher,bhtfly1,621089412,FALSE,cabdill capnegre
Todirostrum pictum,Painted Tody-flycatcher,patfly1,203953811,FALSE,cabdill pintat
Todirostrum chrysocrotaphum,Yellow-browed Tody-flycatcher,ybtfly1,610061191,FALSE,cabdill de celles grogues
Myiotriccus phoenicurus,Eastern Ornate Flycatcher,,,FALSE,tirà ornat septentrional (phoenicurus/aureiventris)
Myiotriccus ornatus,Western Ornate Flycatcher,ornfly1,635485074,FALSE,tirà ornat
Nephelomyias pulcher,Handsome Flycatcher,hanfly1,225151831,FALSE,mosquer superb
Nephelomyias lintoni,Orange-banded Flycatcher,orbfly1,652079369,FALSE,mosquer de Linton
Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,ocbfly2,74348611,FALSE,mosquer de pit ocraci
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,cinfly2,203932121,FALSE,mosquer rogenc
Hirundinea bellicosa,Swallow Flycatcher,,,FALSE,mosquer dels cingles (bellicosa/pallidior)
Hirundinea ferruginea,Cliff Flycatcher,clifly1,361135701,FALSE,mosquer dels cingles
Zimmerius cinereicapilla,Red-billed Tyrannulet,rebtyr2,74341231,FALSE,tiranulet bec-roig
Zimmerius villarejoi,Michana Tyrannulet,mistyr1,629678641,FALSE,tiranulet de Villarejo
Zimmerius chicomendesi,Chico's Tyrannulet,chityr1,468724301,FALSE,tiranulet de Chico
Zimmerius vilissimus,Paltry Tyrannulet,paltyr2,649182225,FALSE,tiranet de Guatemala
Zimmerius parvus,Mistletoe Tyrannulet,paltyr3,205764,FALSE,tiranet menut
Zimmerius petersi,Venezuelan Tyrannulet,paltyr5,66650,FALSE,tiranet de Veneçuela
Zimmerius improbus,Mountain Tyrannulet,paltyr4,617731985,FALSE,tiranet muntanyenc
Zimmerius chrysops,Golden-faced Tyrannulet,goftyr1,550525611,FALSE,tiranet caradaurat
Zimmerius albigularis,Choco Tyrannulet,chotyr1,308015001,FALSE,tiranet del Chocó
Zimmerius viridiflavus,Peruvian Tyrannulet,pertyr1,49433,FALSE,tiranet del Perú
Zimmerius gracilipes,Slender-footed Tyrannulet,slftyr1,386020371,FALSE,tiranet camafí
Zimmerius acer,Guianan Tyrannulet,guityr1,77949,FALSE,tiranet de la Guaiana
Zimmerius bolivianus,Bolivian Tyrannulet,boltyr1,17119,FALSE,tiranulet de Bolívia
Stigmatura napensis,Lesser Wagtail-tyrant,lewtyr1,61613421,FALSE,tiranet cuallarg petit
Stigmatura bahiae,Bahia Wagtail-tyrant,leswat2,509612191,FALSE,tiranet cuallarg de Bahia
Stigmatura budytoides,Greater Wagtail-tyrant,grwtyr1,169780771,FALSE,tiranulet cuallarg gros
Inezia tenuirostris,Slender-billed Tyrannulet,slbtyr1,46894011,FALSE,tiranulet becfí
Inezia inornata,Plain Tyrannulet,platyr1,46426,FALSE,tiranulet senzill
Inezia subflava,Amazonian Tyrannulet,amatyr1,31748551,FALSE,tiranet amazònic
Inezia caudata,Pale-tipped Tyrannulet,pattyr3,66636,FALSE,tiranulet cuallarg
Euscarthmus meloryphus,Tawny-crowned Pygmy-tyrant,tacpyt1,66612,FALSE,tiranet de coroneta
Euscarthmus fulviceps,Tawny-fronted Pygmy-tyrant,tacpyt2,11034,FALSE,tiranet caralleonat
Euscarthmus rufomarginatus,Rufous-sided Pygmy-tyrant,rsptyr1,103440,FALSE,tiranulet de flancs rogencs
Ornithion semiflavum,Yellow-bellied Tyrannulet,yebtyr1,630759185,FALSE,tiranulet de panxa groga
Ornithion brunneicapillus,Brown-capped Tyrannulet,brctyr,66663,FALSE,tiranulet capbrú
Ornithion inerme,White-lored Tyrannulet,whltyr1,385049881,FALSE,tiranulet tacat
Camptostoma imberbe,Northern Beardless Tyrannulet,nobtyr,174983441,FALSE,tiranulet imberbe septentrional
Camptostoma obsoletum,Southern Beardless Tyrannulet,sobtyr1,69870,FALSE,tiranulet imberbe meridional
Elaenia ruficeps,Rufous-crowned Elaenia,rucela1,388990831,FALSE,elènia de clatell rogenc
Elaenia cristata,Plain-crested Elaenia,plcela1,247050721,FALSE,elènia crestada
Elaenia gigas,Mottle-backed Elaenia,mobela1,635143712,FALSE,elènia banyuda
Elaenia dayi,Great Elaenia,greela1,251794921,FALSE,elènia de Day
Elaenia sordida,Brazilian Elaenia,higela3,294493601,FALSE,elènia del Brasil
Elaenia obscura,Highland Elaenia,higela2,611498896,FALSE,elènia fosca
Elaenia strepera,Slaty Elaenia,slaela1,132577,FALSE,elènia plúmbia
Elaenia flavogaster,Yellow-bellied Elaenia,yebela1,7433,FALSE,elènia de panxa groga
Elaenia parvirostris,Small-billed Elaenia,smbela1,19552,FALSE,elènia de bec curt
Elaenia pelzelni,Brownish Elaenia,broela1,203984121,FALSE,elènia bruna
Elaenia spectabilis,Large Elaenia,larela1,510904281,FALSE,elènia grossa
Elaenia ridleyana,Noronha Elaenia,norela1,203984101,FALSE,elènia de Noronha
Elaenia brachyptera,Coopman's Elaenia,cooela1,621765417,FALSE,elènia menuda de l'Equador
Elaenia chiriquensis,Lesser Elaenia,lesela1,278670081,FALSE,elènia menuda comuna
Elaenia mesoleuca,Olivaceous Elaenia,oliela1,389534381,FALSE,elènia olivàcia
Elaenia pallatangae,Sierran Elaenia,sieela3,523407511,FALSE,elènia de Pallatanga
Elaenia olivina,Tepui Elaenia,sieela2,300107121,FALSE,elènia dels tepuis
Elaenia albiceps,White-crested Elaenia,whcela1,325599701,FALSE,elènia de cresta blanca
Elaenia frantzii,Mountain Elaenia,mouela1,46236231,FALSE,elènia de muntanya
Elaenia martinica,Caribbean Elaenia,carela1,188040,FALSE,elènia del Carib
Elaenia cherrieri,Hispaniolan Elaenia,graela4,163155001,FALSE,
Elaenia fallax,Greater Antillean Elaenia,graela3,164928,FALSE,elènia grossa de Jamaica
Tyrannulus elatus,Yellow-crowned Tyrannulet,yectyr1,414481161,FALSE,tiranulet reietó
Myiopagis caniceps,Atlantic Grey Elaenia,gryela3,244641631,FALSE,elènia grisa atlàntica
Myiopagis cinerea,Amazonian Grey Elaenia,gryela2,112809,FALSE,elènia grisa amazònica
Myiopagis parambae,Choco Grey Elaenia,gryela1,424729841,FALSE,elènia grisa del Pacífic
Myiopagis olallai,Foothill Elaenia,fooela1,69328991,FALSE,elènia dels turons
Myiopagis gaimardii,Forest Elaenia,forela1,626223291,FALSE,elènia selvàtica
Myiopagis subplacens,Pacific Elaenia,pacela1,257867301,FALSE,elènia del Pacífic
Myiopagis flavivertex,Yellow-crowned Elaenia,yecela1,203932101,FALSE,elènia de capell groc
Myiopagis viridicata,Greenish Elaenia,greela,157755461,FALSE,elènia verdosa
Myiopagis cotta,Small Jaimaican Elaenia,jamela1,559897721,FALSE,elènia de Jamaica
Suiriri suiriri,Suiriri Flycatcher,suifly1,217069,FALSE,tiranulet suiriri
Suiriri affinis,Chapada Flycatcher,chafly3,191473941,FALSE,
Capsiempis flaveola,Yellow Tyrannulet,yeltyr1,249967911,FALSE,tiranulet groc
Phyllomyias fasciatus,Planalto Tyrannulet,platyr2,211886501,FALSE,tiranet olivaci
Phyllomyias weedeni,Yungas Tyrannulet,yuntyr1,132741,FALSE,tiranulet de la iunga
Phyllomyias burmeisteri,Rough-legged Tyrannulet,roltyr3,172661571,FALSE,
Phyllomyias zeledoni,White-fronted Tyrannulet,roltyr1,171271751,FALSE,tiranet frontblanc
Phyllomyias virescens,Greenish Tyrannulet,gretyr1,34016,FALSE,tiranet verdós
Phyllomyias reiseri,Reiser's Tyrannulet,reityr1,234699751,FALSE,tiranet de Reiser
Phyllomyias urichi,Urich's Tyrannulet,urityr1,344723971,FALSE,tiranulet d'Urich
Phyllomyias sclateri,Sclater's Tyrannulet,scltyr1,218225,FALSE,tiranulet de Sclater
Phyllomyias griseocapilla,Grey-capped Tyrannulet,gyctyr1,288480601,FALSE,tiranulet de capell gris
Phyllomyias griseiceps,Sooty-headed Tyrannulet,sohtyr1,203700721,FALSE,tiranulet nan
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,plctyr1,69418551,FALSE,tiranulet de coroneta grisa
Phyllomyias nigrocapillus,Black-capped Tyrannulet,blctyr1,272846281,FALSE,tiranulet capnegre
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,ashtyr1,203931981,FALSE,tiranulet de cap cendrós
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,tartyr1,305835051,FALSE,tiranulet de carpó rovellat
Phaeomyias tumbezana,Tumbes Tyrannulet,,,FALSE,
Phaeomyias murina,Mouse-coloured Tyrannulet,,,FALSE,
Nesotriccus ridgwayi,Cocos Flycatcher,cocfly1,50672,FALSE,tiranulet de l'illa Cocos
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,gawtyr2,297224,FALSE,tiranulet gris i blanc
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1,203933911,FALSE,tiranulet cuablanc
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1,212292,FALSE,tiranulet de Hellmayr
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1,591553671,FALSE,tiranulet alabarrat
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2,410151331,FALSE,tiranulet golablanc
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1,65512941,FALSE,tiranulet d'ales rogenques
