Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ca
Anaplectes jubaensis,Red Weaver,rehwea3,,FALSE,teixidor vermell
PRUNELLIDAE,Accentors,,,FALSE,
Prunella himalayana,Altai Accentor,himacc1,584980321,FALSE,cercavores de l'Altai
Prunella collaris,Alpine Accentor,alpacc1,247806431,FALSE,cercavores alpí
Prunella immaculata,Maroon-backed Accentor,mabacc1,620525546,FALSE,cercavores immaculat
Prunella rubeculoides,Robin Accentor,robacc1,637263210,FALSE,cercavores pit-roig
Prunella strophiata,Rufous-breasted Accentor,rubacc1,628418351,FALSE,cercavores pintat
Prunella fulvescens,Brown Accentor,broacc1,483106661,FALSE,cercavores bru
Prunella koslowi,Mongolian Accentor,monacc1,196375,FALSE,cercavores de Kozlov
Prunella rubida,Japanese Accentor,japacc1,134561151,FALSE,cercavores del Japó
Prunella montanella,Siberian Accentor,sibacc,203927471,FALSE,cercavores de Sibèria
Prunella modularis,Dunnock,dunnoc1,328664471,TRUE,Pardal de bardissa
Prunella atrogularis,Black-throated Accentor,bltacc1,598132611,FALSE,cercavores golanegre
Prunella ocularis,Radde's Accentor,radacc2,396100241,FALSE,cercavores de Radde
P. o. fagani,Yemen Accentor,,,FALSE,
PEUCEDRAMIDAE,Olive Warbler,oliwar,21120,FALSE,
Peucedramus taeniatus,Olive Warbler,oliwar,21120,FALSE,peucèdram
Urocynchramus pylzowi,Pinktail,przros1,30289001,TRUE,pinsà de Przewalski
PLOCEIDAE,Weavers,,,FALSE,
Bubalornis albirostris,White-billed Buffalo-weaver,wbbwea1,14419,FALSE,bufaler becblanc
Bubalornis niger,Red-billed Buffalo-weaver,rbbwea1,21726541,FALSE,teixidor bufaler bec-roig
Dinemellia dinemelli,White-headed Buffalo-weaver,whbwea1,14423,FALSE,teixidor bufaler capblanc
Plocepasser mahali,White-browed Sparrow-weaver,wbswea1,14468,FALSE,teixidor pardalenc cellut
Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver,ccswea1,203974431,FALSE,teixidor pardalenc de coroneta castanya
Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver,dsswea1,14458,FALSE,teixidor pardalenc de Donaldson
Plocepasser rufoscapulatus,Chestnut-mantled Sparrow-weaver,cbswea1,611586425,FALSE,teixidor pardalenc de dors rogenc
Histurgops ruficauda,Rufous-tailed Weaver,rutwea1,138956,FALSE,teixidor cua-rogenc
Sporopipes squamifrons,Scaly-feathered Finch,scawea1,616625577,FALSE,teixidor menut de clatell bru
Sporopipes frontalis,Speckle-fronted Finch,spfwea1,138830331,FALSE,teixidor menut de clatell rogenc
Pseudonigrita arnaudi,Grey-capped Social-weaver,gyhsow1,14482,FALSE,teixidor republicà d'Arnaud
Pseudonigrita cabanisi,Black-capped Social-weaver,bcswea1,276697,FALSE,teixidor republicà de Cabanis
Philetairus socius,Sociable Weaver,socwea1,610285398,FALSE,teixidor republicà social
Amblyospiza albifrons,Thick-billed Weaver,growea1,203938331,FALSE,teixidor becgròs
Quelea cardinalis,Cardinal Quelea,carque1,589193131,FALSE,quelea cardenal
Quelea erythrops,Red-headed Quelea,rehque1,73406031,FALSE,quelea cap-roig
Quelea quelea,Red-billed Quelea,rebque1,203936901,FALSE,quelea de bec vermell
Euplectes afer,Yellow-crowned Bishop,yecbis,81153821,FALSE,bisbe groc
Euplectes diadematus,Fire-fronted Bishop,fifbis1,26036,FALSE,bisbe de front vermell
Euplectes aureus,Golden-backed Bishop,gobbis1,634780970,FALSE,bisbe de dors daurat
Euplectes gierowii,Black Bishop,blabis1,580826991,FALSE,bisbe de Gierow
Euplectes hordeaceus,Black-winged Bishop,blwbis1,609055430,FALSE,bisbe alanegre
Euplectes franciscanus,Northern Red Bishop,orabis1,310708,FALSE,bisbe vermell septentrional
Euplectes orix,Southern Red Bishop,redbis,278530,FALSE,bisbe vermell meridional
Euplectes nigroventris,Zanzibar Red Bishop,zanbis1,652297862,FALSE,bisbe de Zanzíbar
Euplectes ardens,Red-collared Widowbird,recwid3,275464,FALSE,bisbe encaputxat/degollat
Euplectes laticauda,Red-cowled Widowbird,recwid2,609066539,FALSE,bisbe encaputxat
Euplectes capensis,Yellow Bishop,yelbis1,1340,FALSE,bisbe sedós
Euplectes macroura,Yellow-mantled Widowbird,yeswid2,310719,FALSE,bisbe de dors groc
Euplectes axillaris,Fan-tailed Widowbird,fatwid1,1523,FALSE,bisbe cua de ventall
Euplectes albonotatus,White-winged Widowbird,whwwid1,275065,FALSE,bisbe alablanc
Euplectes hartlaubi,Marsh Widowbird,marwid1,203915241,FALSE,bisbe d'aiguamoll
Euplectes jacksoni,Jackson's Widowbird,jacwid1,14428,FALSE,bisbe cua de faisà
Euplectes psammocromius,Montane Widowbird,,,FALSE,bisbe de muntanya
Euplectes progne,Long-tailed Widowbird,lotwid1,611494839,FALSE,bisbe cuallarg
Foudia madagascariensis,Red Fody,redfod1,74635,FALSE,fodi vermell
Foudia aldabrana,Aldabra Fody,rehfod3,,FALSE,fudi d'Aldabra
Foudia consobrina,Gran Comoro Fody,,,FALSE,
Foudia eminentissima,Red-headed Fody,rehfod1,,FALSE,fudi de les Comores
Foudia omissa,Forest Fody,forfod1,503918151,FALSE,fodi forestal
†Foudia delloni,Reunion Fody,reufod1,,FALSE,
Foudia rubra,Mauritius Fody,maufod1,74534,FALSE,fodi de l'illa Maurici
Foudia sechellarum,Seychelles Fody,seyfod1,566337681,FALSE,fodi de les Seychelles
Foudia flavicans,Rodrigues Fody,rodfod1,74612,FALSE,fodi de l'illa Rodrigues
Brachycope anomala,Bob-tailed Weaver,botwea1,1029,FALSE,teixidor cuacurt
Ploceus baglafecht,Baglafecht Weaver,bagwea1,1498,FALSE,teixidor de Baglafecht
Ploceus bannermani,Bannerman's Weaver,banwea1,165202,FALSE,teixidor de Bannerman
Ploceus batesi,Bates's Weaver,batwea1,,FALSE,teixidor de Bates
Spermestes cucullata,Bronze Mannikin,broman1,277028,FALSE,maniquí bronzat
Spermestes bicolor,Black-and-white Mannikin,bawman1,586945401,FALSE,maniquí bicolor
Spermestes fringilloides,Magpie Mannikin,magman1,277391,FALSE,maniquí capnegre
Odontospiza griseicapilla,Grey-headed Silverbill,,,FALSE,maniquí capgrís
Lepidopygia nana,Madagascar Munia,madmun1,203959561,FALSE,maniquí de Madagascar
Euodice cantans,African Silverbill,afrsil1,352323111,FALSE,maniquí bec d'argent
Euodice malabarica,Indian Silverbill,indsil,165228341,FALSE,maniquí de l'Índia
Lonchura striata,White-rumped Munia,whrmun,550300901,FALSE,maniquí de carpó blanc
Lonchura leucogastroides,Javan Munia,javmun1,524398831,FALSE,maniquí de Moore
Lonchura fuscans,Dusky Munia,dusmun1,203957101,FALSE,maniquí fosc
Lonchura molucca,Black-faced Munia,blfmun1,33066,FALSE,maniquí caranegre
Lonchura punctulata,Scaly-breasted Munia,nutman,200459821,TRUE,maniquí d'escates
Lonchura kelaarti,Black-throated Munia,bltmun1,275469721,FALSE,maniquí de Kelaart
Lonchura leucogastra,White-bellied Munia,whbmun1,620701452,FALSE,maniquí panxablanc
Lonchura tristissima,Streak-headed Mannikin,,,FALSE,maniquí cap-ratllat/espurnejant
Lonchura leucosticta,Whire-spotted Mannikin,,,FALSE,
Lonchura quinticolor,Five-coloured Mannikin,ficmun1,639986155,FALSE,maniquí de cinc colors
Lonchura malacca,Tricoloured Munia,trimun,81902271,FALSE,maniquí tricolor
Lonchura atricapilla,Chestnut Munia,chemun,352328691,FALSE,maniquí castany
Lonchura ferruginosa,White-capped Munia,whcmun1,,FALSE,maniquí de Sparrman
Lonchura maja,White-headed Munia,whhmun1,51803711,FALSE,maniquí capblanc
Lonchura pallida,Pale-headed Munia,pahmun1,56519091,FALSE,maniquí pàl·lid
Lonchura grandis,Grand Mannikin,gramun1,430927001,FALSE,maniquí gros
Lonchura vana,Grey-banded Mannikin,gybmun1,472002021,FALSE,maniquí dels monts Arfak
Lonchura caniceps,Grey-headed Mannikin,gyhmun1,640006894,TRUE,maniquí capgrís
Lonchura nevermanni,Grey-crowned Mannikin,gycmun1,,FALSE,maniquí senil
Lonchura spectabilis,Hooded Mannikin,hoomun1,650866012,FALSE,maniquí encaputxat
Lonchura forbesi,New Ireland Mannikin,neimun1,,FALSE,maniquí de Nova Irlanda
Lonchura hunsteini,Hunstein's Mannikin,motmun1,5510,FALSE,maniquí de Hunstein
Lonchura flaviprymna,Yellow-rumped Mannikin,yermun1,630576125,FALSE,maniquí de carpó groc
Lonchura castaneothorax,Chestnut-breasted Mannikin,chbmun1,394311301,FALSE,maniquí de pit bru
Lonchura stygia,Black Mannikin,blamun1,,FALSE,maniquí negre
Lonchura teerinki,Black-breasted Mannikin,blbmun1,,FALSE,maniquí pitnegre
Lonchura monticola,Alpine Mannikin,alpmun1,118941641,FALSE,maniquí montà oriental
Lonchura montana,Snow Mountain Mannikin,snmmun1,,FALSE,maniquí montà occidental
Lonchura melaena,Buff-bellied Mannikin,bismun1,651259943,FALSE,maniquí de Nova Bretanya
Lonchura fuscata,Timor Sparrow,timspa4,,FALSE,maniquí de Timor
Lonchura oryzivora,Java Sparrow,javspa,190288771,FALSE,maniquí de Java
Heteromunia pectoralis,Pictorella Mannikin,picmun1,477573181,FALSE,diamant pectoral
Stagonopleura bella,Beautiful Firetail,beafir1,629214683,FALSE,diamant barrat
Stagonopleura oculata,Red-eared Firetail,reefir1,613201727,FALSE,diamant ocel·lat
Stagonopleura guttata,Diamond Firetail,diafir1,639852712,FALSE,diamant maculat
Oreostruthus fuliginosus,Mountain Firetail,moufir1,139570,FALSE,diamant de muntanya
Emblema pictum,Painted Finch,paifir1,203888381,FALSE,diamant pintat
Neochmia temporalis,Red-browed Finch,rebfir1,164314,FALSE,diamant cellut
Neochmia phaeton,Black-bellied Crimson Finch,crifin1,203978111,FALSE,diamant escarlata ventrenegre
Neochmia evangelinae,White-bellied Crimson Finch,,,FALSE,
Neochmia ruficauda,Star Finch,stafin1,641039458,FALSE,diamant cua-rogenc
Neochmia modesta,Plum-headed Finch,plhfin1,633151986,FALSE,diamant modest
Poephila personata,Masked Finch,masfin1,640046075,FALSE,diamant durbec
Poephila acuticauda,Long-tailed Finch,lotfin1,62824011,FALSE,diamant cuallarg
Poephila cincta,Black-throated Finch,bltfin1,203886871,FALSE,diamant golanegre
Taeniopygia guttata,Timor Zebra Finch,zebfin2,464320071,FALSE,Diamant zebrat de timor
Taeniopygia castanotis,Australian Zebra Finch,chefin1,464320071,TRUE,
Taeniopygia bichenovii,Double-barred Finch,dobfin1,389666891,FALSE,diamant de doble banda
Erythrura hyperythra,Tawny-breasted Parrotfinch,tabpar1,69810671,FALSE,diamant cuaverd
Erythrura prasina,Pin-tailed Parrotfinch,pitpar1,509850961,FALSE,diamant cuafí
Erythrura viridifacies,Greed-faced Parrotfinch,grfpar1,204007041,FALSE,diamant caraverd
Erythrura tricolor,Tricoloued Parrotfinch,tripar1,637195124,FALSE,diamant tricolor
Erythrura coloria,Red-eared Parrotfinch,reepar2,651787084,FALSE,diamant de Mindanao
Erythrura trichroa,Blue-faced Parrotfinch,blfpar3,609065531,FALSE,diamant carablau menut
Erythrura papuana,Papuan Parrotfinch,pappar1,,FALSE,diamant carablau gros
Erythrura psittacea,Red-throated Parrotfinch,retpar3,173400741,FALSE,diamant pit-roig
Erythrura cyaneovirens,Red-headed Parrotfinch,roypar1,139944,FALSE,diamant cap-roig
Erythrura pealii,Fiji Parrotfinch,fijpar1,633943464,FALSE,diamant de les Fiji
Erythrura kleinschmidti,Pink-billed Parrotfinch,pibpar1,,FALSE,diamant de les Fiji
Erythrura gouldiae,Gould’s Finch,goufin3,614381559,TRUE,diamant de Gould
ESTRILDIDAE,Waxbills,,,FALSE,
Lagonosticta rara,Black-bellied Firefinch,blbfir1,403768141,FALSE,amaranta ventrenegra
Lagonosticta rufopicta,Bar-breasted Firefinch,babfir1,203943551,FALSE,amarant del Sahel
Lagonosticta nitidula,Brown Firefinch,brnfir1,621629452,FALSE,amaranta bruna
Lagonosticta senegala,Red-billed Firefinch,rebfir2,31373721,FALSE,amaranta del Senegal
Lagonosticta sanguinodorsalis,Rock Firefinch,rocfir1,465297971,FALSE,amaranta roquera
Lagonosticta umbrinodorsalis,Chad Firefinch,reifir1,,FALSE,amarant del Txad
Lagonosticta rhodopareia,Jameson's Firefinch,jamfir1,438874641,FALSE,amarant de Jameson
Lagonosticta virata,Mali Firefinch,malfir1,650429853,FALSE,amaranta de Mali
Lagonosticta rubricata,African Firefinch,afffin,203936881,FALSE,amarant fosc
Lagonosticta vinacea,Vinaceous Firefinch,,,FALSE,
Lagonosticta nigricollis,Grey Firefinch,,,FALSE,
Lagonosticta larvata,Ethiopian Firefinch,bkffir1,315134621,FALSE,amarant caranegre
Clytospiza monteiri,Brown Twinspot,brotwi1,648622777,FALSE,estrilda pigallada
Pytilia lineata,Red-billed Pytilia,rebpyt1,,FALSE,estrilda ala-roja
Pytilia phoenicoptera,Red-winged Pytilia,rewpyt1,,FALSE,estrilda ala-roja
Pytilia afra,Orange-winged Pytilia,orwpyt1,617831645,FALSE,bec de corall aladaurat
Pytilia hypogrammica,Yellow-winged Pytilia,refpyt1,,FALSE,estrilda alagroga
Pytilia melba,Green-winged Pytilia,grwpyt1,609066757,FALSE,bec de corall melba
Hypargos margaritatus,Pink-throated Twinspot,pittwi1,203938411,FALSE,estrilda de cara rosada
Hypargos niveoguttatus,Red-throated Twinspot,pettwi1,194113931,FALSE,estrilda gola-rogenca
Euschistospiza dybowskii,Dybowski's Twinspot,dybtwi1,140976,FALSE,estrilda de Dybowski
Euschistospiza cinereovinacea,Dusky Twinspot,dustwi1,112521431,FALSE,estrilda fumada
Granatina granatina,Violet-eared Waxbill,viewax1,340823911,FALSE,bec de corall de cara lila
Granatina ianthinogaster,Purple Grenadier,purgre2,280255,FALSE,bec de corall porpra
Uraeginthus angolensis,Blue-breasted Cordon-bleu,bubcor1,629340877,FALSE,estrilda blava d'Angola
Uraeginthus bengalus,Red-cheeked Cordon-bleu,reccor,643443944,FALSE,estrilda blava galta-roja
Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,blccor1,280122,FALSE,estrilda blava bec-roja
Spermophaga poliogenys,Grant's Bluebill,grablu1,527792961,FALSE,estrilda becgrossa de Grant
Spermophaga haematina,Western Bluebill,wesblu1,204022421,FALSE,estrilda becgrossa sagnant
Spermophaga ruficapilla,Red-headed Bluebill,rehblu1,203915471,FALSE,estrilda becgrossa de cap vermell
Pyrenestes ostrinus,Black-breasted Seedcracker,blbsee1,310597,FALSE,estrilda becgrossa ventrenegra
Pyrenestes sanguineus,Crimson Seedcracker,crisee1,310594,FALSE,estrilda becgrossa escarlata
Pyrenestes minor,Lesser Seedcracker,lessee1,652691258,FALSE,estrilda becgrossa menut
Estrilda caerulescens,Lavender Waxbill,lavwax,451835171,FALSE,estrilda blavosa
Estrilda perreini,Black-tailed Waxbill,bltwax1,280008,FALSE,estrilda argentada
Estrilda thomensis,Cinderella Waxbill,cinwax1,621504774,FALSE,estrilda cendrosa
Estrilda poliopareia,Anambra Waxbill,anawax1,,FALSE,bec de corall d'Anambra
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,611833673,FALSE,bec de coral d'aiguamoll
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,204013601,FALSE,bec de corall de galtes carbassa
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,276185,FALSE,estrilda de carpó roig
Estrilda rufibarba,Arabian Waxbill,arawax1,203934371,FALSE,estrilda aràbiga
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,643695229,FALSE,bec de corall cuanegre
Estrilda astrild,Common Waxbill,comwax,623793794,FALSE,bec de coral del Senegal
Estrilda nigroloris,Black-lored Waxbill,blfwax1,,FALSE,
Estrilda nonnula,Black-crowned Waxbill,blcwax2,66049,FALSE,estrilda de capell negre
Estrilda atricapilla,Black-headed Waxbill,blhwax1,1561,FALSE,estrilda de capell
Estrilda kandti,Kandt's Waxbill,kanwax1,549601411,FALSE,estrilda de Kandt
Estrilda charmosyna,Black-cheeked Waxbill,rerwax1,28225501,FALSE,estrilda caranegra septentrional
Estrilda erythronotos,Black-faced Waxbill,blcwax1,280254,FALSE,
Mandingoa nitidula,Green Twinspot,grbtwi1,278884,FALSE,estrilda verda
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,652894756,FALSE,estrilda de Reichenow
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,299925691,FALSE,estrilda de Salvadori
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,1251,FALSE,estrilda de Jackson
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,,FALSE,estrilda de Shelley
Coccopygia bocagei,Angola Waxbill,swewax1,398992711,FALSE,estrilda de Bocage
Coccopygia melanotis,Swee Waxbill,swewax3,212069801,FALSE,estrilda galtanegra
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,94648,FALSE,estrilda de ventre groc
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,91004151,FALSE,estrilda capnegra
Nesocharis ansorgei,White-collared Oliveback,whcoli1,638741797,FALSE,estrilda de collar
Nesocharis capistrata,Grey-headed Oliveback,,,FALSE,estrilda caragrisa
Nigrita fusconotus,White-breasted Negrofinch,whbneg2,242754471,FALSE,negreta encaputxada
Nigrita bicolor,Chestnut-breasted Negrofinch,chbneg1,438250771,FALSE,negreta castanya
Nigrita luteifrons,Pale-fronted Negrofinch,pafneg1,486045921,FALSE,negreta de front pàl·lid
Nigrita canicapillus,Grey-headed Negrofinch,gyhneg1,617146460,FALSE,negreta canosa
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,541575331,FALSE,picaformigues de Woodhouse
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,636181988,FALSE,picaformigues frontvermell
Parmoptila jamesoni,Jameson's Antpecker,jamant1,468706571,FALSE,picaformigues de Jameson
Amadina erythrocephala,Red-headed Finch,rehfin1,277968,FALSE,amadina cap-roja
Amadina fasciata,Cut-throat Finch,cutthr1,280117,FALSE,amadina degollada
Ortygospiza atricollis,African Quailfinch,quailf1,31365931,FALSE,bec de coral ratllat
Amandava amandava,Red Avadavat,redava,318842151,TRUE,múnia roig
Amandava formosa,Green Avadavat,grnava1,613337306,FALSE,múnia verd
Amandava subflava,Zebra Waxbill,zebwax2,203981191,FALSE,múnia zebra
Paludipasser locustella,Locust Finch,locust3,614489487,FALSE,bec de corall gola-roig
VIDUIDAE,Whydahs and Indigobirds,,,FALSE,
Vidua macroura,Pin-tailed Whydah,pitwhy,594243381,FALSE,vídua cua d'agulla
Vidua paradisaea,Long-tailed Paradise-whydah,eapwhy1,552937331,FALSE,vídua del paradís
Vidua obtusa,Broad-tailed Paradise-whydah,btpwhy1,310732,FALSE,vídua cuaampla
Vidua orientalis,Sahel Paradise-whydah,nopwhy1,138404711,FALSE,vídua del Sahel
Vidua interjecta,Exclamatory Paradise-whydah,ltpwhy1,,FALSE,vídua cridanera
Vidua hypocherina,Steel-blue Whydah,stbwhy1,449010461,FALSE,vídua metàl·lica
Vidua regia,Shaft-tailed Whydah,shtwhy1,277952,FALSE,vídua reial
Vidua fischeri,Straw-tailed Whydah,sttwhy1,55985,FALSE,vídua de Fischer
Vidua togoensis,Togo Paradise-whydah,topwhy1,,FALSE,vídua de Togo
Vidua wilsoni,Wilson's Indigobird,pawind1,21640131,FALSE,vídua de Wilson
Vidua larvaticola,Barka Indigobird,bakind1,21640251,FALSE,vídua barka
Vidua maryae,Jos Plateau Indigobird,jopind1,,FALSE,vídua de l'altiplà de Jos
Vidua camerunensis,Cameroon Indigobird,camind1,310730,FALSE,vídua del Camerun
Vidua nigeriae,Quailfinch Indigobird,quaind1,,FALSE,vídua de Nigèria
Vidua raricola,Jambandu Indigobird,jamind1,527018621,FALSE,vídua de Jambandu
Vidua codringtoni,Green Indigobird,greind1,631845940,FALSE,vídua de Codrington
Vidua funerea,Dusky Indigobird,varind1,49661,FALSE,vídua funesta
Vidua chalybeata,Village Indigobird,vilind,204005381,FALSE,vídua del Senegal
Vidua purpurascens,Purple Indigobird,purind1,275453,FALSE,vídua violàcia
Anomalospiza imbebris,Cuckoo-finch,,,FALSE,
Anthus spinoletta,Water Pipit,watpip1,502082531,FALSE,grasset de muntanya
Anthus petrosus,Rock Pipit,rocpip1,181646,FALSE,grasset de costa
A. p. littoralis,Scandinavian Rock Pipit,,,FALSE,
Anthus furcatus,Short-billed Pipit,shbpip1,109447351,FALSE,piula beccurta
Anthus lutescens,Yellowish Pipit,yelpip2,190899431,FALSE,
Anthus peruvianus,Peruvian Pipit,yelpip3,353815251,FALSE,piula del Perú
Anthus chacoensis,Pampas Pipit,chapip1,203960021,FALSE,piula del Chaco
Anthus spragueii,Sprague's Pipit,sprpip,32362921,TRUE,piula de Sprague
Anthus hellmayri,Hellmayr's Pipit,helpip1,203695491,FALSE,piula de Hellmayr
Anthus bogotensis,Paramo Pipit,parpip1,272310861,FALSE,piula dels Andes
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,19991,FALSE,piula de Natterer
Anthus correndera,Correndera Pipit,corpip1,613422263,TRUE,piula corredora
Anthus antarcticus,South Georgia Pipit,sogpip1,204018291,FALSE,piula antàrtica
Anthus sylvanus,Upland Pipit,uplpip1,647684721,FALSE,piula de l'Himàlaia
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,203951971,FALSE,piula dels Nilgiri
Anthus hoeschi,Mountain Pipit,moupip1,630295665,FALSE,piula de muntanya
Anthus crenatus,Yellow-tufted Pipit,yetpip1,203939781,FALSE,piula roquera
Anthus lineiventris,Striped Pipit,strpip1,79984,FALSE,piula estriada
Anthus richardi,Richard's Pipit,ricpip1,648538647,FALSE,piula de Richard
Anthus rufulus,Paddyfield Pipit,oripip1,148799311,FALSE,piula oriental
Anthus novaeseelandiae,Australasian Pipit,auspip3,383233701,TRUE,piula australàsica
Anthus nyassae,Woodland Pipit,woopip1,618496154,FALSE,piula boscana
Anthus godlewskii,Blyth's Pipit,blypip1,620664188,FALSE,piula de Godlewski
Anthus leucophrys,Plain-backed Pipit,plbpip1,1388,FALSE,piula llisa
Anthus berthelotii,Berthelot's Pipit,berpip1,203887161,FALSE,piula de Berthelot
Anthus campestris,Tawny Pipit,tawpip1,258861351,FALSE,trobat
Anthus cinnamomeus,African Pipit,afrpip1,278586,FALSE,piula africana
A. c. latistriatus,Jackson's Pipit,,,FALSE,
Anthus vaalensis,Buffy Pipit,bufpip1,402598001,FALSE,piula del Vaal
Anthus similis,Long-billed Pipit,lobpip1,449411741,FALSE,piula becllarga
Anthus melindae,Malindi Pipit,malpip1,626021474,FALSE,piula de Malindi
Anthus pallidiventris,Long-legged Pipit,lolpip1,626037561,FALSE,piula camallarga
Anthus gutturalis,Alpine Pipit,alppip1,100481,FALSE,piula de Nova Guinea
Madanga ruficollis,Madanga,rtweye1,,FALSE,zostèrops gola-roig
Macronyx flavicollis,Abyssinian Longclaw,abylon1,31365651,FALSE,piula d'esperons d'Abissinia
Macronyx fuellebornii,Fülleborn's Longclaw,fuelon2,614490101,FALSE,piula d'esperons de Fülleborn
Macronyx capensis,Cape Longclaw,ortlon1,608794433,FALSE,piula d'esperons del Cap
Macronyx croceus,Yellow-throated Longclaw,yetlon1,1327,FALSE,piula d'esperons golagroga
Macronyx aurantiigula,Pangani Longclaw,panlon1,249023051,FALSE,piula d'esperons del Pangani
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,440297081,FALSE,piula d'esperons gola-rosa
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,586942561,FALSE,piula d'esperons de Grimwood
Macronyx sharpei,Sharpe's Longclaw,shalon1,625871643,FALSE,piula de Sharpe
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,276041,FALSE,piula pitgroga
Tmetothylacus tenellus,Golden Pipit,golpip1,625989557,FALSE,piula daurada
Motacilla flaviventris,Madagascar Wagtail,madwag1,504227021,FALSE,cuereta de Madagascar
Motacilla clara,Mountain Wagtail,mouwag1,33652901,FALSE,cuereta clara
Motacilla capensis,Cape Wagtail,capwag1,109764471,FALSE,cuereta del Cap
Motacilla flava,Western Yellow Wagtail,eaywag1,27831181,TRUE,cuereta groga/de Txukotka
M. f. thunbergi,Grey-headed Wagtail,,,FALSE,
M. f. flavissima,British Yellow Wagtail,,,FALSE,
M. f. flava,Blue-headed Wagtail,,,FALSE,
M. f. beema,Sykes's Wagtail,,,FALSE,
M. f. lutea,Yellow-headed Wagtail,,,FALSE,
M. f. feldegg,Black-headed Wagtail,,,FALSE,
M. f. leucocephala,White-headed Wagtail,,,FALSE,
M. f. iberiae,Iberian Yellow Wagtail,,,FALSE,
M. f. cinereocapilla,Ashy-headed Wagtail,,,FALSE,
M. f. pygmaea,Egyptian Yellow Wagtail,,,FALSE,
Motacilla aguimp,African Pied Wagtail,afpwag1,8640,FALSE,cuereta africana
Motacilla cinerea,Grey Wagtail,grywag,286685431,TRUE,cuereta torrentera
Motacilla citreola,Citrine Wagtail,citwag,433588361,FALSE,cuereta citrina
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,611658842,FALSE,cuereta groga/de Txukotka
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,384942711,FALSE,Cuereta de la India
Motacilla samveasnae,Mekong Wagtail,mekwag1,203914831,FALSE,cuereta del riu Mekong
Motacilla grandis,Japanese Wagtail,japwag1,203968901,FALSE,cuereta del Japó
Motacilla alba,White Wagtail,whiwag,477895331,TRUE,cuereta blanca
M. a. yarrellii,British Pied Wagtail,,,FALSE,
M. a. subpersonata,Moroccan Wagtail,,,FALSE,
M. a. personata,Masked Wagtail,,,FALSE,
Amaurocichla bocagii,Sao Tome Short-tail,boclon2,640379612,FALSE,becudet de São Tomé
PASSERIDAE,Old World Sparrows,,,FALSE,
Passer ammodendri,Saxaul Sparrow,saxspa1,203961501,FALSE,pardal dels saxauls
Passer domesticus,House Sparrow,houspa,231711901,TRUE,pardal comú
Passer italiae,Italian Sparrow,itaspa1,618503965,TRUE,pardal italià
Passer hispanoliensis,Spanish Sparrow,spaspa1,351070861,FALSE,
Passer pyrrhonotus,Sind Sparrow,sinspa1,204023831,FALSE,pardal del Sind
Passer castanopterus,Somali Sparrow,somspa1,446238051,FALSE,pardal de Somàlia
Passer cinnamomeus,Russet Sparrow,russpa2,175304931,FALSE,pardal rutilant
Passer flaveolus,Pegu Sparrow,plbspa1,446570291,FALSE,pardal citrí
Passer moabiticus,Dead Sea Sparrow,desspa1,203892171,FALSE,pardal del mar Mort
P. m. yatii,Afghan Sparrow,,,FALSE,
Passer iagoensis,Cape Verde Sparrow,cavspa1,203884451,FALSE,pardal de Cap Verd
Passer motitensis,Great Sparrow,grrspa1,277623,FALSE,pardal gros
Passer insularis,Socotra Sparrow,socspa1,638434791,FALSE,pardal de Socotra
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,,FALSE,pardal d'Abd al Kuri
Passer cordofanicus,Kordofan Sparrow,korspa1,,FALSE,pardal del Kordofan
Passer shelleyi,White Nile Sparrow,shrspa1,313487851,FALSE,pardal de Shelley
Passer rufocinctus,Kenya Sparrow,kerspa2,619517446,FALSE,pardal de Kenya
Passer melanurus,Cape Sparrow,capspa1,607871501,FALSE,pardal del Cap
Passer swainsonii,Swainson's Sparrow,swaspa2,33652491,FALSE,pardal de Swainson
Passer gongonensis,Parrot-billed Sparrow,pabspa1,616536893,FALSE,pardal becgròs
Passer suahelicus,Swahili Sparrow,swaspa1,280138,FALSE,pardal suahili
Passer griseus,Northern Grey-headed Sparrow,gyhspa1,636088374,FALSE,pardal gris
Passer diffusus,Southern Grey-headed Sparrow,sghspa2,609054905,FALSE,pardal sud-africà
