Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,hr
Pogonotriccus venezuelanus,Venezuelan Bristle -tyrant,vebtyr2,383315341,FALSE,gorska elenija
Pogonotriccus lanyoni,Antioquia Bristle-tyrant,anbtyr1,203951171,FALSE,kolumbijska elenija
Pogonotriccus orbitalis,Spectacled Bristle-tyrant,spbtyr1,217074071,FALSE,žutolica elenija
Pogonotriccus eximius,Southern Bristle-tyrant,sobtyr2,28672461,FALSE,šarenoglava elenija
Mionectes striaticollis,Streak-necked Flycatcher,stnfly1,608680085,FALSE,prugastoboka elenija
Mionectes olivaceus,Olive-streaked Flycatcher,olsfly2,351046381,FALSE,kostarička elenija
Mionectes galbinus,Olive-striped Flycatcher,olsfly1,387407371,FALSE,maslinastopruga elenija
Mionectes oleagineus,Ochre-bellied Flycatcher,ocbfly1,385191351,FALSE,cimetastotrba elenija
Mionectes macconnelli,McConnell's Flycatcher,mccfly1,388736881,FALSE,maslinasto-riđa elenija
Mionectes roraimae,Sierra de Lema Flycatcher,mccfly3,369489311,FALSE,roraimska elenija
Mionectes rufiventris,Grey-hooded Flycatcher,gyhfly1,66613701,FALSE,riđotrba elenija
Leptopogon amaurocephalus,Sepia-capped Flycatcher,secfly1,300464741,FALSE,čađastokapa elenija
Leptopogon superciliaris,Slaty-capped Flycatcher,slcfly1,300259641,FALSE,pjegavokrila elenija
Leptopogon albidiventer,White-bellied Flycatcher,,,FALSE,sivkastoprsa elenija
Leptopogon rufipectus,Rufous-breasted Flycatcher,rubfly2,203932131,FALSE,rusogrla elenija
TITYRIDAE,Tityras and allies,,,FALSE,satiri
Oxyruncus cristatus,Sharpbill,sharpb1,470170711,FALSE,oštrokljuni satir
Onychorynchus mexicanus,Northen Royal Flycatcher,,,FALSE,krunati satir
Onychorynchus occidentalis,Pacific Royal Flycatcher,,,FALSE,crvenokruni satir
Onychorynchus coronatus,Amazonian Royal Flycatcher,,,FALSE,grimiznokruni satir
Onychorynchus swainsoni,Atlantic Royal Flycatcher,royfly5,203979411,FALSE,riđoprsi satir
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,rutfly2,603865781,FALSE,sivoglavi satir
Myiobius villosus,Tawny-breasted Flycatcher,tabfly1,68678521,FALSE,andski satir
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,surfly1,626765900,FALSE,cimetastoprsi satir
Myiobius barbatus,Whiskered Flycatcher,whifly1,115758,FALSE,maslinastoleđi satir
Myiobius atricaudus,Black-tailed Flycatcher,bltfly1,203979471,FALSE,crnorepi satir
Iodopleura isabellae,White-browed Purpletuft,whbpur1,50324481,FALSE,amazonski satir
Iodopleura fusca,Dusky Purpletuft,duspur1,142026221,FALSE,dugokrili satir
Iodopleura pipra,Buff-throated Purpletuft,butpur1,251855771,FALSE,žućkastogrli satir
Tityra inquisitor,Black-crowned Tityra,blctit1,41271501,FALSE,srebrnasti satir
Tityra cayana,Western Black-tailed Tityra,blttit1,383311751,FALSE,crvenokljuni satir
Tityra braziliensis,Eastern Black-tailed Tityra,,,FALSE,crnoglavi satir
Tityra semifasciata,Masked Tityra,mastit1,198132201,FALSE,crvenolici satir
Tityra leucura,White-tailed Tityra,whttit2,,FALSE,bjelorepi satir
Xenopsaris albinucha,White-naped Becards,whnxen1,69853,FALSE,bjelolici satir
Pachyramphus versicolor,Barred Becard,barbec1,608680795,FALSE,prugastotrbi satir
Pachyramphus xanthogenys,Yellow-cheeked Becard,,,FALSE,žutolici satir
Pachyramphus griseigularis,Green-cheeked Becard,,,FALSE,zelenolici satir
Pachyramphus viridis,Green-backed Becard,grbbec1,488984711,FALSE,zelenoleđi satir
Pachyramphus spodiurus,Slaty Becard,slabec1,475140631,FALSE,olovasti satir
Pachyramphus rufus,Cinereous Becard,cinbec2,385182311,FALSE,sivi satir
Pachyramphus minor,Pink-throated Becard,pitbec1,77946,FALSE,crni satir
Pachyramphus aglaiae,Rose-throated Becard,rotbec,166113201,FALSE,ružičastoprsi satir
Pachyramphus niger,Jamaican Becard,jambec1,358951561,FALSE,jamajčanski satir
Pachyramphus homochrous,One-colored Becard,oncbec1,251725561,FALSE,čađasti satir
Leptopogon taczanowskii,Inca Flycatcher,incfly1,553947651,FALSE,cimetastopjegava elenija
Taeniotriccus andrei,Black-chested Tyrant,blctyr2,323159621,FALSE,smeđolica elenija
Cnipodectes subbrunneus,Brownish Twistwing,brofly1,112799,FALSE,srpastopera elenija
Cnipodectes superrufus,Rufous Twistwing,ruftwi1,31739191,FALSE,riđa elenija
Rhynchocyclus brevirostris,Eye-ringed Flatbill,eyrfla1,20350,FALSE,plosnatokljuna elenija
Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,olifla2,25940,FALSE,žutokrila elenija
Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,olifla3,117030,FALSE,glavata elenija
Rhynchocyclus pacificus,Pacific Flatbill,pacfla1,627917244,FALSE,čokoska elenija
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,fubfla1,600644471,FALSE,kestenjastoprsa elenija
Tolmomyias sulphurescens,Yellow-olive Flatbill,yeofly1,199538,FALSE,šumska elenija
Tolmomyias traylori,Orange-eyed Flatbill,orefly1,34313,FALSE,narančastooka elenija
Tolmomyias assimilis,Yellow-margined Flatbill,yemfly1,388637621,FALSE,sivo-zelena elenija
Tolmomyias flavotectus,Yellow-winged Flatbill,yemfly2,381734391,FALSE,pacifička elenija
Tolmomyias poliocephalus,Grey-crowned Flatbill,gycfly1,389466461,FALSE,sivokruna elenija
Tolmomyias viridiceps,Olive-faced Flatbill,yebfly4,622735132,FALSE,maslinastolica elenija
Tolmomyias flaviventris,Ochre-lored Flatbill,yebfly3,360610661,FALSE,žutočela elenija
Myiornis auricularis,Eared Pygmy-tyrant,eaptyr1,282255931,FALSE,cimetastolica elenija
Myiornis albiventris,White-bellied Pygmy-tyrant,wbptyr1,608677494,FALSE,sivouha elenija
Myiornis atricapillus,Black-capped Pygmy-tyrant,bcptyr1,192574,FALSE,kratkorepa elenija
Myiornis ecaudatus,Short-tailed Pygmy-tyrant,stptyr1,369495141,FALSE,patuljasta elenija
Oncostoma cinereigulare,Northern Bentbill,norben1,356416921,FALSE,sivogrla elenija
Oncostoma olivaceum,Southern Bentbill,souben1,198732361,FALSE,krivokljuna elenija
Lophotriccus pileatus,Scale-crested Pygmy-tyrant,scptyr1,123832931,FALSE,riđokruna elenija
Lophotriccus vitiosus,Double-banded Pygmy-tyrant,dbptyr1,203919111,FALSE,ljuskastokruna elenija
Lophotriccus eulophotes,Long-crested Pygmy-tyrant,lcptyr1,38945,FALSE,crnokruna elenija
Lophotriccus galeatus,Helmeted Pygmy-tyrant,heptyr1,88486,FALSE,prugastogrla elenija
Atalotriccus pilaris,Pale-eyed Pygmy-tyrant,peptyr1,66608,FALSE,žutooka elenija
Hemitriccus minor,Snethlage's Tody-tyrant,snttyr1,647648496,FALSE,širokokljuna elenija
Hemitriccus cohnhafti,Acre Tody-tyrant,acrtot1,500542021,FALSE,akreska elenija
Hemitriccus spodiops,Yungas Tody-tyrant,yuttyr1,17121,FALSE,jungaška elenija
Hemitriccus flammulatus,Flamulated Bamboo-tyrant,flapyt1,121793,FALSE,bambusova elenija
Hemitriccus diops,Drab-breasted Bamboo-tyrant,drbpyt1,223833851,FALSE,smećkastoprsa elenija
Hemitriccus obsoletus,Brown-breasted Bamboo-tyrant,bnbpyt1,102724,FALSE,smećkasta elenija
Hemitriccus josephinae,Boat-billed Tody-tyrant,bbttyr1,321841901,FALSE,riđooka elenija
Hemitriccus zosterops,White-eyed Tody-tyrant,wettyr1,113033,FALSE,svjetlooka elenija
Hemitriccus griseipectus,White-bellied Tody-tyrant,whbtot1,88409,FALSE,pepeljastoprsa elenija
Hemitriccus orbitatus,Eye-ringed Tody-tyrant,erttyr1,56040061,FALSE,bjelopjegava elenija
Hemitriccus iohannis,Joao's Tody-tyrant,jottyr1,35558,FALSE,žućkastomaslinasta elenija
Hemitriccus striaticollis,Stripe-necked Tody-tyrant,snttyr2,117139,FALSE,sivočela elenija
Hemitriccus nidipendulus,Hangnest Tody-tyrant,hattyr1,293427,FALSE,žućkastokrila elenija
Hemitriccus margaritaceiventer,Pearly-vented Tody-tyrant,pvttyr1,212397,FALSE,biserasta elenija
Hemitriccus inornatus,Pelzeln's Tody-tyrant,pettyr1,203984201,FALSE,pelzelnova elenija
Hemitriccus minimus,Zimmer's Tody-tyrant,zittyr1,375483261,FALSE,mala elenija
Hemitriccus granadensis,Black-throated Tody-tyrant,btttyr1,68131481,FALSE,brkata elenija
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-tyrant,cbttyr1,74342211,FALSE,riđoprsa elenija
Hemitriccus mirandae,Buff-breasted Tody-tyrant,bbttyr2,509606791,FALSE,brdska elenija
Hemitriccus kaempferi,Kaempfer's Tody-tyrant,kattyr1,203984211,FALSE,paranska elenija
Hemitriccus rufigullaris,Buff-throated Tody-tyrant,btttyr2,87895,FALSE,pepeljastokapa elenija
Hemitriccus furcatus,Fork-tailed Tody-tyrant,fotpyt1,471474421,FALSE,rašljastorepa elenija
Poecilotriccus ruficeps,Rufous-crowned Tody- flycatcher,rcttyr1,203699291,FALSE,šarenolica elenija
Poecilotriccus luluae,Lulu's Tody- flycatcher,johtot1,74343731,FALSE,crvenoglava elenija
Poecilotriccus albifacies,White-cheeked Tody- flycatcher,wcttyr1,135109,FALSE,crnokrila elenija
Poecilotriccus capitalis,Black-and-white Tody- flycatcher,bawtyr1,34355,FALSE,crno-bijela elenija
Poecilotriccus senex,Buff-cheeked Tody- flycatcher,buctof1,127701,FALSE,borbaska elenija
Poecilotriccus russatus,Ruddy Tody-flycatcher,rudtof1,388465941,FALSE,bolivarska elenija
Poecilotriccus plumbeiceps,Ochre-faced Tody-flycatcher,ocftof1,132567,FALSE,tamnouha elenija
Poecilotriccus fumifrons,Smoky-fronted Tody-flycatcher,smftof1,203955431,FALSE,olovastočela elenija
Poecilotriccus latirostris,Rusty-fronted Tody-flycatcher,ruftof1,531976721,FALSE,zlatnokrila elenija
Poecilotriccus sylvia,Slate-headed Tody-flycatcher,shtfly1,226849561,FALSE,srebrnastotrba elenija
Poecilotriccus calopterus,Golden-winged Tody-flycatcher,gowtof1,408117551,FALSE,crnoglava elenija
Poecilotriccus pulchellus,Black-backed Tody-flycatcher,bkbtof1,533235091,FALSE,crnoleđa elenija
Todirostrum maculatum,Spotted Tody-flycatcher,sptfly1,45595,FALSE,pjegava elenija
Todirostrum poliocephalum,Yellow-lored Tody-flycatcher,gyhtof1,203984241,FALSE,vrtna elenija
Todirostrum cinereum,Common Tody-flycatcher,cotfly1,211086171,FALSE,sivo-žuta elenija
Todirostrum viridanum,Maracaibo Tody-flycatcher,matfly1,405715871,FALSE,marakaipska elenija
Todirostrum nigriceps,Black-headed Tody-flycatcher,bhtfly1,621089412,FALSE,crno-žuta elenija
Todirostrum pictum,Painted Tody-flycatcher,patfly1,203953811,FALSE,pjegavoprsa elenija
Todirostrum chrysocrotaphum,Yellow-browed Tody-flycatcher,ybtfly1,610061191,FALSE,obrvasta elenija
Myiotriccus phoenicurus,Eastern Ornate Flycatcher,,,FALSE,riđorepa elenija
Myiotriccus ornatus,Western Ornate Flycatcher,ornfly1,635485074,FALSE,zlatnočela elenija
Nephelomyias pulcher,Handsome Flycatcher,hanfly1,225151831,FALSE,sivokapi muhar
Nephelomyias lintoni,Orange-banded Flycatcher,orbfly1,652079369,FALSE,žutotrbi muhar
Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,ocbfly2,74348611,FALSE,vatrokapi muhar
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,cinfly2,203932121,FALSE,riđi muhar
Hirundinea bellicosa,Swallow Flycatcher,,,FALSE,muhar lastar
Hirundinea ferruginea,Cliff Flycatcher,clifly1,361135701,FALSE,muhar litičar
Zimmerius cinereicapilla,Red-billed Tyrannulet,rebtyr2,74341231,FALSE,žutopruga elenija
Zimmerius villarejoi,Michana Tyrannulet,mistyr1,629678641,FALSE,loretska elenija
Zimmerius chicomendesi,Chico's Tyrannulet,chityr1,468724301,FALSE,elenija imelašica
Zimmerius vilissimus,Paltry Tyrannulet,paltyr2,649182225,FALSE,gvatemalska elenija
Zimmerius parvus,Mistletoe Tyrannulet,paltyr3,205764,FALSE,srednjoamerička elenija
Zimmerius petersi,Venezuelan Tyrannulet,paltyr5,66650,FALSE,venezuelska elenija
Zimmerius improbus,Mountain Tyrannulet,paltyr4,617731985,FALSE,perihanska elenija
Zimmerius chrysops,Golden-faced Tyrannulet,goftyr1,550525611,FALSE,zlatnolica elenija
Zimmerius albigularis,Choco Tyrannulet,chotyr1,308015001,FALSE,zlatnouha elenija
Zimmerius viridiflavus,Peruvian Tyrannulet,pertyr1,49433,FALSE,peruanska elenija
Zimmerius gracilipes,Slender-footed Tyrannulet,slftyr1,386020371,FALSE,amazonska elenija
Zimmerius acer,Guianan Tyrannulet,guityr1,77949,FALSE,tamnooka elenija
Zimmerius bolivianus,Bolivian Tyrannulet,boltyr1,17119,FALSE,maslinastoglava elenija
Stigmatura napensis,Lesser Wagtail-tyrant,lewtyr1,61613421,FALSE,žućkastoprsa elenija
Stigmatura bahiae,Bahia Wagtail-tyrant,leswat2,509612191,FALSE,bjelokrila elenija
Stigmatura budytoides,Greater Wagtail-tyrant,grwtyr1,169780771,FALSE,dugorepa elenija
Inezia tenuirostris,Slender-billed Tyrannulet,slbtyr1,46894011,FALSE,tankokljuna elenija
Inezia inornata,Plain Tyrannulet,platyr1,46426,FALSE,žućkastotrba elenija
Inezia subflava,Amazonian Tyrannulet,amatyr1,31748551,FALSE,maslinastoboka elenija
Inezia caudata,Pale-tipped Tyrannulet,pattyr3,66636,FALSE,žutoprsa elenija
Euscarthmus meloryphus,Tawny-crowned Pygmy-tyrant,tacpyt1,66612,FALSE,cimetastoglava elenija
Euscarthmus fulviceps,Tawny-fronted Pygmy-tyrant,tacpyt2,11034,FALSE,kestenjastočela elenija
Euscarthmus rufomarginatus,Rufous-sided Pygmy-tyrant,rsptyr1,103440,FALSE,riđoboka elenija
Ornithion semiflavum,Yellow-bellied Tyrannulet,yebtyr1,630759185,FALSE,škriljastokapa elenija
Ornithion brunneicapillus,Brown-capped Tyrannulet,brctyr,66663,FALSE,smeđočela elenija
Ornithion inerme,White-lored Tyrannulet,whltyr1,385049881,FALSE,biserastokrila elenija
Camptostoma imberbe,Northern Beardless Tyrannulet,nobtyr,174983441,FALSE,meksička elenija
Camptostoma obsoletum,Southern Beardless Tyrannulet,sobtyr1,69870,FALSE,kudrava elenija
Elaenia ruficeps,Rufous-crowned Elaenia,rucela1,388990831,FALSE,riđokapa elenija
Elaenia cristata,Plain-crested Elaenia,plcela1,247050721,FALSE,maslinastosmeđa elenija
Elaenia gigas,Mottle-backed Elaenia,mobela1,635143712,FALSE,dvoroga elenija
Elaenia dayi,Great Elaenia,greela1,251794921,FALSE,mrka elenija
Elaenia sordida,Brazilian Elaenia,higela3,294493601,FALSE,brazilska elenija
Elaenia obscura,Highland Elaenia,higela2,611498896,FALSE,kratkokljuna elenija
Elaenia strepera,Slaty Elaenia,slaela1,132577,FALSE,siva elenija
Elaenia flavogaster,Yellow-bellied Elaenia,yebela1,7433,FALSE,kukmasta elenija
Elaenia parvirostris,Small-billed Elaenia,smbela1,19552,FALSE,sitnokljuna elenija
Elaenia pelzelni,Brownish Elaenia,broela1,203984121,FALSE,riječna elenija
Elaenia spectabilis,Large Elaenia,larela1,510904281,FALSE,velika elenija
Elaenia ridleyana,Noronha Elaenia,norela1,203984101,FALSE,noronjska elenija
Elaenia brachyptera,Coopman's Elaenia,cooela1,621765417,FALSE,sivkastogrla elenija
Elaenia chiriquensis,Lesser Elaenia,lesela1,278670081,FALSE,tamnorepa elenija
Elaenia mesoleuca,Olivaceous Elaenia,oliela1,389534381,FALSE,maslinastoprsa elenija
Elaenia pallatangae,Sierran Elaenia,sieela3,523407511,FALSE,bjelopruga elenija
Elaenia olivina,Tepui Elaenia,sieela2,300107121,FALSE,bjelotjemena elenija
Elaenia albiceps,White-crested Elaenia,whcela1,325599701,FALSE,bjelokruna elenija
Elaenia frantzii,Mountain Elaenia,mouela1,46236231,FALSE,prugastokrila elenija
Elaenia martinica,Caribbean Elaenia,carela1,188040,FALSE,karipska elenija
Elaenia cherrieri,Hispaniolan Elaenia,graela4,163155001,FALSE,hispaniolska elenija
Elaenia fallax,Greater Antillean Elaenia,graela3,164928,FALSE,velikoantilska elenija
Tyrannulus elatus,Yellow-crowned Tyrannulet,yectyr1,414481161,FALSE,žutokruna elenija
Myiopagis caniceps,Atlantic Grey Elaenia,gryela3,244641631,FALSE,pepeljastoglava elenija
Myiopagis cinerea,Amazonian Grey Elaenia,gryela2,112809,FALSE,sivoplava elenija
Myiopagis parambae,Choco Grey Elaenia,gryela1,424729841,FALSE,sivo-bijela elenija
Myiopagis olallai,Foothill Elaenia,fooela1,69328991,FALSE,biserastoglava elenija
Myiopagis gaimardii,Forest Elaenia,forela1,626223291,FALSE,krunata elenija
Myiopagis subplacens,Pacific Elaenia,pacela1,257867301,FALSE,zlatnokruna elenija
Myiopagis flavivertex,Yellow-crowned Elaenia,yecela1,203932101,FALSE,bjelogrla elenija
Myiopagis viridicata,Greenish Elaenia,greela,157755461,FALSE,maslinasta elenija
Myiopagis cotta,Small Jaimaican Elaenia,jamela1,559897721,FALSE,jamajčanska elenija
Suiriri suiriri,Suiriri Flycatcher,suifly1,217069,FALSE,srebrnastoprsa elenija
Suiriri affinis,Chapada Flycatcher,chafly3,191473941,FALSE,crnokljuna elenija
Capsiempis flaveola,Yellow Tyrannulet,yeltyr1,249967911,FALSE,žutozelena elenija
Phyllomyias fasciatus,Planalto Tyrannulet,platyr2,211886501,FALSE,sivokapa elenija
Phyllomyias weedeni,Yungas Tyrannulet,yuntyr1,132741,FALSE,bjelobrada elenija
Phyllomyias burmeisteri,Rough-legged Tyrannulet,roltyr3,172661571,FALSE,žutotrba elenija
Phyllomyias zeledoni,White-fronted Tyrannulet,roltyr1,171271751,FALSE,bjeločela elenija
Phyllomyias virescens,Greenish Tyrannulet,gretyr1,34016,FALSE,zelenkasta elenija
Phyllomyias reiseri,Reiser's Tyrannulet,reityr1,234699751,FALSE,žućkasta elenija
Phyllomyias urichi,Urich's Tyrannulet,urityr1,344723971,FALSE,venezuelska elenija
Phyllomyias sclateri,Sclater's Tyrannulet,scltyr1,218225,FALSE,maslinastoleđa elenija
Phyllomyias griseocapilla,Grey-capped Tyrannulet,gyctyr1,288480601,FALSE,sivoglava elenija
Phyllomyias griseiceps,Sooty-headed Tyrannulet,sohtyr1,203700721,FALSE,crnokapa elenija
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,plctyr1,69418551,FALSE,olovastokapa elenija
Phyllomyias nigrocapillus,Black-capped Tyrannulet,blctyr1,272846281,FALSE,planinska elenija
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,ashtyr1,203931981,FALSE,andska elenija
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,tartyr1,305835051,FALSE,smeđokapa elenija
Phaeomyias tumbezana,Tumbes Tyrannulet,,,FALSE,tumbeska elenija
Phaeomyias murina,Mouse-coloured Tyrannulet,,,FALSE,smeđa elenija
Nesotriccus ridgwayi,Cocos Flycatcher,cocfly1,50672,FALSE,kokoska elenija
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,gawtyr2,297224,FALSE,sivorepa elenija
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1,203933911,FALSE,sinja elenija
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1,212292,FALSE,žućkastopruga elenija
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1,591553671,FALSE,sivoprsa elenija
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2,410151331,FALSE,krupnokljuna elenija
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1,65512941,FALSE,šarenokrila elenija
Mecocerculus minor,Sulphur-bellied Tyrannulet,subtyr1,203958121,FALSE,zlatnotrba elenija
Anairetes nigrocristatus,Black-crested Tit-tyrant,bkctit1,218525791,FALSE,crvenokljuna elenija
Anairetes reguloides,Pied-crested Tit-tyrant,pcttyr1,65513151,FALSE,crnolica elenija
Anairetes alpinus,Ash-breasted Tit-tyrant,abttyr1,172809791,FALSE,pepeljasta elenija
Anairetes flavirostris,Yellow-billed Tit-tyrant,ybttyr1,439745651,FALSE,prugastoprsa elenija
Anairetes parulus,Tufted Tit-tyrant,tuttyr1,470502571,FALSE,prugastoglava elenija
Anairetes fernandezianus,Juan Fernandez Tit-tyrant,jfttyr1,82211811,FALSE,robinzonska elenija
Polystictus pectoralis,Bearded Tachuri,beatac1,278582321,FALSE,cimetastoprsa elenija
Polystictus superciliaris,Grey-backed Tachuri,gybtac1,305810571,FALSE,kratkokrila elenija
Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1,494758911,FALSE,oštrorepa elenija
Pseudocolopteryx sclateri,Crested Doradito,credor1,224892,FALSE,tamnoleđa elenija
Pseudocolopteryx acutipennis,Subtropical Doradito,subdor1,203701501,FALSE,zelenoleđa elenija
Pseudocolopteryx dinelliana,Dinelli's Doradito,dindor2,224885,FALSE,močvarna elenija
Pseudocolopteryx flaviventris,Warbling Doradito,wardor1,224887,FALSE,cvrkutava elenija
Pseudocolopteryx citreola,Ticking Doradito,ticdor1,430130321,FALSE,žuto-smeđa elenija
Serpophaga cinerea,Torrent Tyrannulet,tortyr1,250234981,FALSE,potočna elenija
Serpophaga hypoleuca,River Tyrannulet,rivtyr1,370002361,FALSE,pepeljastoleđa elenija
Serpophaga nigricans,Sooty Tyrannulet,sootyr1,371665951,FALSE,obalna elenija
Serpophaga subcristata,White-crested Tyrannulet,y01036,93852121,FALSE,bjelotrba elenija
Serpophaga griseicapilla,Straneck's Tyrannulet,gyctyr2,700380,FALSE,sivoboka elenija
Uromyias agilis,Agile Tit-tyrant,agitit1,66616,FALSE,prugastoleđa elenija
Uromyias agraphia,Unstreaked Tit-tyrant,unstit1,203890351,FALSE,smeđoleđa elenija
Muscigralla brevicauda,Short-tailed Field-tyrant,stftyr1,54457661,FALSE,kratkorepi silnik
Attila phoenicurus,Rufous-tailed Attila,rutatt1,63627,FALSE,olovastoglavi silnik
Attila cinnamomeus,Cinnamon Attila,cinatt1,306120871,FALSE,amazonski silnik
Attila torridus,Ochraceous Attila,ochatt1,203699091,FALSE,cimetastoleđi silnik
Attila citriniventris,Citron-bellied Attila,cibatt1,204008491,FALSE,pepeljastoglavi silnik
Attila bolivianus,White-eyed Attila,ducatt1,132750,FALSE,bjelooki silnik
Attila rufus,Grey-hooded Attila,gyhatt1,113229,FALSE,sivo-riđi silnik
Attila spadiceus,Bright-rumped Attila,brratt1,207693601,FALSE,kestenjastorepi silnik
Legatus leucophaius,Piratic Flycatcher,pirfly1,117170,FALSE,mali silnik
Ramphotrigon megacephalum,Large-headed Flatbill,lahfla2,229364,FALSE,patuljasti silnik
