Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,lt
Atlapetes terborghi,Vilcabamba Brush-finch,vilbrf1,,FALSE,Vilkabambinė krūmyninė starta
Atlapetes melanolaemus,Black-faced Brush-finch,bkfbrf1,203962641,FALSE,
Atlapetes rufinucha,Bolivian Brush-finch,rnbfin1,240645,FALSE,
Atlapetes fulviceps,Fulvous-headed Brush-finch,fhbfin1,211619,FALSE,Rusvagalvė krūmyninė starta
Atlapetes citrinellus,Yellow-striped Brush-finch,ysbfin1,213046,FALSE,Juodabarzdė krūmyninė starta
Pezopetes capitalis,Large-footed Finch,laffin1,46236771,FALSE,Didžiakojė starta
Torreornis inexpectata,Zapata Sparrow,zapspa1,183583,FALSE,Kubinė starta
Melozone kieneri,Rusty-crowned Ground-sparrow,rcgspa1,107489061,FALSE,Rausvavainikė melozona
Melozone fusca,Canyon Towhee,cantow,56856,FALSE,
Melozone albicollis,White-throated Towhee,whttow1,612341065,FALSE,Baltagurklis pipilas
Melozone crissalis,California Towhee,caltow,118849,FALSE,Kaliforninė melozona
Melozone alberti,Albert's Towhee,,,FALSE,
Melozone biarcuata,Prevost's Ground-sparrow,pregrs1,167783,FALSE,
Melozone cabanisi,Costa Rican Ground-sparrow,pregrs2,57172461,FALSE,
Melozone occipitalis,Grey-crowned Ground-sparrow,whegrs1,467909891,FALSE,
Melozone leucotis,White-eared Ground-sparrow,whegrs2,199561,FALSE,
Aimophila rufescens,Rusty Sparrow,russpa1,26970131,FALSE,Rudoji aimofila
Aimophila ruficeps,Rufous-crowned Sparrow,rucspa,434080381,FALSE,Rausvavainikė aimofila
Aimophila notosticta,Oaxaca Sparrow,oaxspa1,567754421,FALSE,Oachakinė aimofila
Junco vulcani,Volcano Junco,voljun1,55124141,FALSE,Raibasis junkas
Junco hyemalis,Dark-eyed Junco,daejun,94361,TRUE,Pilkasis junkas
Junco insularis,Guadalupe Junco,daejun2,203962791,FALSE,Gvadalupinis junkas
Junco phaeonotus,Yellow-eyed Junco,yeejun,109103,FALSE,
Junco bairdi,Baird's Junco,yeejun2,417293391,FALSE,
Zonotrichia capensis,Rufous-collared Sparrow,rucspa1,410550641,TRUE,Andinė zonotrichija
Zonotrichia querula,Harris's Sparrow,harspa,105763,TRUE,Šiaurinė zonotrichija
Zonotrichia albicollis,White-throated Sparrow,whtspa,227599,FALSE,Baltagurklė zonotrichiją
Zonotrichia leucophrys,White-crowned Sparrow,whcspa,629468141,TRUE,Baltabruvė zonotrichija
Zonotrichia atricapilla,Golden-crowned Sparrow,gocspa,49976,FALSE,Auksavainikė zonotrichija
Passerella iliaca,Red Fox-sparrow,foxspa,136175,FALSE,Margagurklė starta
Passerella unalaschcensis,Sooty Fox-sparrow,,,FALSE,Margagurklė starta [unalaschcensis grupė]
Passerella schistacea,Slate-colored Fox-sparrow,,,FALSE,
Passerella megarhyncha,Thick-billed Fox-sparrow,,,FALSE,Margagurklė starta [megarhyncha grupė]
Passerella arborea,American Tree Sparrow,amtspa,163319,FALSE,Amerikinė žvirblinė starta
Ammospiza leconteii,Le Conte's Sparrow,lecspa,166841451,FALSE,Lekonto prerinė žvirbliastartė
Ammospiza maritima,Seaside Sparrow,seaspa,241902611,FALSE,Pajūrinė prerinė žvirbliastartė
Ammospiza nelsoni,Nelson's Sparrow,nstspa,250162161,FALSE,Nelsono prerinė žvirbliastartė
Ammospiza caudacuta,Saltmarsh Sparrow,sstspa,93807821,FALSE,
Artemisiospiza nevadensis,Sagebrush Sparrow,sagspa1,253016441,FALSE,
Artemisiospiza belli,Bell's Sparrow,belspa2,295119091,FALSE,
Pooecetes gramineus,Vesper Sparrow,vesspa,94411,FALSE,Vakarinė starta
Oriturus superciliosus,Striped Sparrow,strspa1,315667431,FALSE,Dryžoji starta
Passerculus sandwichensis,Savannah Sparrow,savspa,66437,TRUE,Paprastoji prerinė žvirbliastartė
Passerculus guttatus,Belding's Sparrow,,,FALSE,
Passerculus sanctorum,San Benito Sparrow,,,FALSE,
Passerculus rostratus,Large-billed Sparrow,,,FALSE,
Passerculus bairdii,Baird's Sparrow,baispa,102975471,TRUE,Berdo prerinė žvirbliastartė
Passerculus henslowii,Henslow's Sparrow,henspa,583780251,FALSE,Henslou prerinė žvirbliastartė
Xenospiza baileyi,Sierra Madre Sparrow,simspa1,250782381,FALSE,Meksikinė starta
Melospiza melodia,Song Sparrow,sonspa,63140151,TRUE,Žbirbliastartė giesmininkė
Melospiza lincolni,Lincoln's Sparrow,linspa,100868,TRUE,Linkolno žvirbliastartė
Melospiza georgiana,Swamp Sparrow,swaspa,456922671,FALSE,Pelkinė žvirbliastartė
ZELEDONIIDAE,Wrenthrush,wrenth1,165386,FALSE,
Zeledonia coronata,Wrenthrush,wrenth1,165386,FALSE,
TERETISTRIDAE,Cuban Warblers,,,FALSE,
Teretistris fernandinae,Yellow-headed Warbler,yehwar1,203915051,FALSE,Geltongalvis kielinis parulidas
Teretistris fornsi,Oriente Warbler,oriwar1,133227,FALSE,Rytinis kielinis parulidas
ICTERIDAE,New World Blackbirds,,,FALSE,
Icteria virens,Yellow-breasted Chat,yebcha,112661,TRUE,Ikterija
Xanthocephalus xantocephalus,Yellow-headed Blackbird,yehbla,458691691,TRUE,
Dolichonyx oryzivorus,Bobolink,boboli,527283,TRUE,Ryžinis trupialas
Sturnella neglecta,Western Meadowlark,wesmea,516839,TRUE,Vakarinis pievinis trupialas
Sturnella magna,Eastern Meadowlark,easmea,94367,TRUE,
S.m. liliane,Lilian's Meadowlark,,,FALSE,
Leistes militaris,Red-breasted Blackbird,rebbla1,535716881,TRUE,
Leistes superciliaris,White-browed Blackbird,whbbla2,439569821,FALSE,baltabruvis pievinis trupialas
Leistes bellicosus,Peruvian Meadowlark,permea1,391929721,FALSE,
Leistes defilippii,Pampas Meadowlark,pammea1,174297091,FALSE,
Leistes loyca,Long-tailed Meadowlark,lotmea1,642429879,FALSE,ilgauodegis pievinis trupialas
Amblycercus holosericeus,Yellow-billed Cacique,yebcac1,207277381,FALSE,Geltonsnapis kasikas
Cassiculus melanicterus,Yellow-winged Cacique,yewcac1,109241,FALSE,Geltonsparnis kasikas
Psarocolius wagleri,Chestnut-headed Oropendola,chhoro1,203900851,FALSE,Rudagalvė oropendola
Psarocolius atrovirens,Dusky-green Oropendola,dugoro1,132714,FALSE,Žaliasnapė oropendola
Psarocolius angustifrons,Russet-backed Oropendola,ruboro1,101858781,FALSE,Rusvanugarė oropendola
Psarocolius oleagineus,Green-billed Oropendola,,,FALSE,
Psarocolius decumanus,Crested Oropendola,creoro1,386940941,TRUE,Kuoduotoji oropendola
Psarocolius viridis,Green Oropendola,greoro1,72322,FALSE,Žalioji oropendola
Psarocolius yuracares,Amazonian Oropendola,,,FALSE,
Psarocolius bifasciatus,Para Oropendola,olioro1,203934611,FALSE,
Psarocolius montezuma,Montezuma Oropendola,monoro1,423117161,FALSE,Montesuminis gimnostinopsas
Psarocolius guatimozinus,Black Oropendola,blaoro1,615853212,FALSE,Juodoji oropendola
Psarocolius cassini,Baudo Oropendola,bauoro2,203952971,FALSE,Kaštoninis gimnostinopsas
Cacicus solitarius,Solitary Cacique,sobcac1,172988871,FALSE,Niūrusis kasikas
Cacicus chrysopterus,Golden-winged Cacique,gowcac1,63643,FALSE,Auksasparnis kasikas
Cacicus sclateri,Ecuadorian Cacique,ecucac1,243425,FALSE,Ekvadorinis kasikas
Cacicus koepckeae,Selva Cacique,selcac1,647590111,FALSE,Selvinis kasikas
Cacicus microrhynchus,Scarlet-rumped Cacique,scrcac1,203898651,FALSE,
Cacicus pacificus,Pacific Cacique,,,FALSE,
Cacicus uropygialis,Subtropical Cacique,scrcac1,203898651,FALSE,Raudonuodegis kasikas
Cacicus vitellinus,Black-tailed Cacique,,,FALSE,
Cacicus cela,Yellow-rumped Cacique,yercac1,60740,FALSE,Geltonuodegis kasikas
Cacicus leucoramphus,Northern Mountain Cacique,,,FALSE,
Cacicus chrysonotus,Southern Mountain Cacique,moucac1,537440,FALSE,
Cacicus haemorrhous,Red-rumped Cacique,rercac1,133926,FALSE,Raudonnugaris kasikas
Cacicus oseryi,Casqued Oropendola,casoro2,11446,FALSE,šalminė oropendola
Cacicus latirostris,Band-tailed Oropendola,batoro1,34417,FALSE,Plačiasnapė oropendola
Icterus parisorum,Scott's Oriole,scoori,112641,FALSE,Palminis spalvingasis trupialas
Icterus graduacauda,Audubon's Oriole,audori,105567,FALSE,Juodagalvis spalvingasis trupialas
Icterus chrysater,Yellow-backed Oriole,yebori1,61002,FALSE,Geltonnugaris spalvingasis trupialas
Icterus leucopteryx,Jamaican Oriole,jamori1,203886331,FALSE,Jamaikinis spalvingasis trupialas
Icterus auratus,Orange Oriole,oraori1,151780351,FALSE,Oranžinis spalvingasis trupialas
Icterus gularis,Altamira Oriole,altori,174962281,TRUE,Juodagurklis spalvingasis trupialas
Icterus nigrogularus,Yellow Oriole,yelori1,61015,FALSE,
Icterus galbula,Baltimore Oriole,balori,113501,TRUE,Šiaurinis spalvingasis trupialas
Icterus albeillei,Black-backed Oriole,blbori1,49377721,FALSE,
Icterus bullockiorum,Bullock's Oriole,bulori,125388,FALSE,Buloko volungenė
Icterus pustulatus,Streak-backed Oriole,stbori,109153,FALSE,Ugninis spalvingasis trupialas
Icterus mesomelas,Yellow-tailed Oriole,yetori1,296574411,FALSE,Geltonuodegis spalvingasis trupialas
Icterus pectoralis,Spot-breasted Oriole,spbori,165044,FALSE,Dėmėtakrūtis spalvingasis trupialas
Icterus graceannae,White-edged Oriole,wheori1,21530,FALSE,Dvispalvis spalvingasis trupialas
Icterus jamacaii,Campo Troupial,camtro1,209613,FALSE,
Icterus icterus,Venezuelan Troupial,ventro1,386542621,FALSE,
Icterus croconotus,Orange-backed Troupial,orbtro3,60388,FALSE,
Icterus maculialatus,Bar-winged Oriole,bawori1,622423688,FALSE,Dryžasparnis spalvingasis trupialas
Icterus wagleri,Black-vented Oriole,bkvori,203917481,FALSE,Juodapilvis spalvingasis trupialas
Icterus cucullatus,Hooded Oriole,hooori,45180,FALSE,Kaukėtasis spalvingasis trupialas
Icterus prosthemelas,Black-cowled Oriole,bkcori,406179801,FALSE,
Icterus spurius,Orchard Oriole,orcori,94445,FALSE,
Icterus fuertesi,Fuertes's Oriole,,,FALSE,
Icterus northropi,Bahama Oriole,graori3,32873421,FALSE,
Icterus melanopsis,Cuban Oriole,graori2,59792041,FALSE,
Icterus bonana,Martinique Oriole,marori1,587891081,FALSE,Martinikinis spalvingasis trupialas
Icterus portoricensis,Puerto Rican Oriole,graori4,188058,FALSE,
Icterus oberi,Montserrat Oriole,monori1,575343211,FALSE,Monseratinis spalvingasis trupialas
Icterus dominicensis,Hispaniolan Oriole,graori1,180729,FALSE,
Icterus laudabilis,St Lucia Oriole,stlori1,473914711,FALSE,Sentlusinis spalvingasis trupialas
Icterus auricapillus,Orange-crowned Oriole,orcori1,60783,FALSE,Auksavainikis spalvingasis trupialas
Icterus chrysocephalus,Moriche Oriole,,,FALSE,
Icterus cayanensis,Epaulet Oriole,epaori1,388490441,FALSE,
Icterus pyrrhopterus,Variable Oriole,epaori4,617935732,FALSE,Ugninis spalvingasis trupialas
Nesopsar nigerrimus,Jamaican Blackbird,jambla1,565210801,FALSE,jamaikinis kasikas
Agelaius humeralis,Tawny-shouldered Blackbird,tasbla,180051981,FALSE,Rudapetis juodasis trupialas
Agelaius xanthomus,Yellow-shouldered Blackbird,yesbla1,637497067,FALSE,Geltonpetis juodasis trupialas
Agelaius tricolor,Tricolored Blackbird,tribla,50919891,FALSE,Trispalvis juodasis trupialas
Agelaius phoeniceus,Red-winged Blackbird,rewbla,110263341,TRUE,Raudonpetis juodasis trupialas
Agelaius assimilis,Red-shouldered Blackbird,resbla1,188772041,FALSE,Kubinis juodasis trupialas
Molothrus rufoaxillaris,Screaming Cowbird,scrcow1,615096458,FALSE,Rėksmingasis karvapaukštis
Molothrus oryzivorus,Giant Cowbird,giacow,203694691,FALSE,didysis trupialas
Molothrus bonariensis,Shiny Cowbird,shicow,12599,TRUE,Paprastasis karvapaukštis
Molothrus ater,Brown-headed Cowbird,bnhcow,148572321,TRUE,Rudagalvis karvapaukštis
Molothrus aeneus,Bronzed Cowbird,brocow,115684131,TRUE,Raudonakis karvapaukštis
Molothrus armenti,Bronze-brown Cowbird,,,FALSE,Amazoninis karvapaukštis
Dives dives,Melodious Blackbird,melbla1,63910791,FALSE,
Dives warczewiczi,Scrub Blackbird,scrbla1,81148,FALSE,
Ptiloxena atroviolacea,Cuban Blackbird,cubbla,203887231,FALSE,Kubinis niūrusis trupialas
Euphagus carolinus,Rusty Blackbird,rusbla,206450,TRUE,Karolininis mažasis trupialas
Euphagus cyanocephalus,Brewer's Blackbird,brebla,246338631,TRUE,Žvilgusis mažasis trupialas
Quiscalus quiscula,Common Grackle,comgra,133330,TRUE,Paprastasis kviskalas
Q. q. versicolor,Bronzed Grackle,,,FALSE,
Quiscalus lugubris,Carib Grackle,cargra1,61234,FALSE,karibinis kviskalas
Quiscalus nicaraguensis,Nicaraguan Grackle,nicgra1,649401153,FALSE,nikaragvinis kviskalas
Quiscalus niger,Greater Antillean Grackle,gragra1,203888921,FALSE,antilinis kviskalas
Quiscalus major,Boat-tailed Grackle,botgra,73914,TRUE,
Quiscalus mexicanus,Great-tailed Grackle,grtgra,614993910,TRUE,
†Quiscalus palustris,Slender-billed Grackle,slbgra1,,FALSE,
Lampropsar tanagrinus,Velvet-fronted Grackle,vefgra1,29251,FALSE,Tanagrinis trupialas
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,rebgra1,165954,FALSE,Raudonpilvis trupialas
Gymnomystax mexicanus,Oriole Blackbird,oribla1,204023301,FALSE,Volunginis trupialas
Macroagelaius subalaris,Mountain Grackle,mougra1,324501961,FALSE,
Macroagelaius imthurni,Golden-tufted Grackle,gotgra1,203952941,FALSE,Auksakuodis miškinis trupialas
Amblyramphus holosericeus,Scarlet-headed Blackbird,schbla1,203917431,FALSE,Raudongalvis trupialas
Curaeus curaeus,Austral Blackbird,ausbla1,623792400,FALSE,didysis šeriasparnis trupialas
Curaeus forbesi,Forbes's Blackbird,forbla1,114846,FALSE,mažasis šeriasparnis trupialas
Gnorimopsar chopi,Chopi Blackbird,chobla1,132753,FALSE,Čopis
Agelaioides badius,Greyish Baywing,bawcow4,161071901,FALSE,
Agelaioides fringillarius,Pale Baywing,bawcow3,54954,FALSE,
Oreopsar bolivianus,Bolivian Blackbird,bolbla1,633602681,FALSE,Bolivinis kasikas
Agelasticus thilius,Yellow-winged Blackbird,yewbla2,203892681,FALSE,Geltonsparnis juodasis trupialas
Agelasticus cyanopus,Unicolored Blackbird,unibla2,635626852,FALSE,Vienspalvis juodasis trupialas
Agelasticus xanthophthalmus,Pale-eyed Blackbird,paebla2,13309,FALSE,Geltonakis juodasis trupialas
Chrysomus icterocephalus,Yellow-hooded Blackbird,yehbla2,61053,FALSE,Geltongalvis juodasis trupialas
Chrysomus ruficapillus,Chestnut-capped Blackbird,chcbla2,119424701,FALSE,Rudagalvis juodasis trupialas
Xanthopsar flavus,Saffron-cowled Blackbird,sacbla2,135156051,FALSE,Auksinis juodasis trupialas
Pseudoleistes guirahuro,Yellow-rumped Marshbird,yermar1,615924905,FALSE,Geltonuodegis pelkinis kasikas
Pseudoleistes virescens,Brown-and yellow Marshbird,baymar1,100332041,FALSE,Rudasis pelkinis kasikas
PARULIDAE,New World Warblers,,,FALSE,
Seiurus aurocapilla,Ovenbird,ovenbi1,216853,TRUE,Geltongalvis sėjūras
Helmitheros vermivorum,Worm-eating Warbler,woewar1,84859,FALSE,Helmiteras
Parkesia motacilla,Louisiana Waterthrush,louwat,341945051,FALSE,Baltabruvis sėjūras
Parkesia noveboracensis,Northern Waterthrush,norwat,86389,FALSE,Vikrusis sėjūras
Vermivora bachmanii,Bachman's Warbler,bacwar,10718,FALSE,Bahaminis kirmlesys
Vermivora chrysoptera,Golden-winged Warbler,gowwar,527190,FALSE,Geltonsparnis kirmlesys
Vermivora cyanoptera,Blue-winged Warbler,buwwar,339920491,TRUE,Mėlynsparnis kirmlesys
Mniotilta varia,Black-and-white Warbler,bawwar,27196,TRUE,Miškinukas
Protonotaria citrea,Prothonotary Warbler,prowar,99435531,TRUE,Protonotarija
Limnothlypis swainsonii,Swainson's Warbler,swawar,73908,FALSE,Didysis helmiteras
Oreothlypis superciliosa,Crescent-chested Warbler,crcwar,342071391,FALSE,Dėmėtoji parula
Oreothlypis gutturalis,Flame-throated Warbler,fltwar1,205758,FALSE,Ugninė parula
Leiothlypis peregrina,Tennessee Warbler,tenwar,85236,FALSE,Pilkagalvis kirmlesys
Leiothlypis celata,Orange-crowned Warbler,orcwar,366011911,FALSE,Oranžinis kirmlesys
Leiothlypis crissalis,Colima Warbler,colwar,452645361,FALSE,Meksikinis kirmlesys
Leiothlypis luciae,Lucy's Warbler,lucwar,133958601,FALSE,Raudonpilvis kirmlesys
Leiothlypis ruficapilla,Nashville Warbler,naswar,98800,FALSE,Raudonkepuris kirmlesys
Leiothlypis virginiae,Virginia's Warbler,virwar,105313461,FALSE,Virgininis kirmlesys
Leucopeza semperi,Semper's Warbler,semwar1,,FALSE,Antilinis parulidas
Oporornis agilis,Connecticut Warbler,conwar,103567031,FALSE,Konektikutinis oporornis
Geothlypis poliocephala,Grey-crowned Yellowthroat,gycyel,209220,FALSE,Pievinė geltongurklė
Geothlypis chiriquensis,Chiriqui Yellowthroat,,,FALSE,
Geothlypis auricularis,Black-lored Yellowthroat,masyel4,11017,FALSE,
Geothlypis aequinoctialis,Masked Yellowthroat,masyel2,70373,FALSE,
Geothlypis tolmiei,MacGillvray's Warbler,macwar,342407871,FALSE,Krūmyninis oporornis
Geothlypis philadelphia,Mourning Warbler,mouwar,59594971,FALSE,Niūrusis oporornis
Geothlypis formosa,Kentucky Warbler,kenwar,341674081,FALSE,Kentukinis oporornis
Geothlypis bairdi,Baird's Warbler,,,FALSE,
Geothlypis semiflava,Olive-crowned Yellowthroat,olcyel1,48170421,FALSE,
Geothlypis speciosa,Black-polled Yellowthroat,blpyel1,204021781,FALSE,Raudonkrūtė geltongurklė
Geothlypis beldingi,Belding's Yellowthroat,belyel1,50211101,FALSE,Auksinė geltongurklė
Geothlypis rostrata,Bahama Yellowthroat,bahyel1,89305761,FALSE,Bahaminė geltongurklė
Geothlypis flavovelata,Altamira Yellowthroat,altyel1,354405411,FALSE,Auksavainikė geltongurklė
Geothlypis trichas,Common Yellowthroat,comyel,94345,TRUE,Paprastoji geltongurklė
Geothlypis nelsoni,Hooded Yellowthroat,hooyel1,362556461,FALSE,tamsiakaktė geltongurklė
Catharopeza bishopi,Whistling Warbler,whiwar1,450300291,FALSE,Švilpiantysis parulidas
Setophaga plumbea,Plumbeous Warbler,pluwar1,203902981,FALSE,Pilkasis krūminukas
Setophaga angelae,Elfin Woods Warbler,elwwar1,138899,FALSE,Puertorikinis krūminukas
Setophaga pharetra,Arrowhead Warbler,arrwar1,560481711,FALSE,Raibasis krūminukas
Setophaga citrina,Hooded Warbler,hoowar,211804851,TRUE,Geltonoji vilsonija
Setophaga ruticilla,American Redstart,amered,534354,TRUE,Gelsvauodegis krūminukas
Setophaga kirtlandii,Kirtland's Warbler,kirwar,13982,FALSE,Mičiganinis krūminukas
Setophaga tigrina,Cape May Warbler,camwar,68917,FALSE,Tigrinis krūminukas
Setophaga cerulea,Cerulean Warbler,cerwar,85119,TRUE,Mėlynasis krūminukas
Setophaga americana,Northern Parula,norpar,351946681,FALSE,Amerikinė parula
Setophaga pitiayumi,Tropical Parula,tropar,444656371,TRUE,Atogrąžinė parula
Setophaga graysoni,Socorro Parula,,,FALSE,
Setophaga magnolia,Magnolia Warbler,magwar,228996,FALSE,Magnolinis krūminukas
Setophaga castanea,Bay-breasted Warbler,babwar,249809,FALSE,Rudakrūtis krūminukas
Setophaga fusca,Blackburnian Warbler,bkbwar,9576,FALSE,Rusvasis krūminukas
Setophaga petechia,American Yellow Warbler,manwar1,203907381,TRUE,
S. p. petechia,Golden Warbler,,,FALSE,
S. p. erithachorides,Mangrove Warbler,,,FALSE,
Setophaga pensylvanica,Chestnut-sided Warbler,chswar,98242481,FALSE,Pensilvaninis krūminukas
Setophaga striata,Blackpoll Warbler,bkpwar,94362,TRUE,Dryžuotasis krūminukas
Setophaga caerulescens,Black-throated Blue Warbler,btbwar,342066171,FALSE,Juodagurklis mėlynasis krūminukas
Setophaga palmarum,Palm Warbler,palwar,229598,FALSE,Palminis krūminukas
Setophaga pityophila,Olive-capped Warbler,olcwar1,33096880,FALSE,Kubinis krūminukas
Setophaga pinus,Pine Warbler,pinwar,9871,FALSE,Pušinis krūminukas
Setophaga auduboni,Audubon's Warbler,,,FALSE,
Setophaga coronata,Myrtle Warbler,yerwar,85245,TRUE,Karūnuotasis krūminukas
Setophaga dominica,Yellow-throated Warbler,yetwar,191290,FALSE,
Setophaga flavescens,Bahama Warbler,yetwar3,32872521,FALSE,
Setophaga vitellina,Vitelline Warbler,vitwar1,598294261,FALSE,Margasis krūminukas
Setophaga discolor,Prairie Warbler,prawar,164439851,FALSE,Prerinis krūminukas
Setophaga adelaidae,Adelaide's Warbler,adewar1,69511,FALSE,
Setophaga subita,Barbuda Warbler,barwar,619499497,FALSE,Barbudos krūminukas
Setophaga delicata,St Lucia Warbler,stlwar,51026,FALSE,Sent Lusijos krūminukas
Setophaga graciae,Grace's Warbler,grawar,45087,FALSE,Arizoninis krūminukas
Setophaga nigrescens,Black-throated Grey Warbler,btywar,50127,FALSE,Niūrusis krūminukas
Setophaga townsendi,Townsend's Warbler,towwar,47707,FALSE,Taunsendo krūminukas
Setophaga occidentalis,Hermit Warbler,herwar,539751,FALSE,Geltongalvis krūminukas
Setophaga chrysoparia,Golden-cheeked Warbler,gchwar,40561,FALSE,Auksaskruostis krūminukas
Setophaga virens,Black-throated Green Warbler,btnwar,107395,FALSE,Žalsvasis krūminukas
Myiothlypis luteoviridis,Northern Citrine Warbler,citwar1,67188,FALSE,Citrininis nykštukinis parulidas
Myiothlypis striaticeps,Peruvian Citrine Warbler,,,FALSE,
Myiothlypis euophrys,Bolivian Citrine Warbler,,,FALSE,
Myiothlypis basilica,Santa Marta Warbler,samwar1,619505182,FALSE,Santamartinis nykštukinis parulidas
Myiothlypis leucophrys,White-striped Warbler,whswar2,34098,FALSE,Baltadryžis nykštukinis parulidas
Myiothlypis flaveola,Flavescent Warbler,flawar1,9109,FALSE,Geltonasis nykštukinis parulidas
Myiothlypis leucoblephara,White-rimmed Warbler,whbwar2,203700981,FALSE,Baltabruvis nykštukinis parulidas
Myiothlypis signata,Pale-legged Warbler,palwar1,212288,FALSE,Blyškiakojis nykštukinis parulidas
Myiothlypis nigrocristata,Black-crested Warbler,blcwar2,204023621,FALSE,Juodakuodis nykštukinis parulidas
Myiothlypis fulvicauda,Buff-rumped Warbler,burwar1,520356401,FALSE,geltonuodegis nykštukinis parulidas
Myiothlypis mesoleuca,Northern Riverbank Warbler,,,FALSE,
Myiothlypis rivularis,Southern Riverbank Warbler,rivwar1,88367,FALSE,
Myiothlypis roraime,Roraiman Warbler,,,FALSE,
Myiothlypis bivittata,Two-banded Warbler,twbwar1,189541,FALSE,Dvidryžis nykštukinis parulidas
Myiothlypis chlorophrys,Choco Warbler,gobwar4,203922691,FALSE,
Myiothlypis chrysogaster,Golden-bellied Warbler,gobwar3,532078841,FALSE,
Myiothlypis conspicillata,White-lored Warbler,whlwar1,167146,FALSE,Baltaūsis nykštukinis parulidas
Myiothlypis cinereicollis,Grey-throated Warbler,gytwar1,360335791,FALSE,Pilkagurklis nykštukinis parulidas
Myiothlypis fraseri,Grey-and-gold Warbler,gagwar2,122726,FALSE,Frazerio nykštukinis parulidas
Myiothlypis coronatus,Russet-crowned Warbler,rucwar1,391722021,FALSE,Rusvavainikis nykštukinis parulidas
Basileuterus lachrymosus,Fan-tailed Warbler,fatwar,503546041,FALSE,Skėstauodegis parulidas
Basileuterus rufifrons,Rufous capped Warbler,rucwar,109139,FALSE,
Basileuterus melanogenys,Black-cheeked Warbler,blcwar1,203939491,FALSE,
Basileuterus ignotus,Pirre Warbler,pirwar1,70096041,FALSE,Panaminis nykštukinis parulidas
Basileuterus belli,Golden-browed Warbler,gobwar1,612576719,FALSE,Auksabruvis nykštukinis parulidas
Basileuterus culicivorus,Stripe-crowned Warbler,gcrwar,67206,FALSE,
Basileuterus cabanisi,Yellow-crowned Warbler,,,FALSE,
Basileuterus auricapila,Golden-crowned Warbler,gcrwar,67206,FALSE,
Basileuterus hypoleucus,White-bellied Warbler,,,FALSE,
Basileuterus trifasciatus,Three-banded Warbler,thbwar2,130400,FALSE,Tridryžis nykštukinis parulidas
Basileuterus tristriatus,Three-striped Warbler,thswar1,78035,FALSE,
Basileuterus griseiceps,Grey-headed Warbler,,,FALSE,Pilkagalvis nykštukinis parulidas
Cardellina canadensis,Canada Warbler,canwar,93792,TRUE,Kanadinė vilsonija
Cardellina pusilla,Wilson's Warbler,wlswar,206468,FALSE,Nykštukinė vilsonija
Cardellina rubrifrons,Red-faced Warbler,refwar,250659771,FALSE,Kardelina
Cardellina rubra,Red Warbler,redwar1,48256301,FALSE,Raudonasis tanagrinis parulidas
Cardellina versicolor,Pink-headed Warbler,pihwar1,348354581,FALSE,Raudongalvis tanagrinis parulidas
Myioborus pictus,Painted Whitestart,paired,147592,TRUE,Raudonkrūtis raudonuodeginis parulidas
Myioborus miniatus,Slate-throated Whitestart,sltred,84299,FALSE,Pilkagurklis raudonuodeginis parulidas
Myioborus brunniceps,Brown-capped Whitestart,brcred1,203961771,FALSE,
Myioborus flavivertex,Yellow-crowned Whitestart,yecred1,167225,FALSE,Geltonvainikis raudonuodeginis parulidas
Myioborus albifrons,White-fronted Whitestart,whfred2,306095971,FALSE,Baltakaktis raudonuodeginis parulidas
Myioborus chrysops,Golden-fronted Whitestart,,,FALSE,
Myioborus ornatus,Yellow-fronted Whitestart,gofred1,44480421,FALSE,Auksakaktis raudonuodeginis parulidas
Myioborus melanocephalus,Spectacled Whitestart,spered1,18053,FALSE,Akiniuotasis raudonuodeginis parulidas
Myioborus torquatus,Collared Whitestart,colred1,46236571,FALSE,Apykaklėtasis raudonuodeginis parulidas
Myioborus pariae,Yellow-faced Whitestart,parred1,382591211,FALSE,Geltonveidis raudonuodeginis parulidas
Myioborus albifacies,White-faced Whitestart,whfred1,,FALSE,Baltaskruostis raudonuodeginis parulidas
Myioborus cardonai,Guaiquinima Whitestart,sabred1,,FALSE,Krokinis raudonuodeginis parulidas
Myioborus castaneocapilla,Tepui Whitestart,tepred1,388463741,FALSE,
PHAENICOPHILIDAE,Hispaniolan Tanagers,,,FALSE,
Phaenicophilus palmarum,Black-crowned Palm-tanager,bcptan1,203886031,FALSE,Juodavainikė palminė tanagra
Phaenicophilus poliocephalus,Grey-crowned Palm-tanager,gcptan1,16317,FALSE,Pilkavainikė palminė tanagra
Xenoligea montana,White-winged Warbler,whwwar1,204022791,FALSE,ksenoligėja
Microligea palustris,Green-tailed Warbler,grtwar1,204022831,FALSE,Dirvinis parulidas
SPINDALIDAE,Spindalises,,,FALSE,
Spindalis zena,Western Spindalis,wesspi,203885311,FALSE,
Spindalis dominicensis,Hispaniolan Spindalis,hisspi,204022761,FALSE,
Spindalis portoricensis,Puerto Rican Spindalis,purspi,612720905,FALSE,
Spindalis nigricephala,Jamaican Spindalis,jamspi,565098931,FALSE,
NESOSPINGIDAE,Puerto Rican Tanager,purtan1,352889751,FALSE,
Nesospingus speculiferus,Puerto Rican Tanager,purtan1,352889751,FALSE,Puertorikinė tanagra
CALYPTOPHILIDAE,Chat-tanager,,,FALSE,
