Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pl
Dendroperdix sephaena,Crested Francolin,crefra2,203935661,FALSE,frankolin czubaty
Peliperdix coqui,Coqui Francolin,coqfra2,277029611,FALSE,
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,frankolin białogardły
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,frankolin jarzębaty
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,frankolin czarnogardły
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,frankolin zebroszyi
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,frankolin szaroskrzydły
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,frankolin rdzawolicy
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,frankolin górski
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,frankolin rdzawobrzuchy
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,frankolin rdzawoboczny/płowy
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,frankolin płowy
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,frankolin akacjowy
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,bambusówka górska
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,bambusówka chińska/rdzawoplama
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,pstropiór tajwański
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Kur Banikwa
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,kur siwy
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,kur cejloński
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,kur zielony
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,górak rudogardły
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,górak płowogardły
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Olśniak Himalajski
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,olśniak białosterny
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,olśniak zielonosterny
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,tragopan rudolicy
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Tragopan Czerwony
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,tragopan żółtolicy
Tragopan temminckii,Crimson-Bellied Tragopan,temtra1,483733661,TRUE,tragopan modrolicy
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,tragopan plamisty
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,kuropatnik
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,kuroczub
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,bażant kasztanowaty
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,bażant birmański
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,bażant tajwański
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,bażant japoński
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,bażant królewski
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Bażant Złocisty
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,bażant diamentowy
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,bażant/bażant pstry
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,bażant pstry
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,uszak popielaty/uszak biały
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,uszak popielaty
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,uszak brunatny
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,uszak siwy
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,bażant himalajski
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,kiściec nepalski
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,kiściec srebrzysty
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,kiściec annamski
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,kiściec tajwański
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,kiściec czarny
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,kiściec żółtosterny
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,kiściec rdzawogrzbiety
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,kiściec ognisty
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,kiściec czerwonogrzbiety
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,kiściec syjamski
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,kiściec modrolicy
Perdix perdix,Grey Partridge,grypar,304858,FALSE,kuropatwa
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,kuropatwa wschodnia
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,kuropatwa tybetańska
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Indyk Zwyczajny
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,indyk pawi
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,cieciornik
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,jarząbek
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,jarząbek chiński
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,pardwa mszarna
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,pardwa górska
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,borowiak złotobrewy/żółtogardły
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,borowiak żółtogardły
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,borowiak syberyjski
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,borowiak kanadyjski
Falcipennis franklinii,Franklin's Grouse,,,FALSE,borowiak kanadyjski (franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,głuszec
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,głuszec czarnodzioby
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,cietrzew
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,cietrzew kaukaski
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,preriokur ostrosterny/wyżynny
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,preriokur wyżynny
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,preriokur bażanci
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,Preriokur Dwuczuby
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,preriokur mały
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,skrzydłoszpon rogaty
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,skrzydłoszpon czarnoszyi
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,skrzydłoszpon obrożny
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,bezpłetwiec
ANATIDAE,Ducks Geese Swans,,,FALSE,kaczka nieoznaczona
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,drzewica białolica
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Drzewica Czarnobrzucha
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,drzewica plamista
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,drzewica karaibska
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,drzewica dwubarwna
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,drzewica australijska
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,drzewica wędrowna
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,drzewica indyjska
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,pokraczka
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,pasożytka
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,sterniczka maskowa
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Sterniczka Jamajska
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,sterniczka peruwiańska
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,sterniczka argentyńska
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,sterniczka australijska
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,sterniczka afrykańska
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Sterniczka Zwyczajna
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Bisiorka
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Łopatonos
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,pstrokaczka
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,kapodziób
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,koskoroba
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,łabędź czarnoszyi
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Łabędź Czarny
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Łabędź Niemy
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Łabędź Trąbiący
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,łabędź krzykliwy
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,łabędź czarnodzioby
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brant,brant,65344051,TRUE,Bernikla Obrożna
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,bernikla białolica
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,bernikla rdzawoszyja
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,bernikla północna/kanadyjska
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,Bernikla Kanadyjska
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,bernikla hawajska
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,śnieżyca cesarska
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,śnieżyca duża
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,śnieżyca mała
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,gęś tybetańska
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Gęgawa
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,gęś łabędzionosa
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,gęś zbożowa
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,gęś krótkodzioba
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,gęś białoczelna
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,gęś grenlandzka (A. a. flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,gęś mała
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,lodówka
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,edredon okularowy
Somateria spectabilis,King Eider,kineid,59448,TRUE,turkan
Somateria mollissima,Common Eider,comeid,279182411,TRUE,edredon
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,birginiak
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,uhla pstrodzioba
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,uhla zwyczajna/garbonosa/azjatycka
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,uhla azjatycka
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,uhla zwyczajna/garbonosa/azjatycka
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,markaczka/markaczka amerykańska
Melanitta americana,American Scoter,blksco2,169277571,FALSE,markaczka amerykańska
Bucephala albeola,Bufflehead,buffle,138213,FALSE,gągołek
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Gągoł
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,Sierpiec
Mergellus albellus,Smew,smew,,TRUE,Bielaczek
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,Kapturnik
Mergus merganser,Common Merganser,commer,208071711,TRUE,Nurogęś
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,tracz chiński
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,Szlachar
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,tracz brazylijski
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,kamieniuszka
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,gesiówka grzywiasta
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,magelanka andyjska
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,magelanka zmienna
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,magelanka skalna
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,magelanka siwogłowa
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,magelanka rudogłowa
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,kazarka nadobna
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,gęsiówka egipska
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,ohar
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Kazarka Rdzawa
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,kazarka szarogłowa
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,Kazarka Obrożna
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,kazarka rajska
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,kazarka czubata
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,gęsiec
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,piżmówka
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,dziwonos czarnoboczny
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,dziwonos
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,kaczuszka afrykańska
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,kaczuszka azjatycka
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,Kaczuszka Australijska
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,cudokaczka
Aix sponsa,Wood Duck,wooduc,179353,TRUE,Karolinka
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,Mandarynka
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,Grzywienka Zwyczajna
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,krzywonos
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,zbrojówka
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,gwinejka
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,etiopka
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,marmurka
Asacornis scutulata,White-winged Wood Duck,,,FALSE,malajka
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,hełmiatka
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,hełmiatka różowodzioba
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,hełmiatka czerwonooka
Aythya ferina,Common Pochard,compoc,62513831,FALSE,głowienka
Aythya americana,Redhead,redhea,139672,FALSE,głowienka preriowa
Aythya valisineria,Canvasback,canvas,618280036,TRUE,Głowienka Długodzioba
Aythya australis,Hardhead,wheduc1,283721771,FALSE,podgorzałka australijska
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,podgorzałka madagaskarska
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,podgorzałka zielonogłowa
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,podgorzałka
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,ogorzałka nowozelandzka
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,czerniczka
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,czernica
Aythya marila,Greater Scaup,gresca,137825,TRUE,ogorzałka
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,ogorzałka mała
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,różanka
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,nowogwinejka
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,torpedówka lotna
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,torpedówka białogłowa
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,torpedówka magellańska
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,torpedówka falklandzka
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,czubokaczka
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,lustrzynka
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,amazonetka
Spatula querquedula,Garganey,gargan,617507448,FALSE,cyranka
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,cyraneczka afrykańska
Spatula puna,Puna Teal,puntea1,613597026,FALSE,srebrzanka andyjska
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,srebrzanka modrodzioba
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,płaskonos jasnogłowy
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,płaskonos przylądkowy
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,Płaskonos Czarnolicy
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,Płaskonos Zwyczajny
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,cynamonka
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,cyranka modroskrzydła
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,bajkałówka
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,czuprynka
Mareca strepera,Gadwall,gadwal,310887101,FALSE,krakwa
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,świstun
Mareca americana,American Wigeon,amewig,147386421,TRUE,świstun amerykański
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,świstun chilijski
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,moręgówka
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,kaczka żółtodzioba
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,kaczka madagaskarska
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,Kaczka Pacyficzna
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,kaczka filipińska
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,kaczka chińska
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,kaczka pstrodzioba
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,krzyżówka białooka
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,Krzyżówka
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,brązówka
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,krzyżówka florydzka
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,cyraneczka szara
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,cyraneczka szara
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,Cyraneczka Australijska
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,cyraneczka kasztanowata
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,cyraneczka rdzawa
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,cyraneczka rdzawa
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,cyraneczka południowa
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,cyraneczka madagaskarska
Anas capensis,Cape Teal,captea1,609054550,FALSE,cyraneczka płowa
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,rożeniec białolicy
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,rożeniec czerwonodzioby
Anas acuta,Northern Pintail,norpin,386237831,TRUE,rożeniec
Anas eatoni,Southern Pintail,eatpin1,,FALSE,rożeniec krótkosterny
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,rożeniec żółtodzioby
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Cyraneczka Zwyczajna
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,cyraneczka karolińska (A. c. carolinensis)
Anas andium,Andean Teal,spetea3,58953,FALSE,cyraneczka andyjska
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,cyraneczka andyjska/żółtodzioba
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,Perkozek Zwyczajny
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,perkozek australijski
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,perkozek białosmugi
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,perkozek białoskrzydły
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,Perkoz Grubodzioby
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,perkoz białoczuby
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,perkoz krótkoskrzydły
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,perkoz sędziwy
Poliocephalus rufopectus,New Zealand Dabchick,nezgre1,286680201,TRUE,perkoz maoryski
