Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,hu
Amadina fasciata,Cut-throat Finch,cutthr1,280117,FALSE,szalagpinty
Ortygospiza atricollis,African Quailfinch,quailf1,31365931,FALSE,
Amandava amandava,Red Avadavat,redava,318842151,TRUE,tigrispinty
Amandava formosa,Green Avadavat,grnava1,613337306,FALSE,olajzöld asztrild
Amandava subflava,Zebra Waxbill,zebwax2,203981191,FALSE,aranymellű asztrild
Paludipasser locustella,Locust Finch,locust3,614489487,FALSE,vörösszárnyú fürjasztrild
VIDUIDAE,Whydahs and Indigobirds,,,FALSE,
Vidua macroura,Pin-tailed Whydah,pitwhy,594243381,FALSE,dominikánus vida
Vidua paradisaea,Long-tailed Paradise-whydah,eapwhy1,552937331,FALSE,
Vidua obtusa,Broad-tailed Paradise-whydah,btpwhy1,310732,FALSE,
Vidua orientalis,Sahel Paradise-whydah,nopwhy1,138404711,FALSE,
Vidua interjecta,Exclamatory Paradise-whydah,ltpwhy1,,FALSE,
Vidua hypocherina,Steel-blue Whydah,stbwhy1,449010461,FALSE,acélkék vidapinty
Vidua regia,Shaft-tailed Whydah,shtwhy1,277952,FALSE,királyvida
Vidua fischeri,Straw-tailed Whydah,sttwhy1,55985,FALSE,sárgahasú vida
Vidua togoensis,Togo Paradise-whydah,topwhy1,,FALSE,hosszúfarkú paradicsomvida
Vidua wilsoni,Wilson's Indigobird,pawind1,21640131,FALSE,bíboratlaszvida
Vidua larvaticola,Barka Indigobird,bakind1,21640251,FALSE,Baka-atlaszvida
Vidua maryae,Jos Plateau Indigobird,jopind1,,FALSE,
Vidua camerunensis,Cameroon Indigobird,camind1,310730,FALSE,
Vidua nigeriae,Quailfinch Indigobird,quaind1,,FALSE,
Vidua raricola,Jambandu Indigobird,jamind1,527018621,FALSE,zöldes atlaszvida
Vidua codringtoni,Green Indigobird,greind1,631845940,FALSE,
Vidua funerea,Dusky Indigobird,varind1,49661,FALSE,
Vidua chalybeata,Village Indigobird,vilind,204005381,FALSE,
Vidua purpurascens,Purple Indigobird,purind1,275453,FALSE,fehérlábú atlaszvida
Anomalospiza imbebris,Cuckoo-finch,,,FALSE,
Anthus spinoletta,Water Pipit,watpip1,502082531,FALSE,Havasi pityer
Anthus petrosus,Rock Pipit,rocpip1,181646,FALSE,parti pityer
A. p. littoralis,Scandinavian Rock Pipit,,,FALSE,
Anthus furcatus,Short-billed Pipit,shbpip1,109447351,FALSE,
Anthus lutescens,Yellowish Pipit,yelpip2,190899431,FALSE,
Anthus peruvianus,Peruvian Pipit,yelpip3,353815251,FALSE,
Anthus chacoensis,Pampas Pipit,chapip1,203960021,FALSE,Chaco-pityer
Anthus spragueii,Sprague's Pipit,sprpip,32362921,TRUE,préri pityer
Anthus hellmayri,Hellmayr's Pipit,helpip1,203695491,FALSE,Hellmayr-pityer
Anthus bogotensis,Paramo Pipit,parpip1,272310861,FALSE,kolumbiai pityer
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,19991,FALSE,sárgamellű piyter
Anthus correndera,Correndera Pipit,corpip1,613422263,TRUE,Correndera pityer
Anthus antarcticus,South Georgia Pipit,sogpip1,204018291,FALSE,déli-georgiai pityer
Anthus sylvanus,Upland Pipit,uplpip1,647684721,FALSE,gyékény pityer
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,203951971,FALSE,nilgiri pityer
Anthus hoeschi,Mountain Pipit,moupip1,630295665,FALSE,afrikai sarkantyúspityer
Anthus crenatus,Yellow-tufted Pipit,yetpip1,203939781,FALSE,szirti pityer
Anthus lineiventris,Striped Pipit,strpip1,79984,FALSE,csíkos pityer
Anthus richardi,Richard's Pipit,ricpip1,648538647,FALSE,Sarkantyús pityer
Anthus rufulus,Paddyfield Pipit,oripip1,148799311,FALSE,Indiai pityer
Anthus novaeseelandiae,Australasian Pipit,auspip3,383233701,TRUE,
Anthus nyassae,Woodland Pipit,woopip1,618496154,FALSE,
Anthus godlewskii,Blyth's Pipit,blypip1,620664188,FALSE,mongol pityer
Anthus leucophrys,Plain-backed Pipit,plbpip1,1388,FALSE,
Anthus berthelotii,Berthelot's Pipit,berpip1,203887161,FALSE,Kanári-szigeteki pityer
Anthus campestris,Tawny Pipit,tawpip1,258861351,FALSE,Parlagi pityer
Anthus cinnamomeus,African Pipit,afrpip1,278586,FALSE,
A. c. latistriatus,Jackson's Pipit,,,FALSE,
Anthus vaalensis,Buffy Pipit,bufpip1,402598001,FALSE,
Anthus similis,Long-billed Pipit,lobpip1,449411741,FALSE,Hosszúcsőrű pityer
Anthus melindae,Malindi Pipit,malpip1,626021474,FALSE,malindi pityer
Anthus pallidiventris,Long-legged Pipit,lolpip1,626037561,FALSE,gólyalábú pityer
Anthus gutturalis,Alpine Pipit,alppip1,100481,FALSE,pápua pityer
Madanga ruficollis,Madanga,rtweye1,,FALSE,narancstorkú pápaszemesmadár
Macronyx flavicollis,Abyssinian Longclaw,abylon1,31365651,FALSE,aranynyakú sarkantyúspityer
Macronyx fuellebornii,Fülleborn's Longclaw,fuelon2,614490101,FALSE,Füllerborn-sarkantyúspityer
Macronyx capensis,Cape Longclaw,ortlon1,608794433,FALSE,nagy sarkantyúspityer
Macronyx croceus,Yellow-throated Longclaw,yetlon1,1327,FALSE,sáfránysárga sarkantyúspityer
Macronyx aurantiigula,Pangani Longclaw,panlon1,249023051,FALSE,pagani sarkantyúspityer
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,440297081,FALSE,rubintorkú sarkantyúspityer
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,586942561,FALSE,Grimwood-sarkantyúspityer
Macronyx sharpei,Sharpe's Longclaw,shalon1,625871643,FALSE,citrompityer
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,276041,FALSE,aranymellű pityer
Tmetothylacus tenellus,Golden Pipit,golpip1,625989557,FALSE,aranypityer
Motacilla flaviventris,Madagascar Wagtail,madwag1,504227021,FALSE,madagaszkári billegető
Motacilla clara,Mountain Wagtail,mouwag1,33652901,FALSE,hosszúfarkú billegető
Motacilla capensis,Cape Wagtail,capwag1,109764471,FALSE,fokföldi billegető
Motacilla flava,Western Yellow Wagtail,eaywag1,27831181,TRUE,Sárga billegető/Keleti sárgabillegető
M. f. thunbergi,Grey-headed Wagtail,,,FALSE,
M. f. flavissima,British Yellow Wagtail,,,FALSE,
M. f. flava,Blue-headed Wagtail,,,FALSE,
M. f. beema,Sykes's Wagtail,,,FALSE,
M. f. lutea,Yellow-headed Wagtail,,,FALSE,
M. f. feldegg,Black-headed Wagtail,,,FALSE,
M. f. leucocephala,White-headed Wagtail,,,FALSE,
M. f. iberiae,Iberian Yellow Wagtail,,,FALSE,
M. f. cinereocapilla,Ashy-headed Wagtail,,,FALSE,
M. f. pygmaea,Egyptian Yellow Wagtail,,,FALSE,
Motacilla aguimp,African Pied Wagtail,afpwag1,8640,FALSE,özvegybillegető
Motacilla cinerea,Grey Wagtail,grywag,286685431,TRUE,hegyi billegető
Motacilla citreola,Citrine Wagtail,citwag,433588361,FALSE,citrombillegető
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,611658842,FALSE,Sárga billegető/Keleti sárgabillegető
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,384942711,FALSE,kormos billegető
Motacilla samveasnae,Mekong Wagtail,mekwag1,203914831,FALSE,
Motacilla grandis,Japanese Wagtail,japwag1,203968901,FALSE,palaszínű billegető
Motacilla alba,White Wagtail,whiwag,477895331,TRUE,barázdabillegető
M. a. yarrellii,British Pied Wagtail,,,FALSE,
M. a. subpersonata,Moroccan Wagtail,,,FALSE,
M. a. personata,Masked Wagtail,,,FALSE,
Amaurocichla bocagii,Sao Tome Short-tail,boclon2,640379612,FALSE,
PASSERIDAE,Old World Sparrows,,,FALSE,
Passer ammodendri,Saxaul Sparrow,saxspa1,203961501,FALSE,szakszaul veréb
Passer domesticus,House Sparrow,houspa,231711901,TRUE,Házi veréb
Passer italiae,Italian Sparrow,itaspa1,618503965,TRUE,Olasz veréb
Passer hispanoliensis,Spanish Sparrow,spaspa1,351070861,FALSE,
Passer pyrrhonotus,Sind Sparrow,sinspa1,204023831,FALSE,Szind veréb
Passer castanopterus,Somali Sparrow,somspa1,446238051,FALSE,szomáli veréb
Passer cinnamomeus,Russet Sparrow,russpa2,175304931,FALSE,Rozsdabarna veréb
Passer flaveolus,Pegu Sparrow,plbspa1,446570291,FALSE,
Passer moabiticus,Dead Sea Sparrow,desspa1,203892171,FALSE,Tamariszkuszveréb
P. m. yatii,Afghan Sparrow,,,FALSE,
Passer iagoensis,Cape Verde Sparrow,cavspa1,203884451,FALSE,Zöld-foki veréb
Passer motitensis,Great Sparrow,grrspa1,277623,FALSE,
Passer insularis,Socotra Sparrow,socspa1,638434791,FALSE,
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,,FALSE,
Passer cordofanicus,Kordofan Sparrow,korspa1,,FALSE,
Passer shelleyi,White Nile Sparrow,shrspa1,313487851,FALSE,
Passer rufocinctus,Kenya Sparrow,kerspa2,619517446,FALSE,
Passer melanurus,Cape Sparrow,capspa1,607871501,FALSE,fokföldi veréb
Passer swainsonii,Swainson's Sparrow,swaspa2,33652491,FALSE,Swainson-veréb
Passer gongonensis,Parrot-billed Sparrow,pabspa1,616536893,FALSE,
Passer suahelicus,Swahili Sparrow,swaspa1,280138,FALSE,
Passer griseus,Northern Grey-headed Sparrow,gyhspa1,636088374,FALSE,
Passer diffusus,Southern Grey-headed Sparrow,sghspa2,609054905,FALSE,
Passer simplex,Desert Sparrow,desspa3,203915571,FALSE,Sivatagi veréb
Passer zarudnyi,Zarudny's Sparrow,desspa4,637522160,FALSE,
Passer montanus,Eurasian Tree Sparrow,eutspa,70906781,TRUE,Mezei veréb
Passer luteus,Sudan Golden Sparrow,sugspa1,146762041,FALSE,Barnahátú aranyveréb
Passer euchlorus,Arabian Golden Sparrow,argspa2,631663820,FALSE,sárga aranyveréb
Passer eminibey,Chestnut Sparrow,chespa1,31284851,FALSE,
Carpospiza brachydactyla,Pale Sparrow,palroc1,554898981,FALSE,halvány köviveréb
Petronia petronia,Rock Sparrow,rocpet1,459102331,FALSE,köviveréb
Gymnoris superciliaris,Yellow-throated Bush-sparrow,yetpet1,645387501,FALSE,
Gymnoris dentata,Sahel Bush-sparrow,buspet1,286983361,FALSE,Száheli köviveréb
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,yespet1,329023991,FALSE,
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,chspet1,203921401,FALSE,barnavállú köviveréb
Montifringilla henrici,Tibetan Snowfinch,tibsno2,413857311,FALSE,
Montifringilla nivalis,White-winged Snowfinch,whwsno1,632864183,FALSE,Havasipinty
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,622873354,FALSE,himalájai havasipinty
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,204009501,FALSE,Fehérhasú havasipinty
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,618714082,FALSE,vörösnyakú havasipinty
Pyrgilauda davidiana,Small Snowfinch,pedsno1,204009381,FALSE,
Pyrgilauda blanfordi,Plain-backed Snowfinch,blasno1,204011441,FALSE,tibeti havasipinty
Pyrgilauda theresae,Afgan Snowfinch,afgsno1,310000,FALSE,afgán havasipinty
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,316,FALSE,
MOTACILLIDAE,Wagtails Pipits,,,FALSE,
Dendronanthus indicus,Forest Wagtail,forwag1,590592451,FALSE,erdei billegető
Anthus sokokensis,Sokoke Pipit,sokpip1,650333837,FALSE,Sokoke-pityer
Anthus brachyurus,Short-tailed Pipit,shtpip1,611666079,FALSE,rövidfarkú pityer
Anthus caffer,Bush Pipit,buspip1,612781002,FALSE,kafferpityer
Anthus gustavi,Pechora Pipit,pecpip,610852181,FALSE,tundrapityer
A. g. gustavi,Pechora Pipit,pecpip,610852181,FALSE,
Anthus trivialis,Tree Pipit,trepip,327530591,TRUE,Erdei pityer
Anthus hodgsoni,Olive-backed Pipit,olbpip,204011521,FALSE,olívhátú pityer
Anthus cervinus,Red-throated Pipit,retpip,105855,FALSE,Rozsdástorkú pityer
Anthus roseatus,Rosy Pipit,rospip1,460684571,FALSE,rózsás pityer
Anthus rubescens,Buff-bellied Pipit,amepip,126269331,FALSE,Vörhenyes pityer
A. r. japonicus,Buff-bellied Pipit,,,FALSE,
A. r. rubescens,American Pipit,amepip,126269331,FALSE,
Anthus pratensis,Meadow Pipit,meapip1,203693581,TRUE,Réti pityer
FRINGILLIDAE,Finches,,,FALSE,
Fringilla coelebs,Common Chaffinch,comcha,234883481,TRUE,Erdei pinty
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,77751771,FALSE,Kékpinty
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,423388991,FALSE,Halvány kékpinty
Fringilla montifringilla,Brambling,brambl,64398651,TRUE,fenyőpinty
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,203956421,FALSE,
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,387406551,FALSE,
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,46892851,FALSE,
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,291700,FALSE,
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,445067301,FALSE,
Euphonia jamaica,Jamaican Euphonia,jameup1,164921,FALSE,
Euphonia plumbea,Plumbeous Euphonia,plueup1,306728401,FALSE,
Euphonia affinis,Scrub Euphonia,screup1,220498781,FALSE,
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,16264,FALSE,
Euphonia chlorotica,Purple-throated Euphonia,puteup1,517809671,FALSE,sárgahasú kántokmadár
Euphonia trinitatis,Trinidad Euphonia,trieup1,203934311,FALSE,
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,90318751,FALSE,
Euphonia saturata,Orange-crowned Euphonia,orceup1,80974,FALSE,
Euphonia finschi,Finsch's Euphonia,fineup1,72392,FALSE,
Euphonia violacea,Violaceous Euphonia,vioeup1,113053,FALSE,kántokmadár
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,625324343,FALSE,
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,168206141,FALSE,
Euphonia chalybea,Green-chinned Euphonia,gnteup1,203915101,FALSE,
Euphonia elegantissima,Elegant Euphonia,eleeup1,141451911,FALSE,
Euphonia cyanocephala,Golden-rumped Euphonia,goreup1,609321164,FALSE,aranyhátú eufónia
Euphonia musica,Hispaniolan Euphonia,anteup2,163166581,FALSE,
Euphonia sclateri,Puerto Rican Euphonia,anteup3,204013381,FALSE,
Euphonia flavifrons,Lesser Antillean Euphonia,anteup4,133470131,FALSE,
Euphonia fulvicrissa,Fulvous-vented Euphonia,fuveup1,203698471,FALSE,
Euphonia imitans,Spot-crowned Euphonia,spceup1,57428,FALSE,
Euphonia gouldi,Olive-backed Euphonia,olbeup1,182331531,FALSE,
Euphonia chrysopasta,White-lored Euphonia,gobeup1,101868,FALSE,
Euphonia mesochrysa,Bronze-green Euphonia,brgeup1,502224321,FALSE,
Euphonia minuta,White-vented Euphonia,whveup1,198292631,FALSE,
Euphonia anneae,Tawny-capped Euphonia,taceup1,633923967,FALSE,
Euphonia xanthogaster,Orange-bellied Euphonia,orbeup1,80993,FALSE,
Euphonia rufiventris,Rufous-bellied Euphonia,rubeup1,127533,FALSE,
Euphonia pectoralis,Chestnut-bellied Euphonia,chbeup1,29471451,FALSE,
Euphonia cayannensis,Golden-sided Euphonia,goseup1,70749,FALSE,
Mycerobas icterioides,Black-and-yellow Grosbeak,baygro1,640134053,FALSE,aranymeggyvágó
Mycerobas affinis,Collared Grosbeak,colgro1,163424921,FALSE,sárgacombú meggyvágó
Mycerobas melanozanthos,Spot-winged Grosbeak,spwgro1,146702211,FALSE,foltos meggyvágó
Mycerobas carnipes,White-winged Grosbeak,whwgro1,203936521,FALSE,borókavágó
Hesperiphona vespertina,Evening Grosbeak,evegro,120245,TRUE,Kései meggyvágó
Hesperiphona abeillei,Hooded Grosbeak,hoogro1,12954,FALSE,nyugati meggyvágó
Coccothraustes coccothraustes,Hawfinch,hawfin,214510531,TRUE,Meggyvágó
Eophona migratoria,Chinese Grosbeak,yebgro1,30315391,FALSE,vándormeggyvágó
Eophona personata,Japanese Grosbeak,japgro1,281596,FALSE,álarcos meggyvágó
Melamprosops phaeosoma,Poo-uli,poouli,112598511,FALSE,Pouli-gyapjasmadár
Paroreomyza maculata,Oahu Alauahio,oahala,26733,FALSE,
†Paroreomyza flammea,Kakawahie,kakawa,,FALSE,
Paroreomyza montana,Maui Alauahio,mauala,203926441,FALSE,maui gyapjasmadár
Oreomystis bairdi,Akikiki,akikik,528399611,FALSE,kaui gyapjasmadár
Telespiza cantans,Laysan Finch,layfin,71697,FALSE,
Telespiza ultima,Nihoa Finch,nihfin,88672461,FALSE,Nihoa-pinty
†Rhodacanthis palmeri,Greater Koa-finch,grkfin,,FALSE,
†Rhodacanthis flaviceps,Lesser Koa-finch,lekfin,,FALSE,
†Chloridops kona,Kona Grosbeak,kongro,,FALSE,
Loxioides bailleui,Palila,palila,5850,FALSE,kékhátú gyapjasmadár
Psittirostra psittacea,Ou,ou,6030,FALSE,Ou-gyapjasmadár
†Dysmorodreoanis munroi,Lanai Hookbill,lanhoo,,FALSE,
†Akialoa stejnegeri,Kauai Akialoa,greaki4,,FALSE,
†Akialoa ellisiana,Oahu Akialoa,greaki2,,FALSE,
†Akialoa lanaiensis,Lanai Akialoa,,,FALSE,
†Akialoa obscura,Hawaii Akialoa,,,FALSE,
Hemignathus hanapepe,Kauai Nukupuu,nukupu2,,FALSE,
†Hemignathus lucidus,Oahu Nukupuu,nukupu3,,FALSE,
Hemignathus affinis,Maui Nukupuu,nukupu1,,FALSE,
Hemignathus wilsoni,Akiapolaau,akiapo,559757411,FALSE,
Pseudonestor xanthophrys,Maui Parrotbill,maupar,6080,FALSE,kea gyapjasmadár
†Viridonia sagittirostris,Greater Amakihi,greama,,FALSE,
Magumma parva,Anianiau,aniani,611565774,FALSE,
Manucerthia mana,Hawaii Creeper,hawcre,5176,FALSE,Mana gyapjasmadár
Loxops caeruleirostris,Akekee,akekee,389531421,FALSE,
†Loxops wolstenholmei,Oahu Akepa,akepa2,,FALSE,
Loxops ochraceus,Maui Akepa,akepa3,,FALSE,
Loxops coccineus,Hawaii Akepa,akepa1,632795765,FALSE,
Chlorodrepanis stejnegeri,Kauai Amakihi,kauama,611565766,FALSE,
Chlorodrepanis flava,Oahu Amakihi,oahama,351123181,FALSE,sárga gyapjasmadár
Chlorodrepanis virens,Hawaii Amakihi,hawama,6063,FALSE,
†Drepanis funerea,Black Mamo,blkmam,,FALSE,
†Drepanis pacifica,Hawaii Mamo,hawmam1,,FALSE,
Drepanis coccinea,Iiwi,iiwi,6093,FALSE,Skarlátgyapjasmadár
Himatione sanguinea,Apapane,apapan,531188111,FALSE,
†Himatione fraithii,Laysan Honeycreeper,apapan2,,FALSE,
Palmeria dolei,Akohekohe,crehon,236863,FALSE,pirosnyakú gyapjasmadár
†Ciridops anna,Ula-Ai-Hawane,ulahaw,,FALSE,
Carpodacus erythrinus,Common Rosefinch,comros,619808641,FALSE,Karmazsinpirók
Carpodacus sipahi,Scarlet Finch,scafin1,211072131,FALSE,vérsüvöltő
†Carpodacus ferreorostris,Bonin Grosbeak,bongro1,,FALSE,
Carpodacus rhodochlamys,Red-mantled Rosefinch,remros1,597642501,FALSE,
C. r. grandis,Blyth's Rosefinch,blyros1,483103221,FALSE,
Carpodacus waltoni,Pink-rumped Rosefinch,pirros1,639018578,FALSE,
Carpodacus pulcherrimus,Beautiful Rosefinch,bearos1,203942251,FALSE,
Carpodacus edwardsii,Dark-rumped Rosefinch,darros1,647695057,FALSE,Edwards-pirók
Carpodacus rodochroa,Pink-browed Rosefinch,pibros2,173165941,FALSE,rózsáshasú pirók
Carpodacus verreauxi,Sharpe's Rosefinch,spwros3,630169150,FALSE,
Carpodacus rodopeplus,Spot-winged Rosefinch,spwros2,307942681,FALSE,
Carpodacus vinaceus,Vinaceous Rosefinch,vinros2,30556921,FALSE,
Carpodacus formosanus,Taiwan Rosefinch,vinros3,593851861,FALSE,
Carpodacus synoicus,Sinai Rosefinch,sinros1,207481501,FALSE,Sivatagi pirók
Carpodacus stoliczkae,Pale Rosefinch,palros3,356075711,FALSE,Sivatagi pirók
Carpodacus roborowskii,Tibetan Rosefinch,tibros1,204005471,FALSE,Roborowski-pirók
Carpodacus sillemi,Silem's Rosefinch,tahmof1,357761761,FALSE,
Carpodacus rubicilloides,Streaked Rosefinch,strros1,621598042,FALSE,hegyvidéki pirók
Carpodacus rubicilla,Great Rosefinch,greros1,637734226,FALSE,Kaukázusi pirók
Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,142905421,FALSE,Hosszúfarkú pirók
Carpodacus puniceus,Red-fronted Rosefinch,refros1,483108241,FALSE,sziklai pirók
Carpodacus subhimachalus,Crimson-browed Finch,crbfin3,441509101,FALSE,
Carpodacus roseus,Pallas's Rosefinch,palros2,165243261,FALSE,Rózsás pirók
Carpodacus trifasciatus,Three-banded Rosefinch,thbros1,30552381,FALSE,örvös pirók
Carpodacus thura,Himalayan White-browed Rosefinch,whbros1,155302391,FALSE,
Carpodacus dubius,Chinese White-browed Rosefinch,cwbros1,204011511,FALSE,
Pinicola enucleator,Pine Grosbeak,pingro,274949571,TRUE,Nagy pirók
Pyrrhula nipalensis,Brown Bullfinch,brobul1,13000,FALSE,pikkelyesfejű süvöltő
Pyrrhula waterstradti,Malay Bullfinch,,,FALSE,
Pyrrhula leucogenis,White-cheeked Bullfinch,whcbul1,203899241,FALSE,fehérszárnyú süvöltő
Pyrrhula aurantiaca,Orange Bullfinch,orabul1,173165901,FALSE,narancsszínű süvöltő
Pyrrhula erythrocephala,Red-headed Bullfinch,rehbul1,178301201,FALSE,vörösfejű süvöltő
Pyrrhula erythaca,Grey-headed Bullfinch,gyhbul2,568727551,FALSE,
Pyrrhula murina,Azores Bullfinch,eurbul1,203974821,FALSE,Azori süvöltő
Pyrrhula pyrrhula,Eurasian Bullfinch,eurbul,310479711,TRUE,Süvöltő
P. p. cineracea,Grey Bullfinch,,,FALSE,
P. p. griseiventris,Grey-bellied Bullfinch,,,FALSE,
Rhodopechys alienus,African Crimson-winged Finch,,,FALSE,
Rhodopechys sanguineus,Eurasian Crimson-winged Finch,crwfin2,463236981,FALSE,Rózsásszárnyú pinty
Bucanetes githagineus,Trumpeter Finch,trufin2,554968551,TRUE,Trombítás sivatagipinty
Bucanetes mongolicus,Mongolian Finch,monfin2,632782272,FALSE,mongol sivatagipinty
Agraphospiza rubescens,Blanford's Rosefinch,blaros1,636638295,FALSE,Blanford-pirók
Callacanthis burtoni,Spectacled Finch,spefin1,175305361,FALSE,Burton-pinty
Pyrrhoplectes epauletta,Gold-naped Finch,gonfin1,609066265,FALSE,szerecsen pinty
Procarduelis nipalensis,Dark-breasted Rosefinch,dabros1,30554011,FALSE,vékonycsőrű pirók
Leucosticte nemoricola,Plain Mountain-finch,plmfin1,204009481,FALSE,erdei hópinty
Leucosticte brandti,Brandt's Mountain-finch,bhmfin1,615861127,FALSE,
Leucosticte arctoa,Asian Rosy-finch,asrfin1,646342455,FALSE,
Leucosticte tephrocotis,Grey-crowned Rosy-finch,gcrfin,224879861,FALSE,
Leucosticte atrata,Black Rosy-finch,bkrfin,253454781,TRUE,sziklás-hegységi hópinty
Leucosticte australis,Brown-capped Rosy-finch,bcrfin,253474381,FALSE,
Haemorhous mexicanus,House Finch,houfin,56843,TRUE,házi pirók
Haemorhous cassinii,Cassin's Finch,casfin,44966,TRUE,Cassin-pirók
Haemorhous purpureus,Purple Finch,purfin,229083971,TRUE,bíborpirok
Rhodospiza obsoleta,Desert Finch,desfin2,460188181,TRUE,feketecsőrű sivatagipinty
Rhynchostruthus socotranus,Socotra Grosbeak,gowgro3,627612680,FALSE,
Rhynchostruthus louisae,Somali Grosbeak,somgro1,634161425,FALSE,
Rhynchostruthus percivali,Arabian Grosbeak,gowgro2,535690641,FALSE,Arányszárnyú pinty
Chloris chloris,European Greenfinch,eurgre1,438522431,TRUE,Zöldike
Chloris sinica,Oriental Greenfinch,origre,281571,FALSE,
Chloris spinoides,Yellow-breasted Greenfinch,yebgre4,175305011,FALSE,
Chloris monguilloti,Vietnamese Greenfinch,viegre2,633778148,FALSE,vietnami zöldike
Chloris ambigua,Black-headed Greenfinch,bkhgre1,204007141,FALSE,jünnani zöldike
Linurgus olivaceus,Oriole Finch,orifin1,24294781,FALSE,rigópinty
Crithagra citrinelloides,Abyssinian Citril,afrcit1,312921031,FALSE,
Crithagra frontalis,Yellow-browed Citril,wescit1,1559,FALSE,
Crithagra hyposticta,East African Citril,soucit1,28072,FALSE,
Crithagra capistrata,Black-faced Canary,blfcan1,586896751,FALSE,kantáros csicsörke
Crithagra koliensis,Papyrus Canary,papcan1,591054101,FALSE,papirusz csicsörke
Crithagra scotops,Forest Canary,forcan1,203938511,FALSE,erdei csicsörke
Crithagra leucopygia,White-rumped Seedeater,whrsee,631085900,FALSE,fehérhátú csicsörke
Crithagra atrogularis,Black-throated Canary,bltcan1,627461005,FALSE,
Crithagra reichenowi,Reichenow's Seedeater,reisee2,13004,FALSE,
Crithagra xanthopygia,Yellow-rumped Seedeater,yerser1,31283581,FALSE,Sárgafarcsíkú csicsörke
Crithagra rothschildi,Arabian Serin,olrser1,203934381,FALSE,olajzöld csicsörke
Crithagra flavigula,Yellow-throated Seedeater,yetser1,31280651,FALSE,
Crithagra xantholaema,Salvadori's Seedeater,salser1,28073981,FALSE,Salvadori-csicsörke
Crithagra citrinipecta,Lemon-breasted Canary,,,FALSE,
Crithagra mozambica,Yellow-fronted Canary,yefcan,1235,FALSE,mozambiki csicsörke
Crithagra donaldsoni,Northern Grosbeak-canary,norgrc1,312684001,FALSE,
Crithagra buchanani,Southern Grosbeak-canary,sougrc1,649281242,FALSE,déli magtörő csicsörke
Crithagra flaviventris,Yellow Canary,yelcan1,176715391,FALSE,sárgahasú kanáricsíz
Crithagra dorsostriata,White-bellied Canary,whbcan1,312742211,FALSE,fehérhasú csicsörke
Crithagra sulphurata,Brimstone Canary,brican1,438886831,FALSE,Brimston-csicsörke
Crithagra albogularis,White-throated Canary,whtcan1,606616731,FALSE,fehértorkú kanáricsíz
Crithagra striatipectus,Stripe-breasted Canary,reisee3,37845,FALSE,
Crithagra reichardi,Reichard's Seedeater,reisee4,13013,FALSE,
Crithagra canicapilla,West African Seedeater,sthsee3,,FALSE,
Crithagra gularis,Streaky-headed Seedeater,sthsee2,203938581,FALSE,
Crithagra mennelli,Black-eared Seedeater,blesee1,80398,FALSE,feketevállú kanáricsíz
Crithagra tristriata,Brown-rumped Seedeater,brrsee1,609066792,FALSE,Rüppell-csicsörke
Crithagra ankoberensis,Ankober Seedeater,ankser2,327478921,FALSE,Ankober-csicsörke
Crithagra menachensis,Yemen Serin,yemser1,426551781,FALSE,
Crithagra striolata,Streaky Seedeater,strsee1,13017,FALSE,
Crithagra burtoni,Thich-billed Seedeater,thbsee1,1279,FALSE,
Crithagra melanochroa,Kipengere Seedeater,tansee1,137483,FALSE,
Crithagra rufobrunnea,Principe Seedeater,prisee1,96203,FALSE,Principe-szigeti csicsörke
Crithagra concolor,Sao Tome Grosbeak,satgro1,247228541,FALSE,vastagcsőrű pinty
Crithagra leucoptera,Protea Canary,procan1,177674111,FALSE,fehérszárnyú csicsörke
Crithagra totta,Cape Siskin,capsis2,212083001,FALSE,
Crithagra symonsi,Drakensberg Siskin,drasis2,275710,FALSE,sárkány-hegységi csicsörke
