Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,it
Semnornis frantzii,Prong-billed Barbet,prbbar1,598962201,FALSE,Barbetto beccodentato
Semnornis ramphastinus,Toucan-barbet,toubar1,203941891,FALSE,Barbetto tucano
MEGALAIMIDAE,Asian Barbets,,,FALSE,
Calorhamphus hayii,Malay Brown Barbet,,,FALSE,
Calorhamphus fuliginosus,Bornean Brown Barbet,,,FALSE,
Psilopogon haemacephalus,Coppersmith Barbet,copbar1,117821721,TRUE,Barbetto ramatore
Psilopogon rubricapillus,Sri Lanka Barbet,crfbar3,203964461,FALSE,
Psilopogon malabaricus,Malabar Barbet,crfbar1,203951771,FALSE,Barbetto frontecremisi
Psilopogon cyanotis,Blue-eared Barbet,buebar1,113654,FALSE,
Psilopogon duvaucelii,Black-eared Barbet,buebar2,20718781,FALSE,
Psilopogon australis,Yellow-eared Barbet,litbar1,20251531,FALSE,
Psilopogon eximius,Bornean Barbet,borbar1,129412,FALSE,Barbetto del Borneo
Psilopogon lagrandieri,Red-vented Barbet,revbar1,203959851,FALSE,Barbetto culorosso
Psilopogon virens,Great Barbet,grebar1,204024791,FALSE,Barbetto maggiore
Psilopogon pyrolophus,Fire-tufted Barbet,fitbar1,99591741,FALSE,Barbetto ciuffoflammeo
Psilopogon mystacophanos,Red-throated Barbet,retbar1,203998281,FALSE,Barbetto golarossa
Psilopogon javensis,Black-banded Barbet,blbbar2,175925,FALSE,Barbetto bandanera
Psilopogon rafflesii,Red-crowned Barbet,recbar1,246348091,FALSE,Barbetto capirosso
Psilopogon armillaris,Flame-fronted Barbet,flfbar1,69777571,FALSE,Barbetto fronteflammea
Psilopogon henrichii,Yellow-crowned Barbet,yecbar1,33192,FALSE,
Psilopogon pulcherrimus,Golden-naped Barbet,gonbar1,203957021,FALSE,Barbetto nucadorata
Psilopogon faiostrictus,Green-eared Barbet,grebar3,204011181,FALSE,Barbetto guanceverdi
Psilopogon lineatus,Lineated Barbet,linbar1,111581,FALSE,Barbetto lineato
Psilopogon zeylanicus,Brown-headed Barbet,brhbar1,203951871,FALSE,
Psilopogon viridis,White-cheeked Barbet,whcbar1,121134701,FALSE,Barbetto guancebianche
Psilopogon flavifrons,Yellow-fronted Barbet,yefbar1,293572971,FALSE,Barbetto frontegialla
Psilopogon franklinii,Golden-throated Barbet,gotbar2,315311971,FALSE,
Psilopogon auricularis,Necklaced Barbet,gotbar3,550989371,FALSE,
Psilopogon corvinus,Brown-throated Barbet,brtbar1,33539,FALSE,Barbetto golabruna
Psilopogon chrysopogon,Gold-whiskered Barbet,gowbar2,203998201,FALSE,Barbetto baffidorati
Psilopogon monticola,Mountain Barbet,moubar1,203940201,FALSE,Barbetto montano
Psilopogon nuchalis,Taiwan Barbet,taibar2,154254461,FALSE,Barbetto di Taiwan
Psilopogon faber,Chinese Barbet,chibar1,224676491,FALSE,Barbetto della Cina
Psilopogon incognitus,Moustached Barbet,moubar2,613412876,FALSE,Barbetto dai mustacchi
Psilopogon asiaticus,Blue-throated Barbet,bltbar2,203966521,FALSE,
Psilopogon chersonesus,Turquoise-throated Barbet,tutbar1,610908211,FALSE,
Psilopogon annamensis,Annam Barbet,indbar1,203917251,FALSE,Barbetto del Vietnam
Psilopogon oorti,Black-browed Barbet,blbbar5,323930731,FALSE,
INDICATORIDAE,Honeyguides,,,FALSE,
Prodotiscus insignis,Cassin's Honeybird,cashon1,,FALSE,Indicatore di Cassin
Prodotiscus zambesiae,Green-backed Honeybird,grbhon2,615614024,FALSE,Indicatore dorsoverde
Prodotiscus regulus,Brown-backed Honeybird,wahhon1,176710061,FALSE,Indicatore di Wahlberg
Melignomon zenkeri,Zenker's Honeyguide,zenhon1,579591521,FALSE,Indicatore di Zenker
Melignomon eisentrauti,Yellow-footed Honeyguide,yefhon2,203965161,FALSE,Indicatore piedigialli
Indicator pumilio,Dwarf Honeyguide,dwahon1,203970611,FALSE,Indicatore nano
Indicator willcocksi,Willcocks's Honeyguide,wilhon2,203961471,FALSE,Indicatore di Willcocks
Indicator meliphilus,Pallid Honeyguide,palhon1,43586,FALSE,Indicatore pallido
Indicator exilis,Least Honeyguide,leahon2,303079661,FALSE,
Indicator minor,Lesser Honeyguide,y00400,56111,FALSE,Indicatore minore
I. m. conirostris,Thick-billed Honeyguide,,,FALSE,
Indicator maculatus,Spotted Honeyguide,spohon2,101115,FALSE,Indicatore macchiato
Indicator variegatus,Scaly-throated Honeyguide,scthon1,72177,FALSE,Indicatore golasquamata
Indicator xanthonotus,Yellow-rumped Honeyguide,yerhon1,623313317,FALSE,Indicatore groppagialla
Indicator archipelagicus,Sunda Honeyguide,malhon1,6749,FALSE,Indicatore di Malesia
Indicator indicator,Greater Honeyguide,grehon2,55972,FALSE,Indicatore maggiore
Melichneutes robustus,Lyre-tailed Honeyguide,lython1,170968,FALSE,Indicatore codalira
PICIDAE,Woodpeckers,,,FALSE,
LYBIIDAE,African Barbets,,,FALSE,
Jynx torquilla,Eurasian Wryneck,eurwry,203489741,TRUE,Torcicollo
Jynx ruficollis,Rufous-necked Wryneck,runwry1,23101,FALSE,Torcicollo collorossiccio
Verreauxia africana,African Piculet,afrpic1,203911781,FALSE,Picchiolo africano
Sasia abnormis,Rufous Piculet,rufpic1,609062212,FALSE,Picchiolo rossiccio
Sasia ochracea,White-browed Piculet,whbpic3,635388492,FALSE,Picchiolo dai sopraccigli
Picumnus innominatus,Speckled Piculet,spepic1,444385271,FALSE,Picchiolo marezzato
Picumnus aurifrons,Bar-breasted Piculet,babpic1,203699811,FALSE,Picchiolo pettobarrato
Picumnus pumilus,Orinoco Piculet,oripic1,31747421,FALSE,
Picumnus lafresnayi,Lafresnaye's Piculet,lafpic1,246083,FALSE,Picchiolo di Lafresnay
Picumnus exilis,Golden-spangled Piculet,gospic1,609101865,FALSE,
Picumnus nigropunctatus,Black-spotted Piculet,,,FALSE,Picchiolo macchiedorate
Picumnus sclateri,Ecuadorian Piculet,ecupic1,245643,FALSE,Picchiolo dell'Ecuador
Picumnus squamulatus,Scaled Piculet,scapic1,370468901,FALSE,
Picumnus spilogaster,White-bellied Piculet,whbpic2,388730281,FALSE,Picchiolo panciabianca
Picumnus minutissimus,Arrowhead Piculet,arrpic1,306297641,FALSE,
Picumnus pygmaeus,Spotted Piculet,spopic1,520050751,FALSE,Picchiolo macchiato
Picumnus steindachneri,Speckle-chested Piculet,spcpic1,108006371,FALSE,Picchiolo pettomarezzato
Picumnus varzeae,Varzea Piculet,varpic1,608502678,FALSE,Picchiolo della varzea
Picumnus cirratus,White-barred Piculet,whbpic1,297304631,FALSE,
Picumnus dorbignianus,Ocellated Piculet,ocepic2,110599,FALSE,
Picumnus temminckii,Ochre-collared Piculet,occpic1,368461021,FALSE,Picchiolo dal collare
Picumnus albosquamatus,White-wedged Piculet,whwpic1,610450226,FALSE,Picchiolo squamebianche
Picumnus fuscus,Rusty-necked Piculet,runpic1,397513171,FALSE,Picchiolo colloruggine
Picumnus rufiventris,Rufous-breasted Piculet,rubpic1,31738441,FALSE,Picchiolo pettorossiccio
Picumnus fulvescens,Tawny Piculet,,,FALSE,
Picumnus limae,Ochraceous Piculet,ochpic1,511169401,FALSE,Picchiolo ocraceo
Picumnus nebulosus,Mottled Piculet,motpic1,552812371,FALSE,Picchiolo maculato
Picumnus castelnau,Plain-breasted Piculet,plbpic1,525730181,FALSE,
Picumnus subtilis,Fine-barred Piculet,fibpic1,31738471,FALSE,Picchiolo barrefini
Picumnus olivaceus,Olivaceous Piculet,olipic1,203958411,FALSE,
Picumnus granadensis,Greyish Piculet,grapic1,605123601,FALSE,Picchiolo grigiastro
Picumnus cinnamomeus,Chestnut Piculet,chepic1,395298231,FALSE,Picchiolo castano
Nesoctites micromegas,Antillean Piculet,antpic1,629398850,FALSE,Picchiolo delle Antille
Hemicircus sordidus,Grey-and-buff Woodpecker,,,FALSE,
Hemicircus concretus,Red-crested Woodpecker,gabwoo3,257397181,FALSE,Picchio grigiocamoscio
Hemicircus canente,Heart-spotted Woodpecker,heswoo1,265853021,FALSE,Picchio cordato
Campephilus pollens,Powerful Woodpecker,powwoo1,84098,FALSE,Picchio possente
Campephilus splendens,Splendid Woodpecker,,,FALSE,
Campephilus haematogaster,Crimson-bellied Woodpecker,crbwoo1,621766667,FALSE,
Campephilus rubricollis,Red-necked Woodpecker,renwoo1,110479,FALSE,Picchio collorosso
Campephilus robustus,Robust Woodpecker,robwoo1,326850801,FALSE,Picchio robusto
Campephilus guatemalensis,Pale-billed Woodpecker,pabwoo1,73423,FALSE,Picchio beccochiaro
Campephilus melanoleucos,Crimson-crested Woodpecker,crcwoo1,89178,FALSE,
Campephilus gayaquilensis,Guayaquil Woodpecker,guawoo2,203999611,FALSE,Picchio di Guayaquil
Campephilus leucopogon,Cream-backed Woodpecker,crbwoo2,171744,FALSE,Picchio dorsocrema
Campephilus magellanicus,Magellanic Woodpecker,magwoo1,164286,FALSE,Picchio di Magellano
Campephilus principalis,Ivory-billed Woodpecker,ivbwoo,6784,FALSE,Picchio beccoavorio
Campephilus imperialis,Imperial Woodpecker,impwoo1,,FALSE,Picchio imperiale
Blythipicus rubiginosus,Maroon Woodpecker,marwoo1,203998251,FALSE,Picchio marrone
Blythipicus pyrrhotis,Bay Woodpecker,baywoo1,546025041,FALSE,Picchio baio
Chrysocolaptes validus,Orange-backed Woodpecker,orbwoo1,626810215,FALSE,Picchio dorsoarancio
Chrysocolaptes guttacristatus,Greater Flameback,grefla1,203896551,FALSE,
Chrysocolaptes stricklandi,Greater Sri Lanka Flameback,crbfla1,263987011,FALSE,
Chrysocolaptes strictus,Javan Flameback,javfla1,69789421,FALSE,Picchio di Giava
Chrysocolaptes erythrocephalus,Red-headed Flameback,rehfla1,637294765,FALSE,
Chrysocolaptes haematribon,Luzon Flameback,luzfla1,203894431,FALSE,
Chrysocolaptes lucidus,Buff-spotted Flameback,busfla1,18648,FALSE,
Chrysocolaptes xanthocephalus,Yellow-faced Flameback,yeffla1,632110159,FALSE,Picchio testagialla
Chrysocolaptes festivus,White-naped Woodpecker,whnwoo1,621028600,FALSE,Picchio nucabianca
Dinopium rafflesii,Olive-backed Woodpecker,olbwoo2,645709580,FALSE,Picchio dorsoliva
Dinopium shorii,Himalayan Flameback,himfla1,111600,FALSE,Dorso di fiamma dell'Himalaya
Dinopium javanense,Common Flameback,comfla1,652029821,FALSE,
Dinopium everetti,Spot-throated Flameback,sptfla1,634408400,FALSE,Dorso di fiamma di Everett
Dinopium benghalense,Black-rumped Flameback,bkrfla1,373785231,FALSE,
Dinopium psarodes,Lesser Sri Lanka Flameback,bkrfla2,223466,FALSE,
Gecinulus grantia,Pale-headed Woodpecker,pahwoo1,394068161,FALSE,
Gecinulus viridis,Bamboo Woodpecker,bamwoo1,610394874,FALSE,
Micropternus brachyurus,Rufous Woodpecker,rufwoo2,266469331,FALSE,Picchio rossiccio
Meiglyptes grammithorax,Buff-rumped Woodpecker,burwoo1,633211069,FALSE,Picchio groppacamoscio
Meiglyptes tristis,White-rumped Woodpecker,burwoo3,83138001,FALSE,
Meiglyptes jugularis,Black-and-buff Woodpecker,babwoo3,203918221,FALSE,Picchio nerocamoscio
Meiglyptes tukki,Buff-necked Woodpecker,bunwoo1,203930331,FALSE,Picchio collocamoscio
Chrysophlegma miniaceum,Banded Woodpecker,banwoo2,625643011,FALSE,Picchio fasciato
Chrysophlegma humii,Chequer-throated Yellownape,,,FALSE,
Chrysophlegma mentale,Javan Yellownape,chtwoo1,646878105,FALSE,Picchio golascacchi
Chrysophlegma flavinucha,Greater Yellownape,greyel1,223993981,FALSE,Nucagialla maggiore
Geocolaptes olivaceus,Ground Woodpecker,growoo1,176714231,FALSE,Picchio terragnolo
Campethera punctuligera,Fine-spotted Woodpecker,fiswoo1,628965893,FALSE,Picchio macchiefini
Campethera bennettii,Bennett's Woodpecker,benwoo1,203938391,FALSE,
Campethera scriptoricauda,Reichenow's Woodpecker,reiwoo1,649438450,FALSE,Picchio di Reichenow
Campethera nubica,Nubian Woodpecker,nubwoo1,203936571,FALSE,Picchio di Nubia
Campethera abingoni,Golden-tailed Woodpecker,gotwoo1,46482,FALSE,
Campethera mombassica,Mombasa Woodpecker,momwoo1,79379,FALSE,Picchio di Mombasa
Campethera notata,Knysna Woodpecker,knywoo1,177489461,FALSE,Picchio di Knysna
Campethera cailliautii,Green-backed Woodpecker,grbwoo2,147422771,FALSE,Picchio dorsoverde
Campethera maculosa,Little Green Woodpecker,grbwoo2,147422771,FALSE,
Campethera tullbergi,Tullberg's Woodpecker,tulwoo2,,FALSE,
Campethera taeniolaema,Fine-banded Woodpecker,tulwoo3,652128398,FALSE,
Campethera nivosa,Buff-spotted Woodpecker,buswoo1,203938011,FALSE,Picchio macchiecamoscio
Campethera caroli,Brown-eared Woodpecker,brewoo1,467655771,FALSE,Picchio guancebrune
Picus puniceus,Crimson-winged Woodpecker,crwwoo1,642972609,FALSE,Picchio alicremisi
Picus chlorolophus,Lesser Yellownape,lesyel1,290908021,FALSE,Nucagialla minore
Picus awokera,Japanese Woodpecker,japwoo1,490222421,FALSE,Picchio del Giappone
Picus rabieri,Red-collared Woodpecker,recwoo2,218939211,FALSE,Picchio collare rosso
Picus xanthopygaeus,Streak-throated Woodpecker,sttwoo1,356954691,FALSE,Picchio golastriata
Picus vittatus,Laced Woodpecker,lacwoo1,203950061,FALSE,
Picus viridanus,Streak-breasted Woodpecker,stbwoo3,328330481,FALSE,Picchio pettovergato
Picus canus,Grey-faced Woodpecker,gyfwoo1,38319731,FALSE,Picchio cenerino
Picus guerini,Black-naped Woodpecker,,,FALSE,
Picus dedemi,Sumatran Woodpecker,,,FALSE,
Picus erythropygius,Black-headed Woodpecker,blhwoo1,327445841,FALSE,Picchio testanera
Picus viridis,Eurasian Green Woodpecker,eugwoo2,278956541,TRUE,Picchio verde
Picus sharpei,Iberian Green Woodpecker,grnwoo3,162697961,FALSE,Picchio di Sharpe
Picus vaillantii,Maghreb Green Woodpecker,levwoo1,203992491,FALSE,Picchio di Levaillant
Picus squamatus,Scaly-bellied Woodpecker,scbwoo1,172799041,FALSE,Picchio panciasquamata
Piculus simplex,Rufous-winged Woodpecker,ruwwoo1,512660991,FALSE,
Piculus callopterus,Stripe-cheeked Woodpecker,stcwoo1,610887491,FALSE,Picchio guancestriate
Piculus leucolaemus,White-throated Woodpecker,whtwoo2,536647571,FALSE,
Piculus litae,Lita Woodpecker,litwoo1,622004807,FALSE,Picchio di Lita
Piculus flavigula,Yellow-throated Woodpecker,yetwoo1,365305461,FALSE,Picchio golagialla
Piculus chrysochloros,Golden-green Woodpecker,gogwoo1,626302227,FALSE,Picchio verdeoro
Piculus aurulentus,Yellow-browed Woodpecker,whbwoo7,203934961,FALSE,Picchio dai sopraccigli
Colaptes fernandinae,Fernandina's Flicker,ferfli1,133239,FALSE,Picchio di Fernandina
†Colaptes oceanicus,Bermuda Flicker,berfli1,,FALSE,
Colaptes cafer,Red-shafted Flicker,,,FALSE,
Colaptes mexicanoides,Guatemalan Flicker,norfli1,110805131,FALSE,
Colaptes auratus,Northern Flicker,norfli,84808,TRUE,
Colaptes chrysoides,Gilded Flicker,gilfli,417072341,FALSE,Picchio dorato
Colaptes melanochloros,Green-barred Woodpecker,grbwoo3,201634,FALSE,Picchio barreverdi
Colaptes melanolaimus,Golden-breasted Woodpecker,,,FALSE,
Colaptes rivolii,Crimson-mantled Woodpecker,crmwoo2,21855,FALSE,Picchio mantocremisi
Colaptes atriceps,Black-crowned Woodpecker,,,FALSE,
Colaptes cinereicapillus,Northern Andean Flicker,,,FALSE,
Colaptes rupicola,Southern Andean Flicker,andfli1,189494,FALSE,Picchio delle Ande
Colaptes pitius,Chilean Flicker,chifli1,609800556,FALSE,Picchio del Cile
Colaptes campestris,Campo Flicker,camfli1,134952581,FALSE,Picchio del campo
Colaptes campestroides,Pampas Flicker,,,FALSE,
Colaptes punctigula,Spot-breasted Woodpecker,spbwoo1,65090,FALSE,Picchio pettomacchiato
Colaptes auricularis,Grey-crowned Woodpecker,grcwoo1,633099541,FALSE,Picchio coronato
Colaptes aeruginosus,Bronze-winged Woodpecker,,,FALSE,
Colaptes rubiginosus,Golden-olive Woodpecker,goowoo1,388976131,FALSE,Picchio olivaoro
Colaptes atricollis,Black-necked Woodpecker,blnwoo1,203940141,FALSE,Picchio collonero
Celeus loricatus,Cinnamon Woodpecker,cinwoo1,203898661,FALSE,Picchio cannella
Celeus torquatus,Ringed Woodpecker,rinwoo1,113368,FALSE,Picchio collare nero
Celeus occidentalis,Amazonian Black-breasted Woodpecker,,,FALSE,
Celeus tinnunculus,Atlantic Black-breasted Woodpecker,,,FALSE,
Celeus flavus,Cream-colored Woodpecker,crcwoo2,371687891,FALSE,Picchio crema
Celeus spectabilis,Rufous-headed Woodpecker,ruhwoo1,294678291,FALSE,
Celeus obrieni,Kaempfer's Woodpecker,caawoo1,203926161,FALSE,Picchio di Kaempfer
Celeus castaneus,Chestnut-colored Woodpecker,chcwoo1,605368291,FALSE,Picchio castano
Celeus grammicus,Scaly-breasted Woodpecker,,,FALSE,
Celeus undatus,Waved Woodpecker,wavwoo5,204012991,FALSE,Picchio vermicolato
Celeus ochraceus,Ochre-backed Woodpecker,blcwoo5,327489001,FALSE,
Celeus flavescens,Blond-crested Woodpecker,blcwoo4,128080,FALSE,
Celeus elegans,Chestnut Woodpecker,chewoo2,414260911,FALSE,
Celeus lugubris,Pale-crested Woodpecker,pacwoo1,625591458,FALSE,Picchio crestapallida
Hylatomus galeatus,Helmeted Woodpecker,helwoo1,401926811,FALSE,Picchio crestato
Hylatomus pileatus,Pileated Woodpecker,pilwoo,88310041,TRUE,Picchio pileato
Hylatomus lineatus,Lineated Woodpecker,linwoo1,69427,TRUE,
Hylatomus fuscipennis,Dusky-winged Woodpecker,,,FALSE,
Hylatomus schulzi,Black-bodied Woodpecker,blbwoo3,203960201,FALSE,Picchio nerastro
Mulleripicus fulvus,Ashy Woodpecker,ashwoo1,204014581,FALSE,Picchio cinereo
Mulleripicus funebris,Northern Sooty Woodpecker,soowoo1,217269,FALSE,
Mulleripicus fuliginosus,Southern Sooty Woodpecker,sousow1,18626,FALSE,Picchio fuligginoso meridionale
Mulleripicus pulverulentus,Great Slaty Woodpecker,grswoo1,611498382,FALSE,Picchio ardesia
Dryocopus javensis,White-bellied Woodpecker,whbwoo2,267694061,FALSE,
Dryocopus hodgei,Andaman Woodpecker,andwoo1,203955291,FALSE,Picchio delle Andamane
Dryocopus martius,Black Woodpecker,blawoo1,203948611,TRUE,Picchio nero
Sphyrapicus thyroideus,Williamson's Sapsucker,wilsap,228889,FALSE,Picchio di Williamson
Sphyrapicus varius,Yellow-bellied Sapsucker,yebsap,324409061,TRUE,
Sphyrapicus nuchalis,Red-naped Sapsucker,rensap,247661031,FALSE,Picchio nucarossa
Sphyrapicus ruber,Red-breasted Sapsucker,rebsap,165454211,FALSE,Picchio pettorosso
Xiphidiopicus percussus,Cuban Green Woodpecker,cugwoo1,203885281,FALSE,Picchio di Cuba
Melanerpes candidus,White Woodpecker,whiwoo1,217180,FALSE,Picchio bianco
Melanerpes lewis,Lewis's Woodpecker,lewwoo,50140,FALSE,Picchio di Lewis
Melanerpes herminieri,Guadeloupe Woodpecker,guawoo1,204027581,FALSE,Picchio di Guadalupa
Melanerpes portoricensis,Puerto Rican Woodpecker,purwoo1,204011841,FALSE,Picchio di Portorico
Melanerpes erythrocephalus,Red-headed Woodpecker,rehwoo,168305,TRUE,Picchio testarossa
Melanerpes formicivorus,Acorn Woodpecker,acowoo,188273,TRUE,Picchio delle ghiande
Melanerpes cruentatus,Yellow-tufted Woodpecker,yetwoo2,13305,FALSE,Picchio ciuffogiallo
Melanerpes flavifrons,Yellow-fronted Woodpecker,yefwoo1,611234671,FALSE,Picchio frontegialla
Melanerpes chrysauchen,Golden-naped Woodpecker,gonwoo1,610758323,FALSE,
Melanerpes pulcher,Beautiful Woodpecker,beawoo2,69604491,FALSE,Picchio magnifico
Melanerpes pucherani,Black-cheeked Woodpecker,blcwoo1,625404380,FALSE,Picchio guancenere
Melanerpes cactorum,White-fronted Woodpecker,whfwoo1,339372171,FALSE,Picchio frontebianca
Melanerpes striatus,Hispaniolan Woodpecker,hiswoo1,204027551,FALSE,Picchio di Hispaniola
Melanerpes radiolatus,Jamaican Woodpecker,jamwoo1,203888911,FALSE,Picchio della Giamaica
Melanerpes hypopolius,Grey-breasted Woodpecker,grbwoo1,28127661,FALSE,
Melanerpes pygmaeus,Yucatan Woodpecker,yucwoo,103341,FALSE,Picchio dello Yucatan
Melanerpes rubricapillus,Red-crowned Woodpecker,recwoo1,387641331,FALSE,Picchio capirosso
Melanerpes hoffmannii,Hoffmann's Woodpecker,hofwoo1,204015421,FALSE,Picchio di Hoffmann
Melanerpes chrysogenys,Golden-cheeked Woodpecker,gocwoo1,612608099,FALSE,Picchio guancedorate
Melanerpes uropygialis,Gila Woodpecker,gilwoo,86173211,FALSE,Picchio di Gila
Melanerpes superciliaris,West Indian Woodpecker,weiwoo1,203885371,FALSE,Picchio delle Indie Occidentali
Melanerpes carolinus,Red-bellied Woodpecker,rebwoo,331513551,TRUE,Picchio panciarossa
Melanerpes aurifrons,Golden-fronted Woodpecker,gofwoo,203977471,FALSE,
Picoides tridactylus,Three-toed Woodpecker,ettwoo1,439906251,FALSE,Picchio tridattilo
P. t. dorsalis,American Three-toed Woodpecker,attwoo1,249619361,FALSE,
Picoides funebris,Dark-bodied Woodpecker,,,FALSE,
Picoides arcticus,Black-backed Woodpecker,bkbwoo,342986861,FALSE,Picchio dorsonero
Picoides temminckii,Sulawesi Pygmy Woodpecker,sulwoo2,203990481,FALSE,Picchio di Sulawesi
Picoides kizuki,Japanese Pygmy Woodpecker,pygwoo1,203956651,FALSE,Picchio pigmeo
Picoides maculatus,Philippine Pygmy Woodpecker,phiwoo1,622689635,FALSE,
Picoides ramsayi,Sulu Pygmy Woodpecker,phiwoo3,313731221,FALSE,Picchio delle Sulu
Picoides canicapillus,Grey-capped Woodpecker,,,FALSE,
Picoides nanus,Indian Pygmy Woodpecker,,,FALSE,Picchio capobruno
Picoides moluccensis,Sunda Pygmy Woodpecker,bncwoo2,609055310,FALSE,
Dendropicos elachus,Sahelian Woodpecker,ligwoo3,310079,FALSE,Picchio grigio minore
Dendropicos poecilolaemus,Speckle-breasted Woodpecker,spbwoo2,649659419,FALSE,Picchio pettomarezzato
Dendropicos abyssinicus,Abyssinian Woodpecker,abywoo1,650014973,FALSE,Picchio d'Abissinia
Dendropicos fuscescens,Cardinal Woodpecker,carwoo1,275623,FALSE,Picchio cardinale
Dendropicos lugubris,Melancholy Woodpecker,melwoo1,236926,FALSE,
Dendropicos gabonensis,Gabon Woodpecker,gabwoo1,170967,FALSE,
Dendropicos stierlingi,Stierling's Woodpecker,stiwoo1,310091,FALSE,Picchio di Stierling
Dendropicos namaquus,Bearded Woodpecker,beawoo1,622920673,FALSE,Picchio barbuto
Dendropicos xantholophus,Yellow-crested Woodpecker,,,FALSE,Picchio capodorato
Dendropicos pyrrhogaster,Fire-bellied Woodpecker,fibwoo1,203965101,FALSE,Picchio panciaflammea
