Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,no
Phlegopsis erythroptera,Reddish-winged Bare-eye,rwbeye1,203933891,FALSE,Rødvingemaurvokter
Oneillornis salvini,White-throated Antbird,whtant1,23814,FALSE,Gittermaurvokter
Oneillornis lunulatus,Lunulated Antbird,lunant2,203932081,FALSE,Loretomaurvokter
Gymnopithys bicolor,Bicolored Antbird,bicant2,203900481,FALSE,brunflankemaurvokter
Gymnopithys leucaspis,White-cheeked Antbird,whcant1,203992661,FALSE,sotflankemaurvokter
Gymnopithys rufigula,Rufous-throated Antbird,rutant4,451442261,FALSE,Kanelmaurvokter
Rhegmatorhina gymnops,Bare-eyed Antbird,baeant1,165608861,FALSE,Brillemaurvokter
Rhegmatorhina berlepschi,Harlequin Antbird,harant1,203956831,FALSE,Harlekinmaurvokter
Rhegmatorhina hoffmannsi,White-breasted Antbird,whbant5,468703281,FALSE,Hvitbrystmaurvokter
Rhegmatorhina cristata,Chestnut-crested Antbird,chcant1,203916981,FALSE,Brunkronemaurvokter
Rhegmatorhina melanosticta,Hairy-crested Antbird,hacant1,499997921,FALSE,Parykkmaurvokter
Myrmoderus ferrugineus,Ferruginous-backed Antbird,febant1,203955571,FALSE,Prydmaurfugl
Myrmoderus ruficauda,Scalloped Antbird,scaant3,609999816,FALSE,Vatremaurfugl
Myrmoderus loricatus,White-bibbed Antbird,whbant4,209562,FALSE,Brynjemaurfugl
Myrmoderus squamosus,Squamate Antbird,squant1,321252991,FALSE,Skjellmaurfugl
Hylophylax naevioides,Spotted Antbird,spoant1,358974411,FALSE,Brunryggmaurfugl
Hylophylax naevius,Spot-backed Antbird,spbant6,520075231,FALSE,Flekkryggmaurfugl
Hylophylax punctulatus,Dot-backed Antbird,dobant2,88459,FALSE,Prikkryggmaurfugl
Hypocnemoides melanopogon,Black-chinned Antbird,blcant3,369495291,FALSE,Svartstrupemaurfugl
Hypocnemoides maculicauda,Band-tailed Antbird,batant1,197389731,FALSE,Hvittippmaurfugl
Sclateria naevia,Silvered Antbird,silant1,52401,FALSE,Sølvmaurfugl
Myrmelastes saturatus,Roraiman Antbird,rorant2,300104431,FALSE,Roraimamaurfugl
Myrmelastes schistaceus,Slate-colored Antbird,slcant3,531639591,FALSE,Skifermaurfugl
Myrmelastes hyperythrus,Plumbeous Antbird,pluant1,11444,FALSE,Blymaurfugl
Myrmelastes rufifacies,Rufous-faced Antbird,rufant4,203695621,FALSE,Rustmaskemaurfugl
Myrmelastes brunneiceps,Brownish-headed Antbird,brhant1,534928201,FALSE,Brunhodemaurfugl
Myrmelastes humayathe,Humaita Antbird,humant1,38899,FALSE,
Myrmelastes leucostigma,Spot-winged Antbird,spwant3,29309,FALSE,flekkvingemaurfugl
Myrmelastes caurensis,Caura Antbird,cauant2,204027591,FALSE,Cauramaurfugl
Poliocrania maculifer,Short-tailed Antbird,,,FALSE,kastanjeryggmaurfugl (maculifer/cassini)
Poliocrania exsul,Chestnut-backed Antbird,chbant1,627635601,FALSE,Kastanjeryggmaurfugl
Grallaria albigula,White-throated Antpitta,whtant2,204008821,FALSE,Hvitstrupemaurpitta
Grallaria flavotincta,Yellow-breasted Antpitta,yebant1,116234331,FALSE,Gulbrystmaurpitta
Grallaria hypoleuca,White-bellied Antpitta,whbant3,72797,FALSE,kalkbrystmaurpitta
Grallaria przewalskii,Rusty-tinged Antpitta,rutant5,17406,FALSE,Ruststenkmaurpitta
Grallaria capitalis,Bay Antpitta,bayant1,204022481,FALSE,Brunmaurpitta
Grallaria erythroleuca,Red-and-white Antpitta,rawant1,376717561,FALSE,Rødmaurpitta
Grallaria saltuensis,Perija Antpitta,rufant6,394769971,FALSE,rustmaurpitta (saltuensis)
Grallaria rufula,Rufous Antpitta,rufant7,397731481,FALSE,muiscamaurpitta
Grallaria blakei,Chestnut Antpitta,cheant2,29417,FALSE,nøttemaurpitta
Grallaria quitensis,Western Tawny Antpitta,tawant3,21821,FALSE,okermaurpitta
Grallaria alticola,Northern Tawny Antpitta,tawant2,615330854,FALSE,hvithakemaurpitta
Grallaria atuensis,Southern Tawny Antpitta,tawant4,17235,FALSE,atuenmaurpitta
Grallaria fenwickorum,Urrao Antpitta,antant1,203934301,FALSE,Urraomaurpitta
Grallaria milleri,Brown-banded Antpitta,brbant1,447092521,FALSE,Umbramaurpitta
Grallaria erythrotis,Rufous-faced Antpitta,rufant2,611499275,FALSE,Oransjekinnmaurpitta
Hylopezus perspicillatus,Streak-chested Antpitta,stcant2,544360701,FALSE,Brillemaurpitta
Hylopezus macularius,Spotted Antpitta,spoant6,203918981,FALSE,flekkmaurpitta
Hylopezus auricularius,Masked Antpitta,masant1,634976425,FALSE,
Hylopezus dives,Thicket Antpitta,thiant1,127886311,FALSE,
Hylopezus fulviventris,White-lored Antpitta,whlant2,651443914,FALSE,
Hylopezus berlepschi,Amazonian Antpitta,amaant1,48171,FALSE,Amazonmaurpitta
Hylopezus ochroleucus,White-browed Antpitta,whbant7,204015161,FALSE,hvitbrynmaurpitta
Hylopezus nattereri,Speckle-breasted Antpitta,spbant1,112719,FALSE,Prikkbrystmaurpitta
Myrmothera campanisona,Thrush-like Antpitta,thlant2,203931131,FALSE,brunryggmaurpitta
Myrmothera simplex,Tepui Antpitta,tepant1,388466031,FALSE,Tepuimaurpitta
Grallaricula flavirostris,Ochre-breasted Antpitta,ocbant1,412922901,FALSE,Okerbrystmaurpitta
Grallaricula loricata,Scallop-breasted Antpitta,scbant2,383326021,FALSE,Skjellbrystmaurpitta
Grallaricula cucullata,Hooded Antpitta,hooant1,203934341,FALSE,Rødhodemaurpitta
Grallaricula peruviana,Peruvian Antpitta,perant1,649973749,FALSE,piuramaurpitta
Grallaricula ochraceifrons,Ochre-fronted Antpitta,ocfant1,624565458,FALSE,Okerpannemaurpitta
Grallaricula ferrugineipectus,Rusty-breasted Antpitta,rubant5,383760491,FALSE,rustbrystmaurpitta
Grallaricula leymebambae,Rufous-breasted Antpitta,rubant7,222624271,FALSE,Inkamaurpitta
Grallaricula cumanensis,Sucre Antpitta,slcant5,388517081,FALSE,Gråkronemaurpitta
Grallaricula nana,Slate-crowned Antpitta,slcant2,62188,FALSE,skiferkronemaurpitta
Grallaricula lineifrons,Crescent-faced Antpitta,crfant1,49397601,FALSE,Sigdmaurpitta
Ampelornis griseiceps,Grey-headed Antbird,gyhant1,216514451,FALSE,Gråhodemaurfugl
Stipia berlepschi,Stub-tailed Antbird,sttant3,203934051,FALSE,
Stipia nigricauda,Esmeraldas Antbird,esmant1,199166541,FALSE,
Stipia palliata,Magdalena Antbird,dumant3,203698521,FALSE,
Stipia laemosticta,Dull-mantled Antbird,dumant1,68994541,FALSE,
Myrmeciza longipes,White-bellied Antbird,whbant1,57856931,FALSE,Smekkemaurfugl
Myrmoborus melanurus,Black-tailed Antbird,bltant1,405846531,FALSE,Mørkhalemaurfugl
Myrmoborus lophotes,White-lined Antbird,whlant1,38588,FALSE,Toppmaurfugl
Myrmoborus myotherinus,Black-faced Antbird,blfant2,203933971,FALSE,Maskemaurfugl
Myrmoborus leucophrys,White-browed Antbird,whbant6,89090,FALSE,Hvitbrynmaurfugl
Myrmoborus lugubris,Ash-breasted Antbird,asbant1,532981831,FALSE,Varzeamaurfugl
Gymnocichla nudiceps,Bare-crowned Antbird,bacant1,197904231,FALSE,Blåskallemaurfugl
Pyriglena leuconota,White-backed Fire-eye,eaafie1,203895091,FALSE,hvitryggloøye
Pyriglena leucoptera,White-shouldered Fire-eye,wsfeye1,39132,FALSE,Hvitvingegloøye
Pyriglena atra,Fringe-backed Fire-eye,fbfeye1,203983001,FALSE,Frynseryggloøye
Rhopornis ardesiacus,Slender Antbird,sleant1,256815481,FALSE,Skifergloøye
Percnostola rufufrons,Black-headed Antbird,blhant3,203955611,FALSE,
Percnostola arenarum,Allpahuayo Antbird,allant1,204008461,FALSE,Sandmaurfugl
Akletos melanoceps,White-shouldered Antbird,whsant1,34315,FALSE,Epålettmaurfugl
Akletos goeldii,Goeldi's Antbird,goeant1,650212599,FALSE,Amahuacamaurfugl
Hafferia fortis,Sooty Antbird,sooant1,34400,FALSE,Sotmaurfugl
Hafferia zeledoni,Zeledon's Antbird,zelant1,72880,FALSE,Sambomaurfugl
Hafferia immaculata,Immaculate Antbird,immant1,386913221,FALSE,fløyelsmaurfugl
Myrmornis torquata,Southern Wing-banded Antbird,wibant1,300783401,FALSE,Vaktelmaurfugl
Myrmornis stictopera,Northern Wing-banded Antbird,,,FALSE,
Pygiptila stellaris,Spot-winged Antshrike,spwant2,414260251,FALSE,Stjernemaurvarsler
Thamnistes anabatinus,Western Russet Antshrike,rusant1,203675051,FALSE,klatremaurvarsler/rustmaurvarsler
Thamnistes aequatorialis,Eastern Russet Antshrike,,,FALSE,
CONOPOPHAGIDAE,Gnateaters,,,FALSE,
Conopophaga aurita,Chestnut-belted Gnateater,chbgna1,322185751,FALSE,amazonmyggeter
Conopophaga snethlageae,Black-breasted-belted Gnateater,chbgna3,467095551,FALSE,svartbrystmyggeter
Conopophaga melanops,Black-cheeked Gnateater,blcgna1,204016721,FALSE,Svartkinnmyggeter
Conopophaga lineata,Rufous Gnateater,rufgna3,249825391,FALSE,rustmyggeter
Conopophaga cearae,Ceara Gnateater,rufgna2,103076,FALSE,cearamyggeter
Conopophaga roberti,Hooded Gnateater,hoogna1,161401,FALSE,Hettemyggeter
Conopophaga peruviana,Ash-throated Gnateater,astgna1,13322,FALSE,Perumyggeter
Conopophaga ardesiaca,Slaty Gnateater,slagna1,13869,FALSE,Skifermyggeter
Conopophaga castaneiceps,Chestnut-crowned Gnateater,chcgna1,98838,FALSE,Andesmyggeter
Conopophaga melanogaster,Black-bellied Gnateater,blbgna1,126739,FALSE,Svartbrystmyggeter
Pittasoma michleri,Black-crowned Pittasoma,blcant1,624052542,FALSE,Svartkronemyggpitta
Pittasoma rufopileatum,Rufous-crowned Pittasoma,rucant3,203931851,FALSE,Rustkronemyggpitta
RHINOCRYPTIDAE,Tapaculos,,,FALSE,
Pteroptochos castaneus,Chestnut-throated Huet-huet,cthhue1,72275071,FALSE,Brunbrystturka
Pteroptochos tarnii,Black-throated Huet-huet,bthhue1,204006181,FALSE,svartbrystturka
Pteroptochos megapodius,Moustached Turca,moutur1,638870893,FALSE,Skjeggturka
Scelorchilus albicollis,White-throated Tapaculo,whttap1,306626441,FALSE,Hvitstrupetapakulo
Scelorchilus rubecula,Chucao Tapaculo,chutap1,86558,FALSE,Rødstrupetapakulo
Liosceles thoracicus,Rusty-belted Tapaculo,rubtap1,203934201,FALSE,Rustbåndtapakulo
Psilorhamphus guttatus,Spotted Bamboowren,spobam1,204009811,FALSE,Stjernesmett
Acropternis orthonyx,Ocellated Tapaculo,ocetap1,408123041,FALSE,Perletapakulo
Rhinocrypta lanceolata,Crested Gallito,cregal1,217442,FALSE,Topptapakulo
Teledromas fuscus,Sandy Gallito,sangal1,204008751,FALSE,Løpetapakulo
Eleoscytalopus psychopompus,Bahia Tapaculo,bahtap1,614636138,FALSE,Hermestapakulo
Eleoscytalopus indigoticus,White-breasted Tapaculo,whbtap1,127325,FALSE,hvitbrysttapakulo
Merulaxis ater,Slaty Bristlefront,slabri1,48365,FALSE,Svartbørstepanne
Merulaxis stresemanni,Stresemann's Bristlefront,strbri1,126959681,FALSE,Bahiabørstepanne
Myornis senilis,Ash-colored Tapaculo,asctap1,203924881,FALSE,Asketapakulo
Eugralla paradoxa,Ochre-flanked Tapaculo,ocftap1,372766401,FALSE,Brunflanketapakulo
Scytalopus latrans,Blackish Tapaculo,blatap1,203932151,FALSE,bektapakulo
Scytalopus gettyae,Junin Tapaculo,juntap1,623169024,FALSE,Junintapakulo
Scytalopus unicolor,Unicolored Tapaculo,unitap1,640230347,FALSE,gråtapakulo
Scytalopus parvirostris,Trilling Tapaculo,tritap1,174816,FALSE,Trilletapakulo
Scytalopus petrophillus,Rock Tapaculo,roctap1,203890521,FALSE,
Scytalopus diamantinensis,Diamantina Tapaculo,diatap2,193301,FALSE,Diamantinatapakulo
Scytalopus novacapitalis,Brasilia Tapaculo,bratap1,34116,FALSE,Brasiliatapakulo
Scytalopus pachecoi,Planalto Tapaculo,platap1,367760761,FALSE,Planaltotapakulo
Scytalopus speluncae,Mouse-colored Tapaculo,moctap1,63907,FALSE,blytapakulo
Scytalopus bonzagai,Boa Nova Tapaculo,sertap1,637214799,FALSE,
Scytalopus iraiensis,Marsh Tapaculo,martap1,330570081,FALSE,Sumptapakulo
Scytalopus macropus,Large-footed Tapaculo,laftap1,613211438,FALSE,Storfottapakulo
Scytalopus sanctaemartae,Santa Marta Tapaculo,samtap1,167162,FALSE,Santamartatapakulo
Scytalopus micropterus,Long-tailed Tapaculo,lottap1,78059,FALSE,Langhaletapakulo
Scytalopus femoralis,Rufous-vented Tapaculo,ruvtap1,92918,FALSE,perutapakulo
Scytalopus atratus,White-crowned Tapaculo,whctap1,251759011,FALSE,Hvitkronetapakulo
Scytalopus bolivianus,Bolivian Tapaculo,boltap1,610858831,FALSE,boliviatapakulo
Scytalopus argentifrons,Silvery-fronted Tapaculo,siftap1,358021681,FALSE,Sølvbryntapakulo
Scytalopus panamensis,Tacarcuna Tapaculo,tactap1,452613711,FALSE,tacarcunatapakulo
Scytalopus chocoensis,Choco Tapaculo,chotap1,25839,FALSE,Chocotapakulo
Scytalopus rodriguezi,Magdalena Tapaculo,upmtap1,500054791,FALSE,Magdalenatapakulo
Scytalopus stilesi,Stiles's Tapaculo,stitap1,24042951,FALSE,Antioquiatapakulo
Scytalopus robbinsi,Ecuadorian Tapaculo,ecutap1,203929961,FALSE,Ecuadortapakulo
MELANOPAREIIDAE,Crescentchest,,,FALSE,
Melanopareia torquata,Collared Crescentchest,colcre1,203694821,FALSE,cerradomånesmett
Melanopareia maximiliani,Olive-crowned Crescentchest,olccre1,204008711,FALSE,Olivenmånesmett
Melanopareia maranonica,Maranon Crescentchest,marcre1,203942551,FALSE,Marañonmånesmett
Melanopareia elegans,Elegant Crescentchest,elecre1,71871,FALSE,praktmånesmett
GRALLARIIDAE,Antpittas,,,FALSE,
Grallaria squamigera,Undulated Antpitta,undant1,203889461,FALSE,Skjellmaurpitta
Grallaria gigantea,Giant Antpitta,giaant1,626510464,FALSE,Kjempemaurpitta
Grallaria excelsa,Great Antpitta,greant2,383558531,FALSE,Stormaurpitta
Grallaria varia,Variegated Antpitta,varant2,639221687,FALSE,Blånakkemaurpitta
Grallaria alleni,Moustached Antpitta,mouant1,203929771,FALSE,Skjeggmaurpitta
Grallaria chthonia,Tachira Antpitta,tacant1,619550147,FALSE,Tachiramaurpitta
Grallaria guatimalensis,Scaled Antpitta,scaant1,34431,FALSE,Kjedemaurpitta
Grallaria haplonota,Plain-backed Antpitta,plbant1,62442,FALSE,Sepiamaurpitta
Grallaria dignissima,Ochre-striped Antpitta,ocsant1,203932011,FALSE,Oransjebrystmaurpitta
Grallaria eludens,Elusive Antpitta,eluant1,639947483,FALSE,Stripemaurpitta
Grallaria ruficapilla,Chestnut-crowned Antpitta,chcant2,7086,FALSE,brunhodemaurpitta
Grallaria watkinsi,Watkin's Antpitta,watant1,474676331,FALSE,Kanelhettemaurpitta
Grallaria bangsi,Santa Marta Antpitta,samant1,542490721,FALSE,Santamartamaurpitta
Grallaria kaestneri,Cundinamarca Antpitta,cunant1,416314271,FALSE,Cundinamarcamaurpitta
Grallaria andicolus,Stripe-headed Antpitta,sthant2,203913061,FALSE,Stripehodemaurpitta
Grallaria griseonucha,Gray-naped Antpitta,gynant1,553643621,FALSE,Grånakkemaurpitta
Grallaria rufocinerea,Bicolored Antpitta,bicant3,412939711,FALSE,Jernmaurpitta
Grallaria ridgelyi,Jocotoco Antpitta,jocant1,288722371,FALSE,Jocotocomaurpitta
Grallaria nuchalis,Chestnut-naped Antpitta,chnant1,537436,FALSE,rustnakkemaurpitta
Grallaria carrikeri,Pale-billed Antpitta,pabant1,204022511,FALSE,Bleknebbmaurpitta
Scytalopus vicinior,Narino Tapaculo,nartap2,203956411,FALSE,nariñotapakulo
Scytalopus latebricola,Brown-rumped Tapaculo,brrtap1,211760,FALSE,brungumptapakulo
Scytalopus meridanus,Merida Tapaculo,mertap1,62497,FALSE,meridatapakulo
S. m. fuscicauda,Lara Tapaculo,,,FALSE,
Scytalopus perijanus,Perija Tapaculo,pertap1,394578311,FALSE,perijatapakulo
Scytalopus caracae,Caracas Tapaculo,cartap1,390117221,FALSE,Caracastapakulo
Scytalopus spillmanni,Spillmann's Tapaculo,spitap2,69610461,FALSE,Sottapakulo
Scytalopus parkeri,Chusquea Tapaculo,chutap2,203698771,FALSE,Bambustapakulo
Scytalopus magellanicus,Magellanic Tapaculo,magtap1,473508361,FALSE,magellantapakulo
Scytalopus griseicollis,Matorral Tapaculo,mattap1,146761491,FALSE,matorraltapakulo
Scytalopus altirostris,Neblina Tapaculo,nebtap1,564643281,FALSE,neblinatapakulo
Scytalopus affinis,Ancash Tapaculo,anctap1,514410271,FALSE,Ancashtapakulo
Scytalopus urubambae,Vilcabamba Tapaculo,viltap1,173987,FALSE,Vilcabambatapakulo
Scytalopus simonsi,Puna Tapaculo,puntap1,308451,FALSE,Punatapakulo
Scytalopus zimmeri,Zimmer's Tapaculo,zimtap1,189505,FALSE,Tarijatapakulo
Scytalopus acutirostris,Tschudi's Tapaculo,tsctap1,203889451,FALSE,Skifertapakulo
Scytalopus superciliaris,White-browed Tapaculo,whbtap2,129364,FALSE,Hvitbryntapakulo
Scytalopus fuscus,Dusky Tapaculo,dustap1,431591881,FALSE,Kokstapakulo
Scytalopus opacus,Paramo Tapaculo,partap2,135905,FALSE,paramotapakulo
Scytalopus canus,Paramillo Tapaculo,partap1,430264481,FALSE,paramillotapakulo
Scytalopus schulenbergi,Diademed Tapaculo,diatap1,65362,FALSE,Diademtapakulo
Dendrocolaptes hoffmannsi,Hoffmann's Woodcreeper,hofwoo2,620204166,FALSE,Rustkronetreløper
Dendrocolaptes picumnus,Black-banded Woodcreeper,blbwoo1,639880593,FALSE,Strekbuktreløper
Dendrocolaptes platyrostris,Planalto Woodcreeper,plawoo1,539471071,FALSE,Planaltotreløper
Hylexetastes perrotii,Red-billed Woodcreeper,rebwoo1,223376861,FALSE,rødnebbtreløper
Hylexetastes stresemanni,Bar-bellied Woodcreeper,babwoo1,21650881,FALSE,Vatrebuktreløper
Xiphocolaptes albicollis,White-throated Woodcreeper,whtwoo1,366913621,FALSE,hvitstrupetreløper
Xiphocolaptes promeropirhyncus,Strong-billed Woodcreeper,stbwoo1,420518021,FALSE,
Xiphocolaptes falcirostris,Moustached Woodcreeper,mouwoo1,627902358,FALSE,caatingatreløper
Xiphocolaptes major,Great Rufous Woodcreeper,grrwoo1,261125891,FALSE,Stortreløper
Xiphorhynchus obsoletus,Striped Woodcreeper,strwoo2,88457,FALSE,Stripetreløper
Xiphorhynchus atlanticus,Atlantic Woodcreeper,leswoo4,127876,FALSE,småtreløper (atlanticus)
Xiphorhynchus fuscus,Lesser Woodcreeper,leswoo2,350211661,FALSE,småtreløper
Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,chrwoo1,382587501,FALSE,Guyanatreløper
Xiphorhynchus ocellatus,Ocellated Woodcreeper,ocewoo1,49405081,FALSE,Dråpetreløper
Xiphorhynchus beauperthuysii,Line-crowned Woodcreeper,,,FALSE,dråpetreløper (beauperthuysii/lineatocapilla)
Xiphorhynchus chunchotambo,Tschudi's Woodcreeper,,,FALSE,dråpetreløper (chunchotambo gr.)
Xiphorhynchus elegans,Elegant Woodcreeper,elewoo1,203932041,FALSE,selvastreløper
Xiphorhynchus spixii,Spix's Woodcreeper,spiwoo1,115123,FALSE,plettreløper
Xiphorhynchus susurrans,Cocoa Woodcreeper,cocwoo1,215478,FALSE,Kakaotreløper
Xiphorhynchus guttatus,Buff-throated Woodcreeper,butwoo1,203955441,FALSE,kremstrupetreløper
Xiphorhynchus guttatoides,Lafresnaye's Woodcreeper,,,FALSE,
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,ivbwoo1,157497571,FALSE,Elfenbeinstreløper
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,blswoo1,215421,FALSE,Perletreløper
Xiphorhynchus erythropygius,Northern Spotted Woodcreeper,spowoo1,25305971,FALSE,Flekktreløper
Xiphorhynchus aequatorialis,Southern Spotted Woodcreeper,,,FALSE,flekktreløper (aequatorialis gr.)
Xiphorhynchus triangularis,Olive-backed Woodcreeper,olbwoo1,365838851,FALSE,Olivenryggtreløper
Xiphorhynchus picus,Straight-billed Woodcreeper,stbwoo2,65444,FALSE,sylnebbtreløper/varzeatreløper
Xiphorhynchus kienerii,Zimmer's Woodcreeper,zimwoo2,528123241,FALSE,Varzeatreløper
Campylorhamphus falcularius,Black-billed Scythebill,blbscy1,22124,FALSE,Svartbuetreløper
Campylorhamphus pusillus,Brown-billed Scythebill,brbscy1,32741081,FALSE,Brunbuetreløper
Campylorhamphus trochilirostris,Red-billed Scythebill,rebscy1,309084371,TRUE,rødbuetreløper
Campylorhamphus procurvoides,Curve-billed Scythebill,cubscy1,388775201,FALSE,amazonbuetreløper
Campylorhamphus probatus,Tapajos Scythebill,tapscy2,127723,FALSE,tapajosbuetreløper
Campylorhamphus multostriatus,Xingu Scythebill,cubscy5,203914801,FALSE,xingubuetreløper
Campylorhamphus pucherani,Greater Scythebill,grescy1,632640579,FALSE,Storbuetreløper
Drymornis bridgesii,Scimitar-billed Woodcreeper,scbwoo4,217330,FALSE,Sabeltreløper
Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,nabwoo1,216216,FALSE,Hvitbryntreløper
Lepidocolaptes albolineatus,Lineated Woodcreeper,linwoo3,635458006,FALSE,linjetreløper
Lepidocolaptes duidae,Duida Woodcreeper,linwoo4,323175921,FALSE,duidatreløper
Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,ducwoo1,299932141,FALSE,Rondoniatreløper
Lepidocolaptes fatimalimae,Inambari Woodcreeper,inawoo1,502435691,FALSE,Inambaritreløper
Lepidocolaptes souleyetii,Streak-headed Woodcreeper,sthwoo1,21543,FALSE,Stripehodetreløper
Lepidocolaptes squamatus,Scaled Woodcreeper,scawoo1,23781,FALSE,skjelltreløper
Lepidocolaptes falcinellus,Scalloped Woodcreeper,scawoo2,71674481,FALSE,Paranátreløper
Lepidocolaptes lacrymiger,Montane Woodcreeper,monwoo1,308529601,FALSE,Tåretreløper
Lepidocolaptes leucogaster,White-striped Woodcreeper,whswoo1,109135,FALSE,Marmortreløper
Lepidocolaptes affinis,Northern Spot-crowned Woodcreeper,spcwoo1,205595,FALSE,prikkronetreløper
Lepidocolaptes neglectus,Southern Spot-crowned Woodcreeper,,,FALSE,
Xenops genibarbis,Plain Xenops,plaxen3,127938,FALSE,strekstrupemeiskryper
Xenops minutus,White-throated Xenops,plaxen4,57918,FALSE,hvitstrupemeiskryper
Xenops rutilans,Streaked Xenops,strxen1,615305525,FALSE,Stripemeiskryper
Xenops tenuirostris,Slender-billed Xenops,slbxen1,191952461,FALSE,Smalnebbmeiskryper
Berlepschia rikeri,Palmcreeper,potpal1,203957211,FALSE,Palmekryper
Microxenops milleri,Rufous-tailed Xenops,rutxen1,70877611,FALSE,Rusthalemeiskryper
Pygarrhichas albogularis,White-throated Treerunner,whttre2,290924531,FALSE,Hvitbryststammeløper
Ochetorhynchus andaecola,Rock Earthcreeper,rocear1,189518,FALSE,Steinmarkløper
Ochetorhynchus melanurus,Crag Chilia,crachi1,482876661,FALSE,Klippeløper
Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,stbear2,556355241,FALSE,Ravinemarkløper
Ochetorhynchus phoenicurus,Band-thailed Earthcreeper,batear1,70892941,FALSE,Mørkhalemarkløper
Pseudocolaptes lawrencii,Buffy Tuftedcheek,buftuf1,46235861,FALSE,båndvingeullkrage
Pseudocolaptes johnsoni,Pacific Tuftedcheek,buftuf3,493521141,FALSE,Rustullkrage
Pseudocolaptes boissonneautii,Streaked Tuftedcheek,strtuf1,21937,FALSE,stripeullkrage
Premnornis guttuliger,Rusty-winged Barbtail,ruwbar1,575601861,FALSE,Rustvingepiggstjert
Tarphonomus harterti,Bolivian Earthcreeper,bolear1,52533,FALSE,Boliviamarkløper
Tarphonomus certhioides,Chaco Earthcreeper,chaear1,52553,FALSE,rustpannemarkløper
Furnarius torridus,Pale-billed Hornero,pabhor2,30818,FALSE,brunovnfugl
Furnarius figulus,Wing-banded Hornero,wibhor1,380089271,FALSE,Svarttippovnfugl
Furnarius leucopus,Pale-legged Hornero,palhor3,84912,FALSE,blekfotovnfugl
Furnarius longirostris,Caribbean Hornero,palhor5,204008421,FALSE,gråkroneovnfugl
Furnarius cinnamomeus,Pacific Hornero,palhor4,104688911,FALSE,(Blekfotovnfugl)
Furnarius minor,Lesser Hornero,leshor1,608478276,FALSE,Småovnfugl
Furnarius rufus,Rufous Hornero,rufhor2,82661,TRUE,Haciendaovnfugl
FORMICARIIDAE,Ground-antbirds,,,FALSE,
Formicarius colma,Rufous-capped Antthrush,rucant2,203932021,FALSE,Rødkronemaurrikse
Formicarius moniliger,Mayan Antthrush,bkfant2,448767961,FALSE,Mayamaurrikse
Formicarius analis,Black-faced Antthrush,blfant1,138124951,FALSE,svartstrupemaurrikse
Formicarius rufifrons,Rufous-fronted Antthrush,rufant3,76040,FALSE,Glopannemaurrikse
Formicarius nigricapillus,Black-headed Antthrush,bkhant7,450484661,FALSE,Sotmaurrikse
Formicarius rufipectus,Rufous-breasted Antthrush,rubant1,448383841,FALSE,Rødbrystmaurrikse
Chamaeza campanisona,Short-tailed Anttrush,shtant1,17831,FALSE,Hvittippmaurrikse
Chamaeza nobilis,Striated Anttrush,strant3,203934021,FALSE,Stormaurrikse
Chamaeza meruloides,Cryptic Anttrush,sucant1,203888731,FALSE,Blekbrystmaurrikse
Chamaeza turdina,Scalloped Anttrush,schant1,242013601,FALSE,trostemaurrikse
Chamaeza ruficauda,Rufous-tailed Anttrush,rutant2,19943,FALSE,ruststjertmaurrikse
Chamaeza mollissima,Barred Anttrush,barant2,107141,FALSE,Nettingmaurrikse
FURNARIIDAE,Ovenbirds,,,FALSE,
Sclerurus mexicanus,Tawny-throated Leaftosser,tatlea1,574406861,FALSE,langnebbløvvender/umbraløvvender
Sclerurus rufigularis,Short-billed Leaftosser,shblea1,228176,FALSE,Kortnebbløvvender
Sclerurus guatemalensis,Scaly-throated Leaftosser,sctlea1,239957561,FALSE,Skjellstrupeløvvender
Sclerurus caudacutus,Black-tailed Leaftosser,bltlea1,203932061,FALSE,Sepialøvvender
Sclerurus albigularis,Grey-throated Leaftosser,grtlea1,502342301,FALSE,Gråstrupeløvvender
Sclerurus scansor,Rufous-breasted Leaftosser,rublea1,231701421,FALSE,Rustbrystløvvender
Sclerurus cearensis,Ceara Leaftosser,,,FALSE,
Geositta peruviana,Coastal Miner,coamin1,70785351,FALSE,Kysttunnelfugl
Geositta tenuirostris,Slender-billed Miner,slbmin1,203696191,FALSE,Langnebbtunnelfugl
Geositta cunicularia,Common Miner,commin1,470064951,FALSE,Patagoniatunnelfugl
Geositta punensis,Puna Miner,punmin1,210383,FALSE,Punatunnelfugl
Geositta poeciloptera,Campo Miner,cammin2,203695971,FALSE,Campostunnelfugl
Geositta crassirostris,Thick-billed Miner,thbmin1,628360153,FALSE,Tykknebbtunnelfugl
Geositta rufipennis,Rufous-banded Miner,rubmin1,86545,FALSE,Rustvingetunnelfugl
Geositta maritima,Greyish Miner,gramin1,525241181,FALSE,Gråtunnelfugl
Geositta antarctica,Short-billed Miner,shbmin1,70804161,FALSE,Kortnebbtunnelfugl
Geositta saxicolina,Dark-winged Miner,dawmin1,31746711,FALSE,Mørkvingetunnelfugl
