Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,zh,zh_hk,zh_tw
Cinclodes palliatus,White-bellied Cinclodes,whbcin1,31746531,FALSE,白腹抖尾地雀,白腹抖尾地雀,白腹克洛雀
Cinclodes atacamensis,White-winged Cinclodes,whwcin1,622461176,FALSE,白翅抖尾地雀,白翅抖尾地雀,白翅克洛雀
Cinclodes patagonicus,Dark-bellied Cinclodes,dabcin1,75717301,FALSE,暗腹抖尾地雀,暗腹抖尾地雀,烏腹克洛雀
Cinclodes taczanowskii,Surf Cinclodes,surcin1,29006311,FALSE,逐浪抖尾地雀,逐浪抖尾地雀,海浪克洛雀
Cinclodes nigrofumosus,Seaside Cinclodes,seacin1,310780741,FALSE,,,
Anabazenops dorsalis,Dusky-cheeked Foliage-gleaner,ducfog1,203699971,FALSE,冠拾叶雀,冠拾叶雀,黑頰拾葉雀
Anabazenops fuscus,White-collared Foliage-gleaner,wcfgle1,17646,FALSE,白领拾叶雀,白领拾叶雀,白領拾葉雀
Megaxenops parnaguae,Great Xenops,grexen1,29977491,FALSE,大弯嘴雀,大弯嘴雀,大彎嘴雀
Cichlocolaptes leucophrus,Large Pale-browed Treehunter,pabtre1,203983041,FALSE,淡眉树猎雀,淡眉树猎雀,淡額樹獵雀
Cichlocolaptes holti,Small Pale-browed Treehunter,,,FALSE,,,
Cichlocolaptes mazarbarnetti,Cryptic Treehunter,crytre1,128025,FALSE,隐秘树猎雀,隐秘树猎雀,隱秘樹獵雀
Heliobletus contaminatus,Sharp-billed Treehunter,shbtre1,20037,FALSE,尖嘴树猎雀,尖嘴树猎雀,尖嘴樹獵雀
Philydor novaesi,Alagoas Foliage-gleaner,alfgle1,203691851,FALSE,诺氏拾叶雀,诺氏拾叶雀,亞拉哥亞斯拾葉雀
Philydor atricapillus,Black-capped Foliage-gleaner,bcfgle1,108303451,FALSE,,,
Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,crfgle1,13327,FALSE,红腰拾叶雀,红腰拾叶雀,桂紅腰拾葉雀
Philydor fuscipenne,Slaty-winged Foliage-gleaner,swfgle,546696131,FALSE,蓝灰拾叶雀,蓝灰拾叶雀,藍灰翅拾葉雀
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,rurfog1,52413,FALSE,,,
Philydor erythropterum,Chestnut-winged Foliage-gleaner,chwfog1,29648,FALSE,栗翅拾叶雀,栗翅拾叶雀,栗翅拾葉雀
Philydor rufum,Buff-fronted Foliage-gleaner,bffgle,365931611,FALSE,黄额拾叶雀,黄额拾叶雀,淡黃額拾葉雀
Anabacerthia striaticollis,Montane Foliage-gleaner,mofgle1,167161,FALSE,高山拾叶雀,高山拾叶雀,高山拾葉雀
Anabacerthia amaurotis,White-browed Foliage-gleaner,whbfog1,334536351,FALSE,白眉拾叶雀,白眉拾叶雀,白額拾葉雀
Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,obfgle2,347588521,FALSE,赭胸拾叶雀,赭胸拾叶雀,赭胸拾葉雀
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,stfgle1,449556421,FALSE,鳞喉拾叶雀,鳞喉拾叶雀,鱗喉拾葉雀
Anabacerthia ruficauda,Rufous-tailed Foliage-gleaner,rutfog1,44430,FALSE,棕尾拾叶雀,棕尾拾叶雀,棕尾拾葉雀
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,bbfgle1,212364,FALSE,黄眉拾叶雀,黄眉拾叶雀,淡黃眉拾葉雀
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,rumfog1,275010911,FALSE,草黄拾叶雀,草黄拾叶雀,草黃拾葉雀
Syndactyla roraimae,White-throated Foliage-gleaner,wtfgle1,385789001,FALSE,白喉拾叶雀,白喉拾叶雀,白喉拾葉雀
Syndactyla subalaris,Lineated Foliage-gleaner,lifgle1,445765921,FALSE,线纹拾叶雀,线纹拾叶雀,線狀拾葉雀
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,rnfgle1,203930111,FALSE,棕颈拾叶雀,棕颈拾叶雀,棕頸拾葉雀
Syndactyla guttulata,Guttulated Foliage-gleaner,gufgle1,387941091,FALSE,,,
Syndactyla ucayalae,Peruvian Recurvebill,perrec1,203916811,FALSE,秘鲁拾叶雀,秘鲁拾叶雀,秘魯彎嘴雀
Syndactyla striata,Bolivian Recurvebill,bolrec1,110621,FALSE,玻利维亚拾叶雀,玻利维亚拾叶雀,玻利維亞彎嘴雀
Ancistrops strigilatus,Chestnut-winged Hookbill,chwhoo1,30947,FALSE,栗翅钩嘴雀,栗翅钩嘴雀,栗翅鉤嘴雀
Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,ccfgle1,614107264,FALSE,栗顶拾叶雀,栗顶拾叶雀,栗頂拾葉雀
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,cangro1,135666,FALSE,地棘雀,地棘雀,爬地雀
Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,hhfgle1,313503421,FALSE,红冠拾叶雀,红冠拾叶雀,棕紅冠拾葉雀
Clibanornis rubiginosus,Ruddy Foliage-gleaner,rufgle1,348354861,FALSE,,,
Clibanornis rufipectus,Santa Marta Foliage-gleaner,samfog1,203992211,FALSE,圣玛尔塔拾叶雀,圣玛尔塔拾叶雀,聖塔馬塔拾葉雀
Thripadectes ignobilis,Uniform Treehunter,unitre1,203699441,FALSE,纯色树猎雀,纯色树猎雀,純色樹獵雀
Thripadectes flammulatus,Flammulated Treehunter,flatre1,179301091,FALSE,火红树猎雀,火红树猎雀,火紅樹獵雀
Thripadectes scrutator,Rufous-backed Treehunter,rubtre1,17356,FALSE,黄喉树猎雀,黄喉树猎雀,黃喉樹獵雀
Thripadectes holostictus,Striped Treehunter,strtre1,244327141,FALSE,纵纹树猎雀,纵纹树猎雀,縱紋樹獵雀
Thripadectes virgaticeps,Streak-capped Treehunter,stctre1,203698001,FALSE,纹顶树猎雀,纹顶树猎雀,紋頂樹獵雀
Thripadectes melanorhynchus,Black-billed Treehunter,blbtre1,203993831,FALSE,黑嘴树猎雀,黑嘴树猎雀,黑嘴樹獵雀
Thripadectes rufobrunneus,Streak-breasted Treehunter,stbtre1,46236021,FALSE,纹胸树猎雀,纹胸树猎雀,紋胸樹獵雀
Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,ccfgle2,44437,FALSE,栗冠拾叶雀,栗冠拾叶雀,栗頸拾葉雀
Automolus melanopezus,Brown-rumped Foliage-gleaner,brfgle1,24160,FALSE,褐腰拾叶雀,褐腰拾叶雀,褐腰拾葉雀
Automolus virgatus,Western Woodhaunter,strwoo5,204015461,FALSE,,,
Automolus subulatus,Striped Woodhaunter,strwoo4,383796671,FALSE,,,
Automolus ochrolaemus,Buff-throated Foliage-gleaner,btfgle1,39546,FALSE,,,
Automolus infuscatus,Olive-backed Foliage-gleaner,obfgle3,203934171,FALSE,,,
Automolus paraensis,Para Foliage-gleaner,parfog1,203894861,FALSE,帕拉拾叶雀,帕拉拾叶雀,帕拉拾葉雀
Automolus lammi,Pernambuco Foliage-gleaner,perfog1,509610941,FALSE,伯州拾叶雀,伯州拾叶雀,珀南布科拾葉雀
Automolus leucophthalmus,White-eyed Foliage-gleaner,wefgle1,113395,FALSE,,,
Premnoplex brunnescens,Spotted Barbtail,spobar1,614528761,FALSE,,,
Premnoplex tatei,White-throated Barbtail,whtbar1,387941821,FALSE,白喉斑尾雀,白喉斑尾雀,白喉斑尾雀
Premnoplex pariae,Paria Barbtail,,,FALSE,,,
Margarornis rubiginosus,Ruddy Treerunner,rudtre1,46236111,FALSE,棕爬树雀,棕爬树雀,赤黃爬樹雀
Margarornis stellatus,Fulvous-dotted Treerunner,fudtre1,31405651,FALSE,黄斑爬树雀,黄斑爬树雀,暗黃點爬樹雀
Margarornis squamiger,Pearled Treerunner,peatre1,67482971,FALSE,鳞斑爬树雀,鳞斑爬树雀,珍珠爬樹雀
Margarornis bellulus,Beautiful Treerunner,beatre1,652777496,FALSE,华丽爬树雀,华丽爬树雀,華麗爬樹雀
Aphrastura spinicauda,Thorn-tailed Rayadito,thtray1,204019791,FALSE,棘尾雷雀,棘尾雷雀,棘尾雷雀
Aphrastura masafuerae,Masafuera Rayadito,masray1,650778291,FALSE,马萨岛雷雀,马萨岛雷雀,馬薩島雷雀
Sylviorthorhynchus desmursii,Des Murs's Wiretail,demwir1,77455301,FALSE,阿根廷线尾雀,阿根廷线尾雀,阿根廷線尾雀
Sylviorthorhynchus yanacensis,Tawny Tit-spinetail,tatspi1,172809811,FALSE,茶色针尾雀,茶色针尾雀,茶色針尾雀
Leptasthenura xenothorax,White-browed Tit-spinetail,wbtspi1,17601,TRUE,秘鲁白眉针尾雀,秘鲁白眉针尾雀,秘魯白眉針尾雀
Leptasthenura setaria,Araucaria Tit-spinetail,artspi1,203696071,FALSE,南美针尾雀,南美针尾雀,南美針尾雀
Leptasthenura platensis,Tufted Tit-spinetail,tutspi1,203695551,FALSE,须针尾雀,须针尾雀,鬚針尾雀
Leptasthenura striolata,Striolated Tit-spinetail,sttspi2,203696051,FALSE,条纹针尾雀,条纹针尾雀,條紋針尾雀
Leptasthenura pileata,Rusty-crowned Tit-spinetail,rctspi1,28708,FALSE,锈顶针尾雀,锈顶针尾雀,鏽頂針尾雀
Leptasthenura striata,Streaked Tit-spinetail,sttspi1,439707311,FALSE,纹针尾雀,纹针尾雀,紋針尾雀
Leptasthenura fuliginiceps,Brown-capped Tit-spinetail,bctspi1,203960221,FALSE,褐顶针尾雀,褐顶针尾雀,褐頂針尾雀
Leptasthenura berlepschi,Buffy Tit-spinetail,,,FALSE,,,
Leptasthenura aegithaloides,Plain-mantled Tit-spinetail,pmtspi1,604714511,FALSE,纯背针尾雀,纯背针尾雀,純色針尾雀
Leptasthenura pallida,Palid Tit-spinetail,,,FALSE,,,
Leptasthenura andicola,Andean Tit-spinetail,antspi1,204023341,FALSE,安第斯针尾雀,安第斯针尾雀,安地斯針尾雀
Phacellodomus inornarus,Plain Thornbird,ruftho3,384224731,FALSE,,,
Phacellodomus rufifrons,Rufous-fronted Thornbird,ruftho1,337704091,FALSE,,,
Phacellodomus striaticeps,Streak-fronted Thornbird,stftho1,212980,FALSE,纹额棘雀,纹额棘雀,紋額棘雀
Phacellodomus sibilatrix,Little Thornbird,littho1,156291441,FALSE,小棘雀,小棘雀,小棘雀
Phacellodomus dorsalis,Chestnut-backed Thornbird,chbtho1,204012101,FALSE,栗背棘雀,栗背棘雀,栗背棘雀
Phacellodomus maculipectus,Spot-breasted Thornbird,spbtho1,189563,FALSE,点斑胸棘雀,点斑胸棘雀,紋斑胸棘雀
Phacellodomus striaticollis,Freckle-breasted Thornbird,frbtho1,132374,FALSE,,,
Phacellodomus ruber,Greater Thornbird,gretho2,609537569,FALSE,大棘雀,大棘雀,大棘雀
Phacellodomus erythrophthalmus,Orange-eyed Thornbird,oretho1,203986261,FALSE,,,
Phacellodomus ferrugineigula,Orange-breasted Thornbird,orbtho1,117983,FALSE,橙胸棘雀,橙胸棘雀,橙胸棘雀
Hellmayrea gularis,White-browed Spinetail,whbspi2,66179,FALSE,白眉针尾雀,白眉针尾雀,白眉針尾雀
Anumbius annumbi,Firewood-gatherer,firgat1,624994344,TRUE,集木雀,集木雀,木聚雀
Coryphistera alaudina,Lark -like Brushrunner,lalbru1,301501,FALSE,拟鹨灌丛雀,拟鹨灌丛雀,鷚叢跑雀
Asthenes usheri,White-tailed Canastero,,,FALSE,,,
Asthenes huancavelicae,Huancavelica Canastero,patcan1,203691981,FALSE,苍尾卡纳灶鸟,苍尾卡纳灶鸟,淡尾卡納雀
Asthenes arequipae,Arequipa Canastero,crbcan4,428383671,FALSE,暗翅卡纳灶鸟,暗翅卡纳灶鸟,黑翅卡納雀
Asthenes dorbignyi,Creamy-breasted Canastero,crbcan2,174859,FALSE,,,
Asthenes berlepschi,Berlepsch's Canastero,bercan1,75716111,FALSE,波氏卡纳灶鸟,波氏卡纳灶鸟,玻利維亞卡納雀
Asthenes baeri,Short-billed Canastero,shbcan1,213083,FALSE,短嘴卡纳灶鸟,短嘴卡纳灶鸟,短嘴卡納雀
Asthenes luizae,Cipo Canastero,cipcan1,297176781,FALSE,西波卡纳灶鸟,西波卡纳灶鸟,石紋卡納雀
Asthenes anthoides,Austral Canastero,auscan1,75713671,FALSE,安第斯卡纳灶鸟,安第斯卡纳灶鸟,安地斯卡納雀
Asthenes hudsoni,Hudson's Canastero,hudcan1,304705781,FALSE,赫氏卡纳灶鸟,赫氏卡纳灶鸟,赫德森卡納雀
Asthenes urubambensis,Line-fronted Canastero,lifcan1,78050881,FALSE,线额卡纳灶鸟,线额卡纳灶鸟,絨額卡納雀
Asthenes flammulata,Many-striped Canastero,mascan1,397777661,FALSE,斑纹卡纳灶鸟,斑纹卡纳灶鸟,多紋卡納雀
Asthenes virgata,Junin Canastero,juncan1,31746781,FALSE,秘鲁卡纳灶鸟,秘鲁卡纳灶鸟,久寧卡納雀
Asthenes maculicauda,Scribble-tailed Canastero,sctcan1,50840,FALSE,蓬尾卡纳灶鸟,蓬尾卡纳灶鸟,亂尾卡納雀
Asthenes modesta,Cordilleran Canastero,corcan1,589133391,FALSE,,,
Asthenes humilis,Streak-throated Canastero,sttcan1,212572151,FALSE,纹喉卡纳灶鸟,纹喉卡纳灶鸟,紋喉卡納雀
Asthenes wyatti,Streak-backed Canastero,stbcan9,189513,FALSE,纹背卡纳灶鸟,纹背卡纳灶鸟,紋背卡納雀
A. w. sclateri,Puna Canastero,,,FALSE,,,
Asthenes moreirae,Itatiaia Spinetail,itaspi1,471284671,FALSE,巴西棘尾雀,巴西棘尾雀,巴西針尾雀
Asthenes pyrrholeuca,Sharp-billed Canastero,shbcan2,217162,FALSE,小卡纳灶鸟,小卡纳灶鸟,小卡納雀
Asthenes harterti,Black-throated Thistletail,bltthi1,174817,FALSE,黑喉棘尾雀,黑喉棘尾雀,黑喉薊尾雀
Asthenes coryi,Ochre-browed Thistletail,ocbthi1,308554081,FALSE,赭额棘尾雀,赭额棘尾雀,赭額薊尾雀
Asthenes perijana,Perija Thistletail,perthi1,46892421,FALSE,秘鲁棘尾雀,秘鲁棘尾雀,珀里哈薊尾雀
Asthenes fuliginosa,White-chinned Thistletail,whcthi1,203940121,FALSE,,,
Asthenes griseomurina,Mouse-colured Thistletail,mocthi1,21746,FALSE,灰棘尾雀,灰棘尾雀,鼠色薊尾雀
Asthenes helleri,Puna Thistletail,punthi1,203891661,FALSE,高山棘尾雀,高山棘尾雀,普納高原薊尾雀
Asthenes ottonis,Rusty-fronted Canastero,rufcan1,511072181,FALSE,锈额卡纳灶鸟,锈额卡纳灶鸟,鏽額卡納雀
Asthenes palpebralis,Eye-ringed Thistletail,eyrthi1,586107241,FALSE,,,
Asthenes heterura,Maqeuis Canastero,maqcan1,212251,FALSE,马基卡纳灶鸟,马基卡纳灶鸟,灌叢卡納雀
Asthenes pudibunda,Canyon Canastero,cancan1,28712,FALSE,峡谷卡纳灶鸟,峡谷卡纳灶鸟,峽谷卡納雀
Asthenes vilcabambae,Vilcabamba Thistletail,vilthi2,374670051,FALSE,,,
Asthenes ayacuchensis,Ayacucho Thistletail,vilthi3,370096431,FALSE,阿亚库乔棘尾雀,阿亚库乔棘尾雀,阿雅庫喬薊尾雀
Acrobatornis fonsecai,Pink-legged Graveteiro,pilgra1,254862221,FALSE,粉腿针尾雀,粉腿针尾雀,粉腳灶鳥
Metopothrix aurantiaca,Orange-fronted Plushcrown,orfplu2,531978431,FALSE,橙额绒顶雀,橙额绒顶雀,橙額絨頂雀
Xenerpestes minlosi,Double-banded Greytail,dobgra1,20092441,FALSE,双斑灰尾雀,双斑灰尾雀,雙斑灰尾雀
Xenerpestes singularis,Equatorial Greytail,equgra1,620683084,FALSE,赤道灰尾雀,赤道灰尾雀,赤道灰尾雀
Siptornis striaticollis,Spectacled Prickletail,spepri1,21621501,FALSE,眼纹刺尾雀,眼纹刺尾雀,眼眶刺尾雀
Roraimia adusta,Roraiman Barbtail,rorbar1,362387501,FALSE,红斑尾雀,红斑尾雀,紅斑尾雀
Thripophaga gutturata,Speckled Spinetail,spespi1,203697931,FALSE,斑针尾雀,斑针尾雀,點斑針尾雀
Thripophaga cherriei,Orinoco Softtail,orisof1,323589401,FALSE,委内瑞拉软尾雀,委内瑞拉软尾雀,委內瑞拉軟尾雀
Thripophaga amacurensis,Delta Amacuro Softtail,deasof1,388960501,FALSE,阿马库罗软尾雀,阿马库罗软尾雀,阿馬庫羅三角洲軟尾雀
Thripophaga macroura,Striated Softtail,strsof1,249820021,FALSE,条纹软尾雀,条纹软尾雀,條紋軟尾雀
Thripophaga fusciceps,Plain Softtail,plasof1,88205,FALSE,纯色软尾雀,纯色软尾雀,純色軟尾雀
Limnoctites rectirostris,Straight-billed Reedhaunter,stbree2,19097,FALSE,直嘴芦雀,直嘴芦雀,直嘴蘆雀
Cranioleuca sulphurifera,Sulphur-throated Spinetail,,,FALSE,黄须针尾雀,黄须针尾雀,硫黃髭針尾雀
Cranioleuca marcapatae,Marcapata Spinetail,marspi4,35437,FALSE,,,
Cranioleuca weskei,Vilcabamba Spinetail,marspi1,508009491,FALSE,维山针尾雀,维山针尾雀,
Cranioleuca albiceps,Light-crowned Spinetail,licspi1,65267,FALSE,淡顶针尾雀,淡顶针尾雀,淡頂針尾雀
Cranioleuca vulpecula,Parker's Spinetail,parspi1,127489,FALSE,帕氏针尾雀,帕氏针尾雀,帕克氏鏽背針尾雀
Cranioleuca berlepschi,Russet-mantled Softtail,rumsof1,31953361,FALSE,波氏卡纳灶鸟,波氏卡纳灶鸟,玻利維亞卡納雀
Cranioleuca vulpina,Rusty-backed Spinetail,rubspi4,366315101,FALSE,,,
Cranioleuca dissita,Coiba Spinetail,rubspi5,241373731,FALSE,科岛针尾雀,科岛针尾雀,可依巴針尾雀
Cranioleuca muelleri,Scaled Spinetail,scaspi1,115267,FALSE,鳞斑针尾雀,鳞斑针尾雀,鱗斑針尾雀
Cranioleuca albicapilla,Creamy-crested Spinetail,crcspi1,31745501,FALSE,白冠针尾雀,白冠针尾雀,乳白冠針尾雀
Cranioleuca obsoleta,Olive Spinetail,olispi1,700061,FALSE,绿针尾雀,绿针尾雀,橄綠針尾雀
Cranioleuca pallida,Pallid Spinetail,palspi1,203698121,FALSE,淡色针尾雀,淡色针尾雀,蒼白針尾雀
Cranioleuca pyrrhophia,Stripe-crowned Spinetail,stcspi2,218241,FALSE,纹顶针尾雀,纹顶针尾雀,紋冠針尾雀
Cranioleuca henricae,Bolivian Spinetail,bolspi1,132776,FALSE,玻利维亚针尾雀,玻利维亚针尾雀,玻利維亞針尾雀
Cranioleuca erythrops,Red-faced Spinetail,refspi1,213378901,FALSE,红脸针尾雀,红脸针尾雀,紅臉針尾雀
Cranioleuca baroni,Baron's Spinetail,,,FALSE,,,
Cranioleuca antisiensis,Line-cheeked Spinetail,licspi5,203930041,FALSE,,,
Cranioleuca curtata,Ash-browed Spinetail,asbspi1,624344102,FALSE,灰眉针尾雀,灰眉针尾雀,煙灰眉針尾雀
Cranioleuca demissa,Tepui Spinetail,tepspi1,389400091,FALSE,泰普针尾雀,泰普针尾雀,特布伊針尾雀
Cranioleuca semicinerea,Grey-headed Spinetail,gyhspi1,278193741,FALSE,灰头针尾雀,灰头针尾雀,灰頭針尾雀
Cranioleuca hellmayri,Streak-capped Spinetail,stcspi1,167291,FALSE,纹冠针尾雀,纹冠针尾雀,紋頂針尾雀
Cranioleuca subcristata,Crested Spinetail,crespi1,386893331,FALSE,冠针尾雀,冠针尾雀,冠針尾雀
Pseudasthenes humicola,Dusky-tailed Canastero,dutcan1,615710552,FALSE,乌尾卡纳灶鸟,乌尾卡纳灶鸟,烏尾卡納雀
Pseudasthenes patagonica,Patagonian Canastero,patcan2,46444,FALSE,南美卡纳灶鸟,南美卡纳灶鸟,巴塔哥尼亞卡納雀
Pseudasthenes steinbachi,Steinbach's Canastero,stecan1,86541,FALSE,栗卡纳灶鸟,栗卡纳灶鸟,栗卡納雀
Pseudasthenes cactorum,Cactus Canastero,caccan1,26404121,FALSE,仙人掌卡纳灶鸟,仙人掌卡纳灶鸟,仙人掌卡納雀
Spartonoica maluroides,Bay-capped Wren-spinetail,bcwspi1,386664381,FALSE,栗顶针尾雀,栗顶针尾雀,栗頂鷯針尾雀
Pseudoseisura unirufa,Grey-crested Cachalote,rufcac2,87257,FALSE,灰胸巨灶鸫,灰胸巨灶鸫,灰冠棕卡喬雀
Pseudoseisura cristata,Caatinga Cachalote,caacac1,509612001,FALSE,,,
Pseudoseisura lophotes,Brown Cachalote,brncac1,52543,FALSE,褐巨灶鸫,褐巨灶鸫,褐卡喬雀
Pseudoseisura gutturalis,White-throated Cachalote,whtcac2,625092831,FALSE,白喉巨灶鸫,白喉巨灶鸫,白喉卡喬雀
Mazaria propinqua,White-bellied Spinetail,whbspi1,203699661,FALSE,白腹针尾雀,白腹针尾雀,白腹針尾雀
Schoeniophylax phryganophilus,Chotoy Spinetail,chospi2,132822,FALSE,霍托针尾雀,霍托针尾雀,喬托南美針尾雀
Certhiaxis cinnamomeus,Yellow-chinned Spinetail,yecspi2,66188,FALSE,黄颏针尾雀,黄颏针尾雀,黃喉針尾雀
Certhiaxis mustelinus,Red-and-white Spinetail,rawspi2,127579,FALSE,红白针尾雀,红白针尾雀,紅白針尾雀
Synallaxis scutata,Ochre-cheeked Spinetail,occspi1,393341541,FALSE,褐颊针尾雀,褐颊针尾雀,赭頰針尾雀
Synallaxis cinerascens,Grey-bellied Spinetail,gybspi1,423707011,FALSE,灰腹针尾雀,灰腹针尾雀,灰腹針尾雀
Synallaxis gujanensis,Plain-crowned Spinetail,plcspi1,203962661,FALSE,,,
Synallaxis maranonica,Maranon Spinetail,marspi3,130451,FALSE,马拉针尾雀,马拉针尾雀,馬拉諾針尾雀
Synallaxis simoni,Araguaia Spinetail,whlspi3,220187,FALSE,阿谷针尾雀,阿谷针尾雀,
Synallaxis albilora,White-lored Spinetail,whlspi1,203698151,FALSE,,,
Synallaxis kollari,Hoary-throated Spinetail,hotspi1,299934631,FALSE,灰喉针尾雀,灰喉针尾雀,灰白喉針尾雀
Synallaxis candei,White-whiskered Spinetail,whwspi1,385687901,FALSE,白须针尾雀,白须针尾雀,白鬚針尾雀
Synallaxis erythrothorax,Rufous-breasted Spinetail,rubspi2,178619701,FALSE,棕胸针尾雀,棕胸针尾雀,棕胸針尾雀
Synallaxis tithys,Blackish-headed Spinetail,blhspi1,203929891,FALSE,黑头针尾雀,黑头针尾雀,黑頭針尾雀
Synallaxis unirufa,Rufous Spinetail,rufspi1,66136,FALSE,,,
Synallaxis castanea,Black-throated Spinetail,bltspi1,385693691,FALSE,黑喉针尾雀,黑喉针尾雀,黑喉針尾雀
Synallaxis fuscorufa,Rusty-headed Spinetail,ruhspi1,203990671,FALSE,锈头针尾雀,锈头针尾雀,鏽頭針尾雀
Synallaxis cinnamomea,Stripe-breasted Spinetail,stbspi1,309084461,FALSE,纹胸针尾雀,纹胸针尾雀,紋胸針尾雀
Synallaxis rutilans,Ruddy Spinetail,rudspi1,203985131,FALSE,赤黄针尾雀,赤黄针尾雀,赤黃針尾雀
Synallaxis cherriei,Chestnut-throated Spinetail,chtspi1,203696471,FALSE,栗喉针尾雀,栗喉针尾雀,栗喉針尾雀
Synallaxis hypochondriaca,Great Spinetail,grespi2,204012131,FALSE,大针尾雀,大针尾雀,大針尾雀
Synallaxis zimmeri,Russet-bellied Spinetail,rubspi3,512237581,FALSE,黄腹针尾雀,黄腹针尾雀,草黃腹針尾雀
Synallaxis stictothorax,Necklaced Spinetail,necspi1,640160764,FALSE,,,
Synallaxis chinchipensis,Chinchipe Spinetail,necspi3,308365,FALSE,钦奇针尾雀,钦奇针尾雀,
Synallaxis brachyura,Slaty Spinetail,slaspi1,203697921,FALSE,,,
Synallaxis subpudica,Silvery-throated Spinetail,sitspi1,203953061,FALSE,银喉针尾雀,银喉针尾雀,銀喉針尾雀
Synallaxis hellmayri,Red-shouldered Spinetail,resspi2,103088,FALSE,雷氏针尾雀,雷氏针尾雀,紅肩針尾雀
Synallaxis ruficapilla,Rufous-capped Spinetail,rucspi1,512496441,FALSE,,,
Synallaxis cinerea,Bahia Spinetail,bahspi1,488988051,FALSE,巴西针尾雀,巴西针尾雀,巴伊亞針尾雀
Synallaxis infuscata,Pinto's Spinetail,pinspi1,127969,FALSE,纯色针尾雀,纯色针尾雀,斑紋針尾雀
Synallaxis moesta,Dusky Spinetail,dusspi1,217113481,FALSE,暗色针尾雀,暗色针尾雀,暗色針尾雀
Synallaxis cabanisi,Cabanis's Spinetail,cabspi1,17120,FALSE,,,
Synallaxis macconnelli,McConnell's Spinetail,mccspi1,385788491,FALSE,马氏针尾雀,马氏针尾雀,麥康氏針尾雀
Synallaxis hypospodia,Cinereous-breasted Spinetail,cibspi1,348655901,FALSE,灰胸针尾雀,灰胸针尾雀,灰胸針尾雀
Synallaxis spixi,Spix's Spinetail,spispi1,361512381,FALSE,奇克针尾雀,奇克针尾雀,斯彼氏針尾雀
Synallaxis albigularis,Dark-breasted Spinetail,dabspi1,288203251,FALSE,暗胸针尾雀,暗胸针尾雀,暗胸針尾雀
Synallaxis beverlyae,Orinoco Spinetail,riospi1,139283,FALSE,奥利诺科针尾雀,奥利诺科针尾雀,奧利諾科針尾雀
Synallaxis albescens,Pale-breasted Spinetail,pabspi1,437281221,FALSE,,,
Synallaxis frontalis,Sooty-fronted Spinetail,sofspi1,217064,FALSE,,,
Synallaxis azarae,Azara's Spinetail,azaspi1,171490,FALSE,阿氏针尾雀,阿氏针尾雀,阿扎氏針尾雀
Synallaxis courseni,Apurimac Spinetail,apuspi1,496417701,FALSE,阿波针尾雀,阿波针尾雀,亞普里馬克針尾雀
Neopelma aurifrons,Wied's Tyrant-manakin,witman1,203984321,FALSE,,,
Neopelma chrysolophum,Serra do Mar Tyrant-manakin,sdmman1,71589,FALSE,塞拉霸娇鹟,塞拉霸娇鹟,金冠霸侏儒鳥
Neopelma sulphureiventer,Sulphur-bellied Tyrant-manakin,sbtman1,132771,FALSE,黄腹霸娇鹟,黄腹霸娇鹟,硫黃腹霸侏儒鳥
Tyranneutes stolzmanni,Dwarf Tyrant-manakin,dwtman1,115137,FALSE,侏霸娇鹟,侏霸娇鹟,矮霸侏儒鳥
Tyranneutes virescens,Tiny Tyrant-manakin,titman1,372124911,FALSE,小霸娇鹟,小霸娇鹟,小霸侏儒鳥
Xenopipo uniformis,Olive Manakin,oliman2,369489231,FALSE,橄榄绿娇鹟,橄榄绿娇鹟,橄綠侏儒鳥
Xenopipo atronitens,Black Manakin,blaman1,47805571,FALSE,黑娇鹟,黑娇鹟,黑侏儒鳥
Heterocercus aurantiivertex,Orange-crested Manakin,orcman3,651394499,FALSE,橙顶娇鹟,橙顶娇鹟,橙頂侏儒鳥
