Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sk
Geokichla gurneyi,Orange Ground-thrush,orgthr1,101254,FALSE,drozd oranžový
Geokichla oberlaenderi,Oberländer's Ground-thrush,obgthr1,23446,FALSE,drozd zemný
Geokichla crossleyi,Crossley's Ground-thrush,crgthr1,537225,FALSE,drozd tmavolíci
Geokichla piaggiae,Abyssinian Ground-thrush,abgthr1,1584,FALSE,drozd okuliarnatý
Geokichla camaronensis,Black-eared Ground-thrush,bkegrt1,,FALSE,drozd kamerunský
Geokichla princei,Grey Ground-thrush,grygrt1,,FALSE,drozd sivý
Otocichla mupinensis,Chinese Thrush,chithr2,245735321,FALSE,drozd tmavosluchý
Psophocichla simensis,Ethiopian Thrush,grothr2,203951481,FALSE,drozd etiópsky
Psophocichla litsitsirupa,Groundscraper Thrush,grothr1,626080543,FALSE,
Turdus viscivorus,Mistle Thrush,misthr1,304254561,FALSE,drozd trskota
Turdus philomelos,Song Thrush,sonthr1,105705971,TRUE,drozd plavý
Turdus abyssinicus,Abyssinian Thrush,abythr1,13572,FALSE,drozd horal
Turdus helleri,Taita Thrush,taithr1,625945069,FALSE,drozd bielobruchý
Turdus roehli,Usambara Thrush,usathr1,280446,FALSE,drozd tanzánijský
Turdus iliacus,Redwing,redwin,73458141,FALSE,drozd červenkavý
Turdus plebejus,Mountain Thrush,mourob1,449448091,FALSE,drozd vrchovský
Turdus merula,Eurasian Blackbird,eurbla,102741151,TRUE,drozd čierny
Turdus leucomelas,Pale-breasred Thrush,pabthr1,69487,FALSE,drozd svetloprsý
Turdus fumigatus,Cocoa Thrush,cocthr1,203930981,FALSE,drozd mravčí
Turdus hauxwelly,Hauxwell's Thrush,hauthr1,136650,FALSE,
Turdus flavipes,Yellow-legged Thrush,yelthr1,69663,FALSE,drozd žltonohý
Turdus lawrencii,Lawrence's Thrush,lawthr1,121808,FALSE,drozd Lawrenceov
Turdus obsoletus,Pale-vented Thrush,pavthr1,144875591,FALSE,drozd svetlobruchý
Turdus assimilis,White-throated Thrush,whtrob1,225382791,FALSE,drozd bielohrdlý
Turdus albicollis,White-necked Thrush,whnrob1,69455,FALSE,drozd bielokrký
Turdus rufiventris,Rufous-bellied Thrush,rubthr1,642100514,FALSE,drozd červenobruchý
Turdus maculirostris,Ecuadorian Thrush,ecuthr1,651892959,FALSE,drozd rovníkový
Turdus grayi,Clay-colored Thrush,clcrob,167471831,TRUE,drozd Grayov
Turdus haplochrous,Unicolored Thrush,unithr1,166345,FALSE,drozd bolívijský
Turdus sanchezorum,Varzea Thrush,hauthr3,29133,FALSE,drozd lužný
Turdus nudigenis,Spectacled Thrush,baerob1,203954201,FALSE,drozd žltooký
Turdus mandarinus,Chinese Blackbird,chibla1,311839211,FALSE,drozd mandarínsky
Turdus ludoviciae,Somali Thrush,somthr1,651919637,FALSE,drozd somálsky
Turdus tephronotus,Bare-eyed Thrush,abethr1,14137,FALSE,drozd škraboškový
Turdus bewsheri,Comoro Thrush,comthr1,203979051,FALSE,drozd komorský
Turdus libonyana,Kurrichane Thrush,kurthr1,203942071,FALSE,drozd červenozobý
Turdus menachensis,Yemen Thrush,yemthr1,203936301,FALSE,drozd arabský
Turdus olivaceus,Olive Thrush,olithr2,631274021,FALSE,drozd africký
Turdus smithi,Karoo Thrush,karthr1,369660301,FALSE,drozd búrsky
Turdus lherminieri,Forest Thrush,forthr1,203905131,FALSE,drozd antilský
Turdus leucops,Pale-eyed Thrush,paethr1,69647,FALSE,drozd bielooký
Turdus jamaicensis,White-eyed Thrush,whethr1,203886211,FALSE,drozd jamajský
Turdus swalesi,La Selle Thrush,lasthr1,617174586,FALSE,drozd bielofúzy
Turdus infuscatus,Black Thrush,blarob1,14133,FALSE,drozd uhľový
Turdus nigrescens,Sooty Thrush,soorob1,165069,FALSE,drozd pasienkový
Turdus migratorius,American Robin,amerob,206448,TRUE,drozd sťahovavý
Turdus confinis,San Lucas Robin,,,FALSE,drozd kalifornský (skup.)
Turdus rufitorques,Rufous-collared Robin,rucrob1,14111,FALSE,drozd červenokrký
Turdus rufopalliatus,Rufous-backed Thrush,rubrob,352306941,FALSE,drozd hrdzavochrbtý
Turdus falcklandii,Austral Thrush,austhr1,203969691,FALSE,drozd tmavohlavý
Turdus reevei,Plumbeous-backed Thrush,plbthr2,203930081,FALSE,drozd plavobruchý
Turdus fulviventris,Chestnut-bellied Thrush,chbthr2,520365121,FALSE,drozd okrovobruchý
Turdus olivater,Black-hooded Thrush,blhthr1,203992251,FALSE,drozd kapucňový
Turdus chiguanco,Chiguanco Thrush,chithr1,203694281,FALSE,drozd čiguanko
Turdus anthracinus,Sombre Thrush,,,FALSE,
Turdus fuscater,Great Thrush,grethr1,69629,FALSE,drozd obrí
Turdus nigriceps,Andean Slaty Thrush,slathr2,210359,FALSE,drozd lesný
Turdus subalaris,Eastern Slaty Thrush,slathr3,644309893,FALSE,drozd tmavosivý
Turdus serranus,Glossy-black Thrush,glbthr1,134553391,FALSE,drozd zamatový
Turdus eremita,Tristan Thrush,trithr1,204761,FALSE,drozd pustovnícky
Turdus amaurochalinus,Creamy-bellied Thrush,crbthr1,278874731,FALSE,drozd koročire
Turdus ignobilis,Black-billed Thrush,blbthr1,145612981,FALSE,drozd čiernozobý
Turdus debilis,Floodplain Thrush,,,FALSE,drozd bledohrdlý (skup.)
Turdus arthuri,Campina Thrush,bkbthr3,11549,FALSE,drozd škvrnitohrdlý
Turdus maranonicus,Maranon Thrush,marthr2,307189381,FALSE,drozd peruánsky
Turdus xanthorhynchus,Principe Thrush,prithr1,,FALSE,drozd žltozobý
Turdus olivaceofuscus,Sao Tome Thrush,satthr1,632826455,FALSE,drozd plantážový
Turdus aurantius,White-chinned Thrush,whcthr1,219799611,FALSE,drozd zrkadlový
†Turdus ravidus,Grand Cayman Thrush,grcthr1,,FALSE,
Turdus plumbeus,Northern Red-legged Thrush,relthr1,90104331,FALSE,drozd bielobradý
Turdus rubripes,Western Red-legged Thrush,relthr1,90104331,FALSE,drozd hrdzavobruchý (skup.)
Turdus ardosiaceus,Eastern Red-legged Thrush,relthr3,188091,FALSE,drozd červenonohý
Turdus pelios,African Thrush,afrthr1,203913121,FALSE,drozd spevavý
Turdus niveiceps,Taiwan Thrush,islthr24,114803,FALSE,drozd taiwanský
Turdus boulboul,Grey-winged Blackbird,gywbla1,445576111,FALSE,drozd sivokrídly
Turdus simillimus,Indian Blackbird,eurbla2,558953171,FALSE,drozd indický
Turdus cardis,Japanese Thrush,japthr1,281297,FALSE,drozd strakatý
Turdus hortulorum,Grey-backed Thrush,gybthr1,167993461,FALSE,drozd popolavý
Turdus dissimilis,Black-breasted Thrush,blbthr2,203925511,FALSE,drozd čiernoprsý
Turdus unicolor,Tickell's Thrush,ticthr1,161025131,FALSE,drozd jednofarebný
Turdus obscurus,Eyebrowed Thrush,eyethr,621158349,FALSE,drozd búrsky
Turdus feae,Grey-sided Thrush,gysthr1,423573221,FALSE,drozd sivoboký
Turdus celaenops,Izu Thrush,izuthr1,281524,FALSE,drozd hnedokrídly
Turdus chrysolaus,Brown-headed Thrush,brhthr1,635003534,FALSE,drozd kurilský
Turdus pallidus,Pale Thrush,palthr1,129229171,FALSE,drozd bledý
Turdus poliocephalus,Island Thrush,norist1,,FALSE,drozd ostrovný
Turdus kesslleri,White-backed Thrush,whbthr2,619564656,FALSE,
Turdus maximus,Tibetan Blackbird,tibbla1,173593381,FALSE,drozd tibetský
Turdus pilaris,Fieldfare,fieldf,64396911,FALSE,drozd čvíkota
Turdus albocinctus,White-collared Blackbird,whcbla1,635302766,FALSE,drozd bielokrký
Turdus rubrocanus,Chestnut Thrush,chethr1,179447,FALSE,jala tmavá
Turdus torquatus,Ring Ouzel,rinouz1,204596,FALSE,drozd kolohrivec
Turdus naumanni,Naumann's Thrush,dusthr1,217242421,FALSE,drozd sibírsky/hrdzavý
Turdus eunomus,Dusky Thrush,dusthr2,404382721,FALSE,drozd sibírsky/hrdzavý
Turdus atrogularis,Black-throated Thrush,datthr1,611686557,FALSE,drozd čiernohrdlý/hnedosivý
Turdus ruficollis,Rufous-throated Thrush,retthr1,165839171,FALSE,drozd čiernohrdlý/hnedosivý
Cataponera turdoides,Sulawesi Thrush,sulthr1,190311391,FALSE,drozd obočnatý
MUSCICAPIDAE,Old World Flycatchers and Chats,,,FALSE,
Alethe diademata,White-tailed Alethe,ficale3,204023011,FALSE,aleta korunkatá
Alethe castanea,Fire-crested Alethe,ficale2,540799341,FALSE,aleta korunkatá
Tychaedon coryphoeus,Karoo Scrub-robin,kasrob2,609632105,FALSE,žltorítka hvízdavá
Tychaedon signata,Brown Scrub-robin,brsrob1,208407091,FALSE,žltorítka hnedá
Tychaedon leucosticta,Forest Scrub-robin,fosrob1,1124,FALSE,žltorítka tmavolíca
Tychaedon quadrivirgata,Bearded Scrub-robin,besrob1,46504,FALSE,žltorítka fúzatá
Tychaedon barbata,Miombo Scrub-robin,misrob1,37213,FALSE,žltorítka bradatá
Cercotrichas paena,Kalahari Scrub-robin,kasrob1,630888388,FALSE,žltorítka púštna
Cercotrichas galactotes,Rufous Scrub-robin,rutscr1,470529831,FALSE,žltorítka ryšavá
C. g. minor,African Scrub-robin,,,FALSE,
Cercotrichas podobe,Black Scrub-robin,blsrob1,27830811,FALSE,žltorítka čierna
Cercotrichas hartlaubi,Brown-backed Scrub-robin,bbsrob1,609665991,FALSE,žltorítka hnedochrbtá
Cercotrichas leucophrys,Red-backed Scrub-robin,rbsrob1,614126949,FALSE,žltorítka savanová
Copsychus mindanensis,Philippine Magpie-robin,phimar1,234112501,FALSE,šáma filipínska
Copsychus pica,Pelzeln's Magpie-robin,,,FALSE,šáma bielokrídla (skup.)
Copsychus albospecularis,Madagascar Magpie-robin,mamrob1,203985921,FALSE,šáma madagaskarská
Copsychus sechellarum,Seychelles Magpie-robin,semrob1,566341071,FALSE,šáma záhradná
Copsychus saularis,Oriental Magpie-robin,magrob,203911381,TRUE,šáma stračia
Saxicoloides fulicatus,Indian Robin,indrob1,390084851,FALSE,šáma krovinová
Trichixos pyrropygus,Rufous-tailed Shama,rutsha2,203892301,FALSE,šáma hrdzavochvostá
Kittacincla luzoniensis,White-browed Shama,whbsha1,203983331,FALSE,
Kittacincla superciliaris,Visayan Shama,vissha1,624711354,FALSE,šáma obočnatá
Kittacincla malabarica,White-rumped Shama,whrsha,203918001,FALSE,
Kittacincla albiventris,Andaman Shama,andsha1,203955131,FALSE,šáma andamanská
Kittacincla nigra,White-vented Shama,whvsha1,633422524,FALSE,
Kittacincla cebuensis,Black Shama,blasha1,627533218,FALSE,šáma čierna
Muscicapa griseisticta,Grey-streaked Flycatcher,gysfly1,550234631,FALSE,muchár pestroprsý
Muscicapa sibirica,Dark-sided Flycatcher,dasfly,370995481,FALSE,muchár krátkozobý
M. s. sibirica,Siberian Flycatcher,,,FALSE,
Muscicapa ferruginea,Ferruginous Flycatcher,ferfly1,162983921,FALSE,muchár hrdzavý
Muscicapa muttui,Brown-breasted Flycatcher,brbfly2,401469871,FALSE,muchár mutupila
Muscicapa dauurica,Asian Brown Flycatcher,asbfly,273396421,FALSE,muchár širokozobý
Muscicapa randi,Ashy-breasted Flycatcher,asbfly1,609056554,FALSE,muchár krátkokrídly
Muscicapa segregata,Sumba Brown Flycatcher,subfly2,609218873,FALSE,muchár sumbský
Muscicapa epulata,Little Grey Flycatcher,ligfly2,437374701,FALSE,muchár krpatý
Muscicapa adusta,African Dusky Flycatcher,afdfly1,468789201,FALSE,muchár tmavý
Muscicapa sethsmithi,Yellow-footed Flycatcher,yeffly1,533575181,FALSE,muchár žltonohý
Muscicapa gambagae,Gambaga Flycatcher,gamfly1,297255581,FALSE,muchár akáciový
Muscicapa striata,Spotted Flycatcher,spofly1,203693551,FALSE,muchár sivý
M. s. tyrrhenica,Mediterranean Flycatcher,,,FALSE,
Muscicapa aquatica,Swamp Flycatcher,swafly3,203939851,FALSE,muchár mokraďový
Muscicapa cassini,Cassin's Flycatcher,casfly1,112511691,FALSE,muchár lužný
Bradornis boehmi,Böhm's Flycatcher,boefly1,278847,FALSE,muchár krôpkavý
Bradornis fuliginosus,Sooty Flycatcher,soofly1,1114,FALSE,muchár mníšsky
Bradornis ussheri,Ussher's Flycatcher,ussfly1,437478731,FALSE,muchár černastý
Bradornis comitatus,Dusky-blue Flycatcher,dubfly2,203937611,FALSE,muchár modravý
Bradornis microrhynchus,African Grey Flycatcher,afgfly1,625688304,FALSE,muchár malozobý
Bradornis mariquensis,Mariqua Flycatcher,marfly1,609054500,FALSE,muchár bielobruchý
Agricola pallidus,Pale Flycatcher,palfly2,37903,FALSE,muchár bledý
Agricola infuscatus,Brown Chat-flycatcher,chafly2,626335677,FALSE,muchár plavý
Fraseria cinerascens,White-browed Forest-flycatcher,wbffly1,617144045,FALSE,muchár samotársky
Fraseria ocreata,Fraser's Forest-flycatcher,afffly1,203961311,FALSE,muchár lesný
Fraseria plumbea,Grey Tit-flycatcher,grytif1,189137631,FALSE,muchár sýkorčí
Fraseria griseigularis,Grey-throated Tit-flycatcher,gyttif1,203911741,FALSE,muchár sivohrdlý
Fraseria caerulescens,Ashy Flycatcher,ashfly1,22640,FALSE,muchár popolavý
Fraseria tessmanni,Tessmann's Flycatcher,tesfly1,567135541,FALSE,muchár plantážový
Fraseria olivascens,Olivaceous Flycatcher,olifly1,636181357,FALSE,muchár olivový
Fraseria lendu,Chapin's Flycatcher,chafly1,468479841,FALSE,muchár hnedooký
Humblotia flavirostris,Humblot's Flycatcher,grcfly3,488884871,FALSE,muchár žltozobý
Melaenornis silens,Fiscal Flycatcher,fisfly1,213386131,FALSE,muchár piskľavý
Melaenornis herero,Herero Chat,hercha1,61121,FALSE,muchár skalný
Melaenornis semipartitus,Silverbird,silver1,203915211,FALSE,muchár sivochrbtý
Melaenornis chocolatinus,Abyssinian Slaty-flycatcher,abyslf1,203951691,FALSE,muchár hnedý
Melaenornis brunneus,Angola Slaty-flycatcher,angslf1,398992841,FALSE,muchár bridlicový
Melaenornis fischeri,White-eyed Slaty-flycatcher,wheslf1,631961566,FALSE,muchár Fischerov
Melaenornis ardesiacus,Yellow-eyed Black-flycatcher,yebfly2,112520161,FALSE,muchár žltooký
Melaenornis annamarulae,Nimba Flycatcher,nimfly1,101966,FALSE,muchár nimba
Melaenornis edolioides,Northern Black-flycatcher,nobfly1,435677121,FALSE,muchár sadzový
Melaenornis pammeliana,Southern Black-flycatcher,sobfly1,625987548,FALSE,
Niltava sundara,Rufous-bellied Niltava,rubnil1,608377031,FALSE,niltava hrdzavobruchá
Niltava macgrigoriae,Small Niltava,smanil1,317406091,FALSE,niltava pôvabná
Niltava sumatrana,Sumatran Niltava,ruvnil1,641809156,FALSE,niltava sumatranská
Niltava oatesi,Large Vivid Niltava,vivnil2,456044141,FALSE,niltava masková
Niltava vivida,Small Vivid Niltava,vivnil3,184291691,FALSE,niltava masková
Niltava davidi,Fujian Niltava,fujnil1,30547831,FALSE,niltava pláštiková
Niltava grandis,Large Niltava,larnil1,335919921,FALSE,niltava veľká
Cyanoptila cumatilis,Zappey's Flycatcher,zapfly1,457890361,FALSE,niltava Zappeyova
Cyanoptila cyanomelana,Blue-and-white Flycatcher,bawfly2,203936591,FALSE,niltava sťahovavá/Zappeyova
Eumyias albicaudatus,Nilgiri Flycatcher,nilfly2,90680061,FALSE,niltava hôrna
Eumyias ruficrissa,Rufous-vented Flycatcher,,,FALSE,niltava škrabošková (skup.)
Eumyias indigo,Indigo Flycatcher,indfly1,637364522,FALSE,niltava indigová
Eumyias sordidus,Dull-blue Flycatcher,dubfly3,282092,FALSE,niltava cejlónska
Eumyias thalassinus,Verditer Flycatcher,verfly4,173606741,TRUE,niltava tyrkysová
Eumyias panayensis,Turquoise Flycatcher,islfly1,203999741,FALSE,niltava ostrovná
Eumyias additus,Streaky-breasted Jungle-flycatcher,burjuf1,218108861,FALSE,niltava molucká
Anthipes monileger,White-gorgeted Flycatcher,whgfly1,623219132,FALSE,niltava bielohrdlá
Anthipes solitaris,Rufous-browed Flycatcher,rubfly3,203918081,FALSE,niltava okuliarnatá
Cyornis oscillans,Russet-backed Jungle-flycatcher,,,FALSE,
Cyornis stresemanni,Sumba Jungle-flycatcher,,,FALSE,niltava sumbská
Cyornis nicobaricus,Nicobar Jungle-flycatcher,nicjuf1,648039969,FALSE,niltava nikobarská
Cyornis brunneatus,Brown-chested Jungle-flycatcher,bncjuf1,642052380,FALSE,niltava bambusová
Cyornis olivaceus,Fulvous-chested Jungle-flycatcher,fucjuf1,70241,FALSE,niltava okrovoprsá
Cyornis umbratilis,Grey-chested Jungle-flycatcher,gycjuf1,71281,FALSE,niltava sivoprsá
Cyornis ruficauda,Rufous-tailed Jungle-flycatcher,chtjuf2,632044237,FALSE,niltava hrdzavochvostá
Cyornis colonus,Henna-tailed Jungle-flycatcher,suljuf1,203903021,FALSE,niltava džungľová
Cyornis unicolor,Pale Blue-flycatcher,pabfly2,204017671,FALSE,niltava lazúrová
Cyornis ruckii,Rück's Blue-flycatcher,rubfly1,,FALSE,niltava nížinná
Cyornis herioti,Blue-breasted Blue-flycatcher,bubfly1,196865,FALSE,niltava modroprsá/plavoprsá
Cyornis camarinensis,Rufous-breasted Blue-flycatcher,bubfly2,649740537,FALSE,niltava plavoprsá
Cyornis pallidipes,White-bellied Blue-flycatcher,wbbfly1,442598711,FALSE,niltava bledonohá
Cyornis poliogenys,Pale-chinned Flycatcher,pacblf1,203901361,FALSE,niltava sivolíca
Cyornis magnirostris,Large Blue-flycatcher,larblf1,645436810,FALSE,niltava himalájska
Cyornis banyumas,Hill Blue-flycatcher,hibfly3,641432098,FALSE,niltava jávska
Cyornis lemprieri,Palawan Blue-flycatcher,pabfly1,29731041,FALSE,niltava plavohrdlá
Cyornis tickelliae,Tickell's Blue-flycatcher,tibfly3,360692751,FALSE,niltava hnedoprsá
Cyornis sumatrensis,Indochinese Blue-flycatcher,tibfly4,204005431,FALSE,niltava indočínska
Cyornis caerulatus,Large-billed Blue-flycatcher,lobblf1,203962851,FALSE,niltava veľkozobá
Cyornis superbus,Bornean Blue-flycatcher,bobfly2,203930311,FALSE,niltava ozdobná
Cyornis glaucicomans,Chinese Blue-flycatcher,butfly2,30557641,FALSE,niltava čínska
Cyornis hainanus,Hainan Blue-flycatcher,habfly1,203490341,FALSE,niltava spevavá
Cyornis rubeculoides,Blue-throated Blue-flycatcher,butfly1,203964711,FALSE,niltava spevavá/orchideová/čínska
Cyornis turcosus,Malay Blue-flycatcher,mabfly1,203962831,FALSE,niltava modrohrdlá
Cyornis rufigastra,Mangrove Blue-flycatcher,mabfly2,203893861,FALSE,niltava mangrovová
Cyornis omissus,Sulawesi Blue-flycatcher,subfly1,203909291,FALSE,niltava celebeská
Cyornis djampeanus,Tanahjampea Blue-flycatcher,,,FALSE,niltava pobrežná (skup.)
Cyornis hyacinthinus,Timor Blue-flycatcher,,,FALSE,niltava hyacintová
Cyornis hoevelli,Blue-fronted Blue-flycatcher,,,FALSE,niltava modročelá
Cyornis sanfordi,Matinan Blue-flycatcher,,,FALSE,niltava horská
Cyornis concretus,White-tailed Blue-flycatcher,,,FALSE,niltava bielochvostá
Xenocopsychus ansorgei,Angola Cave-chat,anccha1,505281811,FALSE,braliarik jaskynný
Dessonornis caffer,Cape Robin-chat,carcha1,11202,FALSE,akalat záhradný
Dessonornis mbuluensis,Mbulu Robin-chat,,,FALSE,
Dessonornis macclounii,Rusty-flanked Robin-chat,,,FALSE,
Dessonornis anomalus,Olive-flanked Robin-chat,ofrcha1,101240,FALSE,akalat olivkastý
Dessonornis archeri,Archer's Robin-chat,arrcha1,113930671,FALSE,akalat bambusový
Dessonornis humeralis,White-throated Robin-chat,wtrcha1,11234,FALSE,akalat bielohrdlý
Erithacus rubecula,European Robin,eurrob1,89108201,TRUE,červienka obyčajná
E. r. superbus,Tenerife Robin,,,FALSE,
Pogonocichla stellata,White-starred Robin,whsrob1,630295820,FALSE,bieloškvrnka diadémová
Oreocossypha isabellae,Mountain Robin-chat,morcha1,212670,FALSE,bieloškvrnka kamerunská
Cossyphicula roberti,White-bellied Robin-chat,wbrcha1,615091024,FALSE,bieloškvrnka bielobruchá
Swynnertonia swynnertoni,Swynnerton's Robin,swyrob1,24850,FALSE,bieloškvrnka tmavochvostá
Chamaetylas poliophrys,Red-throated Alethe,retale1,203913131,FALSE,drozdík červenohrdlý
Chamaetylas poliocephala,Brown-chested Alethe,brcale1,276075981,FALSE,drozdík pláštikový
Chamaetylas fuelleborni,White-chested Alethe,whcale1,49874,FALSE,drozdík bieloprsý
Chamaetylas choloensis,Thyolo Alethe,choale1,83265,FALSE,drozdík malawijský
Cossypha cyanocampter,Blue-shouldered Robin-chat,bsrcha1,24632,FALSE,drozdík modrokrídly
Cossypha semirufa,Rüppell's Robin-chat,rurcha1,203939991,FALSE,drozdík hájový
Cossypha heuglini,White-browed Robin-chat,wbrcha2,203938401,FALSE,drozdík stužkatý
Cossypha natalensis,Rufous-capped Robin-chat,rcrcha1,203913101,FALSE,drozdík červenohlavý
Cossypha dichroa,Chorister Robin-chat,chrcha1,203935621,FALSE,drozdík spevavý
Cossypha heinrichi,White-headed Robin-chat,whrcha1,216666181,FALSE,drozdík bielohlavý
Cossypha niveicapilla,Snowy-crowned Robin-chat,scrcha1,11243,FALSE,drozdík čiapočkatý
Cossypha albicapillus,White-crowned Robin-chat,wcrcha1,643444216,FALSE,drozdík veľký
Stiphrornis erythrothorax,Orange-breasted Forest-robin,obfrob1,204023021,FALSE,bieloškvrnka lesná
Stiphrornis xanthogaster,Yellow-breasted Forest-robin,,,FALSE,
Stiphrornis pyrrholaemus,Olive-backed Forest-robin,forrob6,638361959,FALSE,bieloškvrnka červienkovitá
Cichladusa arquata,Collared Palm-thrush,copthr1,4256,FALSE,palmovník hájový
Cichladusa ruficauda,Rufous-tailed Palm-thrush,rtpthr1,404411811,FALSE,palmovník hrdzavochvostý
Cichladusa guttata,Spotted Palm-thrush,spmthr1,46519,FALSE,palmovník riečištiar
Sheppardia montana,Usambara Akalat,usaaka1,280415,FALSE,akalat horský
Sheppardia lowei,Iringa Akalat,iriaka1,101012,FALSE,akalat tanzánijský
Sheppardia aurantiithorax,Rubeho Akalat,rubaka1,,FALSE,akalat plavý
Sheppardia gabela,Gabela Akalat,gabaka1,638481754,FALSE,akalat hnedoprsý
Sheppardia aequatorialis,Equatorial Akalat,equaka1,625825036,FALSE,akalat rovníkový
Sheppardia cyornithopsis,Lowland Akalat,lowaka1,23383,FALSE,akalat nížinný
Sheppardia gunningi,East Coast Akalat,eacaka1,123355941,FALSE,akalat sivokrídly
