Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sk
Thryomanes bewickii,Bewick's Wren,bewwre,43463181,TRUE,oriešok záhradný
Campylorhynchus nuchalis,Stripe-backed Wren,stbwre2,69994,FALSE,oriešok venezuelský
Campylorhynchus fasciatus,Fasciated Wren,faswre1,203929981,FALSE,oriešok pruhovaný
Campylorhynchus zonatus,Band-backed Wren,babwre1,219826231,FALSE,oriešok tigrovaný
Campylorhynchus megalopterus,Grey-barred Wren,grbwre1,203948221,FALSE,oriešok sivopásy
Campylorhynchus albobrunneus,White-headed Wren,whhwre1,560096221,FALSE,oriešok bielohlavý
Campylorhynchus turdinus,Thrush-like Wren,thlwre1,490609231,FALSE,oriešok drozdí
Campylorhynchus gularis,Spotted Wren,spowre1,612608240,FALSE,oriešok dúbravový
Campylorhynchus humilis,Sclater's Wren,runwre3,29103461,FALSE,oriešok mexický
Campylorhynchus rufinucha,Rufous-naped Wren,runwre2,538071251,TRUE,oriešok hrdzavotylový
Campylorhynchus capistratus,Rufous-backed Wren,runwre4,150592901,FALSE,oriešok hrdzavochrbtý
Campylorhynchus griseus,Bicolored Wren,bicwre1,69982,FALSE,oriešok dvojfarebný
Campylorhynchus chiapensis,Giant Wren,giawre1,203693161,FALSE,oriešok veľký
Campylorhynchus brunneicapillus,Cactus Wren,cacwre,22879871,TRUE,oriešok kaktusový
Campylorhynchus yucatanicus,Yucatan Wren,yucwre1,203913191,FALSE,oriešok opunciový
Campylorhynchus jocosus,Boucard's Wren,bouwre1,154808241,FALSE,oriešok bodkastý
Pheugopedius fasciatoventris,Black-bellied Wren,blbwre1,351226181,FALSE,oriešok čiernobruchý
Pheugopedius euophrys,Plain-tailed Wren,pltwre1,54154871,FALSE,oriešok bambusový
Pheugopedius schulenbergi,Grey-browed Wren,pltwre3,172813421,FALSE,oriešok svetlohnedý
Pheugopedius eisenmanni,Inca Wren,incwre1,203983381,FALSE,oriešok inkský
Pheugopedius mystacalis,Whiskered Wren,whiwre1,66950,FALSE,oriešok fúzatý
Pheugopedius coraya,Coraya Wren,corwre1,34436,FALSE,oriešok koraja
Pheugopedius genibarbis,Moustached Wren,mouwre2,247056641,FALSE,oriešok pruholíci
Pheugopedius atrogularis,Black-throated Wren,bltwre1,184759,FALSE,oriešok čiernohrdlý
Pheugopedius spadix,Sooty-headed Wren,sohwre1,616446572,FALSE,oriešok mníšsky
Pheugopedius felix,Happy Wren,hapwre1,9078,FALSE,oriešok hnedkavý
Pheugopedius columbianus,Colombian Wren,,,FALSE,oriešok jarabý (skup.)
Pheugopedius paucimaculatus,Speckle-breasted Wren,spbwre2,80167,FALSE,oriešok ekvádorský (skup.)
Pheugopedius sclateri,Maranon Wren,spbwre2,80167,FALSE,oriešok škvrnitoprsý
Pheugopedius rutilus,Rufous-breasted Wren,rubwre1,165852,FALSE,oriešok hrdzavoprsý
Pheugopedius maculipectus,Spot-breasted Wren,spbwre1,207507171,FALSE,oriešok škvrnitý
Thryophilus pleurostictus,Banded Wren,banwre1,199551,FALSE,oriešok pruhoboký
Thryophilus rufalbus,Rufous-and-white Wren,rawwre1,199464,FALSE,oriešok hrdzavo-biely
Thryophilus sernai,Antioquia Wren,antwre2,621893553,FALSE,oriešok Sernov
Thryophilus nicefori,Niceforo's Wren,nicwre1,204023091,FALSE,oriešok bronzový
Thryophilus sinaloa,Sinaloa Wren,sinwre1,182576151,FALSE,oriešok krovinový
Cinnycerthia unirufa,Rufous Wren,rufwre1,616557820,FALSE,oriešok hrdzavý
Cinnycerthia olivascens,Sharpe's Wren,shawre1,139080,FALSE,oriešok tizianový
Cinnycerthia peruana,Peruvian Wren,perwre1,17821,FALSE,oriešok peruánsky
Cinnycerthia fulva,Fulvous Wren,fulwre1,186464591,FALSE,oriešok škoricový
Cantorchilus leucopogon,Stripe-throated Wren,sttwre1,31172,FALSE,oriešok kŕdlikový
Cantorchilus thoracicus,Stripe-breasted Wren,stbwre1,145229661,FALSE,oriešok žilkovaný
Cantorchilus superciliaris,Superciliated Wren,supwre1,81160,FALSE,oriešok bieloprsý
Cantorchilus leucotis,Buff-breasted Wren,bubwre1,203957281,FALSE,oriešok vodný
Cantorchilus longirostris,Long-billed Wren,lobwre1,189419,FALSE,oriešok dlhozobý
Cantorchilus guarayanus,Fawn-breasted Wren,fabwre1,228261,FALSE,oriešok škvrnitolíci
Cantorchilus semibadius,Riverside Wren,rivwre1,203944221,FALSE,oriešok lužný
Cantorchilus nigricapillus,Bay Wren,baywre1,54162661,FALSE,oriešok čiernohlavý
Cantorchilus modestus,Plain Wren,plawre1,165658821,FALSE,oriešok úhorový
Cantorchilus zeledoni,Canebrake Wren,plawre3,209474,FALSE,oriešok trstinový
Cantorchilus griseus,Grey Wren,grywre1,578416691,FALSE,oriešok sivý
Uropsila leucogastra,White-bellied Wren,whbwre1,177106081,FALSE,oriešok bielobruchý
Henicorhina leucosticta,White-breasted Wood-wren,wbwwre1,214496361,FALSE,oriešok lesný
Henicorhina leucoptera,Bar-winged Wood-wren,bwwwre1,78080,FALSE,oriešok andský
Henicorhina leucophrys,Grey-breasted Wood-wren,gbwwre1,312808451,FALSE,oriešok sivoprsý
Henicorhina anachoreta,Hermit Wood-wren,gybwow3,615330558,FALSE,oriešok anachoréta
Henicorhina negreti,Munchique Wood-wren,munwow1,203953091,FALSE,oriešok kolumbijský
Cyphorhinus dishrorus,Northern Chestnut-breasted Wren,chbwre2,631573311,FALSE,
Cyphorhinus thoracicus,Southern Chestnut-breasted Wren,chbwre3,601093761,FALSE,oriešok hudobník
Cyphorhinus phaeocephalus,Song Wren,sonwre1,600045921,FALSE,oriešok koledníček
Cyphorhinus arada,Musician Wren,muswre2,406658561,FALSE,oriešok arada
Cinclus mexicanus,American Dipper,amedip,396529091,FALSE,vodnár tmavý
Cinclus leucocephalus,White-capped Dipper,whcdip1,162498411,FALSE,vodnár bielohlavý
Cinclus schulzi,Rufous-throated Dipper,rutdip1,597536201,FALSE,vodnár andský
BUPHAGIDAE,Oxpeckers,,,FALSE,
Buphagus erythrorhynchus,Red-billed Oxpecker,reboxp1,14498,FALSE,kľuváč červenozobý
Buphagus africanus,Yellow-billed Oxpecker,yeboxp1,475684981,FALSE,kľuváč žltozobý
STURNIDAE,Starlings,,,FALSE,
Sturnus vulgaris,Common Starling,eursta,107248,TRUE,škorec obyčajný
Sturnus unicolor,Spotless Starling,sposta1,543260501,TRUE,škorec jednofarebný
Creatophora cinerea,Wattled Starling,watsta1,14810,FALSE,škorec laločnatý
Pastor roseus,Rosy Starling,rossta2,204023951,TRUE,pastier ružový
Agropsar sturninus,Purple-backed Starling,dausta1,626652193,FALSE,škorec škvrnotylový
Agropsar philippensis,Chestnut-cheeked Starling,chcsta1,244705391,FALSE,škorec hnedosluchý
Gracupica contra,Asian Pied Starling,aspsta2,634158339,FALSE,škorec strakatý
Gracupica jalla,Javan Pied Starling,aspsta3,640634224,FALSE,škorec sundský
Gracupica nigricollis,Black-collared Starling,bkcsta1,396593261,FALSE,škorec čiernokrký
Sturnornis albofrontatus,White-faced Starling,whfsta2,482,FALSE,škorec bielolíci
Leucopsar rothschildi,Bali Myna,balmyn1,640634236,TRUE,škorec biely
†Fregilupus varius,Reunion Starling,reusta1,,FALSE,
†Necropsar rodericanus,Rodrigues Starling,rodsta2,,FALSE,
Sturnia sinensis,White-shouldered Starling,whssta2,610786616,FALSE,škorec mandarínsky
Sturnia pagodarum,Brahminy Starling,brasta1,204025921,TRUE,škorec pagodový
Sturnia malabarica,Chestnut-tailed Starling,chtsta2,631606646,FALSE,škorec sivohlavý/malabársky
Sturnia erythropygia,White-headed Starling,whhsta2,343519051,FALSE,škorec bielohlavý
Spodiopsar sericeus,Red-billed Starling,rebsta1,620297349,FALSE,škorec hodvábny
Spodiopsar cineraceus,White-cheeked Starling,whcsta1,203951961,FALSE,škorec sivý
Acridotheres tristis,Common Myna,commyn,228583561,TRUE,škorec hnedý
Acridotheres ginginianus,Bank Myna,banmyn1,204026001,FALSE,škorec pobrežný
Acridotheres burmannicus,Burmese Myna,vibsta1,204004891,FALSE,škorec vínovoprsý/bielokrký
Acridotheres leucocephalus,Vinous-breasted Myna,vibsta4,203914851,FALSE,škorec bielokrký
Acridotheres melanopterus,Black-winged Myna,bkwsta1,525569351,FALSE,škorec čiernokrídly
Acridotheres tricolor,Grey-backed Myna,,,FALSE,
Acridotheres tertius,Grey-rumped Myna,,,FALSE,
Acridotheres fuscus,Jungle Myna,junmyn1,356907991,FALSE,škorec džungľový
Acridotheres cinereus,Pale-bellied Myna,pabmyn1,,FALSE,škorec dobytčí
Acridotheres javanicus,Javan Myna,whvmyn,146532661,FALSE,škorec ryžový
Acridotheres albocinctus,Collared Myna,colmyn1,237302,FALSE,škorec golierikatý
Acridotheres grandis,Great Myna,whvmyn1,203914761,FALSE,škorec smútočný
Acridotheres cristatellus,Crested Myna,cremyn,385911801,FALSE,škorec chochlatý
Onychognathus tenuirostris,Slender-billed Starling,slbsta1,1580,FALSE,liskavec tenkozobý
Onychognathus nabouroup,Pale-winged Starling,pawsta1,278423,FALSE,liskavec naburup
Onychognathus neumanni,Neumann's Starling,neusta1,598767781,FALSE,liskavec červenokrídly
Onychognathus morio,Red-winged Starling,rewsta1,87731,FALSE,liskavec moriónový
Onychognathus fulgidus,Chestnut-winged Starling,chwsta1,636181526,FALSE,liskavec hnedokrídly
Onychognathus walleri,Waller's Starling,walsta1,14848,FALSE,liskavec krátkozobý
Onychognathus albirostris,White-billed Starling,whbsta1,100329,FALSE,liskavec bielozobý
Onychognathus tristramii,Tristram's Starling,trista1,121709731,FALSE,liskavec roklinový
Onychognathus salvadorii,Bristle-crowned Starling,brcsta1,28073591,FALSE,liskavec štetinkatý
Onychognathus frater,Socotra Starling,socsta1,,FALSE,liskavec somálsky
Onychognathus blythii,Somali Starling,somsta1,638434960,FALSE,liskavec somálsky
Saroglossa spiloptera,Spot-winged Starling,spwsta1,284870,FALSE,liskavec mramorovaný
Neocichla gutturalis,Babbling Starling,babsta1,,FALSE,liskavec bielokrídly
Grafisia torquata,White-collared Starling,whcsta2,,FALSE,liskavec bieloprsý
Speculipastor bicolor,Magpie Starling,magsta1,33653721,FALSE,liskavec strakatý
Pholia sharpii,Sharpe's Starling,shasta2,1567,FALSE,liskavec horský
Poeoptera stuhlmanni,Stuhlmann's Starling,stusta1,22603,FALSE,liskavec modrý
Poeoptera kenricki,Kenrick's Starling,kensta1,407178491,FALSE,liskavec malý
Poeoptera lugubris,Narrow-tailed Starling,natsta1,1450,FALSE,liskavec lesklý
Poeoptera femoralis,Abbott's Starling,abbsta2,619037920,FALSE,liskavec smútočný
Lamprotornis hildebrandti,Hildebrandt's Starling,hilsta1,14851,FALSE,liskavec červenooký
Lamprotornis shelleyi,Shelley's Starling,shesta1,569510471,FALSE,liskavec savanový
Lamprotornis australis,Burchell's Starling,bugsta1,203935251,FALSE,liskavec veľkokrídly
Lamprotornis caudatus,Long-tailed Glossy Starling,ltgsta1,203974471,FALSE,liskavec dlhochvostý
Lamprotornis purpuroptera,Rüppell's Starling,ruegls1,14837,FALSE,liskavec fialový
Lamprotornis benguelensis,Benguela Long-tailed Starling,,,FALSE,
Lamprotornis violacior,Cunene Long-tailed Starling,,,FALSE,
Lamprotornis mevesii,Meves's Long-tailed Starling,megsta1,14827,FALSE,liskavec tmavý
Lamprotornis unicolor,Ashy Starling,ashsta2,23895,FALSE,liskavec popolavý
Lamprotornis ornatus,Principe Starling,prgsta1,95204,FALSE,liskavec ozdobný
Lamprotornis splendidus,Splendid Starling,spgsta1,14843,FALSE,liskavec nádherný
Lamprotornis regius,Golden-breasted Starling,gobsta5,33655941,FALSE,liskavec kráľovský
Lamprotornis superbus,Superb Starling,supsta1,14855,FALSE,liskavec pestrý
Lamprotornis pulcher,Chestnut-bellied Starling,chbsta1,138830271,FALSE,liskavec sahelský
CINCLIDAE,Dippers,,,FALSE,
Cinclus cinclus,White-throated Dipper,whtdip1,625994479,TRUE,vodnár potočný
Cinclus pallasii,Brown Dipper,brodip1,470229521,FALSE,vodnár hnedý
Lamprotornis bicolor,African Pied Starling,afpsta1,609054123,FALSE,liskavec dvojfarebný
Lamprotornis albicapillus,White-crowned Starling,whcsta3,96332,FALSE,liskavec čiapočkatý
Lamprotornis fischeri,Fischer's Starling,fissta1,14850,FALSE,liskavec bledý
Lamprotornis acuticaudus,Sharp-tailed Starling,stgsta1,640999180,FALSE,liskavec ostrochvostý
Lamprotornis chloropterus,Lesser Blue-eared Starling,lbesta1,618456427,FALSE,liskavec modrosluchý
Lamprotornis purpureus,Purple Starling,pugsta1,287974221,FALSE,liskavec purpurový
Lamprotornis chalcurus,Bronze-tailed Starling,btgsta1,646681734,FALSE,liskavec pôvabný
Lamprotornis nitens,Cape Starling,capgls1,278024,FALSE,liskavec akáciový
Lamprotornis chalybaeus,Greater Blue-eared Starling,gbesta1,14820,FALSE,liskavec kovový
Lamprotornis iris,Emerald Starling,emesta1,,FALSE,liskavec smaragdový
Hartlaubius auratus,Madagascan Starling,madsta1,203970411,FALSE,liskavec madagaskarský
Cinnyricinclus leucogaster,Violet-backed Starling,vibsta2,164116561,FALSE,liskavec bielobruchý
Hylopsar purpureiceps,Purple-headed Starling,phgsta1,329055201,FALSE,liskavec zamatový
Hylopsar cupreocauda,Copper-tailed Starling,ctgsta1,434335301,FALSE,liskavec medenochvostý
Notopholia corrusca,Black-bellied Starling,bbgsta1,612186922,FALSE,liskavec čiernobruchý
Rhabdornis mystacalis,Stripe-headed Rhabdornis,stsrha2,484030521,FALSE,šplháčik bielohrdlý
Rhabdornis grandis,Grand Rhabdornis,lobrha1,,FALSE,šplháčik dlhozobý
Rhabdornis rabori,Visayan Rhabdornis,visrha1,253006091,FALSE,šplháčik pásikavý
Rhabdornis inornatus,Stripe-breasted Rhabdornis,stbrha1,609070563,FALSE,šplháčik hnedohlavý
Basilornis celebensis,Sulawesi Myna,sulmyn1,203974981,FALSE,majna kráľovská
Basilornis galeatus,Helmeted Myna,helmyn1,650609348,FALSE,majna prilbatá
Basilornis corythaix,Long-crested Myna,locmyn1,615918963,FALSE,majna dlhochochlatá
Goodfellowia miranda,Apo Myna,apomyn2,203894241,FALSE,majna páperová
Streptocitta torquata,Northern White-necked Myna,,,FALSE,
Streptocitta albicollis,Southern White-necked Myna,whnmyn1,203990141,FALSE,majna bielokrká
Streptocitta albertinae,Bare-eyed Myna,baemyn1,203905461,FALSE,majna okuliarnatá
Sarcops calvus,Coleto,coleto1,18637,FALSE,majna koleto
Mino dumontii,Yellow-faced Myna,yefmyn1,168379,FALSE,majna žltolíca
Mino kreffti,Long-tailed Myna,lotmyn1,203910111,FALSE,majna palmová
Mino anais,Golden Myna,golmyn1,65932,FALSE,majna zlatoprsá
Gracula ptilogenys,Sri Lanka Hill Myna,ceymyn1,625921977,FALSE,beo cejlónsky
Gracula indica,Southern Hill Myna,sohmyn1,455113631,FALSE,beo malozobý
Gracula religiosa,Common Hill Myna,hilmyn,437281591,FALSE,beo posvätný
G. r. enganensis,Enggano Hill Myna,,,FALSE,
Gracula venerata,Tenggara Hill Myna,cohmyn2,609070385,FALSE,beo uctievaný
Gracula robusta,Nias Hill Myna,,,FALSE,beo posvätný (vraní)
Ampeliceps coronatus,Golden-crested Myna,gocmyn1,613925613,FALSE,majna korunkatá
Enodes erythrophris,Flame-browed Starling,fibmyn1,640483230,FALSE,majna obočnatá
Scissirostrum dubium,Grosbeak Starling,fibmyn2,203909251,FALSE,majna hrubozobá
Aplonis metallica,Metallic Starling,metsta1,203907061,FALSE,majna družná
Aplonis mystacea,Yellow-eyed Starling,yeesta1,,FALSE,majna žltooká
Aplonis cantoroides,Singing Starling,sinsta1,203908301,FALSE,majna spevavá
Aplonis crassa,Tanimbar Starling,tansta1,629625462,FALSE,majna tanimbarská
Aplonis feadensis,Atoll Starling,atosta1,634565969,FALSE,majna atolová
Aplonis insularis,Rennell Starling,rensta1,203908191,FALSE,majna ostrovná
Aplonis magna,Long-tailed Starling,lotsta1,203983571,FALSE,majna dlhochvostá
Aplonis brunneicapillus,White-eyed Starling,whesta2,203932771,FALSE,majna bielooká
Aplonis grandis,Brown-winged Starling,brwsta1,203968791,FALSE,majna šalamúnska
Aplonis dichroa,Makira Starling,sacsta1,118111631,FALSE,majna hnedokrídla
Aplonis zelandica,Rusty-winged Starling,ruwsta1,369528621,FALSE,majna hrdzavokrídla
Aplonis striata,Striated Starling,strsta1,203908071,FALSE,majna flautová
Aplonis santovestris,Mountain Starling,mousta1,,FALSE,majna horská
Aplonis panayensis,Asian Glossy Starling,asgsta1,587452921,FALSE,majna zelená
Aplonis mysolensis,Moluccan Starling,molsta1,203907041,FALSE,majna molucká
Aplonis minor,Short-tailed Starling,shtsta1,475887681,FALSE,majna krátkochvostá
Aplonis opaca,Micronesian Starling,micsta1,140155,FALSE,majna mikronézska
Aplonis pelzelni,Pohnpei Starling,pohsta1,,FALSE,majna tmavá
Aplonis tabuensis,Polynesian Starling,polsta1,203906471,FALSE,majna tichomorská
Aplonis atrifusca,Samoan Starling,samsta1,139823,FALSE,majna záhradná
†Aplonis corvina,Kosrae Starling,kossta1,,FALSE,
Aplonis cinerascens,Rarotonga Starling,rarsta1,151581861,FALSE,majna popolavá
†Aplonis mavornata,Mysterious Starling,myssta1,,FALSE,
†Aplonis fusca,Norfolk Starling,,,FALSE,
Mimus saturninus,Chalk-browed Mockingbird,chbmoc1,270365031,FALSE,spevák obočnatý
Mimus triurus,White-banded Mockingbird,whbmoc1,621959965,FALSE,spevák bielokrídly
Mimus dorsalis,Brown-backed Mockingbird,brbmoc1,203960231,FALSE,spevák hnedochrbtý
Mimus longicaudus,Long-tailed Mockingbird,lotmoc1,390354101,FALSE,
Mimus polyglottos,Northern Mockingbird,normoc,166628,TRUE,spevák tropický/mnohohlasý
Mimus gilvus,Tropical Mockingbird,tromoc,103372,FALSE,spevák tropický
Mimus graysoni,Socorro Mockingbird,socmoc1,345335231,FALSE,spevák plavý
Mimus gundlachii,Bahama Mockingbird,bahmoc,468925381,FALSE,spevák bahamský
Mimus trifasciatus,Floreana Mockingbird,chamoc1,638777128,FALSE,spevák galapágsky
Mimus parvulus,Galapagos Mockingbird,galmoc1,45963,FALSE,spevák galapágsky
Mimus macdonaldi,Espanola Mockingbird,hoomoc1,203698241,FALSE,spevák hákozobý
Mimus melanotis,San Cristobal Mockingbird,chamoc2,638777213,FALSE,spevák ostrovný
Oreoscoptes montanus,Sage Thrasher,sagthr,164696,FALSE,drozdec palinový
Toxostoma curvirostre,Curve-billed Thrasher,cubthr,130902,FALSE,drozdec krivozobý
Toxostoma ocellatum,Ocellated Thrasher,ocethr1,11165,FALSE,drozdec očkatý
Toxostoma rufum,Brown Thrasher,brnthr,94280,TRUE,drozdec červenkavý
Toxostoma longirostre,Long-billed Thrasher,lobthr,273152851,FALSE,drozdec dlhozobý
Toxostoma guttatum,Cozumel Thrasher,cozthr1,23066,FALSE,drozdec škvrnitý
Toxostoma bendirei,Bendire's Thrasher,benthr,423634981,FALSE,drozdec kaktusový
Toxostoma cinereum,Grey Thrasher,grathr1,650601736,FALSE,drozdec sivý
Toxostoma redivivum,California Thrasher,calthr,617231654,FALSE,drozdec kosákovitý
Toxostoma crissale,Crissal Thrasher,crithr,206500931,FALSE,drozdec červenobruchý
Toxostoma lecontei,Le Conte's Thrasher,lecthr,125286,FALSE,drozdec stepný
TURDIDAE,Thrushes,,,FALSE,
Sialia mexicana,Western Bluebird,wesblu,44896,FALSE,salašník hájový
Sialia sialis,Eastern Bluebird,easblu,534348,TRUE,salašník modrochrbtý
Sialia currucoides,Mountain Bluebird,moublu,43462621,TRUE,salašník horský
Grandala coelicolor,Grandala,granda1,151360041,TRUE,grandala modrá
Neocossyphus rufus,Red-tailed Ant-thrush,rtathr1,176785,FALSE,drozdovec červenochvostý
Neocossyphus poensis,White-tailed Ant-thrush,wtathr1,203921111,FALSE,drozdovec bielochvostý
Stizorhina fraseri,Rufous Flycatcher-thrush,rufthr1,203942381,FALSE,drozdovec škoricový
Stizorhina finschi,Finsch's Flycatcher-thrush,fifthr1,204022921,FALSE,drozdovec vzpriamený
Myadestes townsendi,Townsend's Solitaire,towsol,273256631,FALSE,drozdovec čečinový
†Myadestes myadestinus,Kamao,kamao,6027,FALSE,
†Myadestes woahensis,Amaui,amaui,,FALSE,
Myadestes lanaiensis,Olomao,olomao,,FALSE,drozdovec olomao
Myadestes obscurus,Omao,omao,6084,FALSE,drozdovec havajský
Myadestes palmeri,Puaiohi,puaioh,108531181,FALSE,drozdovec papraďový
Myadestes elisabeth,Cuban Solitaire,cubsol1,112190,FALSE,drozdovec kubánsky
Myadestes genibarbis,Rufous-throated Solitaire,rutsol1,335460861,FALSE,drozdovec bradatý
Myadestes occidentalis,Brown-backed Solitaire,brbsol1,11356,FALSE,drozdovec borovicový
Myadestes unicolor,Slate-colored Solitaire,slcsol1,157504701,FALSE,drozdovec modrosivý
Myadestes melanops,Black-faced Solitaire,blfsol1,48408271,FALSE,drozdovec maskový
Myadestes coloratus,Varied Solitaire,varsol1,616601013,FALSE,drozdovec rozmanitý
Myadestes ralloides,Andean Solitaire,andsol1,66341,FALSE,drozdovec andský
Geomalia heinrichi,Geomalia,geomal1,,FALSE,drozd celebeský
Zoothera dixoni,Long-tailed Thrush,lotthr1,164501,FALSE,drozd dlhochvostý
Zoothera mollissima,Alpine Thrush,alpthr1,203977261,FALSE,drozd horský
Zoothera griseiceps,Sichuan Forest Thrush,sicthr1,203977281,FALSE,drozd sivastohlavý
Zoothera salimali,Himalayan Forest Thrush,,,FALSE,drozd himalájsky
Zoothera marginata,Dark-sided Thrush,dasthr1,622679010,FALSE,drozd tmavoboký
Zoothera monticola,Long-billed Thrush,lobthr1,184685,FALSE,drozd dlhozobý
Zoothera everetti,Everett's Thrush,evethr1,620872863,FALSE,drozd hnedoprsý
Zoothera andromedae,Sunda Thrush,sunthr1,524285901,FALSE,drozd sundský
Zoothera aurea,White's Thrush,scathr2,148980201,FALSE,drozd tajgový
Z. a. imbricata,Sri Lanka Thrush,scathr5,204027611,FALSE,
Zoothera major,Amami Thrush,scathr6,21723221,FALSE,drozd vzorkovaný
Zoothera dauma,Scaly Thrush,scathr8,170500051,FALSE,drozd jarabý
Zoothera machiki,Fawn-breasted Thrush,fabthr1,613325768,FALSE,drozd okrový
Zoothera turipavae,Guadalcanal Thrush,sacthr3,,FALSE,drozd machový
Zoothera margaretae,Makira Thrush,sacthr2,117228481,FALSE,drozd šalamúnsky
Zoothera lunulata,Bassian Thrush,oltthr1,31211461,FALSE,drozd austrálsky/vlnkovaný
Zoothera heinei,Russet-tailed Thrush,rutthr1,638578213,FALSE,drozd vlnkovaný
Zoothera talaseae,New Britain Thrush,nebthr1,,FALSE,drozd melanézsky
Zoothera atrigena,Bougainville Thrush,bouthr1,,FALSE,drozd bougainvillský
†Zoothera terrestris,Bonin Thrush,bonthr2,,FALSE,
Ixoreus naevius,Varied Thrush,varthr,118810,TRUE,drozd obojkový
Entomodestes coracinus,Black Solitaire,blasol1,68682351,FALSE,drozd bielolíci
Entomodestes leucotis,White-eared Solitaire,whesol1,204006721,FALSE,drozd dvojfarebný
Cichlopsis chubbi,Chestnut-throated Solitaire,,,FALSE,
Cichlopsis peruviana,Peruvian Solitaire,,,FALSE,
Cichlopsis gularis,Guianan Solitaire,,,FALSE,drozd guyanský (skup.)
Cichlopsis leucogenys,Rufous-brown Solitaire,rubsol1,621766484,FALSE,drozd samotársky
Ridgwayia pinicola,Aztec Thrush,aztthr,622718145,FALSE,drozd aztécky
Hylocichla mustelina,Wood Thrush,woothr,340193331,FALSE,drozd hrdzavochvostý
MIMIDAE,Mockingbirds and Thrashers,,,FALSE,
Melanotis caerulescens,Blue Mockingbird,blumoc,292873171,FALSE,drozdec modrý
Melanotis hypoleucos,Blue-and-white Mockingbird,bawmoc1,177596,FALSE,
Melanoptila glabrirostris,Black Catbird,blacat1,208192991,FALSE,drozdec čierny
Dumetella carolinensis,Grey Catbird,grycat,163135121,TRUE,drozdec mačací
Ramphocinclus brachyurus,White-breasted Thrasher,whbthr3,173419701,FALSE,drozdec bieloprsý
Allenia fusca,Scaly-breasted Thrasher,scbthr,175533091,FALSE,drozdec šupinatý
Margarops fuscatus,Pearly-eyed Thrasher,peethr1,188051,FALSE,drozdec perlooký
Cinclocerthia ruficauda,Brown Trembler,brotre1,614012692,FALSE,drozdec hnedý/popolavý
Cinclocerthia gutturalis,Grey Trembler,gratre1,93303,FALSE,drozdec popolavý
Mimus thenca,Chilean Mockingbird,chimoc1,470062851,FALSE,spevák tenka
Mimus patagonicus,Patagonian Mockingbird,patmoc1,651136545,FALSE,spevák tmavochvostý
Catharus swainsoni,Swainson's Thrush,swathr,206453,FALSE,drozd olivovochrbtý (skup.)
Catharus ustulatus,Russet-backed Thrush,swathr,206453,FALSE,drozd olivový
Catharus fuscescens,Veery,veery,30930861,FALSE,drozd hnedkavý
Catharus minimus,Grey-cheeked Thrush,gycthr,206480,FALSE,drozd sivolíci/hnedý
Catharus bicknelli,Bicknell's Thrush,bicthr,620383624,FALSE,drozd hnedý
Catharus guttatus,Hermit Thrush,herthr,100857,TRUE,drozd malý
Catharus occidentalis,Russet Nightingale-thrush,runthr1,591450581,FALSE,drozd terakotový
Catharus frantzii,Ruddy-capped Nightingale-thrush,rcnthr1,599307081,FALSE,drozd dubový
Catharus gracilirostris,Black-billed Nightingale-thrush,bbnthr1,209447,FALSE,drozd hájový
Catharus aurantiirostris,Orange-billed Nightingale-thrush,obnthr1,3610,FALSE,drozd oranžovozobý
Catharus mexicanus,Black-headed Nightingale-thrush,bhnthr1,211134,FALSE,drozd čiernohlavý
Catharus dryas,Spotted Nightingale-thrush,spnthr1,242532091,FALSE,drozd bodkovaný
Catharus fuscater,Slaty-backed Nightingale-thrush,sbnthr1,32330,FALSE,drozd bridlicový
Chlamydochaera jefferyi,Fruithunter,fruith1,203956971,FALSE,kočo čiernoprsý
Cochoa purpurea,Purple Cochoa,purcoc1,203902561,FALSE,kočo purpurový
Cochoa viridis,Green Cochoa,grecoc1,204017681,FALSE,kočo zelený
Cochoa beccarii,Sumatran Cochoa,sumcoc1,176010,FALSE,kočo belasý
Cochoa azurea,Javan Cochoa,javcoc1,611185885,FALSE,kočo modrý
Geokichla sibirica,Siberian Thrush,sibthr1,181019841,FALSE,drozd tmavý
Geokichla wardii,Pied Thrush,piethr1,232318221,FALSE,drozd čierno-biely
Geokichla guttata,Spotted Ground-thrush,spgthr1,578290661,FALSE,drozd škvrnitý
Geokichla spiloptera,Spot-winged Thrush,spwthr1,75086941,FALSE,drozd škvrnitokrídly
Geokichla citrina,Orange-headed Thrush,orhthr1,355641671,FALSE,drozd hrdzavohlavý
Geokichla cinerea,Ashy Thrush,ashthr1,204002561,FALSE,drozd luzonský
Geokichla erythronota,Red-backed Thrush,rubthr2,548659311,FALSE,drozd červenochrbtý
Geokichla mendeni,Red-and-black Thrush,rabthr1,,FALSE,drozd čiernokrídly
Geokichla schistacea,Slaty-backed Thrush,slbthr1,203921251,FALSE,drozd bielosluchý
Geokichla peronii,Orange-banded Thrush,orbthr1,203923481,FALSE,drozd ozdobný
Geokichla dohertyi,Chestnut-backed Thrush,chbthr1,168527,FALSE,drozd hnedochrbtý
Geokichla interpres,Chestnut-capped Thrush,chcthr1,203930421,FALSE,drozd hnedohlavý
Geokichla leucolaema,Enggano Thrush,engthr1,611192858,FALSE,drozd pláštikový
Geokichla dumasi,Buru Thrush,burthr1,621017216,FALSE,drozd molucký
Geokichla joiceyi,Seram Thrush,serthr2,67802821,FALSE,drozd seramský
