Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,dk
CICONIIFORMES,,,,FALSE,
CICONIIDAE,Storks,,,FALSE,
Platalea flavipes,Yellow-billed Spoonbill,yebspo1,617415868,FALSE,Gulnæbbet Skestork
Platalea ajaja,Roseate Spoonbill,rosspo1,111605261,TRUE,Rosaskestork
Platalea alba,African Spoonbill,afrspo1,2429,FALSE,Afrikansk Skestork
Platalea leucorodia,Eurasian Spoonbill,eurspo1,255476691,FALSE,Skestork
Platalea minor,Black-faced Spoonbill,blfspo1,614320390,FALSE,Lille Skestork
Platalea regia,Royal Spoonbill,royspo1,431749911,TRUE,Australsk Skestork
†Threskiornis solitarius,Reunion Ibis,reusol1,,FALSE,
Threskiornis aethiopicus,African Sacred Ibis,sacibi2,612739077,FALSE,Hellig Ibis
Threskiornis bernieri,Madagascar Sacred Ibis,sacibi3,,FALSE,Madagaskaribis
Threskiornis melanocephalus,Black-headed Ibis,blhibi1,218926471,FALSE,Indisk Ibis
Threskiornis moluccus,Australian Ibis,ausibi1,608383709,TRUE,Australsk Ibis
Threskiornis spinicollis,Straw-necked Ibis,stnibi1,620615757,FALSE,Stråhalset Ibis
Pseudibis papillosa,Red-naped Ibis,renibi1,625429183,FALSE,Rødkronet Ibis
Pseudibis davisoni,White-shouldered Ibis,whsibi1,202950961,FALSE,Hvidskuldret Ibis
Pseudibis gigantea,Giant Ibis,giaibi1,203912241,FALSE,Kæmpeibis
Geronticus eremita,Northern Bald Ibis,waldra1,592841121,FALSE,Eremitibis
Geronticus calvus,Southern Bald Ibis,balibi1,618896969,FALSE,Kapibis
Nipponia nippon,Crested Ibis,creibi1,204009261,TRUE,Japansk Ibis
Bostrychia olivacea,Olive Ibis,oliibi2,24699,FALSE,Olivenibis
Bostrychia bocagei,Dwarf Ibis,oliibi3,642874134,FALSE,São Tomé-ibis
Bostrychia rara,Spot-breasted Ibis,spbibi1,203909981,FALSE,Plettet Ibis
Bostrychia hagedash,Hadada Ibis,hadibi1,118635781,FALSE,Hadadaibis
Bostrychia carunculata,Wattled Ibis,watibi1,33652631,FALSE,Lappet Ibis
Theristicus caerulescens,Plumbeous Ibis,pluibi1,217402,FALSE,Blygrå Ibis
Theristicus caudatus,Buff-necked Ibis,bunibi1,386555711,FALSE,Brunnakket Ibis
Theristicus branickii,Andean Ibis,bkfibi2,623735036,FALSE,Andesibis
Theristicus melanopis,Black-faced Ibis,bkfibi1,613422802,FALSE,Brilleibis/Andesibis
Cercibis oxycerca,Sharp-tailed Ibis,shtibi1,204008441,FALSE,Spidshalet Ibis
Mesembrinibis cayennensis,Green Ibis,greibi1,386484411,FALSE,Grøn Ibis
Phimosus infuscatus,Bare-faced Ibis,bafibi1,700372,FALSE,Brun Ibis
Eudocimus albus,White Ibis,whiibi,414716841,FALSE,Hvid Ibis
Eudocimus ruber,Scarlet Ibis,scaibi,287292,TRUE,Rød Ibis
Plegadis falcinellus,Glossy Ibis,gloibi,483529141,FALSE,Sort Ibis/Hvidmasket Ibis
Plegadis chihi,White-faced Ibis,whfibi,45304,TRUE,Hvidmasket Ibis
Plegadis ridgwayi,Puna Ibis,punibi1,630983875,FALSE,Punaibis
Ixobrychus involucris,Stripe-backed Bittern,stbbit1,650030086,FALSE,Stribet Dværghejre
Ixobrychus exilis,Least Bittern,leabit,343195121,FALSE,Amerikansk Dværghejre
Ixobrychus minutus,Common Little Bittern,,,TRUE,Dværghejre
Ixobrychus dubius,Australian Little Bittern,,,FALSE,Auatralsk Dværghejre
†Ixobrychus novaezelandiae,New Zealand Little Bittern,,,FALSE,
Ixobrychus sinensis,Yellow Bittern,yelbit,118532871,TRUE,Okkergul Dværghejre
Ixobrychus eurhythmus,Schrenck's Bittern,schbit1,249177801,FALSE,Mørk Dværghejre
Ixobrychus cinnamomeus,Cinnamon Bittern,cinbit1,469399211,FALSE,Rød Dværghejre
Ixobrychus sturmii,Dwarf Bittern,dwabit1,556069011,FALSE,Pygmæhejre
Ixobrychus flavicollis,Black Bittern,blabit1,80886201,FALSE,Sort Dværghejre
Gorsachius magnificus,White-eared Night-heron,,,FALSE,Hvidøret Nathejre
Gorsachius goisagi,Japanese Night-heron,janher1,313766411,FALSE,Japansk Nathejre
Gorsachius melanolophus,Malayan Night-heron,manher1,357924411,FALSE,Malajnathejre
Calherodius leuconotus,White-backed Night-heron,wbnher1,232809731,FALSE,Hvidrygget Nathejre
†Nycticorax duboisi,Reunion Night-heron,,,FALSE,
†Nycticorax mauritianus,Mauritius Night-heron,,,FALSE,
†Nycticorax megacephalus,Rodrigues Night-heron,,,FALSE,
Nycticorax nycticorax,Black-crowned Night-heron,bcnher,170695891,TRUE,Nathejre
Nycticorax caledonicus,Rufous Night-heron,runher1,203893961,TRUE,Rød Nathejre
Nyctanassa violacea,Yellow-crowned Night-heron,ycnher,573915741,FALSE,Gulkronet Nathejre
†Nyctanassa carcinocatactes,Bermuda Night-heron,,,FALSE,
Butorides striata,Green-becked Heron,strher2,626103937,FALSE,Krabbe/Mangrovehejre
B. s. virescens,Green Heron,grnher,28887711,TRUE,
Ardeola ralloides,Squacco Heron,squher1,275088,TRUE,Tophejre
Ardeola grayii,Indian Pond-heron,inpher1,204025081,FALSE,Rishejre
Ardeola bacchus,Chinese Pond-heron,chpher1,633513351,FALSE,Vinhejre
Ardeola speciosa,Javan Pond-heron,japher1,182986521,FALSE,Indonesisk Rishejre
Ardeola idae,Madagascar Pond-heron,mapher1,,FALSE,Hvid Rishejre
Ardeola rufiventris,Rufous-bellied Heron,rubher2,468924231,FALSE,Sort Rishejre
Bubulcus ibis,Cattle Egret,,,FALSE,Kohejre/Østlig Kohejre
Ardea cinerea,Grey Heron,graher1,572679021,TRUE,Fiskehejre
A. c. monicae,Mauritanian Heron,,,FALSE,
Ardea herodias,Great Blue Heron,grbher3,92488041,TRUE,Stor Blåhejre
Ardea cocoi,Cocoi Heron,cocher1,622578785,TRUE,Cocoihejre
Ardea pacifica,White-necked Heron,pacher1,26960621,FALSE,Hvidhalset Hejre
Ardea melanocephala,Black-headed Heron,blhher1,2047,FALSE,Sorthovedet Hejre
Ardea humbloti,Madagascar Heron,humher1,97401,FALSE,Askehejre
Ardea insignis,White-bellied Heron,whbher2,635898089,FALSE,Hvidbuget Hejre
Ardea sumatrana,Great-billed Heron,grbher2,203887551,FALSE,Malajhejre
Ardea goliath,Goliath Heron,golher1,2028,FALSE,Goliathejre
Ardea purpurea,Purple Heron,purher1,239512061,TRUE,Purpurhejre
A. p. bournei,Cape Verde Heron,,,FALSE,
Ardea alba,Great Egret,greegr,23692051,TRUE,Sølvhejre
Ardea brachyrhyncha,Yellow-billed Egret,integr3,588972951,FALSE,Gulnæbbet Hejre
Ardea intermedia,Intermediate Egret,integr1,451056611,FALSE,Mellemhejre
Ardea plumifera,Plumed Egret,integr2,616099067,FALSE,Østlig Slørhejre
Syrigma sibilatrix,Whistling Heron,whiher1,305861861,FALSE,Pibehejre
Pilherodius pileatus,Capped Heron,capher1,55826,FALSE,Kalothejre
Egretta picata,Pied Heron,pieher2,356474971,FALSE,Sorthvid Hejre
Egretta novaehollandiae,White-faced Heron,whfher1,467923001,TRUE,Hvidmasket Hejre
Egretta rufescens,Reddish Egret,redegr,217438751,FALSE,Rusthejre
Egretta ardesiaca,Black Heron,blaher1,276836,FALSE,Skyggehejre
Egretta vinaceigula,Slaty Egret,slaegr1,,FALSE,Skifergrå Hejre
Egretta tricolor,Tricolored Heron,triher,299780361,FALSE,Louisianahejre
Egretta caerulea,Little Blue Heron,libher,134113,TRUE,Blåhejre
Egretta thula,Snowy Egret,snoegr,104850961,TRUE,Snehejre
Egretta garzetta,Little Egret,litegr,203905331,TRUE,Silkehejre
Egretta gularis,Western Reef-egret,werher,279509,FALSE,Revhejre
E. g. dimorpha,Madagascar Reef-egret,,,FALSE,
Egretta sacra,Eastern Reef-egret,pacreh1,627488742,FALSE,Østlig Revhejre
Egretta eulophotes,Chinese Egret,chiegr,588736301,FALSE,Østlig Silkehejre
Zonerodius heliosylus,Forest Bittern,forbit1,,FALSE,Ny Guinea-tigerhejre
Tigriornis leucolopha,White-crested Tiger-heron,whcbit1,629592260,FALSE,Afrikansk Tigerhejre
Tigrisoma lineatum,Rufescent Tiger-heron,ruther1,389217521,TRUE,Rødhalset Tigerhejre
Tigrisoma fasciatum,Fasciated Tiger-heron,father1,609810733,FALSE,Mørk Tigerhejre
Tigrisoma mexicanum,Bare-throated Tiger-heron,btther1,366754881,FALSE,Gråkindet Tigerhejre
Agamia agami,Agami Heron,agaher1,621417455,FALSE,Agamihejre
Cochlearius cohlearius,Boat-billed Heron,bobher1,167843611,TRUE,
Zebrilus undulatus,Zigzag Heron,zigher1,203932001,FALSE,Zigzaghejre
Botaurus stellaris,Eurasian Bittern,grebit1,198496211,FALSE,Rørdrum
Botaurus poiciloptilus,Australasian Bittern,ausbit1,484545911,FALSE,Australsk Rørdrum
Leptoptilos crumenifer,Marabou,marsto1,276890,FALSE,Marabustork
Leptoptilos dubius,Greater Adjutant,greadj1,96546191,TRUE,Adjudant
Leptoptilos javanicus,Lesser Adjutant,lesadj1,622347685,FALSE,Lille Adjudant
Mycteria americana,Wood Stork,woosto,621953704,TRUE,Amerikansk Skovstork
Mycteria ibis,Yellow-billed Stork,yebsto1,2410,FALSE,Afrikansk Skovstork
Mycteria leucocephala,Painted Stork,paisto1,275767441,FALSE,Indisk Skovstork
Mycteria cinerea,Milky Stork,milsto1,,FALSE,Mangrovestork
Anastomus oscitans,Asian Openbill,asiope1,283406,FALSE,Asiatisk Gabenæb
Anastomus lamelligerus,African Openbill,afrope1,2288,FALSE,Afrikansk Gadenæb
Ciconia nigra,Black Stork,blasto1,620071179,TRUE,Sort Stork
Ciconia abdimii,Abdim's Stork,abdsto1,2290,FALSE,Abdimstork
Ciconia microscelis,African Woollyneck,wonsto2,,FALSE,Afrikansk uldhalsstork
Ciconia episcopus,Asian Woollyneck,wonsto1,331652821,FALSE,Asiatisk Uldhalsstork
Ciconia stormi,Storm's Stork,stosto1,,FALSE,Sundastork
Ciconia maguari,Maguari Stork,magsto1,167207521,FALSE,Maguaristork
Ciconia ciconia,White Stork,whisto1,346474191,TRUE,Hvid Stork
Ciconia boyciana,Oriental Stork,oristo1,611711158,FALSE,Manchurerstork
Jabiru mycteria,Jabiru,jabiru,203988251,TRUE,Jabiru
Ephippiorhynchus asiaticus,Black-necked Stork,blnsto1,611963363,FALSE,Sorthalset Stork
Ephippiorhynchus senegalensis,Saddlebill,sabsto1,2292,FALSE,Saddelnæb
PELECANIFORMES,,,,FALSE,
THRESKIORNITHIDAE,Ibises Spoonbills,,,FALSE,Threskiornithidae sp. (ibis sp.)
BALAENICIPITIDAE,Shoebill,shoebi1,609060536,FALSE,
Balaeniceps rex,Shoebill,shoebi1,609060536,FALSE,Træskonæb
PELECANIDAE,Pelicans,,,FALSE,
Pelecanus crispus,Dalmatian Pelican,dalpel1,635590775,FALSE,Krøltoppet Pelikan
Pelecanus philippensis,Spot-billed Pelican,spbpel1,283403,FALSE,Grå Pelikan
Pelecanus rufescens,Pink-backed Pelican,pibpel1,23927,FALSE,Rosapelikan
Pelecanus conspicillatus,Australian Pelican,auspel1,636864106,FALSE,Australsk Pelikan
Pelecanus onocrotalus,Great White Pelican,grwpel1,628976453,FALSE,Hvid Pelikan
Pelecanus occidentalis,Brown Pelican,brnpel,45486,TRUE,Brun Pelikan
Pelecanus thagus,Peruvian Pelican,perpel1,620085150,FALSE,Perupelikan
Pelecanus erythrorhynchos,American White Pelican,amwpel,1988,TRUE,Amerikansk Stor Pelikan
Burhinus oedicnemus,Eurasian Thick-knee,eutkne1,203693741,FALSE,Triel
Burhinus indicus,Indian Thick-knee,indthk1,499367661,FALSE,Indisk triel
Burhinus senegalensis,Senegal Thick-knee,setkne1,203896811,FALSE,Senegaltriel
Burhinus vermiculatus,Water Thick-knee,watkne1,21585161,FALSE,Vandtriel
Burhinus capensis,Spotted Thick-knee,sptkne1,122324571,FALSE,Plettet Triel
Burhinus bistriatus,Double-striped Thick-knee,dstkne,83896391,FALSE,Tostribet Triel
Burhinus superciliaris,Peruvian Thick-knee,petkne1,31747101,FALSE,Perutriel
Burhinus grallarius,Bush Thick-knee,butkne1,270870591,FALSE,Australsk Triel
Esacus recurvirostris,Great Thick-knee,grtkne1,644353144,FALSE,Stor Triel
Esacus magnirostris,Beach Thick-knee,beathk1,631237163,FALSE,Kysttriel
SULIFORMES,,,,FALSE,
FREGATIDAE,Frigatebirds,,,FALSE,
Fregata ariel,Lesser Frigatebird,lesfri,203906351,TRUE,Lille Fregatfugl
Fregata minor,Great Frigatebird,grefri,133751911,FALSE,Stor Fregatfugl
Fregata andrewsi,Christmas Frigatebird,chifri1,,FALSE,Juleø-fregatfugl
Fregata magnificens,Magnificent Frigatebird,magfri,134167,TRUE,Pragtfregatfugl
Fregata aquila,Ascension Frigatebird,asifri1,31641421,FALSE,Ascension-fregatfugl
CHIONIDIDAE,Sheathbills,,,FALSE,
SULIDAE,Gannets Boobies,,,FALSE,
Chionis albus,Snowy Sheathbill,snoshe2,203971911,FALSE,Gulnæbbet Skedenæb
Chionis minor,Black-faced Sheathbill,blfshe1,,FALSE,Sortnæbbet Skedenæb
Papasula abbotti,Abbott's Booby,abbboo2,610929267,TRUE,Juleø-Sule
Morus bassanus,Northern Gannet,norgan,203907621,TRUE,Sule
Morus capensis,Cape Gannet,capgan1,204018591,FALSE,Kapsule
Morus serrator,Australasian Gannet,ausgan1,203924241,FALSE,Australsk Sule
Sula sula,Red-footed Booby,refboo,203897691,FALSE,Rødfodet Sule
Sula leucogaster,Brown Booby,brnboo,640329768,FALSE,Brun Sule/Stillehavssule
Sula nebouxii,Blue-footed Booby,bfoboo,550381801,TRUE,Blåfodet Sule
Sula variegata,Peruvian Booby,perboo1,313359421,FALSE,Perusule
Sula dactylatra,Masked Booby,masboo,366505461,FALSE,Maskesule/Nazca Sule
Sula granti,Nazca Booby,nazboo1,31543,FALSE,Nazcasule
PLUVIANELLIDAE,Magellanic Plover,magplo1,42753541,FALSE,
Pluvianellus socialis,Magellanic Plover,magplo1,42753541,FALSE,Gråløber
PLUVIANIDAE,Egyptian Plover,egyplo1,144842211,FALSE,
Pluvianus aegyptius,Egyptian Plover,egyplo1,144842211,FALSE,Krokodillevogter
HAEMATOPODIDAE,Oystercatchers,,,FALSE,
PHALACROCORACIDAE,Cormorants,,,FALSE,
Haematopus leucopodus,Magellanic Oystercatcher,magoys1,613741897,FALSE,Magellanstrandskade
Haematopus ater,Blackish Oystercatcher,blaoys1,203976141,FALSE,Grovnæbbet Strandskade
H. a. bachmani,American Black Oystercatcher,,,FALSE,
Haematopus palliatus,American Oystercatcher,ameoys,63003121,TRUE,Amerkansk Strandskade
†Haematopus meadewaldoi,Canarian Oystercatcher,canoys1,,FALSE,
Haematopus moquini,African Oystercatcher,afroys1,637195187,FALSE,Afrikansk Strandskade
Haematopus ostralegus,Eurasian Oystercatcher,euroys1,437821801,FALSE,Strandskade
Haematopus longirostris,Pied Oystercatcher,pieoys1,636864383,FALSE,Australsk Strandskade
Haematopus chathamensis,Chatham Oystercatcher,chaoys1,491821401,FALSE,Chathamstrandskade
Haematopus unicolor,Variable Oystercatcher,varoys1,453929691,TRUE,Newzealandsk Strandskade
Haematopus fuliginosus,Sooty Oystercatcher,soooys1,612980572,FALSE,Sodfarvet Strandskade
Microcarbo coronatus,Crowned Cormorant,crocor1,,FALSE,Kronskarv
Microcarbo africanus,Long-tailed Cormorant,lotcor1,310410,FALSE,Rørskarv/Kronskarv
Microcarbo pygmaeus,Pygmy Cormorant,pygcor2,63209821,FALSE,Dværgskarv
Microcarbo niger,Little Cormorant,litcor1,283426,FALSE,Javaskarv
Microcarbo melanoleucos,Little Pied Cormorant,lipcor1,519157271,TRUE,Broget Dværgskarv
Phalacrocorax gaimardi,Red-legged Cormorant,relcor1,617763414,FALSE,Perleskarv
Phalacrocorax magellanicus,Rock Shag,,,FALSE,Magellanskarv
Phalacrocorax bougainvilliiorum,Guanay Cormorant,guacor1,,FALSE,
Phalacrocorax atriceps,Imperial Shag,,,FALSE,Sydgeorgisk Skarv
P. a. albiventer,King Cormorant,,,FALSE,
Phalacrocorax verrucosus,Kerguelen Shag,,,FALSE,
Phalacrocorax carunculatus,Rough-faced Shag,,,FALSE,
Phalacrocorax chalconotus,Stewart Shag,,,FALSE,Bronzeskarv
Phalacrocorax onslowi,Chatham Shag,,,FALSE,Chathamskarv
Phalacrocorax campbelli,Campbell Shag,,,FALSE,
Phalacrocorax ranfurlyi,Bounty Shag,,,FALSE,Bountyskarv
Phalacrocorax colensoi,Auckland Shag,,,FALSE,Aucklandskarv
Phalacrocorax auritus,Double-crested Cormorant,doccor,65707121,TRUE,Øreskarv
Phalacrocorax brasilianus,Neotropical Cormorant,,,FALSE,Olivenskarv
Phalacrocorax harrisi,Flightless Cormorant,flicor1,237486,FALSE,Galapagosskarv
Phalacrocorax penicillatus,Brandt's Cormorant,bracor,633992312,FALSE,Vestkystskarv
Phalacrocorax pelagicus,Pelagic Cormorant,pelcor,628285352,FALSE,Stillehavsskarv
Phalacrocorax urile,Red-faced Cormorant,refcor,35206991,FALSE,Rødmasket Skarv
†Phalacrocorax perspicillatus,Spectacled Cormorant,,,FALSE,
Phalacrocorax aristotelis,European Shag,eursha1,532807641,TRUE,Topskarv
Phalacrocorax carbo,Great Cormorant,grecor,309407421,TRUE,Skarv
P. c. lucidus,White-breasted Cormorant,,,FALSE,
Phalacrocorax capillatus,Japanese Cormorant,japcor1,,FALSE,Japansk Skarv
Phalacrocorax capensis,Cape Cormorant,capcor1,278549,FALSE,Kapskarv
Phalacrocorax nigrogularis,Socotra Cormorant,soccor1,494237011,FALSE,Socotraskarv
Phalacrocorax neglectus,Bank Cormorant,bancor1,,FALSE,Kystskarv
Phalacrocorax fuscicollis,Indian Cormorant,indcor1,612417135,FALSE,Indisk Skarv
Phalacrocorax sulcirostris,Little Black Cormorant,libcor1,430127971,FALSE,Lille Skarv
Phalacrocorax fuscescens,Black-faced Cormorant,blfcor1,349736791,FALSE,Sortmasket Skarv
Phalacrocorax varius,Great Pied Cormorant,piecor1,203936851,FALSE,Broget Skarv
Phalacrocorax punctatus,Spotted Shag,sposha1,487535711,TRUE,Plettet Skarv
Phalacrocorax featherstoni,Pitt Shag,piisha1,,FALSE,Pittskarv
Ibidorhyncha struthersii,Ibisbill,ibisbi1,285398,TRUE,Ibisnæb
RECURVIROSTRIDAE,Avocets Stilts,,,FALSE,
Cladorhynchus leucocephalus,Banded Stilt,bansti1,99434191,FALSE,Australsk Stylteløber
Recurvirostra avosetta,Pied Avocet,pieavo1,354621701,FALSE,Klyde
Recurvirostra americana,American Avocet,ameavo,50189,TRUE,Amerikansk Klyde
Recurvirostra novaehollandiae,Red-necked Avocet,renavo1,62652191,TRUE,Australsk Klyde
Recurvirostra andina,Andean Avocet,andavo1,31677421,FALSE,Andesklyde
Himantopus himantopus,Black-winged Stilt,bkwsti,355581611,FALSE,Stylteløber
H. h. leucocephalus,Pied Stilt,piesti1,613133753,FALSE,
H. h. knudseni,Hawaiian Stilt,,,FALSE,
H. h. mexicanus,Black-necked Stilt,bknsti,608362706,TRUE,
H. h. melanurus,White-backed Stilt,,,FALSE,
Himantopus novaezelandiae,Black Stilt,blasti1,622956127,FALSE,Sort Stylteløber
CHARADRIIDAE,Plovers,,,FALSE,
Pluvialis squatarola,Grey Plover,bkbplo,167886311,FALSE,Strandhjejle
Pluvialis apricaria,European Golden Plover,eugplo,103332581,TRUE,Hjejle
Pluvialis fulva,Pacific Golden Plover,pagplo,516983,FALSE,Sibirisk Hjejle
Pluvialis dominica,American Golden Plover,amgplo,31731481,TRUE,Amerikansk/Sibirisk Hjejle
Oreopholus ruficollis,Tawny-throared Dotterel,tatdot1,470069241,FALSE,Langnæbbet Pomeransfugl
Phegornis mitchellii,Diademed Plover,diaplo1,623062002,FALSE,Diadembrokfugl
Eudromias morinellus,Eurasian Dotterel,eurdot,234987261,FALSE,Pomeransfugl
Charadrius aquilonius,Northern Red-breasted Plover,,,FALSE,
Charadrius obscurus,Southern Red-breasted Plover,,,FALSE,Newzealandsk Præstekrave
Charadrius hiaticula,Common Ringed Plover,corplo,587493441,FALSE,Stor Præstekrave/Amerikansk Præstekrave
Charadrius semipalmatus,Semipalmated Plover,semplo,259863421,FALSE,Amerikansk Præstekrave
Charadrius placidus,Long-billed Plover,lobplo1,97072621,FALSE,Langnæbbet Præstekrave
Charadrius dubius,Little Ringed Plover,lirplo,445145071,TRUE,Lille Præstekrave
Charadrius wilsonia,Wilson's Plover,wilplo,101852641,FALSE,Tyknæbbet Præstekrave
Charadrius vociferus,Killdeer,killde,104731171,TRUE,Kildire
Charadrius melodus,Piping Plover,pipplo,27747281,TRUE,Kortnæbbet Præstekrave
Charadrius thoracicus,Black-banded Plover,,,FALSE,Madagaskarpræstekrave
Charadrius pecuarius,Kittlitz's Plover,kitplo1,215023921,FALSE,Kittlitz' Præstekrave
ANHINGIDAE,Anhingas,,,FALSE,
Anhinga anhinga,Anhinga,anhing,178385161,TRUE,Amerikansk Slangehalsfugl
Anhinga rufa,African Darter,darter3,177489221,FALSE,Afrikansk Slangehalsfugl
A. r. vulsini,Madagascar Darter,,,FALSE,
Anhinga melanogaster,Oriental Darter,darter2,239749,FALSE,Indisk Slangehalsfugl
Anhinga novaehollandiae,Australasian Darter,darter4,59760711,FALSE,Australsk Slangehalsfugl
CHARADRIIFORMES,Shorebird sp.,shoreb1,263655401,FALSE,
BURHINIDAE,Thick-knees,,,FALSE,
Charadrius sanctaehelenae,St Helena Plover,,,FALSE,Skt. Helena-præstekrave
Charadrius tricollaris,African Three-banded Plover,,,FALSE,
Charadrius bifrontatus,Madagascar Three-banded Plover,,,FALSE,
Charadrius forbesi,Forbes's Plover,forplo1,279895,FALSE,Forbes´ Præstekrave
Charadrius marginatus,White-fronted Plover,whfplo1,618481264,FALSE,Sandpræstekrave
Charadrius alexandrinus,Kentish Plover,kenplo1,394341091,FALSE,
Charadrius dealbatus,White-faced Plover,whfplo2,619218715,FALSE,
Charadrius nivosus,Snowy Plover,snoplo5,71563311,FALSE,Hvidbrystet Præstekrave/Snepræstekrave
Charadrius javanicus,Javan Plover,javplo1,20369221,FALSE,Javapræstekrave
Charadrius ruficapillus,Red-capped Plover,recplo1,623186243,FALSE,Rødisset Præstekrave
Charadrius peronii,Malay Plover,,,FALSE,Malajpræstekrave
Charadrius pallidus,Chestnut-banded Plover,chbplo1,277958,FALSE,Rustbåndet Præstekrave
Charadrius collaris,Collared Plover,colplo1,615398635,FALSE,Sydamerikansk Præstekrave
Charadrius alticola,Puna Plover,punplo1,86011591,FALSE,Punapræstekrave
Charadrius falklandicus,Two-banded Plover,twbplo1,405171861,FALSE,
Charadrius bicinctus,Double-banded Plover,dobplo1,515759401,FALSE,Dobbeltbåndet Præstekrave
Charadrius mongolus,Lesser Sandplover,,,FALSE,Sibirisk Præstekrave/Tibetansk Præstekrave
C. m. atrifrons,Tibetan Sandplover,,,FALSE,
Charadrius leschenaultii,Greater Sandplover,,,FALSE,Ørkenpræstekrave
Charadrius asiaticus,Caspian Plover,casplo1,41716,FALSE,
Charadrius veredus,Oriental Plover,oriplo1,643781701,FALSE,Gobipræstekrave
Charadrius montanus,Mountain Plover,mouplo,311635271,FALSE,Præriepræstekrave
Charadrius modestus,Rufous-chested Plover,,,FALSE,Rødbrystet Præstekrave
Thinornis cucullatus,Hooded Plover,hooplo2,101314511,FALSE,Hættepræstekrave
Thinornis novaeseelandiae,Shore Plover,shoplo1,298236081,TRUE,Chathambrokfugl
Elseyornis melanops,Black-fronted Dotterel,blfdot1,273100491,FALSE,Sortpandet Præstekrave
Hoploxypterus cayanus,Pied Lapwing,pielap1,32242441,FALSE,Broget Brokfugl
Vanellus vanellus,Northern Lapwing,norlap,246408711,FALSE,Vibe
Vanellus crassirostris,Long-toed Lapwing,lotlap1,651407732,FALSE,Langtået Vibe
Vanellus armatus,Blacksmith Lapwing,blaplo1,539413331,FALSE,Broget Vibe
Vanellus spinosus,Spur-winged Lapwing,spwlap1,617827101,FALSE,Sporevibe
Vanellus duvaucelii,River Lapwing,rivlap1,249603,FALSE,Flodvibe
Vanellus tectus,Black-headed Lapwing,blhlap1,648447006,FALSE,Sothovedet Vibe
Vanellus malabaricus,Yellow-wattled Lapwing,yewlap2,352435851,FALSE,Indisk Lapvibe
Vanellus albiceps,White-headed Lapwing,whhlap1,650127587,FALSE,Hvidkronet Vibe
Vanellus lugubris,Senegal Lapwing,senlap1,204006911,FALSE,Mørk Sørgevibe
Vanellus melanopterus,Black-winged Lapwing,blwlap1,3034,FALSE,Lys Sørgevibe
Vanellus coronatus,Crowned Lapwing,crolap1,31374031,FALSE,Kronvibe
Vanellus senegallus,Wattled Lapwing,watlap1,28225811,FALSE,Savanne-lapvibe
Vanellus melanocephalus,Spot-breasted Lapwing,spblap1,31372611,FALSE,Etiopisk Vibe
Vanellus superciliosus,Brown-chested Lapwing,brclap1,244134421,FALSE,Brunbrystet Vibe
