Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,eo
Neosuthora davidiana,Short-tailed Parrotbill,shtpar3,223173011,FALSE,kurtvosta paradoksornito
Suthora fulvifrons,Fulvous Parrotbill,fulpar1,204020461,FALSE,okrafrunta paradoksornito
Suthora nipalensis,Black-throated Parrotbill,bltpar1,421933471,FALSE,
Suthora verreauxi,Golden Parrotbill,golpar2,502482841,FALSE,
Chleuasicus atrosuperciliaris,Pale-billed Parrotbill,blbpar3,608382058,FALSE,nigrabrova paradoksornito
Sinosuthora conspicillata,Spectacled Parrotbill,spepar2,414174201,FALSE,okulvitra paradoksornito
Sinosuthora webbiana,Vinous-throated Parrotbill,vitpar1,14231,FALSE,
Sinosuthora brunnea,Brown-winged Parrotbill,bnwpar2,438463091,FALSE,
Sinosuthora ricketti,Yunnan Parrotbill,,,FALSE,okulringa paradoksornito
Sinosuthora alphonsiana,Ashy-throated Parrotbill,astpar1,628580018,FALSE,grizgorĝa paradoksornito
Sinosuthora zappeyi,Grey-hooded Parrotbill,,,FALSE,grizkapuĉa paradoksornito
Sinosuthora przewalskii,Rusty-throated Parrotbill,rutpar2,204009051,FALSE,rustogorĝa paradoksornito
AEGITHALIDAE,Long-tailed Tits,,,FALSE,
Leptopoecile sophiae,White-browed Tit-warbler,wbtwar1,584325691,TRUE,purpura egitalo
Leptopoecile elegans,Crested Tit-warbler,crtwar1,356737231,FALSE,kresta egitalo
Psaltriparus minimus,American Bushtit,bushti,619034949,TRUE,
Aegithalos iredalei,Red-headed Tit,,,FALSE,
Aegithalos concinnus,Black-throated Tit,blttit2,84878051,FALSE,
Aegithalos annamensis,Grey-crowned Tit,,,FALSE,
Aegithalos leucogenys,White-cheeked Tit,whctit1,632705741,FALSE,blankvanga egitalo
Aegithalos niveogularis,White-throated Tit,whttit1,154010391,FALSE,blankagorĝa egitalo
Aegithalos bonvaloti,Black-browed Tit,bkbtit3,624782015,FALSE,
A. b. sharpei,Burmanese Tit,,,FALSE,
Aegithalos iouschistos,Rufous-fronted Tit,bkbtit3,624782015,FALSE,
Aegithalos fuliginosus,Sooty Tit,sootit1,204009171,FALSE,fulga egitalo
Aegithalos caudatus,Northern Long-tailed Tit,lottit1,82639391,TRUE,
Aegithalos glaucogularis,Silver-throated Tit,lottit5,211849501,FALSE,arĝentgorĝa egitalo
Psaltria exilis,Pygmy Tit,pygtit1,524398701,FALSE,pigmea egitalo
ZOSTEROPIDAE,White Eyes and Yuhinas,,,FALSE,
SYLVIIDAE,Old World Warblers and Parotbills,,,FALSE,
Yuhina diademata,White-collared Yuhina,whcyuh1,620373851,FALSE,diadema juhino
Yuhina castaneiceps,Striated Yuhina,stryuh1,203964721,FALSE,
Yuhina torqueola,Indochinese Yuhina,indyuh1,203917411,FALSE,hindoĉinia juhino
Yuhina everetti,Chestnut-crested Yuhina,chcyuh1,192211941,FALSE,bornea juhino
Yuhina brunneiceps,Taiwan Yuhina,taiyuh1,14221,FALSE,tajvana juhino
Yuhina nigrimenta,Black-chinned Yuhina,blcyuh1,204014841,FALSE,nigramentona juhino
Yuhina gularis,Striped-throated Yuhina,sttyuh1,155334901,FALSE,
Yuhina flavicollis,Whiskered Yuhina,whiyuh1,203906631,FALSE,
Yuhina humilis,Burmese Yuhina,buryuh1,239327471,FALSE,birma juhino
Yuhina occipitalis,Rufous-vented Yuhina,ruvyuh1,155334571,FALSE,
Yuhina bakeri,White-naped Yuhina,whnyuh1,586651631,FALSE,blanknuka juhino
Zosterornis hypogrammicus,Palawan Striped Babbler,pasbab1,29731281,FALSE,palavana zosteropo
Zosterornis latistriatus,Panay Striped Babbler,pasbab2,203999861,FALSE,panaja zosteropo
Zosterornis nigrorum,Negros Striped Babbler,nesbab1,203893891,FALSE,negrosa zosteropo
Zosterornis striatus,Luzon Striped Babbler,lusbab1,632545815,FALSE,
Zosterornis whiteheadi,Chestnut-faced Babbler,chfbab1,203942461,FALSE,kaŝtanmaska zosteropo
Heleia superciliaris,Crean-browed White-eye,whbwhe1,,FALSE,palbrova zosteropo
Heleia wallacei,Yellow-spectacled White-eye,ysweye1,168541,FALSE,flavokulvitra zosteropo
Heleia squamifrons,Pygmy White-eye,pyweye1,198763,FALSE,pigmea zosteropo
Heleia goodfellowi,Mindanao White-eye,minwhe1,623718536,FALSE,mindanaa zosteropo
Heleia squamiceps,Streak-headed White-eye,sthwhe1,203990501,FALSE,strikapa zosteropo
Heleia javanica,Javan Grey-throated White-eye,jgtwhe1,36118,FALSE,java zosteropo
Heleia pinaiae,Grey-hooded White-eye,gyhwhe1,518222,FALSE,grizkapuĉa zosteropo
Heleia dohertyi,Crested White-eye,dacwhe1,168553,FALSE,kresta zosteropo
Heleia muelleri,Spot-breasted White-eye,timwhe1,637397163,FALSE,timora zosteropo
Heleia crassirostris,Thick-billed White-eye,flowhe1,609059301,FALSE,dikbeka zosteropo
Cleptornis marchei,Golden White-eye,goweye1,5399,FALSE,ora zosteropo
Apalopteron familiare,Bonin White-eye,bonhon1,601111181,FALSE,bonina zosteropo
Rukia ruki,Teardrop White-eye,trweye1,143232221,FALSE,ĉuuka zosteropo
Rukia longirostra,Long-billed White-eye,lbweye2,139999,FALSE,longbeka zosteropo
Megazosterops palauensis,Giant White-eye,giweye1,140126,FALSE,giganta zosteropo
Chlorocharis emiliae,Mountain Black-eye,mouble1,261,FALSE,nigrokulvitra zosteropo
Sterrhoptilus dennistouni,Golden-crowned Babbler,gocbab1,204004631,FALSE,orkrona zosteropo
Sterrhoptilus nigrocapitatus,Black-crowned Babbler,bkcbab10,521347961,FALSE,
Sterrhoptilus capitalis,Rusty-crowned Babbler,rucbab3,609064145,FALSE,
Dasycrotapha speciosa,Flame-templed Babbler,fltbab1,204002301,FALSE,flavafrunta zosteropo
Dasycrotapha pygmaea,Visayan Pygmy Babbler,vispyb1,,FALSE,samara zosteropo
Dasycrotapha plateni,Mindanao Pygmy Babbler,pygbab1,609064146,FALSE,
Zosterops mouroniensis,Mount Karthala White-eye,coweye1,203979151,FALSE,kartala zosteropo
Zosterops mauritianus,Mauritius Grey White-eye,maswhe3,203891831,FALSE,griza zosteropo
Zosterops borbonicus,Reunion Grey White-eye,maswhe2,203974681,FALSE,
Zosterops olivaceus,Reunion Olive White-eye,reuwhe1,74636,FALSE,
Zosterops chloronothos,Mauritius Olive White-eye,mauwhe1,74616,FALSE,maŭricia zosteropo
Zosterops nigrorum,Yellowish White-eye,yelwhe1,609099621,FALSE,flaveta zosteropo
Zosterops montanus,Mountain White-eye,,,FALSE,
Zosterops atricapilla,Black-capped White-eye,bkcwhe1,621152353,FALSE,nigramaska zosteropo
Zosterops erythropleurus,Chestnut-flanked White-eye,cfweye1,295686841,FALSE,kaŝtanflanka zosteropo
Zosterops japonicus,Japanese White-eye,warwhe1,6059,FALSE,
Zosterops meyeni,Lowland White-eye,loweye2,204000061,FALSE,filipina zosteropo
Zosterops palpebrosus,Oriental White-eye,indwhe1,613039064,FALSE,
Zosterops ceylonensis,Sri Lanka White-eye,ceywhe1,251418701,FALSE,srilanka zosteropo
Sylvia atricapilla,Blackcap,blackc1,347686161,TRUE,nigraĉapa silvio
Sylvia borin,Garden Warbler,garwar1,173200001,TRUE,ĝardensilvio
Sylvia dohrni,Dohrn's Warbler,dohthb1,203963291,FALSE,principea silvio
Sylvia atriceps,Ruwenzori Hill-babbler,afhbab3,1265,FALSE,ruvenzoria silvio
Sylvia abyssinica,African Hill-babbler,afhbab1,33720421,FALSE,
Sylvia nigricapillus,Bush Blackcap,busbla1,176720581,FALSE,nigrakaska silvio
Sylvia deserti,African Desert Warbler,afdwar1,203940021,FALSE,dezerta silvio
Sylvia nana,Asian Desert Warbler,asdwar1,426329461,FALSE,
Sylvia nisoria,Barred Warbler,barwar1,635189686,FALSE,nizosilvio
Sylvia layardi,Layard's Warbler,laywar2,203937511,FALSE,karua silvio
Sylvia boehmi,Banded Warbler,,,FALSE,benda silvio
Sylvia subcoerulea,Chestnut-vented Warbler,ruvwar2,617256684,FALSE,fursubpuga silvio
Sylvia leucomelaena,Arabian Warbler,reswar1,121704431,FALSE,arabia silvio
Sylvia hortensis,Western Orphean Warbler,weowar2,554477401,FALSE,
Sylvia crassirostris,Eastern Orphean Warbler,eaowar2,467137131,FALSE,orfeeca silvio
Sylvia buryi,Yemen Warbler,yemwar1,428325931,FALSE,jemena silvio
Sylvia lugens,Brown Warbler,,,FALSE,bruna silvio
Sylvia curruca,Lesser Whitethroat,leswhi4,220031,TRUE,
S. c. minula,Small Whitetroat,,,FALSE,
S. c. margelanica,Margelanic Whitethroat,,,FALSE,
S. c. althaea,Hume's Whitethroat,,,FALSE,
Sylvia mystacea,Menetries's Warbler,menwar1,591880731,FALSE,tamarika silvio
Sylvia melanothorax,Cyprus Warbler,cypwar1,203977571,FALSE,kipra silvio
Sylvia melanocephala,Sardinian Warbler,sarwar1,433822251,FALSE,nigrakapa silvio
Sylvia cantillans,Subalpine Warbler,,,FALSE,
S. c. inornata,Western Subalpine Warbler,subwar6,331449871,FALSE,
Sylvia subalpina,Moltoni's Warbler,subwar8,639626453,TRUE,
Sylvia ruppelli,Rüppell's Warbler,ruewar1,700572,FALSE,nigragorĝa silvio
Sylvia communis,Common Whitethroat,,,FALSE,blankagorĝa silvio
Sylvia conspicillata,Spectacled Warbler,spewar2,203889021,FALSE,okulvitra silvio
Sylvia sarda,Marmora's Warbler,marwar1,203977521,FALSE,
Sylvia balearica,Balearic Warbler,balwar1,203977491,FALSE,baleara silvio
Sylvia undata,Dartford Warbler,darwar1,203489731,TRUE,provenca silvio
Sylvia deserticola,Tristram's Warbler,triwar1,555385781,FALSE,atlasa silvio
Parophasma galinieri,Abyssinian Catbird,abycat1,203940001,FALSE,etiopia silvio
Myzornis pyrrhoura,Fire-tailed Myzornis,fitmyz1,44575341,FALSE,fajrovosta mizornito
Moupinia poecilotis,Rufous-tailed Babbler,rutbab1,203939931,FALSE,rufkrona pelorneo
Lioparus chrysotis,Golden-breasted Fulvetta,gobful1,620339428,FALSE,orbrusta fulveto
Chrysomma sinense,Yellow-eyed Babbler,yeebab1,115445581,FALSE,orokula fulveto
Chrysomma altirostre,Jerdon's Babbler,jerbab1,32608971,FALSE,grizbrusta fulveto
Rhopophilus albosuperciliaris,Tarim Hill-warbler,tarbab1,223267561,FALSE,tarima fulveto
Rhopophilus pekinensis,Bejing Hill-warbler,beibab1,150510471,FALSE,
Fulvetta vinipectus,White-browed Fulvetta,whbful1,203991541,FALSE,blankbrova fulveto
Fulvetta ludlowi,Ludlow's Fulvetta,ludful1,325724961,FALSE,brungorĝa fulveto
Fulvetta manipurensis,Manipur Fulvetta,sttful2,575886151,FALSE,manipura fulveto
Fulvetta cinereiceps,Grey-hooded Fulvetta,sttful1,639287207,FALSE,
Fulvetta formosana,Taiwan Fulvetta,taiful1,613214780,FALSE,tajvana fulveto
Fulvetta striaticollis,Chinese Fulvetta,chiful1,620539234,FALSE,ĉinia fulveto
Fulvetta ruficapilla,Spectacled Fulvetta,speful1,614488116,FALSE,
Fulvetta danisi,Indochinese Fulvetta,indful1,180597,FALSE,hindoĉinia fulveto
Zosterops rotensis,Rota White-eye,rotwhe1,140198,FALSE,rotaa zosteropo
†Zosterops conspicillatus,Bridled White-eye,brweye1,140191,FALSE,
Zosterops saypani,Saipan White-eye,,,FALSE,
Zosterops semperi,Citrine White-eye,ciweye1,140115,FALSE,karolina zosteropo
Zosterops hypolais,Yap Plain White-eye,plweye1,140167,FALSE,palokula zosteropo
Zosterops salvadori,Enggano White-eye,,,FALSE,
Zosterops everetti,Everett's White-eye,evweye1,203894151,FALSE,
Zosterops abyssinicus,Abyssinian White-eye,wbweye1,631561054,FALSE,
Zosterops flavilateralis,Kenya White-eye,whbwhe3,287127681,FALSE,kenja zosteropo
Zosterops senegalensis,African Yellow White-eye,afywhe2,203959921,FALSE,
Zosterops vaughani,Pemba White-eye,peweye1,638739505,FALSE,pemba zosteropo
Zosterops pallidus,Orange River White-eye,capwhe6,278381,FALSE,
Zosterops virens,Cape White-eye,capwhe2,612981962,FALSE,
Zosterops modestus,Seychelles White-eye,seywhe1,629620258,FALSE,sejŝela zosteropo
Zosterops maderaspatanus,Madagascar White-eye,madwhe1,257661751,FALSE,
Zosterops kirki,Kirk's White-eye,kirwhe1,,FALSE,grandkomora zosteropo
Zosterops mayottensis,Chestnut-sided White-eye,maywhe1,203979131,FALSE,
†Zosterops semiflavus,Marianne White-eye,marwhe1,,FALSE,
Zosterops ficedulinus,Principe White-eye,satwhe1,632783511,FALSE,
Zosterops feae,Sao Tome White-eye,satwhe2,96201,FALSE,saotomea zosteropo
Zosterops griseovirescens,Annobon White-eye,anweye1,,FALSE,anobona zosteropo
Zosterops leucophaeus,Principe Speirops,prispe1,93999,FALSE,arĝenta zosteropo
Zosterops lugubris,Black-capped Speirops,blcspe1,96216,FALSE,
Zosterops poliogastrus,Ethiopian White-eye,heuwhe2,609066916,FALSE,
Zosterops kaffensis,Kaffa White-eye,kafwhe1,569506331,FALSE,kafaa zosteropo
Zosterops kulalensis,Kulal White-eye,,,FALSE,
Zosterops kikuyuensis,Kikuyu White-eye,brrwhe3,625719830,FALSE,kikujua zosteropo
Zosterops silvanus,Taita White-eye,brrwhe4,23686,FALSE,taita zosteropo
Zosterops eurycricotus,Kilimanjaro White-eye,brrwhe8,390623971,FALSE,
Zosterops mbuluenis,Mbulu White-eye,brrwhe9,650260557,FALSE,
Zosterops winifredae,South Pare White-eye,brrwhe10,280285,FALSE,parea zosteropo
Zosterops brunneus,Bioko Speirops,fepspe1,623148214,FALSE,bioka zosteropo
Zosterops melanocephalus,Mount Cameroon Speirops,camspe1,,FALSE,kameruna zosteropo
Zosterops flavus,Javan White-eye,jaweye2,526183071,FALSE,mangrova zosteropo
Zosterops natalis,Christmas White-eye,ciweye2,640647512,FALSE,kristnaskinsula zosteropo
Zosterops chloris,Lemon-bellied White-eye,yebwhe1,32937,FALSE,
Zosterops citrinella,Ashy-bellied White-eye,asbwhe1,199794041,FALSE,
Zosterops luteus,Australian Yellow White-eye,ayweye3,396351011,FALSE,flavaventra zosteropo
Zosterops consobrinorum,Pale-bellied White-eye,sulwhe1,203945571,FALSE,palventra zosteropo
Zosterops grayi,Pearl-bellied White-eye,grkwhe1,622682005,FALSE,kai-besara zosteropo
Zosterops uropygialis,Golden-bellied White-eye,likwhe1,613529595,FALSE,kai-kecila zosteropo
Zosterops anomalus,Black-ringed White-eye,bkrwhe1,203758701,FALSE,makasara zosteropo
Zosterops atriceps,Cream-throated White-eye,crtwhe1,203905201,FALSE,
Zosterops somadikartai,Togian White-eye,togwhe1,208391581,FALSE,togiana zosteropo
Zosterops nehrkorni,Sangihe White-eye,sanwhe1,,FALSE,sangiha zosteropo
Zosterops atrifrons,Black-crowned White-eye,bcweye2,32931,FALSE,
Zosterops stalkeri,Seram White-eye,serwhe1,518114,FALSE,serama zosteropo
Zosterops chrysolaemus,Black-fronted White-eye,bfweye1,203968631,FALSE,
Zosterops minor,Green-fronted White-eye,bfweye1,203968631,FALSE,nigrafrunta zosteropo
Zosterops meeki,Tagula White-eye,wtweye1,630458894,FALSE,
Zosterops hypoxanthus,Bismarck White-eye,bhweye1,621830327,FALSE,bismarka zosteropo
Zosterops mysorensis,Biak White-eye,biweye1,203917371,FALSE,biaka zosteropo
Zosterops fuscicapilla,Capped White-eye,capwhe3,251712931,FALSE,
Zosterops crookshanki,Oya Tabu White-eye,,,FALSE,dentrekasta zosteropo
Zosterops buruensis,Buru Yellow White-eye,burwhe1,218099471,FALSE,burua zosteropo
Zosterops kuehni,Ambon Yellow White-eye,ambwhe1,628575550,FALSE,ambona zosteropo
Zosterops novaeguineae,New Guinea White-eye,ngweye1,42745961,FALSE,novgvinea zosteropo
Zosterops metcalfii,Yellow-throated White-eye,ytweye1,203959611,FALSE,flavgorĝa zosteropo
Zosterops stresemanni,Malaita White-eye,maweye2,608902241,FALSE,malaita zosteropo
Zosterops kamlini,Bougainville White-eye,gytwhe2,634651755,FALSE,
Zosterops rendovae,Grey-throated White-eye,gytwhe5,247187,FALSE,
Zosterops vellalavella,Vella Lavella White-eye,baweye2,203905751,FALSE,velalavela zosteropo
Zosterops sanctaecrucis,Santa Cruz White-eye,sacwhe1,,FALSE,santakruza zosteropo
Zosterops gibbsi,Vanikoro White-eye,vanwhe1,,FALSE,vanikora zosteropo
Zosterops samoensis,Samoan White-eye,saweye1,139931,FALSE,samoa zosteropo
Zosterops superciliosus,Bare-eyed White-eye,beweye1,203934581,FALSE,nudokula zosteropo
Zosterops lacertosus,Sanford's White-eye,saweye2,,FALSE,sanforda zosteropo
Zosterops explorator,Fiji White-eye,laweye1,203910801,FALSE,fiĝia zosteropo
Zosterops flavirostris,Vanuatu White-eye,,,FALSE,
Zosterops minutus,Small Lifou White-eye,slweye1,203888581,FALSE,formikvora zosteropo
Zosterops xanthochroa,Green-backed White-eye,gnbwhe1,203989781,FALSE,novkaledonia zosteropo
Zosterops finschii,Dusky White-eye,duweye1,140137,FALSE,palaŭa zosteropo
Zosterops ponapensis,Pohnpei White-eye,pohwhe1,140103,FALSE,ponpeja zosteropo
Zosterops cinereus,Kosrae White-eye,koswhe1,55626,FALSE,
Zosterops oleagineus,Yap Olive White-eye,yapwhe1,5489,FALSE,japa zosteropo
Zosterops luteirostris,Splendid White-eye,spweye2,203905661,FALSE,
Zosterops splendidus,Ranongga White-eye,gaweye1,700168,FALSE,ranonga zosteropo
Zosterops kulambangrae,Solomons White-eye,soiwhe2,175612251,FALSE,
Zosterops lateralis,Silvereye,silver3,394799791,TRUE,
Zosterops albogularis,White-chested White-eye,wcweye1,,FALSE,blankbrusta zosteropo
Zosterops tenuirostris,Slender-billed White-eye,sbweye1,613131690,FALSE,fortika zosteropo
Zosterops inornatus,Large Lifou White-eye,llweye1,203908251,FALSE,senornama zosteropo
†Zosterops stenuus,Robust White-eye,robwhe1,,FALSE,
Zosterops rennellianus,Rennell White-eye,reweye1,141714911,FALSE,renela zosteropo
Zosterops griseotinctus,Louisiade White-eye,loweye1,640899043,FALSE,luiziada zosteropo
Zosterops murphy,Kolombangara White-eye,kulwhe1,68624791,FALSE,kolombangara zosteropo
Tephrozosterops stalkeri,Bicoloured White-eye,rufwhe1,,FALSE,rufeta zosteropo
TIMALIIDAE,Scimitar-babblers and allies,,,FALSE,
Spelaeornis caudatus,Rufous-throated Wren-babbler,rtwbab1,203904831,FALSE,
Spelaeornis badeigularis,Rusty-throated Wren-babbler,miswrb1,625570707,FALSE,miŝmia timalio
Spelaeornis troglodytoides,Bar-winged Wren-babbler,bwwbab1,203904501,FALSE,striflugila timalio
Spelaeornis chocolatinus,Naga Wren-babbler,ltwbab1,203983291,FALSE,
Spelaeornis oatesi,Chin Hills Wren-babbler,chhwrb1,423173941,FALSE,ĉinmonteta timalio
Spelaeornis reptatus,Grey-bellied Wren-babbler,gybwrb1,548823791,FALSE,grizventra timalio
Spelaeornis kinneari,Pale-throated Wren-babbler,patwrb1,175353,FALSE,palgorĝa timalio
Spelaeornis longicaudatus,Tawny-breasted Wren-babbler,tbwbab1,151362271,FALSE,okrabrusta timalio
Pomatorhinus ochraceiceps,Red-billed Scimitar-babbler,rbsbab1,623271554,FALSE,ruĝbeka cimitartimalio
Pomatorhinus ferruginosus,Coral-billed Scimitar-babbler,cobscb1,485572811,FALSE,
Pomatorhinus phayeri,Brown-crowned Scimitar-babbler,bncscb1,426295511,FALSE,
Pomatorhinus superciliaris,Slender-billed Scimitar-babbler,sbsbab1,14217,FALSE,stretbeka cimitartimalio
Pomatorhinus horsfieldii,Indian Scimitar-babbler,insbab1,412549931,FALSE,
Pomatorhinus melanurus,Sri Lankan Scimitar-babbler,srlscb1,178523,FALSE,srilanka cimitartimalio
Pomatorhinus schisticeps,White-browed Scimitar-babbler,wbsbab1,203918311,FALSE,grizkrona cimitartimalio
Pomatorhinus montanus,Chestnut-backed Scimitar-babbler,chbscb1,644849274,FALSE,
Pomatorhinus ruficollis,Streak-breasted Scimitar-babbler,sbsbab3,503924041,FALSE,
Pomatorhinus musicus,Taiwan Scimitar-babbler,taiscb1,66059251,FALSE,tajvana cimitartimalio
Erythrogenys hypoleucos,Large Scimitar-babbler,lasbab1,33351,FALSE,granda cimitartimalio
Erythrogenys erythrogenys,Rusty-cheeked Scimitar-babbler,rcsbab1,169472081,FALSE,
Erythrogenys mcclellandi,Spot-breasted Scimitar-babbler,spbscb1,626266478,FALSE,makulbrusta cimitartimalio
Erythrogenys gravivox,Black-streaked Scimitar-babbler,bksscb1,203898921,FALSE,nigrastria cimitartimalio
Erythrogenys swinhoei,Grey-sided Scimitar-babbler,gysscb1,204002371,FALSE,grizflanka cimitartimalio
Erythrogenys erythrocnemis,Black-necklaced Scimitar-babbler,sbsbab2,66059311,FALSE,
Stachyris grammiceps,White-breasted Babbler,whbbab2,523860881,FALSE,blankventra timalio
Stachyris nigricollis,Black-throated Babbler,bltbab1,589343081,FALSE,nigragorĝa timalio
Stachyris maculata,Chestnut-rumped Babbler,chrbab1,203930391,FALSE,makula timalio
Stachyris nigriceps,Grey-throated Babbler,gytbab1,297033111,FALSE,grizgorĝa timalio
Sphenocichla humei,Blackish-breasted Babbler,,,FALSE,
Sphenocichla roberti,Chevron-breasted Babbler,,,FALSE,skvambrusta timalio
Stachyris poliocephala,Grey-headed Babbler,gyhbab1,33279,FALSE,grizkapa timalio
Stachyris leucotis,White-necked Babbler,whnbab1,644210401,FALSE,perlokola timalio
Stachyris herberti,Sooty Babbler,soobab1,651199785,FALSE,fulga timalio
Stachyris nonggangensis,Nonggang Babbler,nonbab1,391271201,FALSE,nongganga timalio
Stachyris strialata,Spot-necked Babbler,spnbab1,113568,FALSE,makulkola timalio
Stachyris oglei,Snowy-throated Babbler,sntbab1,204014891,FALSE,blankagorĝa timalio
Stachyris thoracica,White-bibbed Babbler,whbbab1,70598,FALSE,blankbrusta timalio
Dumetia hyperythra,Tawny-bellied Babbler,tabbab1,570606081,FALSE,rufaventra timalio
Rhopocichla atriceps,Dark-fronted Babbler,dafbab1,417189561,FALSE,nigrakapa timalio
Timalia pileata,Chestnut-capped Babbler,chcbab1,352357071,FALSE,kaŝtanĉapa timalio
Mixornis gularis,Pin-striped Tit-babbler,sttbab1,158664291,FALSE,
Mixornis bornensis,Bold-striped Tit-babbler,bostib1,129588,FALSE,stretastria timalio
Mixornis flavicollis,Grey-cheeked Tit-babbler,gyctib1,554525601,FALSE,
Mixornis prillwitzi,Kangean Tit-babbler,gyctib3,608482079,FALSE,kangeana timalio
Mixornis kelleyi,Grey-faced Tit-babbler,gyftib1,204005441,FALSE,grizmaska timalio
Macronus striaticeps,Brown Tit-babbler,brtbab1,203894131,FALSE,bruna timalio
Macronus ptilosus,Fluffy-backed Tit-babbler,fbtbab1,203930261,FALSE,lanugdorsa timalio
Cyanoderma chrysaeum,Golden Babbler,golbab1,70410,FALSE,ora timalio
Cyanoderma erythropterum,Chestnut-winged Babbler,chwbab1,451773051,FALSE,
Cyanoderma bicolor,Grey-hooded Babbler,chwbab3,204000371,FALSE,dukolora timalio
Cyanoderma melanothorax,Crescent-chested Babbler,crcbab1,70678,FALSE,lunarka timalio
Cyanoderma pyrrhops,Black-chinned Babbler,blcbab2,204026501,FALSE,nigramentona timalio
Cyanoderma ruficeps,Rufous-capped Babbler,rucbab1,615991945,FALSE,rufĉapa timalio
Cyanoderma rufifrons,Rufous-fronted Babbler,rufbab10,465512641,FALSE,
PELLORNEIDAE,Ground-babblers,,,FALSE,
Malacopteron affine,Sooty-capped Babbler,socbab1,70535,FALSE,fulgoĉapa pelorneo
Malacopteron albogularis,Grey-breasted Babbler,,,FALSE,
Malacopteron cinereum,Scaly-crowned Babbler,sccbab1,634278774,FALSE,skvamkrona pelorneo
Malacopteron magnum,Rufous-crowned Babbler,rucbab2,634089274,FALSE,rufkrona pelorneo
Malacopteron palawanense,Melodious Babbler,palbab1,633425839,FALSE,palavana pelorneo
Malacopteron magnirostre,Moustached Babbler,moubab1,70245,FALSE,liphara pelorneo
Gampsorhynchus rufulus,White-hooded Babbler,whhbab2,204014901,FALSE,
Gampsorhynchus torquatus,Collared Babbler,colbab1,203918111,FALSE,
Schoeniparus brunneus,Dusky Fulvetta,dusful1,90646601,FALSE,
Schoeniparus dubius,Rusty-capped Fulvetta,rucful1,203939921,FALSE,rustoĉapa pelorneo
Schoeniparus rufogularis,Rufous-throated Fulvetta,rutful1,295407841,FALSE,rufgorĝa pelorneo
Schoeniparus cinereus,Yellow-throated Fulvetta,yetful1,203904801,FALSE,flavgorĝa pelorneo
Schoeniparus castaneceps,Rufous-winged Fulvetta,ruwful1,225551481,FALSE,
Schoeniparus klossi,Black-crowned Fulvetta,bkcful1,76335671,FALSE,nigrakrona pelorneo
Schoeniparus variegaticeps,Golden-fronted Fulvetta,gofful2,614707959,FALSE,flavafrunta pelorneo
Laticilla burnesi,Rufous-vented Grass-babbler,,,FALSE,
Laticilla cinerascens,Swamp Grass-babbler,swapri1,188484401,FALSE,cindra pelorneo
Illadopsis fulvescens,Brown Illadopsis,broill1,181121,FALSE,bruna pelorneo
Illadopsis rufipennis,Pale-breasted Illadopsis,pabill1,94153,FALSE,
Illadopsis distans,Grey-breasted Illadopsis,pabill3,49866,FALSE,tanzania pelorneo
Illadopsis pyrrhoptera,Mountain Illadopsis,mouill1,1294,FALSE,monta pelorneo
Illadopsis cleaveri,Black-capped Illadopsis,blaill1,203974281,FALSE,grizkola pelorneo
Illadopsis albipectus,Scaly-breasted Illadopsis,scbill1,203915411,FALSE,skvambrusta pelorneo
Illadopsis turdinus,Spotted Illadopsis,,,FALSE,
Illadopsis puveli,Puvel's Illadopsis,puvill1,203939841,FALSE,grizflanka pelorneo
Illadopsis rufescens,Rufous-winged Illadopsis,ruwill1,203974291,FALSE,brunbrusta pelorneo
Pellorneum ruficeps,Puff-throated Babbler,putbab1,71411,FALSE,makulbrusta pelorneo
Pellorneum nigrocapitatum,Black-capped Babbler,bkcbab1,203951621,FALSE,
Pellorneum capistratum,Rufous-browed Babbler,bkcbab2,175921,FALSE,
Pellorneum fuscocapillus,Brown-capped Babbler,bncbab1,177293,FALSE,brunĉapa pelorneo
Pellorneum palustre,Marsh Babbler,marbab2,628481151,FALSE,marĉa pelorneo
Pellorneum albiventre,Spot-throated Babbler,sptbab1,203883381,FALSE,makulgorĝa pelorneo
Trichastoma cinereiceps,Ashy-crowned Babbler,,,FALSE,cindrokapa pelorneo
Trichastoma malaccense,Short-tailed Babbler,shtbab1,164146,FALSE,kurtvosta pelorneo
Trichastoma bicolor,Ferruginous Babbler,ferbab1,212029,FALSE,rusta pelorneo
Trichastoma rostratum,White-chested Babbler,whcbab1,203930481,FALSE,
Trichastoma celebense,Sulawesi Babbler,sulbab1,203903651,FALSE,celebesa pelorneo
Trichastoma buettikoferi,Sumatran Babbler,sumbab1,197491801,FALSE,okrabrusta pelorneo
Trichastoma pyrrogenys,Temminck's Babbler,tembab1,638142851,FALSE,rufaflanka pelorneo
Trichastoma tickelli,Buff-breasted Babbler,bubbab1,203918271,FALSE,
Leonardina woodi,Bagobo Babbler,bagbab2,560121621,FALSE,mindanaa kurtflugilulo
Kenopia striata,Striped Wren-babbler,stwbab3,179554,FALSE,dorsostria pelorneo
Malacocincla abbotti,Abbott's Babbler,abbbab1,54380181,FALSE,rufavosta pelorneo
Malacocincla sepiaria,Horsfield's Babbler,horbab2,158223011,FALSE,
Malacocincla perspicillata,Black-browed Babbler,blbbab1,613366292,FALSE,
Turdinus macrodactylus,Large Wren-babbler,lawbab1,14186,FALSE,blubrova pelorneo
Turdinus rufipectus,Rusty-breasted Wren-babbler,rbwbab1,70405,FALSE,rufbrusta pelorneo
