Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,eo
Turdinus atrigularis,Black-throated Wren-babbler,btwbab1,203930411,FALSE,nigragorĝa pelorneo
Turdinus marmoratus,Marbled Wren-babbler,mawbab1,204023651,FALSE,marmora pelorneo
Turdinus crispifrons,Greyish Limestone-babbler,,,FALSE,
Turdinus calcicola,Rufous Limestone-babbler,,,FALSE,kalkoŝtona pelorneo
Turdinus brevicaudatus,Streaked Wren-babbler,stwbab1,480978211,FALSE,streka pelorneo
Turdinus crassus,Mountain Wren-babbler,mowbab1,36695,FALSE,palgorĝa pelorneo
Ptilocichla leucogrammica,Bornean Wren-babbler,bowbab1,203930381,FALSE,bornea pelorneo
Ptilocichla mindanensis,Streaked Wren-babbler,stwbab2,203893981,FALSE,mindanaa pelorneo
Ptilocichla falcata,Falcated Wren-babbler,fawbab1,203942421,FALSE,rufaflugila pelorneo
Napothera epilepidota,Eyebrowed Wren-babbler,eywbab1,203490361,FALSE,nana pelorneo
Rimator naungmungensis,Naung Mung Wren-babbler,,,FALSE,kaĉina pelorneo
Rimator danjoui,Indochinese Wren-babbler,,,FALSE,
Rimator malacoptilus,Long-billed Wren-babbler,lbwbab1,613341800,FALSE,
Rimator pasquieri,White-throated Wren-babbler,whtwrb1,550562611,FALSE,fansipana pelorneo
Rimator albostriatus,Sumatran Wren-babbler,sumwrb1,175990,FALSE,blankstria pelorneo
Graminicola bengalensis,Indian Grass-babbler,rurgra1,380610541,FALSE,
Graminicola striatus,Chinese Grass-babbler,chigra1,618807318,FALSE,stria pelorneo
Argya altirostris,Iraq Babbler,irabab1,614332375,FALSE,iraka leiotriko
Argya squamiceps,Arabian Babbler,arabab1,389235761,FALSE,arabia leiotriko
Argya fulva,Fulvous Babbler,fulcha1,648073906,FALSE,sahara leiotriko
Argya rubiginosa,Rufous Chatteter,rufcha2,46520,FALSE,rusta leiotriko
Argya aylmeri,Scaly Chatteter,scacha1,204005311,FALSE,skvambrusta leiotriko
Acanthoptila nipalensis,Spiny Babbler,spibab1,540731391,FALSE,nepala leiotriko
Chatarrhaea longirostris,Slender-billed Babbler,slbbab1,236523241,FALSE,stretbeka leiotriko
Chatarrhaea gularis,White-throated Babbler,whtbab1,612752856,FALSE,blankagorĝa leiotriko
Kupeornis gilberti,White-throated Mountain Babbler,,,FALSE,kamerunia leiotriko
Kupeornis rufocinctus,Red-collared Mountain Babbler,,,FALSE,rufkola leiotriko
Kupeornis chapini,Chapin's Mountain Babbler,,,FALSE,konga leiotriko
Phyllanthus atripennis,Grey-hooded Capuchin-babbler,,,FALSE,kapuĉa leiotriko
Phyllanthus rubiginosus,Black-crowned Capuchin-babbler,,,FALSE,
Phyllanthus bohndorfii,Grey-caped Capuchin-babbler,,,FALSE,
Turdoides striata,Jungle Babbler,junbab2,319532321,FALSE,
Turdoides somervillei,Black-winged Babbler,,,FALSE,
Turdoides rufescens,Orange-billed Babbler,orbbab1,42453721,FALSE,oranĝbeka leiotriko
Turdoides affinis,Yellow-billed Babbler,yebbab1,208909711,FALSE,flavbeka leiotriko
Turdoides sharpei,Sharpe's Babbler,bklbab1,14212,FALSE,nigrabrida leiotriko
Turdoides melanops,Black-lored Babbler,bkfbab1,338437111,FALSE,
Turdoides tenebrosa,Dusky Babbler,dusbab2,612466021,FALSE,malhela leiotriko
Turdoides reinwardtii,Blackcap Babbler,blabab2,203927551,FALSE,nigrakapuĉa leiotriko
Turdoides leucocephala,White-headed Babbler,crebab1,,FALSE,blankakapa leiotriko
Turdoides plebejus,Brown Babbler,brobab1,203964631,FALSE,
Turdoides jardineii,Arrow-marked Babbler,armbab1,221472,FALSE,sagmarka leiotriko
Turdoides squamulata,Scaly Babbler,scabab2,625989545,FALSE,skvama leiotriko
Turdoides leucopygia,White-rumped Babbler,whrbab2,395885271,FALSE,
Turdoides hartlaubii,Hartlaub's Babbler,harbab1,203935321,FALSE,hartlaŭba leiotriko
Turdoides hindei,Hinde's Babbler,hipbab1,14208,FALSE,kenja leiotriko
Turdoides hypoleuca,Northern Pied Babbler,norpib1,14211,FALSE,bunta leiotriko
Turdoides bicolor,Southern Pied Babbler,sopbab1,609054914,FALSE,dukolora leiotriko
Turdoides gymnogenys,Bared-cheeked Babbler,bacbab1,203942181,FALSE,nudvanga leiotriko
Garrulax canorus,Chinese Hwamei,melthr,6200,FALSE,
Garrulax taewanus,Taiwan Hwamei,taihwa1,203919251,FALSE,tajvana garolago
Garrulax merulinus,Spot-breasted Laughingthrush,spblau1,224026301,FALSE,
Garrulax annamensis,Orange-breasted Laughingthrush,orblau1,113642,FALSE,oranĝbrusta garolago
Garrulax cinereifrons,Ashy-headed Laughingthrush,ashlau1,625333583,FALSE,cindrokapa leiotriko
Garrulax rufifrons,Rufous-fronted Laughingthrush,ruflau1,33555,FALSE,rufafrunta garolago
Garrulax monileger,Lesser Necklaced Laughingthrush,lenlau1,203918151,FALSE,kolringa garolago
Garrulax leucolophus,White-crested Laughingthrush,whclau2,71474,TRUE,
Garrulax bicolor,Black-and-white Laughingthrush,sumlau1,602350431,FALSE,sumatra garolago
Garrulax palliatus,Sunda Laughingthrush,sunlau1,203957001,FALSE,sunda garolago
Garrulax milleti,Black-hooded Laughingthrush,blhlau1,203489651,FALSE,nigrakapuĉa garolago
Garrulax maesi,Grey Laughingthrush,grylau1,225323861,FALSE,
Garrulax castanotis,Rufous-cheeked Laughingthrush,ruclau3,211082791,FALSE,rufavanga garolago
Garrulax lunulatus,Barred Laughingthrush,barlau1,203957901,FALSE,
Garrulax bieti,White-speckled Laughingthrush,,,FALSE,blankokulvitra garolago
Garrulax maximus,Giant Laughingthrush,gialau1,204009221,FALSE,giganta garolago
Garrulax ocellatus,Spotted Laughingthrush,spolau1,203983301,FALSE,ocela garolago
Garrulax strepitans,White-necked Laughingthrush,whnlau1,203903421,FALSE,
Garrulax ferrarius,Cambodian Laughingthrush,camlau1,629581909,FALSE,kamboĝa garolago
Garrulax sukatschewi,Snowy-cheeked Laughingthrush,suklau1,30289361,FALSE,neĝvanga garolago
Garrulax cineraceus,Western Moustached Laughingthrush,,,FALSE,cindra garolago
Garrulax cinereiceps,Eastern Moustached Laughingthrush,,,FALSE,
Garrulax rufogularis,Rufous-chined Laughingthrush,,,FALSE,
Garrulax konkakinhensis,Chestnut-eared Laughingthrush,chelau1,218699901,FALSE,kaŝtanorela garolago
Garrulax sannio,White-browed Laughingthrush,whblau1,203962781,FALSE,blankbrova garolago
Garrulax perspicillatus,Masked Laughingthrush,maslau1,550971971,FALSE,maska garolago
Garrulax davidi,Plain Laughingthrush,,,FALSE,senornama garolago
Garrulax nuchalis,Chestnut-backed Laughingthrush,chblau1,608288620,FALSE,kaŝtandorsa garolago
Garrulax chinensis,Black-throated Laughingthrush,bltlau1,203898021,FALSE,nigragorĝa garolago
Garrulax monachus,Hainan Laughingthrush,,,FALSE,
Garrulax vassali,White-cheeked Laughingthrush,whclau1,203969021,FALSE,blankvanga garolago
Garrulax mitratus,Chestnut-capped Laughingthrush,chclau3,70488,FALSE,
Garrulax treacheri,Chestnut-hooded Laughingthrush,chhlau1,203957071,FALSE,kaŝtankapuĉa garolago
Garrulax pectoralis,Greater Necklaced Laughingthrush,gnlthr,637685342,FALSE,stribrusta garolago
Garrulax woodi,Mount Victoria Babax,chibub1,617455571,FALSE,ĉinmonteta garolago
Garrulax lanceolatus,Chinese Babax,chibab2,637256924,FALSE,
Garrulax waddelli,Giant Babax,giabab1,60470,FALSE,granda garolago
Garrulax koslowi,Tibetan Babax,tibbab1,384362871,FALSE,tibeta garolago
Garrulax albogularis,White-throated Laughingthrush,whtlau1,204026541,FALSE,
Garrulax ruficeps,Rufous-crowned Laughingthrush,ruclau2,312885581,FALSE,rufkrona garolago
Garrulax caerulatus,Grey-sided Laughingthrush,,,FALSE,
Garrulax berthemyi,Buffy Laughingthrush,buflau1,204020611,FALSE,cinama garolago
Garrulax poecilorhynchus,Rusty Laughingthrush,ruslau1,14161,FALSE,
Garrulax ruficollis,Rufous-necked Laughingthrush,runlau1,634146395,FALSE,rufkola garolago
Garrulax galbanus,Yellow-throated Laughingthrush,yetlau1,626245216,FALSE,
LEIOTRICHIDAE,Laughingthrushes and allies,,,FALSE,
Alcippe brunneicauda,Brown Fulvetta,broful1,611936579,FALSE,bruna alcipeo
Alcippe grotei,Black-browed Fulvetta,bkbful1,163212,FALSE,nigrabrova alcipeo
Alcippe poioicephala,Brown-cheeked Fulvetta,brcful1,364368251,FALSE,
Alcippe nipalensis,Nepal Fulvetta,nepful1,252986851,FALSE,nepala alcipeo
Alcippe morrisonia,Grey-cheeked Fulvetta,gycful1,172384511,FALSE,
Alcippe peracensis,Mountain Fulvetta,mouful1,36362,FALSE,
Alcippe pyrrhoptera,Javan Fulvetta,javful1,33528,FALSE,java alcipeo
Grammatoptila striata,Striated Laughingthrush,strlau2,637685621,FALSE,stria garolago
Cutia nipalensis,Himalayan Cutia,cutia1,203904651,FALSE,
Cutia legalleni,Vietnamese Cutia,viecut1,612781316,FALSE,vjetnamia leiotriko
Argya malcolmi,Large Grey Babbler,lagbab2,203923651,FALSE,grizfrunta leiotriko
Argya subrufa,Rufous Babbler,rufbab3,265103651,FALSE,rufeta leiotriko
Argya earlei,Striated Babbler,strbab1,485635031,FALSE,stria leiotriko
Argya caudata,Common Babbler,combab3,203955021,FALSE,
A. c. huttoni,Afghan Babbler,combab1,624473048,FALSE,
Garrulax courtoisi,Blue-crowned Laughingthrush,buclau1,349110561,FALSE,blukrona garolago
Garrulax delesserti,Wynaad Laughingthrush,,,FALSE,
Garrulax gularis,Rufous-vented Laughingthrush,ruvlau1,203901211,FALSE,rufsubpuga garolago
Garrulax lugubris,Black Laughingthrush,blalau1,36355,FALSE,
Garrulax calvus,Bare-headed Laughingthrush,bahlau1,203957031,FALSE,kalva timalio
Trochalopteron subunicolor,Scaly Laughingthrush,scalau1,204005241,FALSE,skvama garolago
Trochalopteron austeni,Brown-capped Laughingthrush,brclau1,135119931,FALSE,brunĉapa garolago
Trochalopteron squamatum,Blue-winged Laughingthrush,blwlau1,468537611,FALSE,bluflugila garolago
Trochalopteron lineatum,Streaked Laughingthrush,strlau1,611686825,FALSE,
Trochalopteron imbricatum,Bhutan Laughingthrush,bhulau1,69069,FALSE,butano garolago
Trochalopteron fairbanki,Palani Laughingthrush,kerlau2,203951821,FALSE,
Trochalopteron meridionale,Travancore Laughingthrush,,,FALSE,aŝambua garolago
Trochalopteron jerdoni,Banasura Laughingthrush,bkclau1,646973846,FALSE,
Trochalopteron cachinnans,Nilgiri Laughingthrush,bkclau2,226399621,FALSE,
Trochalopteron virgatum,Striped Laughingthrush,strlau3,498327341,FALSE,streka garolago
Trochalopteron variegatum,Variegated Laughingthrush,varlau1,179426,FALSE,bunta garolago
Trochalopteron affine,Black-faced Laughingthrush,blflau1,607797571,FALSE,
Trochalopteron morrisonianum,White-whiskered Laughingthrush,whwlau1,203894721,FALSE,blankliphara garolago
Trochalopteron elliotii,Elliot's Laughingthrush,elllau1,384363011,FALSE,flavaflugila garolago
Trochalopteron henrici,Brown-cheeked Laughingthrush,prhlau1,325776771,FALSE,brunvanga garolago
Trochalopteron milnei,Red-tailed Laughingthrush,retlau1,203899031,FALSE,ruĝvosta garolago
Trochalopteron formosum,Red-winged Laughingthrush,rewlau1,175621,FALSE,ruĝflugila garolago
Trochalopteron erythrocephalum,Chestnut-crowned Laughingthrush,chclau2,617645577,FALSE,
Trochalopteron chrysopterum,Assam Laughingthrush,asslau1,203991561,FALSE,asama garolago
Trochalopteron melanostigma,Silver-eared Laughingthrush,sielau1,203903381,FALSE,kaŝtankrona garolago
Trochalopteron ngoclinhense,Golden-winged Laughingthrush,gowlau1,218717461,FALSE,orflugila garolago
Trochalopteron peninsulae,Malay Laughingthrush,mallau1,76973,FALSE,malajzia garolago
Trochalopteron yersini,Collared Laughingthrush,collau1,635746677,FALSE,rufkoluma garolago
Heterophasia auricularis,White-eared Sibia,whesib1,14164,FALSE,blankorela leiotriko
Heterophasia picaoides,Long-tailed Sibia,lotsib1,203966441,FALSE,longvosta leiotriko
Heterophasia pulchella,Beautiful Sibia,beasib1,203925621,FALSE,beleta leiotriko
Heterophasia capistrata,Rufous Sibia,rufsib1,14172,FALSE,rufa leiotriko
Heterophasia melanoleuca,Dark-backed Sibia,blbsib1,203889111,FALSE,
Heterophasia desgodinsi,Black-headed Sibia,blhsib1,203925471,FALSE,
Heterophasia gracilis,Grey Sibia,grysib1,424401601,FALSE,griza leiotriko
Leiothrix argentauris,Silver-eared Mesia,siemes1,36377,FALSE,arĝentorela leiotriko
Leiothrix laurinae,Sumatran Mesia,,,FALSE,
Leiothrix lutea,Red-billed Leiothrix,reblei,14175,FALSE,ruĝbeka leiotriko
Leioptila annectens,Rufous-backed Sibia,rubsib1,478784681,FALSE,rufdorsa leiotriko
Minla ignotincta,Red-tailed Minla,retmin1,68730,FALSE,rufavosta leiotriko
Liocichla phoenicea,Red-faced Liocichla,reflio2,628477757,FALSE,
Liocichla ripponi,Scarlet-faced Liocichla,reflio3,203925491,FALSE,
Liocichla bugunorum,Bugun Liocichla,buglio1,151225921,FALSE,buguna leiotriko
Liocichla omeiensis,Emei Shan Liocichla,gyflio1,465926631,FALSE,emejŝana leiotriko
Liocichla steerii,Taiwan Liocichla,stelio1,66084991,FALSE,
Sibia nipalensis,Hoary-throated Barwing,hotbar1,203927151,FALSE,grizgorĝa leiotriko
Sibia waldeni,Streak-throated Barwing,sttbar1,204005251,FALSE,strekogorĝa leiotriko
Sibia souliei,Streaked Barwing,strbar1,624743360,FALSE,streka leiotriko
Sibia morrisoniana,Taiwan Barwing,taibar1,109243711,FALSE,tajvana leiotriko
Siva cyanouroptera,Blue-winged Minia,,,FALSE,bluflugila leiotriko
Chrysominla strigula,Bar-throated Minla,,,FALSE,strigorĝa leiotriko
Actinodura egertoni,Rusty-fronted Barwing,rufbar1,203898941,FALSE,rufafrunta leiotriko
Actinodura ramsayi,Western Spectacled Barwing,spebar1,53422961,FALSE,
Actinodura radcliffei,Eastern Spectacled Barwing,,,FALSE,
Actinodura sodangorum,Black-crowned Barwing,bkcbar1,203917351,FALSE,nigrakrona leiotriko
Laniellus langbianis,Grey-crowned Crocias,gyccro1,203490231,FALSE,grizkrona leiotriko
Laniellus albonotatus,Spotted Crocias,spocro1,69777521,FALSE,makula leiotriko
Sitta cashmirensis,Kashmir Nuthatch,kasnut1,456365791,FALSE,kaŝmira sito
Sitta castanea,Indian Nuthatch,chbnut2,203953471,FALSE,
Sitta cinnamoventris,Chestnut-bellied Nuthatch,chbnut3,634224958,FALSE,kaŝtanventra sito
Sitta neglecta,Burmese Nuthatch,chbnut4,203979351,FALSE,birma sito
Sitta himalayensis,White-tailed Nuthatch,whtnut1,84877701,FALSE,himalaja sito
Sitta victoriae,White-browed Nuthatch,whbnut1,135110211,FALSE,viktoria sito
Sitta pygmaea,Pygmy Nuthatch,pygnut,285276011,TRUE,pigmea sito
Sitta pusilla,Brown-headed Nuthatch,bnhnut,196494,FALSE,
Sitta isularis,Bahama Nuthatch,bnhnut2,274462,FALSE,
Sitta whiteheadi,Corsican Nuthatch,cornut1,576834731,TRUE,korsika sito
Sitta ledanti,Algerian Nuthatch,algnut1,139202391,FALSE,kabilia sito
Sitta krueperi,Krueper's Nuthatch,krunut1,345058051,FALSE,turkia sito
Sitta yunnanensis,Yunnan Nuthatch,yunnut1,203939941,FALSE,junana sito
Sitta canadensis,Red-breasted Nuthatch,rebnut,287188101,TRUE,rufbrusta sito
Sitta villosa,Snowy-browed Nuthatch,snbnut1,389157191,FALSE,ĉinia sito
Sitta leucopsis,White-cheeked Nuthatch,whcnut1,171038901,FALSE,
Sitta przewalskii,Przewalski's Nuthatch,prznut1,285199,FALSE,pŝevalskia sito
Sitta carolinensis,White-breasted Nuthatch,whbnut,120214,TRUE,blankbrusta sito
Sitta neumayer,Western Rock Nuthatch,rocnut1,630121154,FALSE,roka sito
Sitta tephronota,Eastern Rock Nuthach,pernut1,204004981,FALSE,persia sito
Sitta frontalis,Velvet-fronted Nuthatch,vefnut1,282140,FALSE,
Sitta solangiae,Yellow-billed Nuthatch,yebnut1,633534136,FALSE,flavbeka sito
Sitta oenochlamys,Sulphur-billed Nuthatch,subnut1,204000081,FALSE,filipina sito
Sitta azurea,Blue Nuthatch,blunut1,73529,FALSE,blua sito
Sitta magna,Giant Nuthatch,gianut1,203889141,FALSE,giganta sito
Sitta formosa,Beautiful Nuthatch,beanut1,326132031,FALSE,
Tichodroma muraria,Wallcreeper,wallcr1,537860111,FALSE,mura tikodromo
Salpornis salvadori,African Spotted Creeper,spocre2,242347371,FALSE,afrika salpornito
Salpornis spilonota,Indian Spotted Creeper,spocre3,650599604,FALSE,
POLIOPTILIDAE,Gnatcatchers,,,FALSE,
Microbates collaris,Collared Gnatwren,colgna1,73082,FALSE,kolringa polioptilo
Microbates cinereiventris,Tawny-faced Gnatwren,tafgna1,72897,FALSE,rustovanga polioptilo
Ramphocaenus melanurus,Long-billed Gnatwren,lobgna5,257819501,FALSE,
Polioptila caerulea,Blue-grey Gnatcatcher,buggna,244384791,TRUE,nigrabrova polioptilo
Polioptila lembeyei,Cuban Gnatcatcher,cubgna1,34614,FALSE,kuba polioptilo
Polioptila californica,California Gnatcatcher,calgna,172039711,FALSE,kalifornia polioptilo
Polioptila melanura,Black-tailed Gnatcatcher,bktgna,118615,FALSE,
Polioptila nigriceps,Black-capped Gnatcatcher,bkcgna,109173,FALSE,nigraĉapa polioptilo
Polioptila albiloris,White-lored Gnatcatcher,whlgna2,289939391,FALSE,
Polioptila plumbea,Tropical Gnatcatcher,trogna1,309178531,FALSE,
Polioptila maior,Maranon Gnatcatcher,trogna3,224133301,FALSE,maranjona polioptilo
Polioptila lactea,Creamy-bellied Gnatcatcher,crbgna1,203700991,FALSE,kremventra polioptilo
Polioptila guianensis,Guianan Gnatcatcher,guigna3,483174591,FALSE,
P. g. facilis,Rio Negro Gnatcatcher,guigna2,186694911,FALSE,
P. g. clementsi,Iquitos Gnatcatcher,iqugna1,203889361,FALSE,
P. g. paraensis,Para Gnatcatcher,,,FALSE,
Polioptila schistaceigula,Slate-throated Gnatcatcher,sltgna1,424733171,FALSE,ardezgorĝa polioptilo
Polioptila dumicola,Masked Gnatcatcher,masgna1,212867,FALSE,maska polioptilo
TROGLODYTIDAE,Wrens,,,FALSE,
Salpinctes obsoletus,Rock Wren,rocwre,43462971,FALSE,roka troglodito
Microcerculus philomela,Northern Nightingale-wren,nigwre1,176466791,FALSE,najtingala troglodito
Microcerculus marginatus,Southern Nightingale-wren,scbwre1,594106611,FALSE,
Microcerculus ustulatus,Flutist Wren,fluwre1,30420,FALSE,fluta troglodito
Microcerculus bambla,Wing-banded Wren,wibwre1,113017,FALSE,blankbenda troglodito
Catherpes mexicanus,Canyon Wren,canwre,224190551,FALSE,kanjona troglodito
Hylorchilus sumichrasti,Sumichrast's Wren,sumwre1,150607841,FALSE,
Hylorchilus navai,Nava's Wren,navwre1,127278,FALSE,navaa troglodito
Odontorchilus branickii,Grey-mantled Wren,gymwre1,54241161,FALSE,grizmantela troglodito
Odontorchilus cinereus,Tooth-billed Wren,tobwre1,203699401,FALSE,dentbeka troglodito
Ferminia cercerai,Zapata Wren,zapwre1,631019667,FALSE,
Troglodytes pacificus,Pacific Wren,pacwre1,637983669,FALSE,pacifika troglodito
Troglodytes hiemalis,Winter Wren,winwre3,43989871,FALSE,
Troglodytes troglodytes,Northern Wren,winwre4,473327281,TRUE,
Troglodytes tanneri,Clarion Wren,clawre1,214355,FALSE,klarjona troglodito
Troglodytes aedon,House Wren,houwre,612093353,TRUE,
T. a. aedon,Northern House Wren,houwre,612093353,FALSE,
T. a. brunneicollis,Brown-throated Wren,,,FALSE,
T. a. musculus,Southern House Wren,houwre4,430652141,FALSE,
Troglodytes beani,Cozumel Wren,houwre3,55058,FALSE,kozumela troglodito
Troglodytes cobbi,Cobb's Wren,houwre5,203976251,FALSE,falklanda troglodito
Troglodytes rufociliatus,Rufous-browed Wren,rubwre2,348354731,FALSE,rufbrova troglodito
Troglodytes ochraceus,Ochraceous Wren,ochwre1,205597,FALSE,okra troglodito
Troglodytes solstitialis,Mountain Wren,mouwre1,212375,FALSE,
CERTHIIDAE,Treecreepers,,,FALSE,
Certhia tianquanensis,Sichuan Treecreeper,sictre1,204020551,FALSE,siĉŭana certio
Certhia nipalensis,Rusty-flanked Treecreeper,ruftre4,609053022,FALSE,rufaflanka certio
Certhia discolor,Sikkin Treecreeper,bnttre1,315311921,FALSE,
Certhia manipurensis,Manipur Treecreeper,bnttre2,53421671,FALSE,
Certhia himalayana,Bar-tailed Treecreeper,battre1,391046471,FALSE,strivosta certio
Certhia brachydactyla,Short-toed Treecreeper,shttre1,288094351,TRUE,kurtfingra certio
Certhia americana,American Treecreeper,brncre,223492001,TRUE,bruna certio
Certhia hodgsoni,Hodgson's Treecreeper,eurtre3,614186368,FALSE,himalaja certio
Certhia familiaris,Eurasian Treecreeper,eurtre1,632557884,TRUE,
SITTIDAE,Nuthatches,,,FALSE,
Sitta europaea,Eurasian Nuthatch,eurnut2,95133151,TRUE,
Sitta arctica,Siberian Nuthatch,eurnut6,,FALSE,siberia sito
Sitta nagaensis,Chestnut-vented Nuthatch,chvnut1,203991581,FALSE,
Troglodytes monticola,Santa Marta Wren,samwre1,48276501,FALSE,sanktamarta troglodito
Troglodytes rufulus,Tepui Wren,tepwre1,49488091,FALSE,tepuja troglodito
Troglodytes sissonii,Socorro Wren,socwre2,182894,FALSE,sokora troglodito
Thryorchilus browni,Timberline Wren,timwre1,195190,FALSE,vulkana troglodito
Cistothorus stellaris,Sedge Wren,sedwre1,239093841,FALSE,
Cistothorus platensis,Grass Wren,sedwre,8890,FALSE,
Cistothorus meridae,Merida Wren,merwre1,360347041,FALSE,merida troglodito
Cistothorus apolinari,Apolinar's Wren,apowre1,615330878,FALSE,apolinara troglodito
Cistothorus palustris,Marsh Wren,marwre,44882,FALSE,marĉa troglodito
Thryothorus ludovicianus,Carolina Wren,carwre,311159351,TRUE,
Thryothorus albinucha,White-browed Wren,,,FALSE,
Thryomanes bewickii,Bewick's Wren,bewwre,43463181,TRUE,
Campylorhynchus nuchalis,Stripe-backed Wren,stbwre2,69994,FALSE,stridorsa troglodito
Campylorhynchus fasciatus,Fasciated Wren,faswre1,203929981,FALSE,stria troglodito
Campylorhynchus zonatus,Band-backed Wren,babwre1,219826231,FALSE,bendodorsa troglodito
Campylorhynchus megalopterus,Grey-barred Wren,grbwre1,203948221,FALSE,grizastria troglodito
Campylorhynchus albobrunneus,White-headed Wren,whhwre1,560096221,FALSE,
Campylorhynchus turdinus,Thrush-like Wren,thlwre1,490609231,FALSE,
Campylorhynchus gularis,Spotted Wren,spowre1,612608240,FALSE,makula troglodito
Campylorhynchus humilis,Sclater's Wren,runwre3,29103461,FALSE,
Campylorhynchus rufinucha,Rufous-naped Wren,runwre2,538071251,TRUE,
Campylorhynchus capistratus,Rufous-backed Wren,runwre4,150592901,FALSE,
Campylorhynchus griseus,Bicolored Wren,bicwre1,69982,FALSE,
Campylorhynchus chiapensis,Giant Wren,giawre1,203693161,FALSE,giganta troglodito
