Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,nl
Garrulax leucolophus,White-crested Laughingthrush,whclau2,71474,TRUE,Witkuiflijstergaai
Garrulax bicolor,Black-and-white Laughingthrush,sumlau1,602350431,FALSE,Zwart-witte Lijstergaai
Garrulax palliatus,Sunda Laughingthrush,sunlau1,203957001,FALSE,Grijsbruine Lijstergaai
Garrulax milleti,Black-hooded Laughingthrush,blhlau1,203489651,FALSE,Zwartkoplijstergaai
Garrulax maesi,Grey Laughingthrush,grylau1,225323861,FALSE,Grijze lijstergaai
Garrulax castanotis,Rufous-cheeked Laughingthrush,ruclau3,211082791,FALSE,Roodwanglijstergaai
Garrulax lunulatus,Barred Laughingthrush,barlau1,203957901,FALSE,
Garrulax bieti,White-speckled Laughingthrush,,,FALSE,Biets Lijstergaai
Garrulax maximus,Giant Laughingthrush,gialau1,204009221,FALSE,Reuzenlijstergaai
Garrulax ocellatus,Spotted Laughingthrush,spolau1,203983301,FALSE,Bonte Lijstergaai
Garrulax strepitans,White-necked Laughingthrush,whnlau1,203903421,FALSE,Witneklijstergaai
Garrulax ferrarius,Cambodian Laughingthrush,camlau1,629581909,FALSE,Cambodjaanse Lijstergaai
Garrulax sukatschewi,Snowy-cheeked Laughingthrush,suklau1,30289361,FALSE,Kansulijstergaai
Garrulax cineraceus,Western Moustached Laughingthrush,,,FALSE,Baardlijstergaai
Garrulax cinereiceps,Eastern Moustached Laughingthrush,,,FALSE,(Rosse) baardlijstergaai
Garrulax rufogularis,Rufous-chined Laughingthrush,,,FALSE,
Garrulax konkakinhensis,Chestnut-eared Laughingthrush,chelau1,218699901,FALSE,Kastanjeoorlijstergaai
Garrulax sannio,White-browed Laughingthrush,whblau1,203962781,FALSE,Swinhoes Lijstergaai
Garrulax perspicillatus,Masked Laughingthrush,maslau1,550971971,FALSE,Brillijstergaai
Garrulax davidi,Plain Laughingthrush,,,FALSE,Pater Davids Lijstergaai
Garrulax nuchalis,Chestnut-backed Laughingthrush,chblau1,608288620,FALSE,Roodruglijstergaai
Garrulax chinensis,Black-throated Laughingthrush,bltlau1,203898021,FALSE,Zwartkeellijstergaai
Garrulax monachus,Hainan Laughingthrush,,,FALSE,Zwartkeellijstergaai (Hainanlijstergaai)
Garrulax vassali,White-cheeked Laughingthrush,whclau1,203969021,FALSE,Zwartoorlijstergaai
Garrulax mitratus,Chestnut-capped Laughingthrush,chclau3,70488,FALSE,
Garrulax treacheri,Chestnut-hooded Laughingthrush,chhlau1,203957071,FALSE,Kastanjekaplijstergaai
Garrulax pectoralis,Greater Necklaced Laughingthrush,gnlthr,637685342,FALSE,Borstbandlijstergaai
Garrulax woodi,Mount Victoria Babax,chibub1,617455571,FALSE,Chinbabax
Garrulax lanceolatus,Chinese Babax,chibab2,637256924,FALSE,
Garrulax waddelli,Giant Babax,giabab1,60470,FALSE,Reuzenbabax
Garrulax koslowi,Tibetan Babax,tibbab1,384362871,FALSE,Koslows Babax
Garrulax albogularis,White-throated Laughingthrush,whtlau1,204026541,FALSE,
Garrulax ruficeps,Rufous-crowned Laughingthrush,ruclau2,312885581,FALSE,Roodkruinlijstergaai
Garrulax caerulatus,Grey-sided Laughingthrush,,,FALSE,
Garrulax berthemyi,Buffy Laughingthrush,buflau1,204020611,FALSE,Kastanjevleugellijstergaai
Garrulax poecilorhynchus,Rusty Laughingthrush,ruslau1,14161,FALSE,
Garrulax ruficollis,Rufous-necked Laughingthrush,runlau1,634146395,FALSE,Roodneklijstergaai
Garrulax galbanus,Yellow-throated Laughingthrush,yetlau1,626245216,FALSE,
LEIOTRICHIDAE,Laughingthrushes and allies,,,FALSE,
Alcippe brunneicauda,Brown Fulvetta,broful1,611936579,FALSE,Grijze Alcippe
Alcippe grotei,Black-browed Fulvetta,bkbful1,163212,FALSE,Zwartbrauwalcippe
Alcippe poioicephala,Brown-cheeked Fulvetta,brcful1,364368251,FALSE,Bruinwangnontimalia
Alcippe nipalensis,Nepal Fulvetta,nepful1,252986851,FALSE,Nepalese Alcippe
Alcippe morrisonia,Grey-cheeked Fulvetta,gycful1,172384511,FALSE,Grijswangnontimalia
Alcippe peracensis,Mountain Fulvetta,mouful1,36362,FALSE,Zwartbrauwnontimalia/Maleise Nontimalia
Alcippe pyrrhoptera,Javan Fulvetta,javful1,33528,FALSE,Javaanse Alcippe
Grammatoptila striata,Striated Laughingthrush,strlau2,637685621,FALSE,Gestreepte Lijstergaai
Cutia nipalensis,Himalayan Cutia,cutia1,203904651,FALSE,Himalayacutia
Cutia legalleni,Vietnamese Cutia,viecut1,612781316,FALSE,Vietnamese Cutia
Argya malcolmi,Large Grey Babbler,lagbab2,203923651,FALSE,Malcolms Babbelaar
Argya subrufa,Rufous Babbler,rufbab3,265103651,FALSE,Roodrugbabbelaar
Argya earlei,Striated Babbler,strbab1,485635031,FALSE,Gestreepte Babbelaar
Argya caudata,Common Babbler,combab3,203955021,FALSE,Gewone babbelaar
A. c. huttoni,Afghan Babbler,combab1,624473048,FALSE,
Garrulax courtoisi,Blue-crowned Laughingthrush,buclau1,349110561,FALSE,Ménégauxs Lijstergaai
Garrulax delesserti,Wynaad Laughingthrush,,,FALSE,
Garrulax gularis,Rufous-vented Laughingthrush,ruvlau1,203901211,FALSE,Roodbuiklijstergaai
Garrulax lugubris,Black Laughingthrush,blalau1,36355,FALSE,
Garrulax calvus,Bare-headed Laughingthrush,bahlau1,203957031,FALSE,Kaalkoplijstertimalia
Trochalopteron subunicolor,Scaly Laughingthrush,scalau1,204005241,FALSE,Goudvleugellijstergaai
Trochalopteron austeni,Brown-capped Laughingthrush,brclau1,135119931,FALSE,Bruinkaplijstergaai
Trochalopteron squamatum,Blue-winged Laughingthrush,blwlau1,468537611,FALSE,Blauwvleugellijstergaai
Trochalopteron lineatum,Streaked Laughingthrush,strlau1,611686825,FALSE,Borstellijstergaai
Trochalopteron imbricatum,Bhutan Laughingthrush,bhulau1,69069,FALSE,Bhutanlijstergaai
Trochalopteron fairbanki,Palani Laughingthrush,kerlau2,203951821,FALSE,
Trochalopteron meridionale,Travancore Laughingthrush,,,FALSE,Ashambulijstergaai
Trochalopteron jerdoni,Banasura Laughingthrush,bkclau1,646973846,FALSE,
Trochalopteron cachinnans,Nilgiri Laughingthrush,bkclau2,226399621,FALSE,
Trochalopteron virgatum,Striped Laughingthrush,strlau3,498327341,FALSE,Streepkaplijstergaai
Trochalopteron variegatum,Variegated Laughingthrush,varlau1,179426,FALSE,Prachtlijstergaai
Trochalopteron affine,Black-faced Laughingthrush,blflau1,607797571,FALSE,Zwartmaskerlijstergaai
Trochalopteron morrisonianum,White-whiskered Laughingthrush,whwlau1,203894721,FALSE,Morrisonlijstergaai
Trochalopteron elliotii,Elliot's Laughingthrush,elllau1,384363011,FALSE,Elliots Lijstergaai
Trochalopteron henrici,Brown-cheeked Laughingthrush,prhlau1,325776771,FALSE,Prins Henry's Lijstergaai
Trochalopteron milnei,Red-tailed Laughingthrush,retlau1,203899031,FALSE,Roodstaartlijstergaai
Trochalopteron formosum,Red-winged Laughingthrush,rewlau1,175621,FALSE,Roodvleugellijstergaai
Trochalopteron erythrocephalum,Chestnut-crowned Laughingthrush,chclau2,617645577,FALSE,Roodkoplijstergaai
Trochalopteron chrysopterum,Assam Laughingthrush,asslau1,203991561,FALSE,Assamlijstergaai
Trochalopteron melanostigma,Silver-eared Laughingthrush,sielau1,203903381,FALSE,Roodkoplijstergaai
Trochalopteron ngoclinhense,Golden-winged Laughingthrush,gowlau1,218717461,FALSE,Geelvleugellijstergaai
Trochalopteron peninsulae,Malay Laughingthrush,mallau1,76973,FALSE,Maleise Lijstergaai
Trochalopteron yersini,Collared Laughingthrush,collau1,635746677,FALSE,Roestkraaglijstergaai
Heterophasia auricularis,White-eared Sibia,whesib1,14164,FALSE,Witoorsibia
Heterophasia picaoides,Long-tailed Sibia,lotsib1,203966441,FALSE,Langstaartsibia
Heterophasia pulchella,Beautiful Sibia,beasib1,203925621,FALSE,Prachtsibia
Heterophasia capistrata,Rufous Sibia,rufsib1,14172,FALSE,Zwartkapsibia
Heterophasia melanoleuca,Dark-backed Sibia,blbsib1,203889111,FALSE,Ekstersibia
Heterophasia desgodinsi,Black-headed Sibia,blhsib1,203925471,FALSE,Zwartkopsibia
Heterophasia gracilis,Grey Sibia,grysib1,424401601,FALSE,Grijze Sibia
Leiothrix argentauris,Silver-eared Mesia,siemes1,36377,FALSE,Zilveroortimalia
Leiothrix laurinae,Sumatran Mesia,,,FALSE,(Sumatraanse) zilveroortimalia
Leiothrix lutea,Red-billed Leiothrix,reblei,14175,FALSE,Japanse Nachtegaal
Leioptila annectens,Rufous-backed Sibia,rubsib1,478784681,FALSE,Roodrugminla
Minla ignotincta,Red-tailed Minla,retmin1,68730,FALSE,Roodstaartminla
Liocichla phoenicea,Red-faced Liocichla,reflio2,628477757,FALSE,Roodmaskertimalia
Liocichla ripponi,Scarlet-faced Liocichla,reflio3,203925491,FALSE,Rippontimalia
Liocichla bugunorum,Bugun Liocichla,buglio1,151225921,FALSE,Buguntimalia
Liocichla omeiensis,Emei Shan Liocichla,gyflio1,465926631,FALSE,Omeitimalia
Liocichla steerii,Taiwan Liocichla,stelio1,66084991,FALSE,Steeretimalia
Sibia nipalensis,Hoary-throated Barwing,hotbar1,203927151,FALSE,Nepalese Streepvleugel
Sibia waldeni,Streak-throated Barwing,sttbar1,204005251,FALSE,Yunnanstreepvleugel
Sibia souliei,Streaked Barwing,strbar1,624743360,FALSE,Tonkinstreepvleugel
Sibia morrisoniana,Taiwan Barwing,taibar1,109243711,FALSE,Taiwanstreepvleugel
Siva cyanouroptera,Blue-winged Minia,,,FALSE,Blauwvleugelminla
Chrysominla strigula,Bar-throated Minla,,,FALSE,Ornaatminla
Actinodura egertoni,Rusty-fronted Barwing,rufbar1,203898941,FALSE,Grijskopstreepvleugel
Actinodura ramsayi,Western Spectacled Barwing,spebar1,53422961,FALSE,Brilstreepvleugel
Actinodura radcliffei,Eastern Spectacled Barwing,,,FALSE,Brilstreepvleugel (radcliffei/yunnanensis)
Actinodura sodangorum,Black-crowned Barwing,bkcbar1,203917351,FALSE,Zwartkruinstreepvleugel
Laniellus langbianis,Grey-crowned Crocias,gyccro1,203490231,FALSE,Langbiansibia
Laniellus albonotatus,Spotted Crocias,spocro1,69777521,FALSE,Javaanse Sibia
Sitta cashmirensis,Kashmir Nuthatch,kasnut1,456365791,FALSE,Kashmirboomklever
Sitta castanea,Indian Nuthatch,chbnut2,203953471,FALSE,Bruine boomklever
Sitta cinnamoventris,Chestnut-bellied Nuthatch,chbnut3,634224958,FALSE,Kaneelbuikboomklever
Sitta neglecta,Burmese Nuthatch,chbnut4,203979351,FALSE,Birmese Boomklever
Sitta himalayensis,White-tailed Nuthatch,whtnut1,84877701,FALSE,Witstaartboomklever
Sitta victoriae,White-browed Nuthatch,whbnut1,135110211,FALSE,Witbrauwboomklever
Sitta pygmaea,Pygmy Nuthatch,pygnut,285276011,TRUE,Dwergboomklever
Sitta pusilla,Brown-headed Nuthatch,bnhnut,196494,FALSE,Bruinkopboomklever
Sitta isularis,Bahama Nuthatch,bnhnut2,274462,FALSE,
Sitta whiteheadi,Corsican Nuthatch,cornut1,576834731,TRUE,Corsicaanse boomklever
Sitta ledanti,Algerian Nuthatch,algnut1,139202391,FALSE,Algerijnse Boomklever
Sitta krueperi,Krueper's Nuthatch,krunut1,345058051,FALSE,Turkse Boomklever
Sitta yunnanensis,Yunnan Nuthatch,yunnut1,203939941,FALSE,Yunnanboomklever
Sitta canadensis,Red-breasted Nuthatch,rebnut,287188101,TRUE,Canadese boomklever
Sitta villosa,Snowy-browed Nuthatch,snbnut1,389157191,FALSE,Chinese Boomklever
Sitta leucopsis,White-cheeked Nuthatch,whcnut1,171038901,FALSE,Witwangboomklever
Sitta przewalskii,Przewalski's Nuthatch,prznut1,285199,FALSE,Przewalski's Boomklever
Sitta carolinensis,White-breasted Nuthatch,whbnut,120214,TRUE,Witborstboomklever
Sitta neumayer,Western Rock Nuthatch,rocnut1,630121154,FALSE,Rotsklever
Sitta tephronota,Eastern Rock Nuthach,pernut1,204004981,FALSE,Grote Rotsklever
Sitta frontalis,Velvet-fronted Nuthatch,vefnut1,282140,FALSE,Pluchekapboomklever
Sitta solangiae,Yellow-billed Nuthatch,yebnut1,633534136,FALSE,Geelsnavelboomklever
Sitta oenochlamys,Sulphur-billed Nuthatch,subnut1,204000081,FALSE,Filipijnse Boomklever
Sitta azurea,Blue Nuthatch,blunut1,73529,FALSE,Zwartbuikboomklever
Sitta magna,Giant Nuthatch,gianut1,203889141,FALSE,Reuzenboomklever
Sitta formosa,Beautiful Nuthatch,beanut1,326132031,FALSE,(Oost-Chinese) boomklever
Tichodroma muraria,Wallcreeper,wallcr1,537860111,FALSE,Rotskruiper
Salpornis salvadori,African Spotted Creeper,spocre2,242347371,FALSE,Afrikaanse Gevlekte Boomkruiper
Salpornis spilonota,Indian Spotted Creeper,spocre3,650599604,FALSE,Indiase gevlekte boomkruiper
POLIOPTILIDAE,Gnatcatchers,,,FALSE,
Microbates collaris,Collared Gnatwren,colgna1,73082,FALSE,Zwartborstmuggensluiper
Microbates cinereiventris,Tawny-faced Gnatwren,tafgna1,72897,FALSE,Grijsbuikmuggensluiper
Ramphocaenus melanurus,Long-billed Gnatwren,lobgna5,257819501,FALSE,Zwartstaartmuggensluiper
Polioptila caerulea,Blue-grey Gnatcatcher,buggna,244384791,TRUE,Blauwgrijze muggenvanger
Polioptila lembeyei,Cuban Gnatcatcher,cubgna1,34614,FALSE,Cubaanse Muggenvanger
Polioptila californica,California Gnatcatcher,calgna,172039711,FALSE,Californische Muggenvanger
Polioptila melanura,Black-tailed Gnatcatcher,bktgna,118615,FALSE,Zwartstaartmuggenvanger
Polioptila nigriceps,Black-capped Gnatcatcher,bkcgna,109173,FALSE,Zwartkapmuggenvanger
Polioptila albiloris,White-lored Gnatcatcher,whlgna2,289939391,FALSE,Witteugelmuggenvanger
Polioptila plumbea,Tropical Gnatcatcher,trogna1,309178531,FALSE,Amazonemuggenvanger
Polioptila maior,Maranon Gnatcatcher,trogna3,224133301,FALSE,Marañónmuggenvanger
Polioptila lactea,Creamy-bellied Gnatcatcher,crbgna1,203700991,FALSE,Crèmebuikmuggenvanger
Polioptila guianensis,Guianan Gnatcatcher,guigna3,483174591,FALSE,Guyanamuggenvanger
P. g. facilis,Rio Negro Gnatcatcher,guigna2,186694911,FALSE,
P. g. clementsi,Iquitos Gnatcatcher,iqugna1,203889361,FALSE,
P. g. paraensis,Para Gnatcatcher,,,FALSE,
Polioptila schistaceigula,Slate-throated Gnatcatcher,sltgna1,424733171,FALSE,Grijskeelmuggenvanger
Polioptila dumicola,Masked Gnatcatcher,masgna1,212867,FALSE,Maskermuggenvanger
TROGLODYTIDAE,Wrens,,,FALSE,
Salpinctes obsoletus,Rock Wren,rocwre,43462971,FALSE,Amerikaanse Rotswinterkoning
Microcerculus philomela,Northern Nightingale-wren,nigwre1,176466791,FALSE,Noordelijke Nachtegaalwinterkoning
Microcerculus marginatus,Southern Nightingale-wren,scbwre1,594106611,FALSE,Zuidelijke nachtegaalwinterkoning
Microcerculus ustulatus,Flutist Wren,fluwre1,30420,FALSE,Fluitwinterkoning
Microcerculus bambla,Wing-banded Wren,wibwre1,113017,FALSE,Witbandwinterkoning
Catherpes mexicanus,Canyon Wren,canwre,224190551,FALSE,Kloofwinterkoning
Hylorchilus sumichrasti,Sumichrast's Wren,sumwre1,150607841,FALSE,Dunsnavelwinterkoning
Hylorchilus navai,Nava's Wren,navwre1,127278,FALSE,Navawinterkoning
Odontorchilus branickii,Grey-mantled Wren,gymwre1,54241161,FALSE,Grijsrugwinterkoning
Odontorchilus cinereus,Tooth-billed Wren,tobwre1,203699401,FALSE,Amazonewinterkoning
Ferminia cercerai,Zapata Wren,zapwre1,631019667,FALSE,
Troglodytes pacificus,Pacific Wren,pacwre1,637983669,FALSE,Pacifische Winterkoning
Troglodytes hiemalis,Winter Wren,winwre3,43989871,FALSE,Oost-Amerikaanse winterkoning
Troglodytes troglodytes,Eurasian Wren,winwre4,473327281,TRUE,Winterkoning
Troglodytes tanneri,Clarion Wren,clawre1,214355,FALSE,Clarionwinterkoning
Troglodytes aedon,House Wren,houwre,612093353,TRUE,Noordelijke huiswinterkoning
T. a. aedon,Northern House Wren,houwre,612093353,FALSE,
T. a. brunneicollis,Brown-throated Wren,,,FALSE,
T. a. musculus,Southern House Wren,houwre4,430652141,FALSE,
Troglodytes beani,Cozumel Wren,houwre3,55058,FALSE,Cozumelwinterkoning
Troglodytes cobbi,Cobb's Wren,houwre5,203976251,FALSE,Cobbs Winterkoning
Troglodytes rufociliatus,Rufous-browed Wren,rubwre2,348354731,FALSE,Roodbrauwwinterkoning
Troglodytes ochraceus,Ochraceous Wren,ochwre1,205597,FALSE,Panamese Bergwinterkoning
Troglodytes solstitialis,Mountain Wren,mouwre1,212375,FALSE,Bergwinterkoning
CERTHIIDAE,Treecreepers,,,FALSE,
Certhia tianquanensis,Sichuan Treecreeper,sictre1,204020551,FALSE,Tianquanboomkruiper
Certhia nipalensis,Rusty-flanked Treecreeper,ruftre4,609053022,FALSE,Nepalese Boomkruiper
Certhia discolor,Sikkin Treecreeper,bnttre1,315311921,FALSE,Bruinkeelboomkruiper
Certhia manipurensis,Manipur Treecreeper,bnttre2,53421671,FALSE,Manipurboomkruiper
Certhia himalayana,Bar-tailed Treecreeper,battre1,391046471,FALSE,Himalayaboomkruiper
Certhia brachydactyla,Short-toed Treecreeper,shttre1,288094351,TRUE,Boomkruiper
Certhia americana,Brown Creeper,brncre,223492001,TRUE,Amerikaanse Boomkruiper
Certhia hodgsoni,Hodgson's Treecreeper,eurtre3,614186368,FALSE,Hodgsons Boomkruiper
Certhia familiaris,Eurasian Treecreeper,eurtre1,632557884,TRUE,Taigaboomkruiper
SITTIDAE,Nuthatches,,,FALSE,
Sitta europaea,Eurasian Nuthatch,eurnut2,95133151,TRUE,Boomklever
Sitta arctica,Siberian Nuthatch,eurnut6,,FALSE,Siberische Boomklever
Sitta nagaensis,Chestnut-vented Nuthatch,chvnut1,203991581,FALSE,Kastanjebuikboomklever
Troglodytes monticola,Santa Marta Wren,samwre1,48276501,FALSE,Santa-Martawinterkoning
Troglodytes rufulus,Tepui Wren,tepwre1,49488091,FALSE,Tepuiwinterkoning
Troglodytes sissonii,Socorro Wren,socwre2,182894,FALSE,Socorrowinterkoning
Thryorchilus browni,Timberline Wren,timwre1,195190,FALSE,Browns Winterkoning
Cistothorus stellaris,Sedge Wren,sedwre1,239093841,FALSE,Zeggewinterkoning
Cistothorus platensis,Grass Wren,sedwre,8890,FALSE,Graswinterkoning
Cistothorus meridae,Merida Wren,merwre1,360347041,FALSE,Páramowinterkoning
Cistothorus apolinari,Apolinar's Wren,apowre1,615330878,FALSE,Apolinars Winterkoning
Cistothorus palustris,Marsh Wren,marwre,44882,FALSE,Moeraswinterkoning
Thryothorus ludovicianus,Carolina Wren,carwre,311159351,TRUE,Carolinawinterkoning
Thryothorus albinucha,White-browed Wren,,,FALSE,
Thryomanes bewickii,Bewick's Wren,bewwre,43463181,TRUE,Bewicks winterkoning
Campylorhynchus nuchalis,Stripe-backed Wren,stbwre2,69994,FALSE,Streeprugwinterkoning
Campylorhynchus fasciatus,Fasciated Wren,faswre1,203929981,FALSE,Zebrawinterkoning
Campylorhynchus zonatus,Band-backed Wren,babwre1,219826231,FALSE,Tijgerwinterkoning
Campylorhynchus megalopterus,Grey-barred Wren,grbwre1,203948221,FALSE,Grijsbandwinterkoning
Campylorhynchus albobrunneus,White-headed Wren,whhwre1,560096221,FALSE,Witkopwinterkoning
Campylorhynchus turdinus,Thrush-like Wren,thlwre1,490609231,FALSE,Lijsterwinterkoning
Campylorhynchus gularis,Spotted Wren,spowre1,612608240,FALSE,Gevlekte Winterkoning
Campylorhynchus humilis,Sclater's Wren,runwre3,29103461,FALSE,Sclaters Winterkoning
Campylorhynchus rufinucha,Rufous-naped Wren,runwre2,538071251,TRUE,Veracruzwinterkoning
Campylorhynchus capistratus,Rufous-backed Wren,runwre4,150592901,FALSE,Roodrugwinterkoning
Campylorhynchus griseus,Bicolored Wren,bicwre1,69982,FALSE,Tweekleurige winterkoning
Campylorhynchus chiapensis,Giant Wren,giawre1,203693161,FALSE,Reuzenwinterkoning
Campylorhynchus brunneicapillus,Cactus Wren,cacwre,22879871,TRUE,Cactuswinterkoning
Campylorhynchus yucatanicus,Yucatan Wren,yucwre1,203913191,FALSE,Yucatánwinterkoning
Campylorhynchus jocosus,Boucard's Wren,bouwre1,154808241,FALSE,Harlekijnwinterkoning
Pheugopedius fasciatoventris,Black-bellied Wren,blbwre1,351226181,FALSE,Zwartbuikwinterkoning
Pheugopedius euophrys,Plain-tailed Wren,pltwre1,54154871,FALSE,Wenkbrauwwinterkoning
Pheugopedius schulenbergi,Grey-browed Wren,pltwre3,172813421,FALSE,Grijsbrauwwinterkoning
Pheugopedius eisenmanni,Inca Wren,incwre1,203983381,FALSE,Incawinterkoning
Pheugopedius mystacalis,Whiskered Wren,whiwre1,66950,FALSE,Andeswinterkoning
Pheugopedius coraya,Coraya Wren,corwre1,34436,FALSE,Corayawinterkoning
Pheugopedius genibarbis,Moustached Wren,mouwre2,247056641,FALSE,Knevelwinterkoning
Pheugopedius atrogularis,Black-throated Wren,bltwre1,184759,FALSE,Zwartkeelwinterkoning
Pheugopedius spadix,Sooty-headed Wren,sohwre1,616446572,FALSE,Roetkopwinterkoning
Pheugopedius felix,Happy Wren,hapwre1,9078,FALSE,Sonorawinterkoning
Pheugopedius columbianus,Colombian Wren,,,FALSE,Marañónwinterkoning (columbianus)
Pheugopedius paucimaculatus,Speckle-breasted Wren,spbwre2,80167,FALSE,Marañónwinterkoning (paucimaculatus)
Pheugopedius sclateri,Maranon Wren,spbwre2,80167,FALSE,Marañónwinterkoning
Pheugopedius rutilus,Rufous-breasted Wren,rubwre1,165852,FALSE,Roodborstwinterkoning
Pheugopedius maculipectus,Spot-breasted Wren,spbwre1,207507171,FALSE,Vlekborstwinterkoning
Thryophilus pleurostictus,Banded Wren,banwre1,199551,FALSE,Acaciawinterkoning
Thryophilus rufalbus,Rufous-and-white Wren,rawwre1,199464,FALSE,Rood-witte Winterkoning
Thryophilus sernai,Antioquia Wren,antwre2,621893553,FALSE,Antioquiawinterkoning
Thryophilus nicefori,Niceforo's Wren,nicwre1,204023091,FALSE,Niceforo's Winterkoning
Thryophilus sinaloa,Sinaloa Wren,sinwre1,182576151,FALSE,Sinaloawinterkoning
Cinnycerthia unirufa,Rufous Wren,rufwre1,616557820,FALSE,Rossige Winterkoning
Cinnycerthia olivascens,Sharpe's Wren,shawre1,139080,FALSE,Sharpes Winterkoning
Cinnycerthia peruana,Peruvian Wren,perwre1,17821,FALSE,Peruaanse winterkoning
Cinnycerthia fulva,Fulvous Wren,fulwre1,186464591,FALSE,Vosbruine Winterkoning
Cantorchilus leucopogon,Stripe-throated Wren,sttwre1,31172,FALSE,Streepkeelwinterkoning
Cantorchilus thoracicus,Stripe-breasted Wren,stbwre1,145229661,FALSE,Streepborstwinterkoning
Cantorchilus superciliaris,Superciliated Wren,supwre1,81160,FALSE,Humboldtwinterkoning
Cantorchilus leucotis,Buff-breasted Wren,bubwre1,203957281,FALSE,Witoorwinterkoning
Cantorchilus longirostris,Long-billed Wren,lobwre1,189419,FALSE,Langsnavelwinterkoning
Cantorchilus guarayanus,Fawn-breasted Wren,fabwre1,228261,FALSE,Guarayoswinterkoning
Cantorchilus semibadius,Riverside Wren,rivwre1,203944221,FALSE,Oeverwinterkoning
Cantorchilus nigricapillus,Bay Wren,baywre1,54162661,FALSE,Kastanjewinterkoning
Cantorchilus modestus,Plain Wren,plawre1,165658821,FALSE,Vale winterkoning
Cantorchilus zeledoni,Canebrake Wren,plawre3,209474,FALSE,Zeledons Winterkoning
Cantorchilus griseus,Grey Wren,grywre1,578416691,FALSE,Grijze Winterkoning
Uropsila leucogastra,White-bellied Wren,whbwre1,177106081,FALSE,Witbuikwinterkoning
Henicorhina leucosticta,White-breasted Wood-wren,wbwwre1,214496361,FALSE,Boswinterkoning
Henicorhina leucoptera,Bar-winged Wood-wren,bwwwre1,78080,FALSE,Peruaanse Boswinterkoning
Henicorhina leucophrys,Grey-breasted Wood-wren,gbwwre1,312808451,FALSE,Grijze boswinterkoning
Henicorhina anachoreta,Hermit Wood-wren,gybwow3,615330558,FALSE,Santa-Martaboswinterkoning
Henicorhina negreti,Munchique Wood-wren,munwow1,203953091,FALSE,Munchiqueboswinterkoning
Cyphorhinus dishrorus,Northern Chestnut-breasted Wren,chbwre2,631573311,FALSE,
Cyphorhinus thoracicus,Southern Chestnut-breasted Wren,chbwre3,601093761,FALSE,Zuidelijke bruinborstwinterkoning
Cyphorhinus phaeocephalus,Song Wren,sonwre1,600045921,FALSE,Pacifische Orpheuswinterkoning
Cyphorhinus arada,Musician Wren,muswre2,406658561,FALSE,Orpheuswinterkoning
Cinclus mexicanus,American Dipper,amedip,396529091,FALSE,Noord-Amerikaanse Waterspreeuw
Cinclus leucocephalus,White-capped Dipper,whcdip1,162498411,FALSE,Witkopwaterspreeuw
Cinclus schulzi,Rufous-throated Dipper,rutdip1,597536201,FALSE,Roodkeelwaterspreeuw
BUPHAGIDAE,Oxpeckers,,,FALSE,
Buphagus erythrorhynchus,Red-billed Oxpecker,reboxp1,14498,FALSE,Roodsnavelossenpikker
Buphagus africanus,Yellow-billed Oxpecker,yeboxp1,475684981,FALSE,Geelsnavelossenpikker
STURNIDAE,Starlings,,,FALSE,
Sturnus vulgaris,Common Starling,eursta,107248,TRUE,Spreeuw
Sturnus unicolor,Spotless Starling,sposta1,543260501,TRUE,Zwarte Spreeuw
Creatophora cinerea,Wattled Starling,watsta1,14810,FALSE,Lelspreeuw
Pastor roseus,Rosy Starling,rossta2,204023951,TRUE,Roze spreeuw
Agropsar sturninus,Purple-backed Starling,dausta1,626652193,FALSE,Daurische Spreeuw
Agropsar philippensis,Chestnut-cheeked Starling,chcsta1,244705391,FALSE,Roodwangspreeuw
Gracupica contra,Asian Pied Starling,aspsta2,634158339,FALSE,Indiase eksterspreeuw
Gracupica jalla,Javan Pied Starling,aspsta3,640634224,FALSE,Javaanse Eksterspreeuw
Gracupica nigricollis,Black-collared Starling,bkcsta1,396593261,FALSE,Zwartkraagspreeuw
Sturnornis albofrontatus,White-faced Starling,whfsta2,482,FALSE,Maskerspreeuw
Leucopsar rothschildi,Bali Starling,balmyn1,640634236,TRUE,Balispreeuw
†Fregilupus varius,Reunion Starling,reusta1,,FALSE,
†Necropsar rodericanus,Rodrigues Starling,rodsta2,,FALSE,
Sturnia sinensis,White-shouldered Starling,whssta2,610786616,FALSE,Mandarijnspreeuw
Sturnia pagodarum,Brahminy Starling,brasta1,204025921,TRUE,Pagodespreeuw
Sturnia malabarica,Chestnut-tailed Starling,chtsta2,631606646,FALSE,Grijskopspreeuw/Witkopspreeuw
Sturnia erythropygia,White-headed Starling,whhsta2,343519051,FALSE,Andamanenspreeuw
Spodiopsar sericeus,Red-billed Starling,rebsta1,620297349,FALSE,Zijdespreeuw
Spodiopsar cineraceus,White-cheeked Starling,whcsta1,203951961,FALSE,Grijze Spreeuw
Acridotheres tristis,Common Myna,commyn,228583561,TRUE,Treurmaina
Acridotheres ginginianus,Bank Myna,banmyn1,204026001,FALSE,Oevermaina
Acridotheres burmannicus,Burmese Myna,vibsta1,204004891,FALSE,Birmese maina/Wijnborstmaina
Acridotheres leucocephalus,Vinous-breasted Myna,vibsta4,203914851,FALSE,Wijnborstmaina
Acridotheres melanopterus,Black-winged Myna,bkwsta1,525569351,FALSE,Zwartvleugelmaina
