Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fr
Lagonosticta sanguinodorsalis,Rock Firefinch,rocfir1,465297971,FALSE,Amarante des rochers
Lagonosticta umbrinodorsalis,Chad Firefinch,reifir1,,FALSE,Amarante foncé (ugandae)
Lagonosticta rhodopareia,Jameson's Firefinch,jamfir1,438874641,FALSE,Amarante de Jameson A. de Kulikoro ou A. de Reichenow
Lagonosticta virata,Mali Firefinch,malfir1,650429853,FALSE,Amarante de Kulikoro
Lagonosticta rubricata,African Firefinch,afffin,203936881,FALSE,Amarante foncé A. de Jameson A. de Kulikoro ou A. de Reichenow
Lagonosticta vinacea,Vinaceous Firefinch,,,FALSE,Amarante vineux
Lagonosticta nigricollis,Grey Firefinch,,,FALSE,Amarante vineux (nigricollis)
Lagonosticta larvata,Ethiopian Firefinch,bkffir1,315134621,FALSE,Amarante masqué ou A. vineux
Clytospiza monteiri,Brown Twinspot,brotwi1,648622777,FALSE,Sénégali brun
Pytilia lineata,Red-billed Pytilia,rebpyt1,,FALSE,Beaumarquet aurore
Pytilia phoenicoptera,Red-winged Pytilia,rewpyt1,,FALSE,Beaumarquet aurore ou B. à bec rouge
Pytilia afra,Orange-winged Pytilia,orwpyt1,617831645,FALSE,Beaumarquet à dos jaune
Pytilia hypogrammica,Yellow-winged Pytilia,refpyt1,,FALSE,Beaumarquet à ailes jaunes
Pytilia melba,Green-winged Pytilia,grwpyt1,609066757,FALSE,Beaumarquet melba
Hypargos margaritatus,Pink-throated Twinspot,pittwi1,203938411,FALSE,Sénégali de Verreaux
Hypargos niveoguttatus,Red-throated Twinspot,pettwi1,194113931,FALSE,Sénégali enflammé
Euschistospiza dybowskii,Dybowski's Twinspot,dybtwi1,140976,FALSE,Sénégali à ventre noir
Euschistospiza cinereovinacea,Dusky Twinspot,dustwi1,112521431,FALSE,Sénégali sombre
Granatina granatina,Violet-eared Waxbill,viewax1,340823911,FALSE,Cordonbleu grenadin
Granatina ianthinogaster,Purple Grenadier,purgre2,280255,FALSE,Cordonbleu violacé
Uraeginthus angolensis,Blue-breasted Cordon-bleu,bubcor1,629340877,FALSE,Cordonbleu d'Angola
Uraeginthus bengalus,Red-cheeked Cordon-bleu,reccor,643443944,FALSE,Cordonbleu à joues rouges
Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,blccor1,280122,FALSE,Cordonbleu cyanocéphale
Spermophaga poliogenys,Grant's Bluebill,grablu1,527792961,FALSE,Becbleu de Grant
Spermophaga haematina,Western Bluebill,wesblu1,204022421,FALSE,Becbleu sanguin
Spermophaga ruficapilla,Red-headed Bluebill,rehblu1,203915471,FALSE,Becbleu à tête rouge
Pyrenestes ostrinus,Black-breasted Seedcracker,blbsee1,310597,FALSE,Pyréneste ponceau P. gros-bec ou Petit Pyréneste
Pyrenestes sanguineus,Crimson Seedcracker,crisee1,310594,FALSE,Pyréneste gros-bec
Pyrenestes minor,Lesser Seedcracker,lessee1,652691258,FALSE,Petit Pyréneste
Estrilda caerulescens,Lavender Waxbill,lavwax,451835171,FALSE,Astrild queue-de-vinaigre
Estrilda perreini,Black-tailed Waxbill,bltwax1,280008,FALSE,Astrild à queue noire
Estrilda thomensis,Cinderella Waxbill,cinwax1,621504774,FALSE,Astrild de Sao Tomé
Estrilda poliopareia,Anambra Waxbill,anawax1,,FALSE,Astrild du Niger
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,611833673,FALSE,Astrild à poitrine fauve ou A. du Niger
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,204013601,FALSE,Astrild à joues orange
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,276185,FALSE,Astrild à croupion rose
Estrilda rufibarba,Arabian Waxbill,arawax1,203934371,FALSE,Astrild barbe-rousse
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,643695229,FALSE,Astrild cendré
Estrilda astrild,Common Waxbill,comwax,623793794,FALSE,Astrild ondulé ou A. à masque noir
Estrilda nigroloris,Black-lored Waxbill,blfwax1,,FALSE,
Estrilda nonnula,Black-crowned Waxbill,blcwax2,66049,FALSE,Astrild nonnette
Estrilda atricapilla,Black-headed Waxbill,blhwax1,1561,FALSE,Astrild à tête noire ou A. de Kandt
Estrilda kandti,Kandt's Waxbill,kanwax1,549601411,FALSE,Astrild nonnette (nonnula)
Estrilda charmosyna,Black-cheeked Waxbill,rerwax1,28225501,FALSE,Astrild des fées
Estrilda erythronotos,Black-faced Waxbill,blcwax1,280254,FALSE,Astrild à moustaches ou A. des fées
Mandingoa nitidula,Green Twinspot,grbtwi1,278884,FALSE,Astrild vert
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,652894756,FALSE,Astrild de Reichenow
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,299925691,FALSE,Astrild de Salvadori
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,1251,FALSE,Astrild de Jackson
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,,FALSE,Astrild de Shelley
Coccopygia bocagei,Angola Waxbill,swewax1,398992711,FALSE,Astrild de Bocage
Coccopygia melanotis,Swee Waxbill,swewax3,212069801,FALSE,Astrild à joues noires ou A. à ventre jaune
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,94648,FALSE,Astrild à ventre jaune
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,91004151,FALSE,Dos-vert à tête noire
Nesocharis ansorgei,White-collared Oliveback,whcoli1,638741797,FALSE,Dos-vert à collier
Nesocharis capistrata,Grey-headed Oliveback,,,FALSE,Astrild à joues blanches
Nigrita fusconotus,White-breasted Negrofinch,whbneg2,242754471,FALSE,Nigrette à ventre blanc
Nigrita bicolor,Chestnut-breasted Negrofinch,chbneg1,438250771,FALSE,Nigrette à ventre roux
Nigrita luteifrons,Pale-fronted Negrofinch,pafneg1,486045921,FALSE,Nigrette à front jaune
Nigrita canicapillus,Grey-headed Negrofinch,gyhneg1,617146460,FALSE,Nigrette à calotte grise
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,541575331,FALSE,Parmoptile à gorge rousse ou P. à front rouge
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,636181988,FALSE,Parmoptile à front rouge ou P. de Jameson
Parmoptila jamesoni,Jameson's Antpecker,jamant1,468706571,FALSE,Parmoptile à front rouge ou P. de Jameson
Amadina erythrocephala,Red-headed Finch,rehfin1,277968,FALSE,Amadine à tête rouge
Amadina fasciata,Cut-throat Finch,cutthr1,280117,FALSE,Amadine cou-coupé
Ortygospiza atricollis,African Quailfinch,quailf1,31365931,FALSE,Astrild-caille à lunettes ou A.-c. à gorge noire
Amandava amandava,Red Avadavat,redava,318842151,TRUE,Bengali rouge
Amandava formosa,Green Avadavat,grnava1,613337306,FALSE,Bengali vert
Amandava subflava,Zebra Waxbill,zebwax2,203981191,FALSE,Bengali zébré
Paludipasser locustella,Locust Finch,locust3,614489487,FALSE,Astrild-caille à gorge rouge
VIDUIDAE,Whydahs and Indigobirds,,,FALSE,Vidua sp.
Vidua macroura,Pin-tailed Whydah,pitwhy,594243381,FALSE,Veuve dominicaine
Vidua paradisaea,Long-tailed Paradise-whydah,eapwhy1,552937331,FALSE,Veuve de paradis V. à collier d'or V. du Togo V. nigériane V. de Chapin
Vidua obtusa,Broad-tailed Paradise-whydah,btpwhy1,310732,FALSE,Veuve de Chapin
Vidua orientalis,Sahel Paradise-whydah,nopwhy1,138404711,FALSE,Veuve à collier d'or V. du Togo ou V. nigériane
Vidua interjecta,Exclamatory Paradise-whydah,ltpwhy1,,FALSE,Veuve nigériane ou V. du Togo
Vidua hypocherina,Steel-blue Whydah,stbwhy1,449010461,FALSE,Veuve métallique
Vidua regia,Shaft-tailed Whydah,shtwhy1,277952,FALSE,Veuve royale
Vidua fischeri,Straw-tailed Whydah,sttwhy1,55985,FALSE,Veuve de Fischer
Vidua togoensis,Togo Paradise-whydah,topwhy1,,FALSE,Veuve du Togo
Vidua wilsoni,Wilson's Indigobird,pawind1,21640131,FALSE,Combassou de Wilson
Vidua larvaticola,Barka Indigobird,bakind1,21640251,FALSE,Combassou barka
Vidua maryae,Jos Plateau Indigobird,jopind1,,FALSE,Combassou du Jos
Vidua camerunensis,Cameroon Indigobird,camind1,310730,FALSE,Combassou du Cameroun
Vidua nigeriae,Quailfinch Indigobird,quaind1,,FALSE,Combassou du Nigéria
Vidua raricola,Jambandu Indigobird,jamind1,527018621,FALSE,Combassou jambandou
Vidua codringtoni,Green Indigobird,greind1,631845940,FALSE,Combassou de Codrington
Vidua funerea,Dusky Indigobird,varind1,49661,FALSE,Combassou noir C. du Cameroun C. du Nigéria C. de Codrington C. du Jos ou C. de Wilson
Vidua chalybeata,Village Indigobird,vilind,204005381,FALSE,Combassou du Sénégal [sensu lato]
Vidua purpurascens,Purple Indigobird,purind1,275453,FALSE,Combassou violacé
Anomalospiza imbebris,Cuckoo-finch,,,FALSE,
Anthus spinoletta,Water Pipit,watpip1,502082531,FALSE,Pipit spioncelle ou P. maritime
Anthus petrosus,Rock Pipit,rocpip1,181646,FALSE,Pipit maritime
A. p. littoralis,Scandinavian Rock Pipit,,,FALSE,
Anthus furcatus,Short-billed Pipit,shbpip1,109447351,FALSE,Pipit à plastron ou P. de la Puna
Anthus lutescens,Yellowish Pipit,yelpip2,190899431,FALSE,Pipit jaunâtre ou P. du Pérou
Anthus peruvianus,Peruvian Pipit,yelpip3,353815251,FALSE,Pipit du Pérou
Anthus chacoensis,Pampas Pipit,chapip1,203960021,FALSE,Pipit du Chaco
Anthus spragueii,Sprague's Pipit,sprpip,32362921,TRUE,Pipit de Sprague
Anthus hellmayri,Hellmayr's Pipit,helpip1,203695491,FALSE,Pipit de Hellmayr
Anthus bogotensis,Paramo Pipit,parpip1,272310861,FALSE,Pipit du paramo
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,19991,FALSE,Pipit ocré
Anthus correndera,Correndera Pipit,corpip1,613422263,TRUE,Pipit correndera
Anthus antarcticus,South Georgia Pipit,sogpip1,204018291,FALSE,Pipit antarctique
Anthus sylvanus,Upland Pipit,uplpip1,647684721,FALSE,Pipit montagnard
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,203951971,FALSE,Pipit des Nilgiri
Anthus hoeschi,Mountain Pipit,moupip1,630295665,FALSE,Pipit alticole
Anthus crenatus,Yellow-tufted Pipit,yetpip1,203939781,FALSE,Pipit des rochers
Anthus lineiventris,Striped Pipit,strpip1,79984,FALSE,Pipit de Sundevall
Anthus richardi,Richard's Pipit,ricpip1,648538647,FALSE,Pipit de Richard P. africain P. du Cameroun ou P. de Jackson (Nord)
Anthus rufulus,Paddyfield Pipit,oripip1,148799311,FALSE,Pipit de Richard P. africain P. du Cameroun ou P. de Jackson (Nord)
Anthus novaeseelandiae,Australasian Pipit,auspip3,383233701,TRUE,Pipit de Nouvelle-Zélande
Anthus nyassae,Woodland Pipit,woopip1,618496154,FALSE,Pipit forestier
Anthus godlewskii,Blyth's Pipit,blypip1,620664188,FALSE,Pipit de Godlewski
Anthus leucophrys,Plain-backed Pipit,plbpip1,1388,FALSE,Pipit à dos uni ou P. du Vaal
Anthus berthelotii,Berthelot's Pipit,berpip1,203887161,FALSE,Pipit de Berthelot
Anthus campestris,Tawny Pipit,tawpip1,258861351,FALSE,Pipit rousseline
Anthus cinnamomeus,African Pipit,afrpip1,278586,FALSE,Pipit africain P. du Cameroun P. à raies larges ou P. alticole
A. c. latistriatus,Jackson's Pipit,,,FALSE,
Anthus vaalensis,Buffy Pipit,bufpip1,402598001,FALSE,Pipit du Vaal [incl. goodsoni saphiroi]
Anthus similis,Long-billed Pipit,lobpip1,449411741,FALSE,Pipit à long bec P. de Bannerman ou P. forestier
Anthus melindae,Malindi Pipit,malpip1,626021474,FALSE,Pipit de Malindi
Anthus pallidiventris,Long-legged Pipit,lolpip1,626037561,FALSE,Pipit à longues pattes
Anthus gutturalis,Alpine Pipit,alppip1,100481,FALSE,Pipit de Nouvelle-Guinée
Madanga ruficollis,Madanga,rtweye1,,FALSE,Madanga à gorge rousse
Macronyx flavicollis,Abyssinian Longclaw,abylon1,31365651,FALSE,Sentinelle d'Abyssinie
Macronyx fuellebornii,Fülleborn's Longclaw,fuelon2,614490101,FALSE,Sentinelle de Fülleborn
Macronyx capensis,Cape Longclaw,ortlon1,608794433,FALSE,Sentinelle du Cap
Macronyx croceus,Yellow-throated Longclaw,yetlon1,1327,FALSE,Sentinelle à gorge jaune
Macronyx aurantiigula,Pangani Longclaw,panlon1,249023051,FALSE,Sentinelle dorée
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,440297081,FALSE,Sentinelle à gorge rose
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,586942561,FALSE,Sentinelle de Grimwood
Macronyx sharpei,Sharpe's Longclaw,shalon1,625871643,FALSE,Sentinelle de Sharpe
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,276041,FALSE,Pipit à gorge jaune
Tmetothylacus tenellus,Golden Pipit,golpip1,625989557,FALSE,Pipit doré
Motacilla flaviventris,Madagascar Wagtail,madwag1,504227021,FALSE,Bergeronnette malgache
Motacilla clara,Mountain Wagtail,mouwag1,33652901,FALSE,Bergeronnette à longue queue
Motacilla capensis,Cape Wagtail,capwag1,109764471,FALSE,Bergeronnette du Cap
Motacilla flava,Western Yellow Wagtail,eaywag1,27831181,TRUE,Bergeronnette printanière ou B. de Béringie
M. f. thunbergi,Grey-headed Wagtail,,,FALSE,
M. f. flavissima,British Yellow Wagtail,,,FALSE,
M. f. flava,Blue-headed Wagtail,,,FALSE,
M. f. beema,Sykes's Wagtail,,,FALSE,
M. f. lutea,Yellow-headed Wagtail,,,FALSE,
M. f. feldegg,Black-headed Wagtail,,,FALSE,
M. f. leucocephala,White-headed Wagtail,,,FALSE,
M. f. iberiae,Iberian Yellow Wagtail,,,FALSE,
M. f. cinereocapilla,Ashy-headed Wagtail,,,FALSE,
M. f. pygmaea,Egyptian Yellow Wagtail,,,FALSE,
Motacilla aguimp,African Pied Wagtail,afpwag1,8640,FALSE,Bergeronnette pie
Motacilla cinerea,Grey Wagtail,grywag,286685431,TRUE,Bergeronnette des ruisseaux
Motacilla citreola,Citrine Wagtail,citwag,433588361,FALSE,Bergeronnette citrine
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,611658842,FALSE,Bergeronnette printanière ou B. de Béringie
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,384942711,FALSE,Bergeronnette indienne
Motacilla samveasnae,Mekong Wagtail,mekwag1,203914831,FALSE,Bergeronnette du Mékong
Motacilla grandis,Japanese Wagtail,japwag1,203968901,FALSE,Bergeronnette du Japon
Motacilla alba,White Wagtail,whiwag,477895331,TRUE,Bergeronnette grise
M. a. yarrellii,British Pied Wagtail,,,FALSE,
M. a. subpersonata,Moroccan Wagtail,,,FALSE,
M. a. personata,Masked Wagtail,,,FALSE,
Amaurocichla bocagii,Sao Tome Short-tail,boclon2,640379612,FALSE,Long-bec de Bocage
PASSERIDAE,Old World Sparrows,,,FALSE,
Passer ammodendri,Saxaul Sparrow,saxspa1,203961501,FALSE,Moineau des saxaouls
Passer domesticus,House Sparrow,houspa,231711901,TRUE,Moineau domestique
Passer italiae,Italian Sparrow,itaspa1,618503965,TRUE,Moineau cisalpin
Passer hispanoliensis,Spanish Sparrow,spaspa1,351070861,FALSE,
Passer pyrrhonotus,Sind Sparrow,sinspa1,204023831,FALSE,Moineau du Sind
Passer castanopterus,Somali Sparrow,somspa1,446238051,FALSE,Moineau de Somalie
Passer cinnamomeus,Russet Sparrow,russpa2,175304931,FALSE,Moineau rutilant
Passer flaveolus,Pegu Sparrow,plbspa1,446570291,FALSE,Moineau flavéole
Passer moabiticus,Dead Sea Sparrow,desspa1,203892171,FALSE,Moineau de la mer Morte ou M. afghan
P. m. yatii,Afghan Sparrow,,,FALSE,
Passer iagoensis,Cape Verde Sparrow,cavspa1,203884451,FALSE,Moineau du Cap-Vert G. Moineau M. roux ou M. de Socotra
Passer motitensis,Great Sparrow,grrspa1,277623,FALSE,Moineau du Cap-Vert G. Moineau M. roux ou M. de Socotra
Passer insularis,Socotra Sparrow,socspa1,638434791,FALSE,Moineau de Socotra ou M. d'Abd-al-Kuri
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,,FALSE,Moineau d'Abd-al-Kuri
Passer cordofanicus,Kordofan Sparrow,korspa1,,FALSE,Moineau du Kordofan
Passer shelleyi,White Nile Sparrow,shrspa1,313487851,FALSE,Moineau de Shelley
Passer rufocinctus,Kenya Sparrow,kerspa2,619517446,FALSE,Moineau roux M. du Kordofan ou M. de Shelley
Passer melanurus,Cape Sparrow,capspa1,607871501,FALSE,Moineau mélanure
Passer swainsonii,Swainson's Sparrow,swaspa2,33652491,FALSE,Moineau de Swainson
Passer gongonensis,Parrot-billed Sparrow,pabspa1,616536893,FALSE,Moineau perroquet
Passer suahelicus,Swahili Sparrow,swaspa1,280138,FALSE,Moineau swahili
Passer griseus,Northern Grey-headed Sparrow,gyhspa1,636088374,FALSE,Moineau gris M. de Swainson M. perroquet M. swahili M. sud-africain
Passer diffusus,Southern Grey-headed Sparrow,sghspa2,609054905,FALSE,Moineau sud-africain
Passer simplex,Desert Sparrow,desspa3,203915571,FALSE,Moineau blanc ou M. de Zarudny
Passer zarudnyi,Zarudny's Sparrow,desspa4,637522160,FALSE,Moineau de Zarudny
Passer montanus,Eurasian Tree Sparrow,eutspa,70906781,TRUE,Moineau friquet
Passer luteus,Sudan Golden Sparrow,sugspa1,146762041,FALSE,Moineau doré ou M. d'Arabie
Passer euchlorus,Arabian Golden Sparrow,argspa2,631663820,FALSE,Moineau d'Arabie
Passer eminibey,Chestnut Sparrow,chespa1,31284851,FALSE,Moineau d'Emin
Carpospiza brachydactyla,Pale Sparrow,palroc1,554898981,FALSE,Moineau pâle
Petronia petronia,Rock Sparrow,rocpet1,459102331,FALSE,Moineau soulcie
Gymnoris superciliaris,Yellow-throated Bush-sparrow,yetpet1,645387501,FALSE,Moineau bridé ou M. à point jaune
Gymnoris dentata,Sahel Bush-sparrow,buspet1,286983361,FALSE,Petit Moineau
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,yespet1,329023991,FALSE,Moineau à point jaune ou M. à gorge jaune
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,chspet1,203921401,FALSE,Moineau à gorge jaune
Montifringilla henrici,Tibetan Snowfinch,tibsno2,413857311,FALSE,Niverolle d'Henri
Montifringilla nivalis,White-winged Snowfinch,whwsno1,632864183,FALSE,Niverolle alpine N. d'Henri ou N. du Tibet
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,622873354,FALSE,Niverolle du Tibet
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,204009501,FALSE,Niverolle de Taczanowski
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,618714082,FALSE,Niverolle à cou roux
Pyrgilauda davidiana,Small Snowfinch,pedsno1,204009381,FALSE,Niverolle de David
Pyrgilauda blanfordi,Plain-backed Snowfinch,blasno1,204011441,FALSE,Niverolle de Blanford
Pyrgilauda theresae,Afgan Snowfinch,afgsno1,310000,FALSE,Niverolle d'Afghanistan
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,316,FALSE,Ibon cannelle
MOTACILLIDAE,Wagtails Pipits,,,FALSE,
Dendronanthus indicus,Forest Wagtail,forwag1,590592451,FALSE,Bergeronnette de forêt
Anthus sokokensis,Sokoke Pipit,sokpip1,650333837,FALSE,Pipit de Sokoke
Anthus brachyurus,Short-tailed Pipit,shtpip1,611666079,FALSE,Pipit à queue courte
Anthus caffer,Bush Pipit,buspip1,612781002,FALSE,Pipit cafre
Anthus gustavi,Pechora Pipit,pecpip,610852181,FALSE,Pipit de la Petchora
A. g. gustavi,Pechora Pipit,pecpip,610852181,FALSE,
Anthus trivialis,Tree Pipit,trepip,327530591,TRUE,Pipit des arbres
Anthus hodgsoni,Olive-backed Pipit,olbpip,204011521,FALSE,Pipit à dos olive
Anthus cervinus,Red-throated Pipit,retpip,105855,FALSE,Pipit à gorge rousse
Anthus roseatus,Rosy Pipit,rospip1,460684571,FALSE,Pipit rosé
Anthus rubescens,Buff-bellied Pipit,amepip,126269331,FALSE,Pipit spioncelle ou P. maritime
A. r. japonicus,Buff-bellied Pipit,,,FALSE,
A. r. rubescens,American Pipit,amepip,126269331,FALSE,
Anthus pratensis,Meadow Pipit,meapip1,203693581,TRUE,Pipit farlouse
FRINGILLIDAE,Finches,,,FALSE,Fringillidé sp.
Fringilla coelebs,Common Chaffinch,comcha,234883481,TRUE,Pinson des arbres
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,77751771,FALSE,Pinson bleu ou P. de Grande Canarie
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,423388991,FALSE,Pinson de Grande Canarie
Fringilla montifringilla,Brambling,brambl,64398651,TRUE,Pinson du nord
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,203956421,FALSE,Organiste à col jaune
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,387406551,FALSE,Organiste à nuque bleue
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,46892851,FALSE,Organiste à ventre brun
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,291700,FALSE,Organiste à calotte bleue ou O. à sourcils jaunes
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,445067301,FALSE,Organiste à sourcils jaunes
Euphonia jamaica,Jamaican Euphonia,jameup1,164921,FALSE,Organiste de Jamaïque
Euphonia plumbea,Plumbeous Euphonia,plueup1,306728401,FALSE,Organiste plombé
Euphonia affinis,Scrub Euphonia,screup1,220498781,FALSE,Organiste de brousse ou O. de Godman
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,16264,FALSE,Organiste à calotte jaune
Euphonia chlorotica,Purple-throated Euphonia,puteup1,517809671,FALSE,Organiste chlorotique
Euphonia trinitatis,Trinidad Euphonia,trieup1,203934311,FALSE,Organiste de Trinidad
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,90318751,FALSE,Organiste du Magdalena
Euphonia saturata,Orange-crowned Euphonia,orceup1,80974,FALSE,Organiste à calotte d'or
Euphonia finschi,Finsch's Euphonia,fineup1,72392,FALSE,Organiste de Finsch
Euphonia violacea,Violaceous Euphonia,vioeup1,113053,FALSE,Organiste teité
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,625324343,FALSE,Organiste à bec épais
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,168206141,FALSE,Organiste à gorge jaune
Euphonia chalybea,Green-chinned Euphonia,gnteup1,203915101,FALSE,Organiste chalybé
Euphonia elegantissima,Elegant Euphonia,eleeup1,141451911,FALSE,Organiste à capuchon
Euphonia cyanocephala,Golden-rumped Euphonia,goreup1,609321164,FALSE,Organiste doré
Euphonia musica,Hispaniolan Euphonia,anteup2,163166581,FALSE,Organiste louis-d'or ou O. à capuchon
Euphonia sclateri,Puerto Rican Euphonia,anteup3,204013381,FALSE,Organiste de Porto Rico
Euphonia flavifrons,Lesser Antillean Euphonia,anteup4,133470131,FALSE,Organiste des Petites Antilles
