Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fr
Casuarius bennetti,Dwarf Cassowary,dwacas1,203987101,FALSE,Casoar de Bennett
Casuarius unappendiculatus,Northern Cassowary,norcas1,536563291,FALSE,Casoar unicaronculé
Dromaius novaehollandiae,Emu,emu1,623096519,TRUE,Émeu d'Australie
†Dromaius minor,King Island Emu,,,FALSE,
†Dromaius baudinianus,Kangoroo Island Emu,,,FALSE,
APTERYGIDAE,Kiwis,,,FALSE,
Apteryx haastii,Great Spotted Kiwi,grskiw1,617700522,TRUE,Kiwi roa
Apteryx owenii,Little Spotted Kiwi,liskiw1,596188651,FALSE,Kiwi d'Owen
Apteryx mantelli,Northern Brown Kiwi,nibkiw1,623165890,TRUE,Kiwi Brun de Mantell
Apteryx australis,Southern Brown Kiwi,sobkiw1,85614831,FALSE,Kiwi austral K. de Mantell ou K. de Haast
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,349286621,FALSE,Ortalide à sourcils
Nothocrax urumutum,Nocturnal Curassow,noccur1,34378,FALSE,Hocco nocturne
Crax rubra,Great Curassow,grecur1,398165901,TRUE,Grand Hocco
Crax alberti,Blue-billed Curassow,bubcur1,203963551,FALSE,Hocco d'Albert ou H. de Daubenton
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,386558971,FALSE,Hocco de Daubenton
Crax alector,Black Curassow,blacur1,322191801,FALSE,Hocco alector
Crax fasciolata,Bare-faced Curassow,bafcur1,203894921,FALSE,Hocco à face nue
Crax pinima,Belem Curassow,,,FALSE,Hocco à face nue (pinima)
Crax globulosa,Wattled Curassow,watcur1,219106901,FALSE,Hocco globuleux
Crax blumenbachii,Red-billed Curassow,rebcur1,625223109,FALSE,Hocco de Blumenbach
Mitu tomentosum,Crestless Curassow,crecur2,317505041,FALSE,Hocco de Spix
Mitu mitu,Alagoas Curassow,alacur1,,FALSE,Hocco mitou
Mitu tuberosum,Razor-billed Curassow,rabcur2,559592971,FALSE,Hocco tuberculé
Mitu salvini,Salvin's Curassow,salcur1,629970995,FALSE,Hocco de Salvin
Pauxi unicornis,Horned Curassow,horcur3,534805601,FALSE,Hocco unicorne ou H. de Koepcke
Pauxi koepckeae,Sira Curassow,horcur2,32320171,FALSE,Hocco de Koepcke
Pauxi pauxi,Helmeted Curassow,helcur1,63667,FALSE,Hocco à pierre ou H. unicorne
Arborophila crudigularis,Taiwan Partridge,taipar1,39795,FALSE,Torquéole de Formose
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,239603,FALSE,Torquéole de Mandelli
Arborophila brunneopectus,Bar-backed Partridge,babpar1,113529,FALSE,Torquéole à poitrine brune
Arborophila rufipectus,Sichuan Partridge,sicpar1,637394890,FALSE,Torquéole de Boulton
Arborophila gingica,Collared Partridge,whnpar2,48693791,FALSE,Torquéole de Sonnerat
Arborophila davidi,Orange-necked Partridge,ornpar1,569348161,FALSE,Torquéole de David
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1,630487371,FALSE,Torquéole du Cambodge
Arborophila campbelli,Malay Partridge,gybpar3,203886611,FALSE,Torquéole de Campbell
Arborophila rolli,Tan-breasted Partridge,gybpar5,175504,FALSE,Torquéole de Roll
Arborophila sumatrana,Sumatran Partridge,gybpar6,491844231,FALSE,Torquéole de Sumatra T. de Roll ou T. de Campbell
Arborophila orientalis,White-faced Partridge,gybpar4,181897,FALSE,Torquéole de Horsfield T. de Roll T. de Sumatra ou T. de Campbell
Arborophila javanica,Chestnut-bellied Partridge,chbpar1,647027343,FALSE,Torquéole de Java
Arborophila rubrirostris,Red-billed Partridge,rebpar3,642820203,FALSE,Torquéole à bec rouge
Arborophila hyperythra,Bornean Partridge,rebpar5,203956931,FALSE,Torquéole de Bornéo
Arborophila ardens,Hainan Partridge,haipar1,609066009,FALSE,Torquéole de Hainan
Arborophila chloropus,Green-legged Partridge,,,FALSE,Torquéole des bois
Arborophila tonkinensis,Tonkin Partridge,,,FALSE,Torquéole des bois (tonkinensis)
Arborophila charltonii,Chestnut-necklaced Partridge,chnpar1,621122731,FALSE,Torquéole à poitrine châtaine T. des bois ou T. de Merlin
Arborophila graydoni,Sabah Partridge,chnpar3,642338035,FALSE,Torquéole de Graydon
Rhizothera longirostris,Long-billed Partridge,lobpar3,181633331,FALSE,Perdrix à long bec ou P. du Dulit
Rhizothera dulitensis,Dulit Partridge,lobpar2,,FALSE,Perdrix du Dulit
Melanoperdix niger,Black Partridge,blapar2,629033581,FALSE,Rouloul noir
Haematortyx sanguiniceps,Crimson-headed Partridge,crhpar1,609672173,FALSE,Rouloul sanglant
Caloperdix oculea,Ferruginous Partridge,ferpar2,600452771,FALSE,Rouloul ocellé
Galloperdix spadicea,Red Spurfowl,redspu1,349354171,FALSE,Galloperdrix rouge
Galloperdix lunulata,Painted Spurfowl,paispu1,207089521,FALSE,Galloperdrix lunulée
Galloperdix bicalcarata,Sri Lanka Spurfowl,ceyspu1,203990571,FALSE,Galloperdrix de Ceylan
Afropavo congensis,Congo Peafowl,conpea1,519903871,FALSE,Paon du Congo
Pavo cristatus,Indian Peafowl,compea,91301711,TRUE,Paon bleu
Pavo muticus,Green Peafowl,grepea1,609104061,FALSE,Paon spicifère
Argusianus argus,Great Argus,grearg1,203944171,TRUE,Argus géant
Rheinardia ocellata,Crested Argus,crearg1,609069136,FALSE,Argus ocellé ou A. à crête
R. o. nigrescens,Malaysian Argus,,,FALSE,
Polyplectron napoleonis,Palawan Peacock-pheasant,palpep1,212042841,FALSE,Éperonnier napoléon
Polyplectron malacense,Malay Peacock-pheasant,mapphe1,36637,FALSE,Éperonnier malais ou É. de Bornéo
Polyplectron schleiermacheri,Bornean Peacock-pheasant,bopphe1,522860261,FALSE,Éperonnier de Bornéo
Polyplectron germaini,Germain's Peacock-pheasant,gepphe1,204023661,FALSE,Éperonnier de Germain
Polyplectron katsumatae,Hainan Peacock-pheasant,grypep3,613345194,FALSE,Éperonnier de Hainan
Polyplectron bicalcaratum,Grey Peacock-pheasant,grypep2,628409328,FALSE,Éperonnier chinquis ou É. de Hainan
Polyplectron inopinatum,Mountain Peacock-pheasant,mopphe1,174378541,FALSE,Éperonnier de Rothschild
Polyplectron chalcurum,Bronze-tailed Peacock-pheasant,btpphe1,640131691,FALSE,Éperonnier à queue bronzée
Margaroperdix madagarensis,Madagascar Partridge,madpar2,95730,FALSE,Caille de Madagascar
Coturnix coturnix,Common Quail,comqua1,204001791,FALSE,Caille des blés ou C. du Japon
Coturnix japonica,Japanese Quail,japqua,308522651,FALSE,Caille du Japon
Coturnix coromandelica,Rain Quail,raiqua1,204026791,FALSE,Caille nattée
Coturnix delegorguei,Harlequin Quail,harqua1,55993,FALSE,Caille arlequin
Coturnix pectoralis,Stubble Quail,stuqua1,73173471,TRUE,Caille des Chaumes
†Coturnix novaezelandiae,New Zealand Quail,nezqua1,,FALSE,
Synoicus ypsilophorus,Brown Quail,broqua1,295926801,FALSE,Caille tasmane
Synoicus chinensis,Asian Blue Quail,blbqua1,385061761,FALSE,Caille peinte ou C. bleue
Synoicus adansonii,African Blue Quail,bluqua1,,FALSE,Caille bleue
Anurophasis monorthonyx,Snow Mountain Quail,snmqua2,,FALSE,Caille de montagne
Tetraogallus caucasicus,Caucasian Snowcock,causno1,155121691,FALSE,Tétraogalle du Caucase
Tetraogallus caspius,Caspian Snowcock,cassno1,634394698,FALSE,Tétraogalle de Perse
Tetraogallus himalayensis,Himalayan Snowcock,himsno,601383721,FALSE,Tétraogalle de l'Himalaya
Tetraogallus tibetanus,Tibetan Snowcock,tibsno1,483108811,FALSE,Tétraogalle du Tibet
Tetraogallus altaicus,Altai Snowcock,altsno1,639220722,FALSE,Tétraogalle de l'Altaï
Alectoris graeca,Rock Partridge,rocpar2,203977601,FALSE,Perdrix bartavelle P. choukar P. de Philby ou P. de Przewalski
Alectoris chukar,Chukar,chukar,210513,FALSE,Perdrix choukar
Alectoris magna,Przevalski's Partridge,przpar1,60496,FALSE,Perdrix de Przewalski
Alectoris philbyi,Philby's Partridge,phipar1,203934401,FALSE,Perdrix de Philby
Alectoris barbara,Barbary Partridge,barpar2,143882821,FALSE,Perdrix gambra
Alectoris rufa,Red-legged Partridge,relpar1,526100581,TRUE,Perdrix rouge
Alectoris melanocephala,Arabian Partridge,arapar1,480127751,FALSE,Perdrix à tête noire
Lerwa lerwa,Snow Partridge,snopar1,517723441,FALSE,Lerva des neiges
Ammoperdix griseogularis,See-see Partridge,sespar1,108033921,FALSE,Perdrix si-si
Ammoperdix heyi,Sand Partridge,sanpar1,203694431,FALSE,Perdrix de Hey
Perdicula asiatica,Jungle Bush-quail,jubqua1,268669171,FALSE,Perdicule rousse-gorge ou P. argoondah
Perdicula argoondah,Rock Bush-quail,robqua1,625833475,FALSE,Perdicule argoondah
Perdicula erythrorhyncha,Painted Bush-quail,pabqua1,394824171,FALSE,Perdicule à bec rouge
Perdicula manipurensis,Manipur Bush-quail,mabqua1,,FALSE,Perdicule du Manipur
Ophrysia superciliosa,Himalayan Quail,himqua1,,FALSE,Ophrysie de l'Himalaya
Pternistis hartlaubi,Hartlaub's Francolin,harfra3,203933311,FALSE,Francolin de Hartlaub
Pternistis bicalcaratus,Double-spurred Francolin,dosfra2,643643301,FALSE,Francolin à double éperon
Pternistis icterorhynchus,Heuglin's Francolin,heufra1,467007011,FALSE,Francolin à bec jaune
Pternistis clappertoni,Clapperton's Francolin,clafra1,33651871,FALSE,Francolin de Clapperton
Pternistis harwoodi,Harwood's Francolin,harfra4,204006921,FALSE,Francolin de Harwood
NUMIDIDAE,Guineafowl,,,FALSE,
Numida meleagris,Helmeted Guineafowl,helgui,203933171,FALSE,Pintade de Numidie
N. m. galeatus,West African Guineafowl,,,FALSE,
Agelastes meleagrides,White-breasted Guineafowl,whbgui1,,FALSE,Pintade à poitrine blanche
Agelastes niger,Black Guineafowl,blagui1,565534711,FALSE,Pintade noire
Acryllium vulturinum,Vulturine Guineafowl,vulgui1,645270670,FALSE,Pintade vulturine
Guttera plumifera,Plumed Guineafowl,plugui1,629897712,FALSE,Pintade plumifère
Guttera verreauxi,Western Crested Guineafowl,cregui2,591043601,FALSE,Pintade de Verreaux
Guttera pucherani,Eastern Crested Guineafowl,cregui3,176795,FALSE,Pintade de Pucheran P. huppée ou P. d'Édouard
Guttera edouardi,Southern Crested Guineafowl,cregui4,206411171,FALSE,Pintade de Pucheran P. huppée ou P. d'Édouard
ODONTOPHORIDAE,New World Quails,,,FALSE,Odontophoridé sp.
Ptilopachus petrosus,Stone Partridge,stopar1,203911811,FALSE,Poulette de roches
Ptilopachus nahani,Nahan's Partridge,nahfra2,166731461,FALSE,Poulette de Nahan
Philortyx fasciatus,Barred Quail,banqua1,325304401,FALSE,Colin barré
Oreortyx pictus,Mountain Quail,mouqua,42202,TRUE,Colin des montagnes
Colinus virginianus,Northern Bobwhite,norbob,92708151,TRUE,Colin de virginie
C. v. ridgwayi,Masked Bobwhite,,,FALSE,
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,173680121,FALSE,Colin à gorge noire
Colinus leucopogon,Spot-bellied Bobwhite,crebob2,211115,FALSE,Colin huppé ou C. à face blanche
Colinus cristatus,Crested Bobwhite,crebob1,64102,FALSE,Colin huppé ou C. à face blanche
Callipepla squamata,Scaled Quail,scaqua,452435231,TRUE,Colin écaillé
Callipepla douglasii,Elegant Quail,elequa,109166,FALSE,Colin élégant
Callipepla gambelii,Gambel's Quail,gamqua,435382461,FALSE,Colin de Gambel
Callipepla californica,California Quail,calqua,111018,TRUE,Colin de Californie
Dendrortyx barbatus,Bearded Wood-partridge,bewpar1,333371541,FALSE,Colin barbu
Dendrortyx macroura,Long-tailed Wood-partridge,ltwpar1,125230411,FALSE,Colin à longue queue
Dendrortyx leucophrys,Buffy-crowned Wood-partridge,bcwpar1,94099921,FALSE,Colin à sourcils blancs
Odontophorus gujanensis,Marbled Wood-quail,mawqua1,64113,FALSE,Tocro de Guyane
Odontophorus capueira,Spot-winged Wood-quail,swwqua1,598288201,FALSE,Tocro uru
Odontophorus melanotis,Black-eared Wood-quail,bewqua1,616447048,FALSE,Tocro à face noire
Odontophorus erythrops,Rufous-fronted Wood-quail,rfwqua1,609684320,FALSE,Tocro à face noire
Odontophorus atrifrons,Black-fronted Wood-quail,bfwqua1,167188,FALSE,Tocro à front noir
Odontophorus hyperythrus,Chestnut Wood-quail,chwqua1,198748961,FALSE,Tocro marron
Odontophorus melanonotus,Dark-backed Wood-quail,dbwqua1,609501576,FALSE,Tocro à dos noir
Odontophorus speciosus,Rufous-breasted Wood-quail,rbwqua1,203934101,FALSE,Tocro à poitrine rousse
Odontophorus dialeucos,Tacarcuna Wood-quail,tawqua1,452616671,FALSE,Tocro du Panama
Odontophorus strophium,Gorgeted Wood-quail,gowqua1,440400661,FALSE,Tocro à miroir ou T. du Panama
Odontophorus columbianus,Venezuelan Wood-quail,venwoq1,363999931,FALSE,Tocro du Venezuela
Odontophorus leucolaemus,Black-breasted Wood-quail,bbwqua1,219829,FALSE,Tocro à poitrine noire
Odontophorus balliviani,Stripe-faced Wood-quail,sfwqua1,101629,FALSE,Tocro de Ballivian
Odontophorus stellatus,Starred Wood-quail,stwqua1,628325894,FALSE,Tocro étoilé
Odontophorus guttatus,Spotted Wood-quail,spwqua1,46235351,FALSE,Tocro tacheté
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,158174131,FALSE,Colin ceinturé
Dactylortyx thoracicus,Singing Quail,sinqua1,164257101,FALSE,Colin chanteur
Cyrtonyx montezumae,Montezuma Quail,monqua,112164341,FALSE,Colin arlequin
Cyrtonyx sallei,Spot-breasted Quail,,,FALSE,Colin arlequin [sallei ou rowleyi]
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,615632768,FALSE,Colin ocellé
PHASIANIDAE,Pheasant Partridges Turkeys Grouse,,,FALSE,Faisan sp.
Xenoperdix udzungwensis,Udzungwa Forest-partridge,udzpar1,622600517,FALSE,Xénoperdrix de Tanzanie
Rollulus rouloul,Crested Partridge,crepar1,638129660,FALSE,Rouloul couronné
Arborophila torqueola,Hill Partridge,hilpar1,203904591,FALSE,Torquéole à collier
Arborophila rufogularis,Rufous-throated Partridge,rutpar1,53422071,FALSE,Torquéole à gorge rousse
Arborophila atrogularis,White-cheeked Partridge,whcpar1,625783668,FALSE,Torquéole à joues blanches
Pternistis adspersus,Red-billed Francolin,rebfra1,610365051,FALSE,Francolin à bec rouge
Pternistis capensis,Cape Francolin,capfra2,626936401,FALSE,Francolin criard
Pternistis natalensis,Natal Francolin,natfra2,310145,FALSE,Francolin du Natal
Pternistis hildebrandti,Hildebrandt's Francolin,hilfra2,310143,FALSE,Francolin de Hildebrandt
Pternistis ahantensis,Ahanta Francolin,ahafra2,203959911,FALSE,Francolin d'Ahanta
Pternistis squamatus,Scaly Francolin,scafra2,549877451,FALSE,Francolin écaillé
Pternistis griseostriatus,Grey-striped Francolin,gysfra1,397988251,FALSE,Francolin à bandes grises
Pternistis leucoscepus,Yellow-necked Francolin,yenspu1,323820841,FALSE,Francolin à cou jaune
Pternistis rufopictus,Grey-breasted Francolin,gybfra1,2663,FALSE,Francolin à poitrine grise
Pternistis afer,Red-necked Francolin,renfra1,94194,FALSE,Francolin à gorge rouge
Pternistis swainsonii,Swainson's Francolin,swafra2,275167,FALSE,Francolin de Swainson
Pternistis jacksoni,Jackson's Francolin,jacfra2,619037911,FALSE,Francolin de Jackson
Pternistis nobilis,Handsome Francolin,hanfra2,26318,FALSE,Francolin noble
Pternistis camerunensis,Mount Cameroon Francolin,camfra2,310138,FALSE,Francolin du Cameroun
Pternistis swierstrai,Swierstra's Francolin,swifra2,207146371,FALSE,Francolin de Swierstra
Pternistis castaneicollis,Chestnut-naped Francolin,chnfra2,569512901,FALSE,Francolin à cou roux
Pternistis atrifrons,Black-fronted Francolin,,,FALSE,Francolin à cou roux (castaneicollis)
Pternistis erckelii,Erckel's Francolin,ercfra,5191,FALSE,Francolin d'Erckel
Pternistis ochropectus,Djibouti Francolin,djifra1,,FALSE,Francolin somali
Francolinus francolinus,Black Francolin,blkfra,5262,FALSE,Francolin noir
Francolinus pictus,Painted Francolin,paifra1,245559311,FALSE,Francolin peint
Francolinus pintadeanus,Chinese Francolin,chifra1,203912731,FALSE,Francolin perlé
Francolinus pondicerianus,Grey Francolin,,,FALSE,Francolin gris
Francolinus gularis,Swamp Francolin,swafra1,617478192,FALSE,Francolin multiraie
Dendroperdix sephaena,Crested Francolin,crefra2,203935661,FALSE,Francolin huppé
Peliperdix coqui,Coqui Francolin,coqfra2,277029611,FALSE,Francolin coqui ou F. de Schlegel
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,Francolin à gorge blanche
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,Francolin de Schlegel
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,Francolin de Latham
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,Francolin à collier
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,Francolin à ailes grises F. d'Archer ou F. montagnard
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,Francolin de Finsch
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,Francolin montagnard ou F. de l'Elgon
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,Francolin de l'Elgon
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,Francolin de Shelley ou F. de Whyte
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,Francolin de Whyte
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,Francolin d'Archer
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,Bambusicole de Fytch
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,Bambusicole de Chine ou B. de Taïwan
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,Torquéole de Formose
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Coq doré
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Coq de Sonnerat
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Coq de Lafayette
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Coq de Java
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Tétraophase de Verreaux
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Tétraophase de Széchenyi
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Lophophore resplendissant
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Lophophore de Sclater
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Lophophore de Lhuys
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Tragopan de Hastings
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Tragopan satyre
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Tragopan de Blyth
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,Tragopan de Temminck
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Tragopan de Cabot
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Ithagine ensanglantée
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Eulophe koklass
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Faisan d'Elliot
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Faisan de Hume
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Faisan mikado
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Faisan scintillant
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Faisan vénéré
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Faisan doré
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Faisan de Lady Amherst
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,Faisan de Colchide ou F. versicolore
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,Faisan versicolore
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,Hokki blanc ou H. du Tibet
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,Hokki du Tibet
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Hokki brun
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Hokki bleu
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Faisan de Wallich
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,Faisan leucomèle [incl. lineata crawfurdii]
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,Faisan argenté ou F. de Kalij
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Faisan d'Edwards
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Faisan de Swinhoe
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Faisan de Salvadori
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,Faisan à queue rousse ou F. pyronote
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,Faisan pyronote
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,Faisan noble ou F. de Vieillot
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,Faisan de Vieillot
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Faisan prélat
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Faisan de Bulwer
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Perdrix grise
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Perdrix de Daourie
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Perdrix de Hodgson
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Dindon sauvage
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Dindon ocellé
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Gélinotte huppée
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Gélinotte des bois
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Gélinotte de Severtsov
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,Lagopède des saules ou L. d'Écosse
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Lagopède alpin
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,Tétras sombre ou T. fuligineux
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Tétras fuligineux
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Tétras de Sibérie
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Tétras du Canada
Falcipennis franklinii,Franklin's Grouse,,,FALSE,Tétras du Canada [franklinii ou isleibi]
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Grand Tétras
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Tétras à bec noir
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Tétras lyre
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Tétras du Caucase
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,Tétras des armoises ou T. du Gunnison
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Tétras du Gunnison
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Tétras à queue fine
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,Tétras des prairies
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Tétras pâle
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Kamichi cornu
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Kamichi chavaria
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Kamichi à collier
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Canaroie semipalmée
ANATIDAE,Ducks Geese Swans,,,FALSE,Anatidé sp. (canard sp.)
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Dendrocygne veuf
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Dendrocygne à ventre noir
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Dendrocygne tacheté
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Dendrocygne des Antilles
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Dendrocygne fauve
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Dendrocygne d'Eyton
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Dendrocygne à lunules
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Dendrocygne siffleur
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Dendrocygne à dos blanc
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Hétéronette à tête noire
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Érismature routoutou
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Érismature rousse
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,Érismature rousse [ferruginea incl. andina]
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Érismature ornée
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Érismature australe
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Érismature maccoa
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Érismature à tête blanche
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Érismature à Barbillons
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Canard à Oreilles Roses
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Stictonette tachetée
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Céréopse cendré
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Coscoroba blanc
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Cygne à cou noir
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Cygne noir
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Cygne tuberculé
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Cygne trompette
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Cygne chanteur
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Cygne siffleur
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,Bernache cravant
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Bernache nonnette
