Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,jp,jp_latn
Pyrenestes ostrinus,Black-breasted Seedcracker,blbsee1,310597,FALSE,アカクロタネワリキンパラ,
Pyrenestes sanguineus,Crimson Seedcracker,crisee1,310594,FALSE,アカチャタネワリキンパラ,akachatanewarikinpara
Pyrenestes minor,Lesser Seedcracker,lessee1,652691258,FALSE,コタネワリキンパラ,kotanewarikinpara
Estrilda caerulescens,Lavender Waxbill,lavwax,451835171,FALSE,アサギリチョウ,asagirichou
Estrilda perreini,Black-tailed Waxbill,bltwax1,280008,FALSE,オグロアサギリチョウ,oguroasagirichou
Estrilda thomensis,Cinderella Waxbill,cinwax1,621504774,FALSE,サントメアサギリチョウ,santomeasagirichou
Estrilda poliopareia,Anambra Waxbill,anawax1,,FALSE,アナンブラカエデチョウ,ananburakaedechou
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,611833673,FALSE,チャムネカエデチョウ,
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,204013601,FALSE,ホオアカカエデチョウ,hooakakaedechou
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,276185,FALSE,アカバネカエデチョウ,akabanekaedechou
Estrilda rufibarba,Arabian Waxbill,arawax1,203934371,FALSE,アラビアカエデチョウ,arabiakaedechou
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,643695229,FALSE,カエデチョウ,kaedechou
Estrilda astrild,Common Waxbill,comwax,623793794,FALSE,オナガカエデチョウ,
Estrilda nigroloris,Black-lored Waxbill,blfwax1,,FALSE,,
Estrilda nonnula,Black-crowned Waxbill,blcwax2,66049,FALSE,クロガミカエデチョウ,kurogamikaedechou
Estrilda atricapilla,Black-headed Waxbill,blhwax1,1561,FALSE,ズグロカエデチョウ,
Estrilda kandti,Kandt's Waxbill,kanwax1,549601411,FALSE,ミヤマズグロカエデチョウ,
Estrilda charmosyna,Black-cheeked Waxbill,rerwax1,28225501,FALSE,コシアカカエデチョウ,koshiakakaedechou
Estrilda erythronotos,Black-faced Waxbill,blcwax1,280254,FALSE,,
Mandingoa nitidula,Green Twinspot,grbtwi1,278884,FALSE,オトヒメチョウ,otohimechou
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,652894756,FALSE,アカガオハゴロモキンパラ,akagaohagoromokinpara
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,299925691,FALSE,ハゴロモキンパラ,hagoromokinpara
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,1251,FALSE,ウスグロハゴロモキンパラ,usugurohagoromokinpara
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,,FALSE,ズアカハゴロモキンパラ,zuakahagoromokinpara
Coccopygia bocagei,Angola Waxbill,swewax1,398992711,FALSE,アンゴラカエデチョウ,
Coccopygia melanotis,Swee Waxbill,swewax3,212069801,FALSE,キバラカエデチョウ,
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,94648,FALSE,ヒガシキバラカエデチョウ,higashikibarakaedechou
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,91004151,FALSE,オリーブキンパラ,ori-bukinpara
Nesocharis ansorgei,White-collared Oliveback,whcoli1,638741797,FALSE,シロエリオリーブキンパラ,shiroeriori-bukinpara
Nesocharis capistrata,Grey-headed Oliveback,,,FALSE,ホオジロオリーブキンパラ,hoojiroori-bukinpara
Nigrita fusconotus,White-breasted Negrofinch,whbneg2,242754471,FALSE,シロハラクロキンバラ,shiroharakurokinbara
Nigrita bicolor,Chestnut-breasted Negrofinch,chbneg1,438250771,FALSE,チャバラクロキンパラ,chabarakurokinpara
Nigrita luteifrons,Pale-fronted Negrofinch,pafneg1,486045921,FALSE,シロビタイクロキンパラ,shirobitaikurokinpara
Nigrita canicapillus,Grey-headed Negrofinch,gyhneg1,617146460,FALSE,シロボウシクロキンパラ,shiroboushikurokinpara
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,541575331,FALSE,ムシクイキンパラ,
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,636181988,FALSE,アカビタイムシクイキンパラ,
Parmoptila jamesoni,Jameson's Antpecker,jamant1,468706571,FALSE,ヒガシアカビタイムシクイキンパラ,
Amadina erythrocephala,Red-headed Finch,rehfin1,277968,FALSE,オオイッコウチョウ,ooikkouchou
Amadina fasciata,Cut-throat Finch,cutthr1,280117,FALSE,イッコウチョウ,ikkouchou
Ortygospiza atricollis,African Quailfinch,quailf1,31365931,FALSE,シャコスズメ,
Amandava amandava,Red Avadavat,redava,318842151,TRUE,ベニスズメ,benisuzume
Amandava formosa,Green Avadavat,grnava1,613337306,FALSE,シマキンカ,shimakinka
Amandava subflava,Zebra Waxbill,zebwax2,203981191,FALSE,シマベニスズメ,shimabenisuzume
Paludipasser locustella,Locust Finch,locust3,614489487,FALSE,ムネアカウズラスズメ,muneakauzurasuzume
VIDUIDAE,Whydahs and Indigobirds,,,FALSE,,
Vidua macroura,Pin-tailed Whydah,pitwhy,594243381,FALSE,テンニンチョウ,tenninchou
Vidua paradisaea,Long-tailed Paradise-whydah,eapwhy1,552937331,FALSE,ホウオウジャク,
Vidua obtusa,Broad-tailed Paradise-whydah,btpwhy1,310732,FALSE,ミナミオビロホウオウジャク,minamiobirohououjaku
Vidua orientalis,Sahel Paradise-whydah,nopwhy1,138404711,FALSE,オビロホウオウジャク,
Vidua interjecta,Exclamatory Paradise-whydah,ltpwhy1,,FALSE,オナガホウオウジャク,
Vidua hypocherina,Steel-blue Whydah,stbwhy1,449010461,FALSE,ルリホウオウ,rurihouou
Vidua regia,Shaft-tailed Whydah,shtwhy1,277952,FALSE,ミカドスズメ,mikadosuzume
Vidua fischeri,Straw-tailed Whydah,sttwhy1,55985,FALSE,キサキスズメ,kisakisuzume
Vidua togoensis,Togo Paradise-whydah,topwhy1,,FALSE,トーゴホウオウジャク,to-gohououjaku
Vidua wilsoni,Wilson's Indigobird,pawind1,21640131,FALSE,ニシクロシコンチョウ,nishikuroshikonchou
Vidua larvaticola,Barka Indigobird,bakind1,21640251,FALSE,バカシコンチョウ,bakashikonchou
Vidua maryae,Jos Plateau Indigobird,jopind1,,FALSE,ジョスシコンチョウ,josushikonchou
Vidua camerunensis,Cameroon Indigobird,camind1,310730,FALSE,カメルーンシコンチョウ,kameru-nshikonchou
Vidua nigeriae,Quailfinch Indigobird,quaind1,,FALSE,シャコスズメシコンチョウ,shakosuzumeshikonchou
Vidua raricola,Jambandu Indigobird,jamind1,527018621,FALSE,サバンナシコンチョウ,sabannashikonchou
Vidua codringtoni,Green Indigobird,greind1,631845940,FALSE,ミドリシコンチョウ,midorishikonchou
Vidua funerea,Dusky Indigobird,varind1,49661,FALSE,クロシコンチョウ,
Vidua chalybeata,Village Indigobird,vilind,204005381,FALSE,シコンチョウ,
Vidua purpurascens,Purple Indigobird,purind1,275453,FALSE,スミレシコンチョウ,sumireshikonchou
Anomalospiza imbebris,Cuckoo-finch,,,FALSE,,
Anthus spinoletta,Water Pipit,watpip1,502082531,FALSE,サメイロタヒバリ,
Anthus petrosus,Rock Pipit,rocpip1,181646,FALSE,ニシヨーロッパタヒバリ,yo-roppatahibari
A. p. littoralis,Scandinavian Rock Pipit,,,FALSE,,
Anthus furcatus,Short-billed Pipit,shbpip1,109447351,FALSE,,
Anthus lutescens,Yellowish Pipit,yelpip2,190899431,FALSE,,
Anthus peruvianus,Peruvian Pipit,yelpip3,353815251,FALSE,ペルータヒバリ,
Anthus chacoensis,Pampas Pipit,chapip1,203960021,FALSE,ウスキイロタヒバリ,usukiirotahibari
Anthus spragueii,Sprague's Pipit,sprpip,32362921,TRUE,ヤブタヒバリ,yabutahibari
Anthus hellmayri,Hellmayr's Pipit,helpip1,203695491,FALSE,ウスイロタヒバリ,usuirotahibari
Anthus bogotensis,Paramo Pipit,parpip1,272310861,FALSE,アンデスタヒバリ,andesutahibari
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,19991,FALSE,キムネタヒバリ,kimunetahibari
Anthus correndera,Correndera Pipit,corpip1,613422263,TRUE,セジマタヒバリ,sejimatahibari
Anthus antarcticus,South Georgia Pipit,sogpip1,204018291,FALSE,サウスジョージアタヒバリ,sausujo-jiatahibari
Anthus sylvanus,Upland Pipit,uplpip1,647684721,FALSE,コウゲンタヒバリ,kougentahibari
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,203951971,FALSE,ニルギリタヒバリ,nirugiritahibari
Anthus hoeschi,Mountain Pipit,moupip1,630295665,FALSE,ヤママミジロタヒバリ,yamamamijirotahibari
Anthus crenatus,Yellow-tufted Pipit,yetpip1,203939781,FALSE,フナシイワタヒバリ,funashiiwatahibari
Anthus lineiventris,Striped Pipit,strpip1,79984,FALSE,スジハラタヒバリ,sujiharatahibari
Anthus richardi,Richard's Pipit,ricpip1,648538647,FALSE,マミジロタヒバリ,
Anthus rufulus,Paddyfield Pipit,oripip1,148799311,FALSE,ヒメマミジロタヒバリ,
Anthus novaeseelandiae,Australasian Pipit,auspip3,383233701,TRUE,,
Anthus nyassae,Woodland Pipit,woopip1,618496154,FALSE,アンゴラタヒバリ,angoratahibari
Anthus godlewskii,Blyth's Pipit,blypip1,620664188,FALSE,コマミジロタヒバリ,komamijirotahibari
Anthus leucophrys,Plain-backed Pipit,plbpip1,1388,FALSE,チャイロタヒバリ,
Anthus berthelotii,Berthelot's Pipit,berpip1,203887161,FALSE,カナリータヒバリ,kanari-tahibari
Anthus campestris,Tawny Pipit,tawpip1,258861351,FALSE,ムジタヒバリ,mujitahibari
Anthus cinnamomeus,African Pipit,afrpip1,278586,FALSE,アフリカマミジロタヒバリ,
A. c. latistriatus,Jackson's Pipit,,,FALSE,,
Anthus vaalensis,Buffy Pipit,bufpip1,402598001,FALSE,スジナシタヒバリ,
Anthus similis,Long-billed Pipit,lobpip1,449411741,FALSE,ハシナガビンズイ,
Anthus melindae,Malindi Pipit,malpip1,626021474,FALSE,シロハラタヒバリ,shiroharatahibari
Anthus pallidiventris,Long-legged Pipit,lolpip1,626037561,FALSE,アシナガタヒバリ,ashinagatahibari
Anthus gutturalis,Alpine Pipit,alppip1,100481,FALSE,パプアタヒバリ,papuatahibari
Madanga ruficollis,Madanga,rtweye1,,FALSE,マダンガメジロ,madangamejiro
Macronyx flavicollis,Abyssinian Longclaw,abylon1,31365651,FALSE,チャバラツメナガタヒバリ,chabaratsumenagatahibari
Macronyx fuellebornii,Fülleborn's Longclaw,fuelon2,614490101,FALSE,キノドツメナガタヒバリ,kinodotsumenagatahibari
Macronyx capensis,Cape Longclaw,ortlon1,608794433,FALSE,アカノドツメナガタヒバリ,akanodotsumenagatahibari
Macronyx croceus,Yellow-throated Longclaw,yetlon1,1327,FALSE,キムネツメナガタヒバリ,kimunetsumenagatahibari
Macronyx aurantiigula,Pangani Longclaw,panlon1,249023051,FALSE,ササフツメナガタヒバリ,sasafutsumenagatahibari
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,440297081,FALSE,ベニバラツメナガタヒバリ,benibaratsumenagatahibari
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,586942561,FALSE,クロスジツメナガタヒバリ,kurosujitsumenagatahibari
Macronyx sharpei,Sharpe's Longclaw,shalon1,625871643,FALSE,ヒバリツメナガタヒバリ,hibaritsumenagatahibari
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,276041,FALSE,キテンタヒバリ,kitentahibari
Tmetothylacus tenellus,Golden Pipit,golpip1,625989557,FALSE,マキバドリモドキ,makibadorimodoki
Motacilla flaviventris,Madagascar Wagtail,madwag1,504227021,FALSE,マダガスカルセキレイ,madagasukarusekirei
Motacilla clara,Mountain Wagtail,mouwag1,33652901,FALSE,ハイイロハクセキレイ,haiirohakusekirei
Motacilla capensis,Cape Wagtail,capwag1,109764471,FALSE,サメハクセキレイ,samehakusekirei
Motacilla flava,Western Yellow Wagtail,eaywag1,27831181,TRUE,ニシツメナガセキレイ/ツメナガセキレイ,nishitsumenagasekirei/tsumenagasekirei
M. f. thunbergi,Grey-headed Wagtail,,,FALSE,,
M. f. flavissima,British Yellow Wagtail,,,FALSE,,
M. f. flava,Blue-headed Wagtail,,,FALSE,,
M. f. beema,Sykes's Wagtail,,,FALSE,,
M. f. lutea,Yellow-headed Wagtail,,,FALSE,,
M. f. feldegg,Black-headed Wagtail,,,FALSE,,
M. f. leucocephala,White-headed Wagtail,,,FALSE,,
M. f. iberiae,Iberian Yellow Wagtail,,,FALSE,,
M. f. cinereocapilla,Ashy-headed Wagtail,,,FALSE,,
M. f. pygmaea,Egyptian Yellow Wagtail,,,FALSE,,
Motacilla aguimp,African Pied Wagtail,afpwag1,8640,FALSE,ハジロハクセキレイ,hajirohakusekirei
Motacilla cinerea,Grey Wagtail,grywag,286685431,TRUE,キセキレイ,kisekirei
Motacilla citreola,Citrine Wagtail,citwag,433588361,FALSE,キガシラセキレイ,kigashirasekirei
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,611658842,FALSE,ニシツメナガセキレイ/ツメナガセキレイ,nishitsumenagasekirei/tsumenagasekirei
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,384942711,FALSE,オオハクセキレイ,oohakusekirei
Motacilla samveasnae,Mekong Wagtail,mekwag1,203914831,FALSE,メコンセキレイ,mekonsekirei
Motacilla grandis,Japanese Wagtail,japwag1,203968901,FALSE,セグロセキレイ,segurosekirei
Motacilla alba,White Wagtail,whiwag,477895331,TRUE,ハクセキレイ,hakusekirei
M. a. yarrellii,British Pied Wagtail,,,FALSE,,
M. a. subpersonata,Moroccan Wagtail,,,FALSE,,
M. a. personata,Masked Wagtail,,,FALSE,,
Amaurocichla bocagii,Sao Tome Short-tail,boclon2,640379612,FALSE,サントメムシクイ,santomemushikui
PASSERIDAE,Old World Sparrows,,,FALSE,,
Passer ammodendri,Saxaul Sparrow,saxspa1,203961501,FALSE,ノウメンスズメ,noumensuzume
Passer domesticus,House Sparrow,houspa,231711901,TRUE,イエスズメ,
Passer italiae,Italian Sparrow,itaspa1,618503965,TRUE,イタリアスズメ,itariasuzume
Passer hispanoliensis,Spanish Sparrow,spaspa1,351070861,FALSE,,
Passer pyrrhonotus,Sind Sparrow,sinspa1,204023831,FALSE,インダススズメ,indasusuzume
Passer castanopterus,Somali Sparrow,somspa1,446238051,FALSE,クリバネスズメ,kuribanesuzume
Passer cinnamomeus,Russet Sparrow,russpa2,175304931,FALSE,ニュウナイスズメ,nyuunaisuzume
Passer flaveolus,Pegu Sparrow,plbspa1,446570291,FALSE,セアカスズメ,seakasuzume
Passer moabiticus,Dead Sea Sparrow,desspa1,203892171,FALSE,ペルシアスズメ,
P. m. yatii,Afghan Sparrow,,,FALSE,,
Passer iagoensis,Cape Verde Sparrow,cavspa1,203884451,FALSE,ケープベルデセアカスズメ,
Passer motitensis,Great Sparrow,grrspa1,277623,FALSE,オオスズメ,
Passer insularis,Socotra Sparrow,socspa1,638434791,FALSE,ソコトラスズメ,
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,,FALSE,アブドゥルクーリースズメ,abuduruku-ri-suzume
Passer cordofanicus,Kordofan Sparrow,korspa1,,FALSE,ケニアスズメ,
Passer shelleyi,White Nile Sparrow,shrspa1,313487851,FALSE,シロナイルスズメ,shironairusuzume
Passer rufocinctus,Kenya Sparrow,kerspa2,619517446,FALSE,ケニアアカスズメ,
Passer melanurus,Cape Sparrow,capspa1,607871501,FALSE,ホオグロスズメ,hoogurosuzume
Passer swainsonii,Swainson's Sparrow,swaspa2,33652491,FALSE,ムジハイガシラスズメ,mujihaigashirasuzume
Passer gongonensis,Parrot-billed Sparrow,pabspa1,616536893,FALSE,ハシブトハイガシラスズメ,hashibutohaigashirasuzume
Passer suahelicus,Swahili Sparrow,swaspa1,280138,FALSE,スワヒリハイガシラスズメ,suwahirihaigashirasuzume
Passer griseus,Northern Grey-headed Sparrow,gyhspa1,636088374,FALSE,ハイガシラスズメ,
Passer diffusus,Southern Grey-headed Sparrow,sghspa2,609054905,FALSE,ミナミハイガシラスズメ,minamihaigashirasuzume
Passer simplex,Desert Sparrow,desspa3,203915571,FALSE,サバクスズメ,
Passer zarudnyi,Zarudny's Sparrow,desspa4,637522160,FALSE,アジアサバクスズメ,ajiasabakusuzume
Passer montanus,Eurasian Tree Sparrow,eutspa,70906781,TRUE,スズメ,suzume
Passer luteus,Sudan Golden Sparrow,sugspa1,146762041,FALSE,コガネスズメ,
Passer euchlorus,Arabian Golden Sparrow,argspa2,631663820,FALSE,アラビアコガネスズメ,arabiakoganesuzume
Passer eminibey,Chestnut Sparrow,chespa1,31284851,FALSE,クリイロスズメ,kuriirosuzume
Carpospiza brachydactyla,Pale Sparrow,palroc1,554898981,FALSE,ウスイロイワスズメ,usuiroiwasuzume
Petronia petronia,Rock Sparrow,rocpet1,459102331,FALSE,イワスズメ,iwasuzume
Gymnoris superciliaris,Yellow-throated Bush-sparrow,yetpet1,645387501,FALSE,マミジロイワスズメ,
Gymnoris dentata,Sahel Bush-sparrow,buspet1,286983361,FALSE,ヤブイワスズメ,yabuiwasuzume
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,yespet1,329023991,FALSE,アフリカコイワスズメ,
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,chspet1,203921401,FALSE,コイワスズメ,koiwasuzume
Montifringilla henrici,Tibetan Snowfinch,tibsno2,413857311,FALSE,チベットユキスズメ,chibettoyukisuzume
Montifringilla nivalis,White-winged Snowfinch,whwsno1,632864183,FALSE,ユキスズメ,
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,622873354,FALSE,ハジロユキスズメ,hajiroyukisuzume
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,204009501,FALSE,コシジロユキスズメ,koshijiroyukisuzume
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,618714082,FALSE,チャミミユキスズメ,chamimiyukisuzume
Pyrgilauda davidiana,Small Snowfinch,pedsno1,204009381,FALSE,モウコユキスズメ,moukoyukisuzume
Pyrgilauda blanfordi,Plain-backed Snowfinch,blasno1,204011441,FALSE,ノドグロユキスズメ,nodoguroyukisuzume
Pyrgilauda theresae,Afgan Snowfinch,afgsno1,310000,FALSE,テレサユキスズメ,teresayukisuzume
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,316,FALSE,ニッケイメジロ,nikkeimejiro
MOTACILLIDAE,Wagtails Pipits,,,FALSE,,
Dendronanthus indicus,Forest Wagtail,forwag1,590592451,FALSE,イワミセキレイ,iwamisekirei
Anthus sokokensis,Sokoke Pipit,sokpip1,650333837,FALSE,ウロコタヒバリ,urokotahibari
Anthus brachyurus,Short-tailed Pipit,shtpip1,611666079,FALSE,ヒメタヒバリ,himetahibari
Anthus caffer,Bush Pipit,buspip1,612781002,FALSE,クサハラタヒバリ,kusaharatahibari
Anthus gustavi,Pechora Pipit,pecpip,610852181,FALSE,セジロタヒバリ,sejirotahibari
A. g. gustavi,Pechora Pipit,pecpip,610852181,FALSE,,
Anthus trivialis,Tree Pipit,trepip,327530591,TRUE,ヨーロッパビンズイ,yo-roppabinzui
Anthus hodgsoni,Olive-backed Pipit,olbpip,204011521,FALSE,ビンズイ,binzui
Anthus cervinus,Red-throated Pipit,retpip,105855,FALSE,ムネアカタヒバリ,muneakatahibari
Anthus roseatus,Rosy Pipit,rospip1,460684571,FALSE,ウスベニタヒバリ,usubenitahibari
Anthus rubescens,Buff-bellied Pipit,amepip,126269331,FALSE,アメリカタヒバリ,
A. r. japonicus,Buff-bellied Pipit,,,FALSE,,
A. r. rubescens,American Pipit,amepip,126269331,FALSE,,
Anthus pratensis,Meadow Pipit,meapip1,203693581,TRUE,マキバタヒバリ,makibatahibari
FRINGILLIDAE,Finches,,,FALSE,,
Fringilla coelebs,Common Chaffinch,comcha,234883481,TRUE,ズアオアトリ,
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,77751771,FALSE,テネリフェオアトリ,
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,423388991,FALSE,グランカナリーアオアトリ,
Fringilla montifringilla,Brambling,brambl,64398651,TRUE,アトリ,atori
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,203956421,FALSE,キエリミドリフウキンチョウ,kierimidorifuukinchou
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,387406551,FALSE,ミドリフウキンチョウ,midorifuukinchou
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,46892851,FALSE,クリムネフウキンチョウ,kurimunefuukinchou
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,291700,FALSE,ズアオミドリフウキンチョウ,
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,445067301,FALSE,アオボウシミドリフウキンチョウ,aoboushimidorifuukinchou
Euphonia jamaica,Jamaican Euphonia,jameup1,164921,FALSE,ジャマイカスミレフウキンチョウ,jamaikasumirefuukinchou
Euphonia plumbea,Plumbeous Euphonia,plueup1,306728401,FALSE,ハイイロスミレフウキンチョウ,haiirosumirefuukinchou
Euphonia affinis,Scrub Euphonia,screup1,220498781,FALSE,ヤブスミレフウキンチョウ,
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,16264,FALSE,キボウシスミレフウキンチョウ,kiboushisumirefuukinchou
Euphonia chlorotica,Purple-throated Euphonia,puteup1,517809671,FALSE,オジロスミレフウキンチョウ,ojirosumirefuukinchou
Euphonia trinitatis,Trinidad Euphonia,trieup1,203934311,FALSE,トリニダドスミレフウキンチョウ,torinidadosumirefuukinchou
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,90318751,FALSE,クロビタイスミレフウキンチョウ,kurobitaisumirefuukinchou
Euphonia saturata,Orange-crowned Euphonia,orceup1,80974,FALSE,キカムリスミレフウキンチョウ,kikamurisumirefuukinchou
Euphonia finschi,Finsch's Euphonia,fineup1,72392,FALSE,ロライマスミレフウキンチョウ,roraimasumirefuukinchou
Euphonia violacea,Violaceous Euphonia,vioeup1,113053,FALSE,スミレフウキンチョウ,sumirefuukinchou
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,625324343,FALSE,ハシブトスミレフウキンチョウ,hashibutosumirefuukinchou
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,168206141,FALSE,キノドスミレフウキンチョウ,kinodosumirefuukinchou
Euphonia chalybea,Green-chinned Euphonia,gnteup1,203915101,FALSE,ミドリスミレフウキンチョウ,midorisumirefuukinchou
Euphonia elegantissima,Elegant Euphonia,eleeup1,141451911,FALSE,ルリゴシサンショクフウキンチョウ,rurigoshisanshokufuukinchou
Euphonia cyanocephala,Golden-rumped Euphonia,goreup1,609321164,FALSE,キンゴシフウキンチョウ,kingoshifuukinchou
Euphonia musica,Hispaniolan Euphonia,anteup2,163166581,FALSE,,
Euphonia sclateri,Puerto Rican Euphonia,anteup3,204013381,FALSE,,
Euphonia flavifrons,Lesser Antillean Euphonia,anteup4,133470131,FALSE,,
Euphonia fulvicrissa,Fulvous-vented Euphonia,fuveup1,203698471,FALSE,シリアカスミレフウキンチョウ,shiriakasumirefuukinchou
Euphonia imitans,Spot-crowned Euphonia,spceup1,57428,FALSE,ホシスミレフウキンチョウ,hoshisumirefuukinchou
Euphonia gouldi,Olive-backed Euphonia,olbeup1,182331531,FALSE,キビタイフウキンチョウ,kibitaifuukinchou
Euphonia chrysopasta,White-lored Euphonia,gobeup1,101868,FALSE,シロアゴフウキンチョウ,shiroagofuukinchou
Euphonia mesochrysa,Bronze-green Euphonia,brgeup1,502224321,FALSE,ブロンズフウキンチョウ,buronzufuukinchou
Euphonia minuta,White-vented Euphonia,whveup1,198292631,FALSE,シロハラスミレフウキンチョウ,shiroharasumirefuukinchou
Euphonia anneae,Tawny-capped Euphonia,taceup1,633923967,FALSE,チャボウシスミレフウキンチョウ,chaboushisumirefuukinchou
Euphonia xanthogaster,Orange-bellied Euphonia,orbeup1,80993,FALSE,キバラスミレフウキンチョウ,kibarasumirefuukinchou
Euphonia rufiventris,Rufous-bellied Euphonia,rubeup1,127533,FALSE,アカハラスミレフウキンチョウ,akaharasumirefuukinchou
Euphonia pectoralis,Chestnut-bellied Euphonia,chbeup1,29471451,FALSE,クリハラスミレフウキンチョウ,kuriharasumirefuukinchou
Euphonia cayannensis,Golden-sided Euphonia,goseup1,70749,FALSE,,
Mycerobas icterioides,Black-and-yellow Grosbeak,baygro1,640134053,FALSE,キンクロシメ,kinkuroshime
Mycerobas affinis,Collared Grosbeak,colgro1,163424921,FALSE,キバシキンクロシメ,kibashikinkuroshime
Mycerobas melanozanthos,Spot-winged Grosbeak,spwgro1,146702211,FALSE,キバラクロシメ,kibarakuroshime
Mycerobas carnipes,White-winged Grosbeak,whwgro1,203936521,FALSE,ハジロクロシメ,hajirokuroshime
Hesperiphona vespertina,Evening Grosbeak,evegro,120245,TRUE,キビタイシメ,kibitaishime
Hesperiphona abeillei,Hooded Grosbeak,hoogro1,12954,FALSE,ズグロシメ,zuguroshime
Coccothraustes coccothraustes,Hawfinch,hawfin,214510531,TRUE,シメ,shime
Eophona migratoria,Chinese Grosbeak,yebgro1,30315391,FALSE,コイカル,koikaru
Eophona personata,Japanese Grosbeak,japgro1,281596,FALSE,イカル,ikaru
Melamprosops phaeosoma,Poo-uli,poouli,112598511,FALSE,カオグロハワイミツスイ,kaogurohawaimitsusui
Paroreomyza maculata,Oahu Alauahio,oahala,26733,FALSE,キバシリハワイミツスイ,
†Paroreomyza flammea,Kakawahie,kakawa,,FALSE,,
Paroreomyza montana,Maui Alauahio,mauala,203926441,FALSE,マウイキバシリ,mauikibashiri
Oreomystis bairdi,Akikiki,akikik,528399611,FALSE,カウアイキバシリ,kauaikibashiri
Telespiza cantans,Laysan Finch,layfin,71697,FALSE,レイサンハワイマシコ,
Telespiza ultima,Nihoa Finch,nihfin,88672461,FALSE,ニホアハワイマシコ,nihoahawaimashiko
†Rhodacanthis palmeri,Greater Koa-finch,grkfin,,FALSE,,
†Rhodacanthis flaviceps,Lesser Koa-finch,lekfin,,FALSE,,
†Chloridops kona,Kona Grosbeak,kongro,,FALSE,,
Loxioides bailleui,Palila,palila,5850,FALSE,キムネハワイマシコ,kimunehawaimashiko
Psittirostra psittacea,Ou,ou,6030,FALSE,キガシラハワイマシコ,kigashirahawaimashiko
†Dysmorodreoanis munroi,Lanai Hookbill,lanhoo,,FALSE,,
†Akialoa stejnegeri,Kauai Akialoa,greaki4,,FALSE,,
†Akialoa ellisiana,Oahu Akialoa,greaki2,,FALSE,,
†Akialoa lanaiensis,Lanai Akialoa,,,FALSE,,
†Akialoa obscura,Hawaii Akialoa,,,FALSE,,
Hemignathus hanapepe,Kauai Nukupuu,nukupu2,,FALSE,カウアイカワリハシハワイミツスイ,kauaikawarihashihawaimitsusui
†Hemignathus lucidus,Oahu Nukupuu,nukupu3,,FALSE,,
Hemignathus affinis,Maui Nukupuu,nukupu1,,FALSE,マウイカワリハシハワイミツスイ,mauikawarihashihawaimitsusui
Hemignathus wilsoni,Akiapolaau,akiapo,559757411,FALSE,カワリハシハワイミツスイ,
Pseudonestor xanthophrys,Maui Parrotbill,maupar,6080,FALSE,オウムハシハワイマシコ,oumuhashihawaimashiko
†Viridonia sagittirostris,Greater Amakihi,greama,,FALSE,,
Magumma parva,Anianiau,aniani,611565774,FALSE,コハワイミツスイ,kohawaimitsusui
Manucerthia mana,Hawaii Creeper,hawcre,5176,FALSE,ハワイキバシリ,hawaikibashiri
Loxops caeruleirostris,Akekee,akekee,389531421,FALSE,アケキ,akeki
†Loxops wolstenholmei,Oahu Akepa,akepa2,,FALSE,,
Loxops ochraceus,Maui Akepa,akepa3,,FALSE,マウイコバシハワイミツスイ,mauikobashihawaimitsusui
