Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sv
BOMBYCILLIDAE,Waxwings,,,FALSE,
Bombycilla garrulus,Bohemian Waxwing,bohwax,650255880,FALSE,sidensvans
Bombycilla japonica,Japanese Waxwing,japwax1,215762841,FALSE,amursidensvans
Bombycilla cedrorum,Cedar Waxwing,cedwax,166156861,TRUE,indiansidensvans
PTILOGONATIDAE,Silky-flycatcher,,,FALSE,
Phainoptila melanoxantha,Black-and-yellow Silky-flycatcher,bayfly1,199587,FALSE,svartgul silkesflugsnappare
Phainopepla nitens,Phainopepla,phaino,203939771,TRUE,svart silkesflugsnappare
Ptilogonys cinereus,Grey Silky-flycatcher,,,FALSE,grå silkesflugsnappare
Ptilogonys caudatus,Long-tailed Silky-flycatcher,ltsfly1,251181231,FALSE,långstjärtad silkesflugsnappare
†MOHOIDAE,Oos,,,FALSE,
†Moho braccatus,Kauai Oo,kauoo,6049,FALSE,
†Moho apicalis,Oahu Oo,oahoo,,FALSE,
†Moho bishopi,Bishop's Oo,bisoo,,FALSE,
†Moho nobilis,Hawaii Oo,hawoo,,FALSE,
†Chaetoptila angustipluma,Kioea,kioea,,FALSE,
ELACHURIDAE,Elachura,,,FALSE,
Elachura formosa,Spotted Elachura,spwbab1,203964761,FALSE,pärlsmyg
PROMEROPIDAE,Sugarbirds,,,FALSE,
Promerops cafer,Cape Sugarbird,capsug1,642538722,FALSE,kapsockerfågel
Promerops gurneyi,Gurney's Sugarbird,gursug1,282304751,FALSE,Gurneys sockerfågel
MODULATRICIDAE,Spot-throat and alies,,,FALSE,
Dicaeum tristrami,Mottled Flowerpecker,motflo1,203932811,FALSE,makirablomsterpickare
Dicaeum nitidum,Louisiade Flowerpecker,louflo1,,FALSE,louisiadblomsterpickare
Dicaeum keiense,Pink-breasted Flowerpecker,pibflo1,614518626,FALSE,rosabröstad blomsterpickare
Dicaeum ignicolle,Pink-breasted Flowerpecker (ignicolle),,,FALSE,
Dicaeum hirundinaceum,Mistletoebird,mistle1,62037471,TRUE,mistelblomsterpickare
Dicaeum geelvinkianum,Red-capped Flowerpecker,recflo1,203961731,FALSE,rödkronad blomsterpickare
Cinnyris chloropygius,Olive-bellied Sunbird,olbsun3,617124100,FALSE,olivbukig solfågel
Cinnyris minullus,Tiny Sunbird,tinsun2,203943411,FALSE,pygmésolfågel
Cinnyris gertrudis,Western Miombo Sunbird,miosun2,611836426,FALSE,västlig miombosolfågel
Cinnyris manoensis,Eastern Miombo Sunbird,miosun3,203964261,FALSE,västlig/östlig miombosolfågel
Cinnyris chalybeus,Southern Double-collared Sunbird,sdcsun3,563528501,FALSE,kapsolfågel
Cinnyris neergaardi,Neergaard's Sunbird,neesun2,652509488,FALSE,moçambiquesolfågel
Cinnyris afer,Greater Double-collared Sunbird,gdcsun2,1572,FALSE,sydafrikansk solfågel
Cinnyris sthulmanni,Ruwenzori Double-collared Sunbird,,,FALSE,
Cinnyris prigoginei,Prigogine's Double-collared Sunbird,prisun3,,FALSE,marungusolfågel
Cinnyris ludovicensis,Montane Double-collared Sunbird,mdcsun3,640747014,FALSE,angolasolfågel
Cinnyris reichenowi,Northern Double-collared Sunbird,ndcsun2,1019,FALSE,bergsolfågel
Cinnyris regius,Regal Sunbird,regsun2,1585,FALSE,kungssolfågel
Cinnyris rockefelleri,Rockefeller's Sunbird,rocsun2,,FALSE,rockefellersolfågel
Cinnyris mediocris,Eastern Double-collared Sunbird,edcsun3,491522941,FALSE,höglandssolfågel
Cinnyris usambaricus,Usambara Double-collared Sunbird,edcsun4,625950210,FALSE,usambarasolfågel
Cinnyris fuelleborni,Forest Double-collared Sunbird,edcsun1,101233,FALSE,füllebornsolfågel
Cinnyris moreaui,Moreau's Sunbird,morsun2,639749429,FALSE,moreausolfågel
Cinnyris loveridgei,Loveridge's Sunbird,lovsun3,649688213,FALSE,ulugurusolfågel
Cinnyris pulchellus,Beautiful Sunbird,beasun2,643424022,FALSE,smyckesolfågel
Cinnyris melanogastrus,Gorgeous Sunbird,beasun3,79345,FALSE,juvelsolfågel
Cinnyris mariquensis,Mariqua Sunbird,marsun2,277260,FALSE,maricosolfågel
Cinnyris shelleyi,Shelley's Sunbird,shesun2,611837267,FALSE,zambezisolfågel
Cinnyris congensis,Congo Sunbird,consun2,617147713,FALSE,kongosolfågel
Cinnyris erythrocercus,Red-chested Sunbird,recsun2,203915391,FALSE,rödbröstad solfågel
Cinnyris nectarinioides,Black-bellied Sunbird,bkbsun1,625639141,FALSE,svartbukig solfågel
Cinnyris bifasciatus,Purple-banded Sunbird,pubsun4,203937211,FALSE,purpurbandad solfågel
Cinnyris tsavoensis,Tsavo Sunbird,tsasun1,625909414,FALSE,tsavosolfågel
Cinnyris chalcomelas,Violet-breasted Sunbird,vibsun2,311669551,FALSE,violettbröstad solfågel
Cinnyris pembae,Pemba Sunbird,pemsun2,613039571,FALSE,pembasolfågel
Cinnyris bouvieri,Orange-tufted Sunbird,ortsun3,419825681,FALSE,orangetofsad solfågel
Cinnyris osea,Palestine Sunbird,palsun2,423652471,FALSE,palestinasolfågel
Cinnyris habessinicus,Shining Sunbird,shisun3,204011621,FALSE,abessinsolfågel
Cinnyris hellmayri,Arabian Sunbird,shisun4,426459451,FALSE,arabsolfågel
Cinnyris coccinigastrus,Splendid Sunbird,splsun2,203981261,FALSE,regnbågssolfågel
Cinnyris johannae,Johanna's Sunbird,johsun2,434334871,FALSE,johannasolfågel
Cinnyris superbus,Superb Sunbird,supsun2,203916601,FALSE,praktsolfågel
Cinnyris rufipennis,Rufous-winged Sunbird,ruwsun2,101011,FALSE,rostvingad solfågel
Cinnyris oustaleti,Oustalet's Sunbird,oussun2,401884251,FALSE,oustaletsolfågel
Cinnyris talatala,White-breasted Sunbird,whbsun2,511264171,FALSE,vitbukig solfågel
Cinnyris venustus,Variable Sunbird,varsun2,14916,FALSE,variabel solfågel
Cinnyris fuscus,Dusky Sunbird,dussun2,555081581,FALSE,vitgumpad solfågel
Cinnyris ursulae,Ursula's Sunbird,urssun2,91003671,FALSE,ursulasolfågel
Cinnyris batesi,Bates's Sunbird,batsun2,540913531,FALSE,batessolfågel
Cinnyris cupreus,Copper Sunbird,copsun2,617124639,FALSE,kopparsolfågel
Cinnyris asiaticus,Purple Sunbird,pursun4,286011251,TRUE,purpursolfågel
Cinnyris jugularis,Olive-backed Sunbird,olbsun31,263361251,TRUE,trädgårdssolfågel
Cinnyris idenburgi,Rand's Sunbird,olbsun9,,FALSE,papuasolfågel
Cinnyris buettikoferi,Apricot-breasted Sunbird,apbsun2,199785401,FALSE,sumbasolfågel
Cinnyris solaris,Flame-breasted Sunbird,flbsun2,203996941,FALSE,flambröstad solfågel
Cinnyris sovimanga,Souimanga Sunbird,sousun2,203970181,FALSE,souimangasolfågel
Cinnyris humbloti,Humblot's Sunbird,humsun2,,FALSE,humblotsolfågel
Cinnyris comorensis,Anjouan Sunbird,anjsun2,,FALSE,anjouansolfågel
Cinnyris coquerellii,Mayotte Sunbird,maysun2,,FALSE,mayottesolfågel
Cinnyris dussumieri,Seychelles Sunbird,seysun2,629622302,FALSE,seychellsolfågel
Cinnyris moebii,Grand Comoro Sunbird,,,FALSE,madagaskarsolfågel (moebii)
Cinnyris voeltzkowi,Moheli Sunbird,,,FALSE,
Cinnyris notatus,Long-billed Sunbird,madsun1,94888,FALSE,madagaskarsolfågel
Cinnyris lotenius,Loten's Sunbird,lobsun2,63719361,FALSE,långnäbbad solfågel
Aethopyga duyvenbodei,Elegant Sunbird,elesun1,175408371,FALSE,sangihesolfågel
Aethopyga ignicauda,Fire-tailed Sunbird,fitsun1,203902261,FALSE,rödstjärtad solfågel
Aethopyga saturata,Black-throated-Sunbird,bltsun1,425388741,FALSE,svartstrupig solfågel
Aethopyga nipalensis,Green-tailed Sunbird,grtsun1,157249241,FALSE,grönstjärtad solfågel
Aethopyga gouldiae,Gould's Sunbird,gousun1,297617051,FALSE,gouldsolfågel
Aethopyga temminckii,Temminck's Sunbird,temsun1,70427,FALSE,temmincksolfågel
Aethopyga mystacalis,Javan Sunbird,scasun1,36443,FALSE,javasolfågel
Aethopyga shelleyi,Lovely Sunbird,lovsun1,203942431,FALSE,palawansolfågel
Aethopyga vigorsii,Vigors's-Sunbird,wecsun1,278642581,FALSE,vigorssolfågel
Aethopyga siparaja,Crimson Sunbird,eacsun1,316441801,FALSE,karmosinsolfågel
Aethopyga magnifica,Magnificent Sunbird,magsun1,203893841,FALSE,visayasolfågel
Aethopyga pulcherrima,Metallic-winged Sunbird,mewsun3,203894121,FALSE,smaragdvingad solfågel
Aethopyga flagrans,Flaming Sunbird,flasun1,405884391,FALSE,eldsolfågel
Aethopyga guimarasensis,Maroon-naped Sunbird,mansun1,611607735,FALSE,brunnackad solfågel
Aethopyga bella,Handsome Sunbird,hansun1,204002331,FALSE,guldstrupig solfågel
Aethopyga exima,White-flanked Sunbird,whfsun1,70689,FALSE,
Aethopyga latouchii,Fork-tailed Sunbird,fotsun1,203897981,FALSE,saxstjärtad solfågel (latouchii/sokolovi)
Aethopyga christinae,Hainan Sunbird,fotsun1,203897981,FALSE,saxstjärtad solfågel
Aethopyga linaraborae,Lina's Sunbird,linsun1,30138051,FALSE,linasolfågel
NECTARINIIDAE,Sunbirds,,,FALSE,
Arachnothera crassirostris,Thick-billed Spiderhunter,thbspi1,541487991,FALSE,tjocknäbbad spindeljägare
Arachnothera robusta,Long-billed Spiderhunter,lobspi1,614737168,FALSE,långnäbbad spindeljägare
Arachnothera longirostra,Little Spiderhunter,litspi1,452697621,FALSE,mindre spindeljägare
Arachnothera dilutior,Palawan Spiderhunter,palspi2,303300171,FALSE,palawanspindeljägare
Arachnothera flammifera,Orange-tufted Spiderhunter,ortspi1,615943637,FALSE,orangetofsad spindeljägare
Arachnothera hypogrammica,Purple-naped Spiderhunter,punsun1,453694191,FALSE,violettnackad solfågel
Arachnothera juliae,Whitehead's Spiderhunter,whispi1,609673111,FALSE,Whiteheads spindeljägare
Arachnothera clarae,Naked-faced Spiderhunter,nafspi1,18635,FALSE,nakenkindad spindeljägare
Arachnothera chrysogenys,Yellow-eared Spiderhunter,yeespi1,37191851,FALSE,gulörad spindeljägare
Arachnothera magna,Streaked Spiderhunter,strspi1,203917871,FALSE,streckig spindeljägare
Arachnothera flavigaster,Spectacled Spiderhunter,spespi2,608537324,FALSE,glasögonspindeljägare
Arachnothera affinis,Streaky-breasted Spiderhunter,stbspi2,189575581,FALSE,javaspindeljägare
Arachnothera modesta,Grey-breasted Spiderhunter,gybspi2,589343051,FALSE,gråbröstad spindeljägare
Chalcoparia sinegalensis,Ruby-cheeked Sunbird,rucsun2,610992689,FALSE,
Deleornis fraseri,Scarlet-tufted Sunbird,sctsun2,23340,FALSE,mossgrön solfågel
Deleornis axillaris,Grey-headed Sunbird,gyhsun1,527795761,FALSE,gråhuvad solfågel
Anthreptes reichenowi,Plain-backed Sunbird,plbsun1,22662,FALSE,reichenowsolfågel
Anthreptes anchietae,Anchieta's Sunbird,ancsun1,277204,FALSE,palettsolfågel
Anthreptes simplex,Plain Sunbird,plasun1,101509181,FALSE,blåpannad solfågel
Anthreptes malacensis,Brown-throated Sunbird,pltsun2,182414441,FALSE,brunstrupig/gråstrupig solfågel
Anthreptes griseigullaris,Grey-throated Sunbird,,,FALSE,
Anthreptes rhodolaemus,Red-throated Sunbird,retsun3,213586,FALSE,rosastrupig solfågel
Anthreptes gabonicus,Mouse-brown Sunbird,mobsun1,643755302,FALSE,mangrovesolfågel
Anthreptes longuemarei,Western Violet-backed Sunbird,wvbsun1,37229,FALSE,violsolfågel
Anthreptes orientalis,Eastern Violet-backed Sunbird,kvbsun1,33655901,FALSE,törnsolfågel
Anthreptes neglectus,Uluguru Violet-backed Sunbird,uvbsun1,651798345,FALSE,kustsolfågel
Anthreptes aurantius,Violet-tailed Sunbird,vitsun1,626069576,FALSE,lilastjärtad solfågel
Anthreptes seimundi,Little Green Sunbird,ligsun2,396920351,FALSE,kortstjärtad solfågel
Anthreptes rectirostris,Yellow-chinned Sunbird,grnsun1,433157311,FALSE,gulhakad solfågel
Anthreptes tephrolaemus,Grey-chinned Sunbird,grnsun2,308900511,FALSE,gråhakad solfågel
Anthreptes rubritorques,Banded Sunbird,bansun1,280503,FALSE,rödbandad solfågel
Hedydipna collaris,Collared Sunbird,colsun2,203938341,FALSE,halsbandssolfågel
Hedydipna platura,Pygmy Sunbird,pygsun2,634394845,FALSE,dvärgsolfågel
Hedydipna metallica,Nile Valley Sunbird,nivsun2,27830931,FALSE,nilsolfågel
Hedydipna pallidigaster,Amani Sunbird,amasun2,625982356,FALSE,amanisolfågel
Anabathmis reichenbachii,Reichenbach's Sunbird,reisun2,203990091,FALSE,reichenbachsolfågel
Anabathmis hartlaubii,Principe Sunbird,prisun2,632783655,FALSE,príncipesolfågel
Anabathmis newtonii,Newton's Sunbird,newsun2,96212,FALSE,newtonsolfågel
Dreptes thomensis,Giant Sunbird,satsun1,632644571,FALSE,jättesolfågel
Anthobaphes violacea,Orange-breasted Sunbird,orbsun2,589931081,FALSE,orangebröstad solfågel
Cyanomitra verticalis,Green-headed Sunbird,gnhsun1,204022391,FALSE,grönhuvad solfågel
Cyanomitra bannermani,Bannerman's Sunbird,bansun3,397099561,FALSE,bannermansolfågel
Cyanomitra cyanolaema,Blue-throated Brown Sunbird,btbsun2,1177,FALSE,blåstrupig solfågel
Cyanomitra oritis,Cameroon Sunbird,camsun2,537229,FALSE,kamerunsolfågel
Cyanomitra alinae,Blue-headed Sunbird,buhsun1,608949266,FALSE,blåhuvad solfågel
Cyanomitra olivacea,Olive Sunbird,eaosun1,645900287,FALSE,olivsolfågel (olivacea)
Cyanomitra verreauxii,Mouse-coloured Sunbird,,,FALSE,grå solfågel
Chalcomitra adelberti,Buff-throated Sunbird,butsun2,203936031,FALSE,beigebröstad solfågel
Chalcomitra fuliginosa,Carmelite Sunbird,carsun2,1601,FALSE,karmelitsolfågel
Chalcomitra rubescens,Green-throated Sunbird,gntsun1,300072261,FALSE,grönstrupig solfågel
Chalcomitra amethystina,Amethyst Sunbird,amesun2,203938381,FALSE,ametistsolfågel
Chalcomitra senegalensis,Scarlet-chested Sunbird,sccsun2,589753621,FALSE,scharlakansbröstad solfågel
Chalcomitra hunteri,Hunter's Sunbird,hunsun2,14902,FALSE,huntersolfågel
Chalcomitra balfouri,Socotra Sunbird,socsun2,625121433,FALSE,sokotrasolfågel
Leptocoma zeylonica,Purple-rumped Sunbird,pursun3,255914691,FALSE,violettgumpad solfågel
Leptocoma minima,Crimson-backed Sunbird,crbsun2,614264649,FALSE,ghatssolfågel
Leptocoma brasiliana,Maroon-bellied Sunbird,vahsun1,164131,FALSE,hasseltsolfågel
Leptocoma sperata,Purple-throated Sunbird,putsun3,203997791,FALSE,purpurstrupig solfågel
Leptocoma juliae,Orange-lined Sunbird,,,FALSE,
Leptocoma aspasia,Black Sunbird,blksun1,166548171,FALSE,sorgsolfågel
Leptocoma calcostetha,Copper-throated Sunbird,cotsun2,334510861,FALSE,kopparstrupig solfågel
Nectarinia bocagii,Bocage's Sunbird,bocsun2,501888031,FALSE,bocagesolfågel
Nectarinia purpureiventris,Purple-breasted Sunbird,pubsun3,1016,FALSE,purpurbröstad solfågel
Nectarinia tacazze,Tacazze Sunbird,tacsun1,33720531,FALSE,tekezésolfågel
Nectarinia kilimensis,Bronze Sunbird,brosun1,14906,FALSE,bronssolfågel
Nectarinia famosa,Malachite Sunbird,malsun1,203948561,FALSE,malakitsolfågel
Nectarinia johnstoni,Red-tufted Sunbird,retsun2,623280385,FALSE,rödtofsad solfågel
Drepanorhynchus reichenowi,Golden-winged Sunbird,gowsun2,475713231,FALSE,guldvingad solfågel
Aethopyga primigenia,Grey-hooded Sunbird,gyhsun2,623708661,FALSE,mindanaosolfågel
Aethopyga boltoni,Apo Sunbird,moasun1,526850011,FALSE,aposolfågel
Ploceus nigrimentus,Black-chinned Weaver,bkcwea1,,FALSE,batékévävare
Ploceus bertrandi,Bertram's Weaver,berwea2,586073031,FALSE,bertramvävare
Ploceus pelzelni,Slender-billed Weaver,slbwea1,652641310,FALSE,smalnäbbad vävare
Ploceus subpersonatus,Loango Weaver,loawea1,612366646,FALSE,loangovävare
Ploceus luteolus,Little Weaver,litwea1,203974241,FALSE,dvärgvävare
Ploceus ocularis,Spectacled Weaver,spewea1,277264,FALSE,glasögonvävare
Ploceus brachypterus,Olive-naped Weaver,bknwea1,203896611,FALSE,olivnackad vävare/svartnackad vävare
Ploceus nigricollis,Black-necked Weaver,bknwea2,1218,FALSE,olivnackad vävare/svartnackad vävare
Ploceus alienus,Strange Weaver,strwea1,112521061,FALSE,albertinevävare
Ploceus melanogaster,Black-billed Weaver,blbwea1,24837,FALSE,svartbukig vävare
Ploceus capensis,Cape Weaver,capwea1,621767672,FALSE,kapvävare
Ploceus temporalis,Bocage's Weaver,bocwea1,583183041,FALSE,angolavävare
Ploceus subaureus,African Golden Weaver,afgwea1,200108301,FALSE,guldvävare
Ploceus xanthops,Holub's Golden Weaver,hogwea1,1333,FALSE,saffransvävare
Ploceus aurantius,Orange Weaver,orawea1,203920881,FALSE,orange vävare
Ploceus heuglini,Heuglin's Masked Weaver,hemwea1,261231891,FALSE,heuglinvävare
Ploceus bojeri,Golden Palm Weaver,gopwea1,306622951,FALSE,palmvävare
Ploceus castaneiceps,Taveta Golden Weaver,tagwea1,280234,FALSE,tavetavävare
Ploceus princeps,Principe Golden Weaver,prgwea1,95205,FALSE,príncipevävare
Ploceus castanops,Northern Brown-throated Weaver,nbtwea1,609068668,FALSE,victoriavävare
Ploceus xanthopterus,Southern Brown-throated Weaver,sbtwea1,203935411,FALSE,brunstrupig vävare
Ploceus burnieri,Kilombero Weaver,kilwea1,135957,FALSE,kilomberovävare
Ploceus galbula,Rüppell's Weaver,ruewea1,626369859,FALSE,rödahavsvävare
Ploceus taeniopterus,Northern Masked Weaver,nomwea1,315416111,FALSE,nordlig maskvävare
Ploceus intermedius,Lesser Masked Weaver,lesmaw1,203937231,FALSE,mindre maskvävare
Ploceus velatus,Southern Masked Weaver,afmwea,623286423,FALSE,sydlig maskvävare
Ploceus upembae,Upemba Masked Weaver,,,FALSE,
Ploceus katangae,Katanga Masked Weaver,kamwea1,,FALSE,katangavävare
Ploceus ruweti,Lufira Masked Weaver,lalmaw1,,FALSE,lufiravävare
Ploceus reichardi,Tanganyika Masked Weaver,tanmaw1,,FALSE,tanzaniavävare
Ploceus vitellinus,Vitelline Masked Weaver,vimwea1,262754711,FALSE,sahelvävare
Ploceus spekei,Speke's Weaver,spewea2,14478,FALSE,Spekes vävare
Ploceus spekeoides,Fox's Weaver,foxwea1,623441327,FALSE,ugandavävare
Ploceus cucullatus,Village Weaver,vilwea1,647764861,FALSE,byvävare
Ploceus grandis,Giant Weaver,giawea1,632784992,FALSE,jättevävare
Ploceus castaneofuscus,Chestnut-and-black Weaver,viewea2,203912181,FALSE,kastanjeryggig vävare/svartvävare
Ploceus nigerrimus,Vieillot's Black Weaver,viewea3,1240,FALSE,kastanjeryggig vävare/svartvävare
Ploceus weynsi,Weyns's Weaver,weywea1,609068675,FALSE,Weyns vävare
Ploceus golandi,Clarke's Weaver,clawea1,592148401,FALSE,sokokevävare
Ploceus dicrocephalus,Juba Weaver,salwea1,21585651,FALSE,jubavävare
Ploceus melanocephalus,Black-headed Weaver,blhwea1,393146571,FALSE,svarthuvad vävare
Ploceus jacksoni,Golden-backed Weaver,gobwea1,203915341,FALSE,gulryggig vävare
Ploceus badius,Cinnamon Weaver,cinwea1,,FALSE,kanelvävare
Ploceus rubiginosus,Chestnut Weaver,chewea1,280059,FALSE,kastanjevävare
Ploceus aureonucha,Golden-naped Weaver,gonwea1,,FALSE,iturivävare
Ploceus tricolor,Yellow-mantled Weaver,yemwea1,636339809,FALSE,trefärgad vävare
Ploceus albinucha,Maxwell's Black Weaver,mabwea1,203964871,FALSE,maxwellvävare
Ploceus nelicourvi,Nelicourvi Weaver,nelwea1,624427977,FALSE,halsbandsvävare
Ploceus sakalava,Sakalava Weaver,sakwea1,86450,FALSE,sakalavavävare
Ploceus hypoxanthus,Asian Golden Weaver,asgwea2,472418231,FALSE,risvävare
Ploceus superciliosus,Compact Weaver,comwea1,1317,FALSE,brunkronad sparvvävare
Ploceus benghalensis,Black-breasted Weaver,benwea1,30001291,FALSE,bengalvävare
Ploceus manyar,Streaked Weaver,strwea2,204024081,FALSE,streckig vävare
Ploceus philippinus,Baya Weaver,baywea1,621301463,TRUE,bayavävare
Ploceus megarhynchus,Finn's Weaver,yelwea1,636091448,FALSE,teraivävare
Ploceus bicolor,Dark-backed Weaver,forwea1,23639,FALSE,skogsvävare
Ploceus preussi,Preuss's Weaver,prewea1,23188,FALSE,preussvävare
Ploceus dorsomaculatus,Yellow-capped Weaver,yecwea1,,FALSE,guldkronad vävare
Ploceus olivaceiceps,Olive-headed Weaver,olhwea1,592429411,FALSE,olivhuvad vävare
Ploceus nicolli,Usambara Weaver,usawea1,280389,FALSE,usambaravävare
Ploceus isignis,Brown-capped Weaver,brcwea1,242758151,FALSE,
Ploceus angolensis,Bar-winged Weaver,bawwea1,277130,FALSE,miombovävare
Ploceus sanctithomae,Sao Tome Weaver,satwea1,203963331,FALSE,sãotomévävare
Ploceus flavipes,Yellow-legged Weaver,yelwea2,,FALSE,gulbent vävare
Malimbus coronatus,Red-crowned Malimbe,recmal2,311091,FALSE,rödkronad malimbe
Malimbus cassini,Cassin's Malimbe,bltmal1,1397,FALSE,cassinmalimbe
Malimbus racheliae,Rachel's Malimbe,racmal1,562203321,FALSE,eldmalimbe
Malimbus ballmanni,Gola Malimbe,balmal2,646738283,FALSE,golamalimbe
Malimbus scutatus,Red-vented Malimbe,revmal1,311097,FALSE,rödgumpad malimbe
Malimbus ibadanensis,Ibadan Malimbe,ibamal1,293027661,FALSE,ibadanmalimbe
Malimbus nitens,Blue-billed Malimbe,gramal1,203921101,FALSE,blånäbbad malimbe
Malimbus rubricollis,Red-headed Malimbe,rehmal1,107870,FALSE,rödhuvad malimbe
Malimbus erythrogaster,Red-bellied Malimbe,rebmal1,,FALSE,rödbukig malimbe
Malimbus malimbicus,Crested Malimbe,cremal1,627807601,FALSE,tofsmalimbe
Anaplectes leuconotos,Northern Red-headed Weaver,,,FALSE,
Anaplectes rubriceps,Southern Red-headed Weaver,rehwea1,625772282,FALSE,scharlakansvävare
Anaplectes jubaensis,Red Weaver,rehwea3,,FALSE,rödvävare
PRUNELLIDAE,Accentors,,,FALSE,
Prunella himalayana,Altai Accentor,himacc1,584980321,FALSE,altajjärnsparv
Prunella collaris,Alpine Accentor,alpacc1,247806431,FALSE,alpjärnsparv
Prunella immaculata,Maroon-backed Accentor,mabacc1,620525546,FALSE,vitögd järnsparv
Prunella rubeculoides,Robin Accentor,robacc1,637263210,FALSE,rödbröstad järnsparv
Prunella strophiata,Rufous-breasted Accentor,rubacc1,628418351,FALSE,rostbrynad järnsparv
Prunella fulvescens,Brown Accentor,broacc1,483106661,FALSE,brun järnsparv
Prunella koslowi,Mongolian Accentor,monacc1,196375,FALSE,mongoljärnsparv
Prunella rubida,Japanese Accentor,japacc1,134561151,FALSE,japansk järnsparv
Prunella montanella,Siberian Accentor,sibacc,203927471,FALSE,sibirisk järnsparv
Prunella modularis,Dunnock,dunnoc1,328664471,TRUE,järnsparv
Prunella atrogularis,Black-throated Accentor,bltacc1,598132611,FALSE,svartstrupig järnsparv
Prunella ocularis,Radde's Accentor,radacc2,396100241,FALSE,Svartkronad järnsparv
P. o. fagani,Yemen Accentor,,,FALSE,
PEUCEDRAMIDAE,Olive Warbler,oliwar,21120,FALSE,
Peucedramus taeniatus,Olive Warbler,oliwar,21120,FALSE,granlöpare
Urocynchramus pylzowi,Pinktail,przros1,30289001,TRUE,Przjevalskijs rosenstjärt
PLOCEIDAE,Weavers,,,FALSE,
Bubalornis albirostris,White-billed Buffalo-weaver,wbbwea1,14419,FALSE,vitnäbbad buffelvävare
Bubalornis niger,Red-billed Buffalo-weaver,rbbwea1,21726541,FALSE,rödnäbbad buffelvävare
Dinemellia dinemelli,White-headed Buffalo-weaver,whbwea1,14423,FALSE,vithuvad buffelvävare
Plocepasser mahali,White-browed Sparrow-weaver,wbswea1,14468,FALSE,vitbrynad sparvvävare
Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver,ccswea1,203974431,FALSE,brunkronad sparvvävare
Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver,dsswea1,14458,FALSE,vitkindad sparvvävare
Plocepasser rufoscapulatus,Chestnut-mantled Sparrow-weaver,cbswea1,611586425,FALSE,brunryggig sparvvävare
Histurgops ruficauda,Rufous-tailed Weaver,rutwea1,138956,FALSE,serengetivävare
Sporopipes squamifrons,Scaly-feathered Finch,scawea1,616625577,FALSE,mustaschvävare
Sporopipes frontalis,Speckle-fronted Finch,spfwea1,138830331,FALSE,rostnackad vävare
Pseudonigrita arnaudi,Grey-capped Social-weaver,gyhsow1,14482,FALSE,gråkronad vävare
Pseudonigrita cabanisi,Black-capped Social-weaver,bcswea1,276697,FALSE,svartkronad vävare
Philetairus socius,Sociable Weaver,socwea1,610285398,FALSE,kolonivävare
Amblyospiza albifrons,Thick-billed Weaver,growea1,203938331,FALSE,tjocknäbbad vävare
Quelea cardinalis,Cardinal Quelea,carque1,589193131,FALSE,kardinalvävare
Quelea erythrops,Red-headed Quelea,rehque1,73406031,FALSE,rödhuvad vävare
Quelea quelea,Red-billed Quelea,rebque1,203936901,FALSE,blodnäbbsvävare
Euplectes afer,Yellow-crowned Bishop,yecbis,81153821,FALSE,gulkronad eldvävare
Euplectes diadematus,Fire-fronted Bishop,fifbis1,26036,FALSE,rödpannad eldvävare
Euplectes aureus,Golden-backed Bishop,gobbis1,634780970,FALSE,orangeryggig eldvävare
Euplectes gierowii,Black Bishop,blabis1,580826991,FALSE,orangekragad eldvävare
Euplectes hordeaceus,Black-winged Bishop,blwbis1,609055430,FALSE,svartvingad eldvävare
Euplectes franciscanus,Northern Red Bishop,orabis1,310708,FALSE,svartpannad eldvävare
Euplectes orix,Southern Red Bishop,redbis,278530,FALSE,sydlig eldvävare
Euplectes nigroventris,Zanzibar Red Bishop,zanbis1,652297862,FALSE,zanzibareldvävare
Euplectes ardens,Red-collared Widowbird,recwid3,275464,FALSE,rödhuvad/rödhalsad vidafink
Euplectes laticauda,Red-cowled Widowbird,recwid2,609066539,FALSE,rödhuvad vidafink
Euplectes capensis,Yellow Bishop,yelbis1,1340,FALSE,gulgumpad eldvävare
Euplectes macroura,Yellow-mantled Widowbird,yeswid2,310719,FALSE,gulryggig vidafink
Euplectes axillaris,Fan-tailed Widowbird,fatwid1,1523,FALSE,kortstjärtad vidafink
Euplectes albonotatus,White-winged Widowbird,whwwid1,275065,FALSE,vitvingad vidafink
Euplectes hartlaubi,Marsh Widowbird,marwid1,203915241,FALSE,träskvidafink
Euplectes jacksoni,Jackson's Widowbird,jacwid1,14428,FALSE,Jacksons vidafink
Euplectes psammocromius,Montane Widowbird,,,FALSE,bergvidafink
Euplectes progne,Long-tailed Widowbird,lotwid1,611494839,FALSE,långstjärtad vidafink
Foudia madagascariensis,Red Fody,redfod1,74635,FALSE,röd fody
Foudia aldabrana,Aldabra Fody,rehfod3,,FALSE,aldabrafody
Foudia consobrina,Gran Comoro Fody,,,FALSE,
Foudia eminentissima,Red-headed Fody,rehfod1,,FALSE,komorfody
Foudia omissa,Forest Fody,forfod1,503918151,FALSE,skogsfody
†Foudia delloni,Reunion Fody,reufod1,,FALSE,
Foudia rubra,Mauritius Fody,maufod1,74534,FALSE,mauritiusfody
Foudia sechellarum,Seychelles Fody,seyfod1,566337681,FALSE,seychellfody
