Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sv
Foudia flavicans,Rodrigues Fody,rodfod1,74612,FALSE,rodriguesfody
Brachycope anomala,Bob-tailed Weaver,botwea1,1029,FALSE,kortstjärtad vävare
Ploceus baglafecht,Baglafecht Weaver,bagwea1,1498,FALSE,baglafechtvävare
Ploceus bannermani,Bannerman's Weaver,banwea1,165202,FALSE,bannermanvävare
Ploceus batesi,Bates's Weaver,batwea1,,FALSE,Bates vävare
Spermestes cucullata,Bronze Mannikin,broman1,277028,FALSE,bronsmunia
Spermestes bicolor,Black-and-white Mannikin,bawman1,586945401,FALSE,svartvit munia
Spermestes fringilloides,Magpie Mannikin,magman1,277391,FALSE,skatmunia
Odontospiza griseicapilla,Grey-headed Silverbill,,,FALSE,pärlhalsmunia
Lepidopygia nana,Madagascar Munia,madmun1,203959561,FALSE,madagaskarmunia
Euodice cantans,African Silverbill,afrsil1,352323111,FALSE,afrikansk silvernäbb
Euodice malabarica,Indian Silverbill,indsil,165228341,FALSE,indisk silvernäbb
Lonchura striata,White-rumped Munia,whrmun,550300901,FALSE,vitgumpsmunia
Lonchura leucogastroides,Javan Munia,javmun1,524398831,FALSE,javamunia
Lonchura fuscans,Dusky Munia,dusmun1,203957101,FALSE,borneomunia
Lonchura molucca,Black-faced Munia,blfmun1,33066,FALSE,moluckmunia
Lonchura punctulata,Scaly-breasted Munia,nutman,200459821,TRUE,fjällig munia
Lonchura kelaarti,Black-throated Munia,bltmun1,275469721,FALSE,svartstrupig munia
Lonchura leucogastra,White-bellied Munia,whbmun1,620701452,FALSE,vitbukig munia
Lonchura tristissima,Streak-headed Mannikin,,,FALSE,sorgmunia/pärlmunia
Lonchura leucosticta,Whire-spotted Mannikin,,,FALSE,
Lonchura quinticolor,Five-coloured Mannikin,ficmun1,639986155,FALSE,femfärgad munia
Lonchura malacca,Tricoloured Munia,trimun,81902271,FALSE,trefärgad munia
Lonchura atricapilla,Chestnut Munia,chemun,352328691,FALSE,svarthuvad munia
Lonchura ferruginosa,White-capped Munia,whcmun1,,FALSE,valnötsmunia
Lonchura maja,White-headed Munia,whhmun1,51803711,FALSE,vithuvad munia
Lonchura pallida,Pale-headed Munia,pahmun1,56519091,FALSE,blekhuvad munia
Lonchura grandis,Grand Mannikin,gramun1,430927001,FALSE,tjocknäbbad munia
Lonchura vana,Grey-banded Mannikin,gybmun1,472002021,FALSE,arfakmunia
Lonchura caniceps,Grey-headed Mannikin,gyhmun1,640006894,TRUE,pärlhalsmunia
Lonchura nevermanni,Grey-crowned Mannikin,gycmun1,,FALSE,nevermannmunia
Lonchura spectabilis,Hooded Mannikin,hoomun1,650866012,FALSE,gräsmunia
Lonchura forbesi,New Ireland Mannikin,neimun1,,FALSE,newirelandmunia
Lonchura hunsteini,Hunstein's Mannikin,motmun1,5510,FALSE,fjällhuvad munia
Lonchura flaviprymna,Yellow-rumped Mannikin,yermun1,630576125,FALSE,gulgumpad munia
Lonchura castaneothorax,Chestnut-breasted Mannikin,chbmun1,394311301,FALSE,brunbröstad munia
Lonchura stygia,Black Mannikin,blamun1,,FALSE,svart munia
Lonchura teerinki,Black-breasted Mannikin,blbmun1,,FALSE,svartbröstad munia
Lonchura monticola,Alpine Mannikin,alpmun1,118941641,FALSE,östlig bergmunia
Lonchura montana,Snow Mountain Mannikin,snmmun1,,FALSE,västlig bergmunia
Lonchura melaena,Buff-bellied Mannikin,bismun1,651259943,FALSE,newbritainmunia
Lonchura fuscata,Timor Sparrow,timspa4,,FALSE,timormunia
Lonchura oryzivora,Java Sparrow,javspa,190288771,FALSE,risfågel
Heteromunia pectoralis,Pictorella Mannikin,picmun1,477573181,FALSE,fjällbröstad astrild
Stagonopleura bella,Beautiful Firetail,beafir1,629214683,FALSE,bandad eldstjärt
Stagonopleura oculata,Red-eared Firetail,reefir1,613201727,FALSE,rödkindad eldstjärt
Stagonopleura guttata,Diamond Firetail,diafir1,639852712,FALSE,diamanteldsjärt
Oreostruthus fuliginosus,Mountain Firetail,moufir1,139570,FALSE,papuaeldstjärt
Emblema pictum,Painted Finch,paifir1,203888381,FALSE,målad astrild
Neochmia temporalis,Red-browed Finch,rebfir1,164314,FALSE,rödbrynad astrild
Neochmia phaeton,Black-bellied Crimson Finch,crifin1,203978111,FALSE,blodastrild
Neochmia evangelinae,White-bellied Crimson Finch,,,FALSE,
Neochmia ruficauda,Star Finch,stafin1,641039458,FALSE,sävastrild
Neochmia modesta,Plum-headed Finch,plhfin1,633151986,FALSE,plommonhättad astrild
Poephila personata,Masked Finch,masfin1,640046075,FALSE,stenknäcksastrild
Poephila acuticauda,Long-tailed Finch,lotfin1,62824011,FALSE,långstjärtad astrild
Poephila cincta,Black-throated Finch,bltfin1,203886871,FALSE,bältesastrild
Taeniopygia guttata,Timor Zebra Finch,zebfin2,464320071,FALSE,zebrafink
Taeniopygia castanotis,Australian Zebra Finch,chefin1,464320071,TRUE,
Taeniopygia bichenovii,Double-barred Finch,dobfin1,389666891,FALSE,ringastrild
Erythrura hyperythra,Tawny-breasted Parrotfinch,tabpar1,69810671,FALSE,ockrabröstad amadin
Erythrura prasina,Pin-tailed Parrotfinch,pitpar1,509850961,FALSE,nålstjärtsamadin
Erythrura viridifacies,Greed-faced Parrotfinch,grfpar1,204007041,FALSE,grön amadin
Erythrura tricolor,Tricoloued Parrotfinch,tripar1,637195124,FALSE,trefärgad amadin
Erythrura coloria,Red-eared Parrotfinch,reepar2,651787084,FALSE,mindanaoamadin
Erythrura trichroa,Blue-faced Parrotfinch,blfpar3,609065531,FALSE,blåhuvad amadin
Erythrura papuana,Papuan Parrotfinch,pappar1,,FALSE,papuaamadin
Erythrura psittacea,Red-throated Parrotfinch,retpar3,173400741,FALSE,nyakaledonienamadin
Erythrura cyaneovirens,Red-headed Parrotfinch,roypar1,139944,FALSE,kungsamadin
Erythrura pealii,Fiji Parrotfinch,fijpar1,633943464,FALSE,fijiamadin
Erythrura kleinschmidti,Pink-billed Parrotfinch,pibpar1,,FALSE,rosennäbbsamadin
Erythrura gouldiae,Gould’s Finch,goufin3,614381559,TRUE,gouldamadin
ESTRILDIDAE,Waxbills,,,FALSE,
Lagonosticta rara,Black-bellied Firefinch,blbfir1,403768141,FALSE,svartbukig amarant
Lagonosticta rufopicta,Bar-breasted Firefinch,babfir1,203943551,FALSE,rosenamarant
Lagonosticta nitidula,Brown Firefinch,brnfir1,621629452,FALSE,brun amarant
Lagonosticta senegala,Red-billed Firefinch,rebfir2,31373721,FALSE,rödnäbbad amarant
Lagonosticta sanguinodorsalis,Rock Firefinch,rocfir1,465297971,FALSE,klippamarant
Lagonosticta umbrinodorsalis,Chad Firefinch,reifir1,,FALSE,tchadamarant
Lagonosticta rhodopareia,Jameson's Firefinch,jamfir1,438874641,FALSE,karmosinamarant
Lagonosticta virata,Mali Firefinch,malfir1,650429853,FALSE,maliamarant
Lagonosticta rubricata,African Firefinch,afffin,203936881,FALSE,mörkröd amarant
Lagonosticta vinacea,Vinaceous Firefinch,,,FALSE,
Lagonosticta nigricollis,Grey Firefinch,,,FALSE,
Lagonosticta larvata,Ethiopian Firefinch,bkffir1,315134621,FALSE,maskamarant
Clytospiza monteiri,Brown Twinspot,brotwi1,648622777,FALSE,brun droppastrild
Pytilia lineata,Red-billed Pytilia,rebpyt1,,FALSE,auroraastrild
Pytilia phoenicoptera,Red-winged Pytilia,rewpyt1,,FALSE,auroraastrild
Pytilia afra,Orange-winged Pytilia,orwpyt1,617831645,FALSE,orangevingad astrild
Pytilia hypogrammica,Yellow-winged Pytilia,refpyt1,,FALSE,gulvingad astrild
Pytilia melba,Green-winged Pytilia,grwpyt1,609066757,FALSE,melbaastrild
Hypargos margaritatus,Pink-throated Twinspot,pittwi1,203938411,FALSE,rosastrupig droppastrild
Hypargos niveoguttatus,Red-throated Twinspot,pettwi1,194113931,FALSE,rödstrupig droppastrild
Euschistospiza dybowskii,Dybowski's Twinspot,dybtwi1,140976,FALSE,Dybowskis droppastrild
Euschistospiza cinereovinacea,Dusky Twinspot,dustwi1,112521431,FALSE,rödsidig droppastrild
Granatina granatina,Violet-eared Waxbill,viewax1,340823911,FALSE,fuchsiaastrild
Granatina ianthinogaster,Purple Grenadier,purgre2,280255,FALSE,violastrild
Uraeginthus angolensis,Blue-breasted Cordon-bleu,bubcor1,629340877,FALSE,blå fjärilsfink
Uraeginthus bengalus,Red-cheeked Cordon-bleu,reccor,643443944,FALSE,rödkindad fjärilsfink
Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,blccor1,280122,FALSE,blåhuvad fjärilsfink
Spermophaga poliogenys,Grant's Bluebill,grablu1,527792961,FALSE,rödgumpad blånäbb
Spermophaga haematina,Western Bluebill,wesblu1,204022421,FALSE,rödbröstad blånäbb
Spermophaga ruficapilla,Red-headed Bluebill,rehblu1,203915471,FALSE,rödhuvad blånäbb
Pyrenestes ostrinus,Black-breasted Seedcracker,blbsee1,310597,FALSE,svartbukig astrild
Pyrenestes sanguineus,Crimson Seedcracker,crisee1,310594,FALSE,karmosinastrild
Pyrenestes minor,Lesser Seedcracker,lessee1,652691258,FALSE,umbraastrild
Estrilda caerulescens,Lavender Waxbill,lavwax,451835171,FALSE,lavendelastrild
Estrilda perreini,Black-tailed Waxbill,bltwax1,280008,FALSE,svartstjärtad astrild
Estrilda thomensis,Cinderella Waxbill,cinwax1,621504774,FALSE,mopaneastrild
Estrilda poliopareia,Anambra Waxbill,anawax1,,FALSE,nigerastrild
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,611833673,FALSE,sumpastrild
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,204013601,FALSE,orangekindad astrild
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,276185,FALSE,rödgumpad astrild
Estrilda rufibarba,Arabian Waxbill,arawax1,203934371,FALSE,jemenastrild
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,643695229,FALSE,svartgumpad astrild
Estrilda astrild,Common Waxbill,comwax,623793794,FALSE,helenaastrild
Estrilda nigroloris,Black-lored Waxbill,blfwax1,,FALSE,
Estrilda nonnula,Black-crowned Waxbill,blcwax2,66049,FALSE,nunneastrild
Estrilda atricapilla,Black-headed Waxbill,blhwax1,1561,FALSE,svarthättad astrild
Estrilda kandti,Kandt's Waxbill,kanwax1,549601411,FALSE,kivuastrild
Estrilda charmosyna,Black-cheeked Waxbill,rerwax1,28225501,FALSE,törnastrild
Estrilda erythronotos,Black-faced Waxbill,blcwax1,280254,FALSE,
Mandingoa nitidula,Green Twinspot,grbtwi1,278884,FALSE,grön droppastrild
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,652894756,FALSE,rödmaskad bergastrild
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,299925691,FALSE,Salvadoris bergastrild
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,1251,FALSE,grå bergastrild
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,,FALSE,Shelleys bergastrild
Coccopygia bocagei,Angola Waxbill,swewax1,398992711,FALSE,angolaastrild
Coccopygia melanotis,Swee Waxbill,swewax3,212069801,FALSE,svartkindad astrild
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,94648,FALSE,grönryggig astrild
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,91004151,FALSE,Shelleys olivastrild
Nesocharis ansorgei,White-collared Oliveback,whcoli1,638741797,FALSE,vithalsad olivastrild
Nesocharis capistrata,Grey-headed Oliveback,,,FALSE,vitkindad olivastrild
Nigrita fusconotus,White-breasted Negrofinch,whbneg2,242754471,FALSE,vitbröstad nigrita
Nigrita bicolor,Chestnut-breasted Negrofinch,chbneg1,438250771,FALSE,kastanjebröstad nigrita
Nigrita luteifrons,Pale-fronted Negrofinch,pafneg1,486045921,FALSE,beigepannad nigrita
Nigrita canicapillus,Grey-headed Negrofinch,gyhneg1,617146460,FALSE,vitprickig nigrita
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,541575331,FALSE,fläckig myrpickare
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,636181988,FALSE,rödpannad myrpickare
Parmoptila jamesoni,Jameson's Antpecker,jamant1,468706571,FALSE,kongomyrpickare
Amadina erythrocephala,Red-headed Finch,rehfin1,277968,FALSE,rödhuvad amadin
Amadina fasciata,Cut-throat Finch,cutthr1,280117,FALSE,blodstrupsamadin
Ortygospiza atricollis,African Quailfinch,quailf1,31365931,FALSE,vaktelastrild
Amandava amandava,Red Avadavat,redava,318842151,TRUE,röd tigerfink
Amandava formosa,Green Avadavat,grnava1,613337306,FALSE,grön tigerfink
Amandava subflava,Zebra Waxbill,zebwax2,203981191,FALSE,guldbröstad tigerfink
Paludipasser locustella,Locust Finch,locust3,614489487,FALSE,gräshoppsastrild
VIDUIDAE,Whydahs and Indigobirds,,,FALSE,
Vidua macroura,Pin-tailed Whydah,pitwhy,594243381,FALSE,dominikaneränka
Vidua paradisaea,Long-tailed Paradise-whydah,eapwhy1,552937331,FALSE,östlig paradisänka
Vidua obtusa,Broad-tailed Paradise-whydah,btpwhy1,310732,FALSE,bredstjärtad paradisänka
Vidua orientalis,Sahel Paradise-whydah,nopwhy1,138404711,FALSE,sahelparadisänka
Vidua interjecta,Exclamatory Paradise-whydah,ltpwhy1,,FALSE,långstjärtad paradisänka
Vidua hypocherina,Steel-blue Whydah,stbwhy1,449010461,FALSE,praktänka
Vidua regia,Shaft-tailed Whydah,shtwhy1,277952,FALSE,vimpelstjärtad änka
Vidua fischeri,Straw-tailed Whydah,sttwhy1,55985,FALSE,stråstjärtad änka
Vidua togoensis,Togo Paradise-whydah,topwhy1,,FALSE,togoparadisänka
Vidua wilsoni,Wilson's Indigobird,pawind1,21640131,FALSE,wilsonänka
Vidua larvaticola,Barka Indigobird,bakind1,21640251,FALSE,maskamarantsänka
Vidua maryae,Jos Plateau Indigobird,jopind1,,FALSE,klippamarantsänka
Vidua camerunensis,Cameroon Indigobird,camind1,310730,FALSE,fonioänka
Vidua nigeriae,Quailfinch Indigobird,quaind1,,FALSE,vaktelastrildsänka
Vidua raricola,Jambandu Indigobird,jamind1,527018621,FALSE,jambanduänka
Vidua codringtoni,Green Indigobird,greind1,631845940,FALSE,zambeziänka
Vidua funerea,Dusky Indigobird,varind1,49661,FALSE,svartänka
Vidua chalybeata,Village Indigobird,vilind,204005381,FALSE,byänka
Vidua purpurascens,Purple Indigobird,purind1,275453,FALSE,purpurglansänka
Anomalospiza imbebris,Cuckoo-finch,,,FALSE,
Anthus spinoletta,Water Pipit,watpip1,502082531,FALSE,vattenpiplärka
Anthus petrosus,Rock Pipit,rocpip1,181646,FALSE,skärpiplärka
A. p. littoralis,Scandinavian Rock Pipit,,,FALSE,
Anthus furcatus,Short-billed Pipit,shbpip1,109447351,FALSE,punapiplärka/kortnäbbad piplärka
Anthus lutescens,Yellowish Pipit,yelpip2,190899431,FALSE,
Anthus peruvianus,Peruvian Pipit,yelpip3,353815251,FALSE,perupiplärka
Anthus chacoensis,Pampas Pipit,chapip1,203960021,FALSE,chacopiplärka
Anthus spragueii,Sprague's Pipit,sprpip,32362921,TRUE,präriepiplärka
Anthus hellmayri,Hellmayr's Pipit,helpip1,203695491,FALSE,hellmayrpiplärka
Anthus bogotensis,Paramo Pipit,parpip1,272310861,FALSE,páramopiplärka
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,19991,FALSE,ockrapiplärka
Anthus correndera,Correndera Pipit,corpip1,613422263,TRUE,correnderapiplärka
Anthus antarcticus,South Georgia Pipit,sogpip1,204018291,FALSE,sydgeorgisk piplärka
Anthus sylvanus,Upland Pipit,uplpip1,647684721,FALSE,strimmig piplärka
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,203951971,FALSE,nilgiripiplärka
Anthus hoeschi,Mountain Pipit,moupip1,630295665,FALSE,bergpiplärka
Anthus crenatus,Yellow-tufted Pipit,yetpip1,203939781,FALSE,stenpiplärka
Anthus lineiventris,Striped Pipit,strpip1,79984,FALSE,strimpiplärka
Anthus richardi,Richard's Pipit,ricpip1,648538647,FALSE,större piplärka
Anthus rufulus,Paddyfield Pipit,oripip1,148799311,FALSE,orientpiplärka
Anthus novaeseelandiae,Australasian Pipit,auspip3,383233701,TRUE,nyazeelandpiplärka
Anthus nyassae,Woodland Pipit,woopip1,618496154,FALSE,miombopiplärka
Anthus godlewskii,Blyth's Pipit,blypip1,620664188,FALSE,mongolpiplärka
Anthus leucophrys,Plain-backed Pipit,plbpip1,1388,FALSE,brunryggig piplärka
Anthus berthelotii,Berthelot's Pipit,berpip1,203887161,FALSE,kanariepiplärka
Anthus campestris,Tawny Pipit,tawpip1,258861351,FALSE,fältpiplärka
Anthus cinnamomeus,African Pipit,afrpip1,278586,FALSE,afrikansk piplärka
A. c. latistriatus,Jackson's Pipit,,,FALSE,
Anthus vaalensis,Buffy Pipit,bufpip1,402598001,FALSE,långstjärtad piplärka
Anthus similis,Long-billed Pipit,lobpip1,449411741,FALSE,långnäbbad piplärka
Anthus melindae,Malindi Pipit,malpip1,626021474,FALSE,malindipiplärka
Anthus pallidiventris,Long-legged Pipit,lolpip1,626037561,FALSE,långbent piplärka
Anthus gutturalis,Alpine Pipit,alppip1,100481,FALSE,papuapiplärka
Madanga ruficollis,Madanga,rtweye1,,FALSE,burupiplärka
Macronyx flavicollis,Abyssinian Longclaw,abylon1,31365651,FALSE,etiopisk sporrpiplärka
Macronyx fuellebornii,Fülleborn's Longclaw,fuelon2,614490101,FALSE,Fülleborns sporrpiplärka
Macronyx capensis,Cape Longclaw,ortlon1,608794433,FALSE,orangestrupig sporrpiplärka
Macronyx croceus,Yellow-throated Longclaw,yetlon1,1327,FALSE,gulstrupig sporrpiplärka
Macronyx aurantiigula,Pangani Longclaw,panlon1,249023051,FALSE,panganisporrpiplärka
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,440297081,FALSE,rödstrupig sporrpiplärka
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,586942561,FALSE,angolasporrpiplärka
Macronyx sharpei,Sharpe's Longclaw,shalon1,625871643,FALSE,kikuyupiplärka
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,276041,FALSE,citronpiplärka
Tmetothylacus tenellus,Golden Pipit,golpip1,625989557,FALSE,guldpiplärka
Motacilla flaviventris,Madagascar Wagtail,madwag1,504227021,FALSE,madagaskarärla
Motacilla clara,Mountain Wagtail,mouwag1,33652901,FALSE,bergärla
Motacilla capensis,Cape Wagtail,capwag1,109764471,FALSE,kapärla
Motacilla flava,Western Yellow Wagtail,eaywag1,27831181,TRUE,gulärla/östlig gulärla
M. f. thunbergi,Grey-headed Wagtail,,,FALSE,
M. f. flavissima,British Yellow Wagtail,,,FALSE,
M. f. flava,Blue-headed Wagtail,,,FALSE,
M. f. beema,Sykes's Wagtail,,,FALSE,
M. f. lutea,Yellow-headed Wagtail,,,FALSE,
M. f. feldegg,Black-headed Wagtail,,,FALSE,
M. f. leucocephala,White-headed Wagtail,,,FALSE,
M. f. iberiae,Iberian Yellow Wagtail,,,FALSE,
M. f. cinereocapilla,Ashy-headed Wagtail,,,FALSE,
M. f. pygmaea,Egyptian Yellow Wagtail,,,FALSE,
Motacilla aguimp,African Pied Wagtail,afpwag1,8640,FALSE,brokärla
Motacilla cinerea,Grey Wagtail,grywag,286685431,TRUE,forsärla
Motacilla citreola,Citrine Wagtail,citwag,433588361,FALSE,citronärla
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,611658842,FALSE,gulärla/östlig gulärla
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,384942711,FALSE,indisk ärla
Motacilla samveasnae,Mekong Wagtail,mekwag1,203914831,FALSE,mekongärla
Motacilla grandis,Japanese Wagtail,japwag1,203968901,FALSE,japansk ärla
Motacilla alba,White Wagtail,whiwag,477895331,TRUE,sädesärla
M. a. yarrellii,British Pied Wagtail,,,FALSE,
M. a. subpersonata,Moroccan Wagtail,,,FALSE,
M. a. personata,Masked Wagtail,,,FALSE,
Amaurocichla bocagii,Sao Tome Short-tail,boclon2,640379612,FALSE,sãotoméärla
PASSERIDAE,Old World Sparrows,,,FALSE,
Passer ammodendri,Saxaul Sparrow,saxspa1,203961501,FALSE,saxaulsparv
Passer domesticus,House Sparrow,houspa,231711901,TRUE,gråsparv
Passer italiae,Italian Sparrow,itaspa1,618503965,TRUE,italiensk sparv
Passer hispanoliensis,Spanish Sparrow,spaspa1,351070861,FALSE,
Passer pyrrhonotus,Sind Sparrow,sinspa1,204023831,FALSE,sindsparv
Passer castanopterus,Somali Sparrow,somspa1,446238051,FALSE,somaliagråsparv
Passer cinnamomeus,Russet Sparrow,russpa2,175304931,FALSE,kanelsparv
Passer flaveolus,Pegu Sparrow,plbspa1,446570291,FALSE,pegusparv
Passer moabiticus,Dead Sea Sparrow,desspa1,203892171,FALSE,tamarisksparv
P. m. yatii,Afghan Sparrow,,,FALSE,
Passer iagoensis,Cape Verde Sparrow,cavspa1,203884451,FALSE,kapverdesparv
Passer motitensis,Great Sparrow,grrspa1,277623,FALSE,akaciasparv
Passer insularis,Socotra Sparrow,socspa1,638434791,FALSE,sokotrasparv
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,,FALSE,abdalkurisparv
Passer cordofanicus,Kordofan Sparrow,korspa1,,FALSE,kordofansparv
Passer shelleyi,White Nile Sparrow,shrspa1,313487851,FALSE,shelleysparv
Passer rufocinctus,Kenya Sparrow,kerspa2,619517446,FALSE,kenyasparv
Passer melanurus,Cape Sparrow,capspa1,607871501,FALSE,boersparv
Passer swainsonii,Swainson's Sparrow,swaspa2,33652491,FALSE,swainsonsparv
Passer gongonensis,Parrot-billed Sparrow,pabspa1,616536893,FALSE,tjocknäbbad sparv
Passer suahelicus,Swahili Sparrow,swaspa1,280138,FALSE,swahilisparv
Passer griseus,Northern Grey-headed Sparrow,gyhspa1,636088374,FALSE,bysparv
Passer diffusus,Southern Grey-headed Sparrow,sghspa2,609054905,FALSE,sydafrikasparv
Passer simplex,Desert Sparrow,desspa3,203915571,FALSE,ökensparv
Passer zarudnyi,Zarudny's Sparrow,desspa4,637522160,FALSE,karakumsparv
Passer montanus,Eurasian Tree Sparrow,eutspa,70906781,TRUE,pilfink
Passer luteus,Sudan Golden Sparrow,sugspa1,146762041,FALSE,sudanguldsparv
Passer euchlorus,Arabian Golden Sparrow,argspa2,631663820,FALSE,arabguldsparv
Passer eminibey,Chestnut Sparrow,chespa1,31284851,FALSE,kastanjesparv
Carpospiza brachydactyla,Pale Sparrow,palroc1,554898981,FALSE,blek stensparv
Petronia petronia,Rock Sparrow,rocpet1,459102331,FALSE,stensparv
Gymnoris superciliaris,Yellow-throated Bush-sparrow,yetpet1,645387501,FALSE,backsparv
Gymnoris dentata,Sahel Bush-sparrow,buspet1,286983361,FALSE,buskstensparv
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,yespet1,329023991,FALSE,savannsparv
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,chspet1,203921401,FALSE,gulstrupig stensparv
Montifringilla henrici,Tibetan Snowfinch,tibsno2,413857311,FALSE,tibetansk snöfink
Montifringilla nivalis,White-winged Snowfinch,whwsno1,632864183,FALSE,snöfink
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,622873354,FALSE,svartvingad snöfink
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,204009501,FALSE,vitgumpad snöfink
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,618714082,FALSE,rödhalsad snöfink
Pyrgilauda davidiana,Small Snowfinch,pedsno1,204009381,FALSE,mongolsnöfink
Pyrgilauda blanfordi,Plain-backed Snowfinch,blasno1,204011441,FALSE,blek snöfink
