Latin,English,Croatian
Dicaeum ignipectus,Fire-breasted Flowerpecker,bumbar9753
Dicaeum cambodianum,Cambodian Flowerpecker,bumbar9754
Dicaeum beccarii,Sumatran Flowerpecker,bumbar9755
Dicaeum luzoniense,Fire-throated Flowerpecker,bumbar9756
Dicaeum aeneum,Midget Flowerpecker,bumbar9757
Dicaeum eximium,Red-banded Flowerpecker,bumbar9758
DULIDAE,Palmchat,bumbar9759
Dulus dominicus,Palmchat,bumbar9760
HYPOCOLIIDAE – Hypocolius,,bumbar9761
Hypocolius ampelinus,Grey Hypocolius,bumbar9762
HYLOCITREIDAE,Hylocitrea,bumbar9763
Hylocitrea bonensis,Northern Hylocitrea,bumbar9764
Hylocitrea bonthaina,Southern Hylocitrea,bumbar9765
BOMBYCILLIDAE,Waxwings,bumbar9766
Bombycilla garrulus,Bohemian Waxwing,bumbar9767
Bombycilla japonica,Japanese Waxwing,bumbar9768
Bombycilla cedrorum,Cedar Waxwing,bumbar9769
PTILOGONATIDAE,Silky-flycatcher,bumbar9770
Phainoptila melanoxantha,Black-and-yellow Silky-flycatcher,bumbar9771
Phainopepla nitens,Phainopepla,bumbar9772
Ptilogonys cinereus,Grey Silky-flycatcher,bumbar9773
Ptilogonys caudatus,Long-tailed Silky-flycatcher,bumbar9774
†MOHOIDAE,Oos,bumbar9775
†Moho braccatus,Kauai Oo,bumbar9776
†Moho apicalis,Oahu Oo,bumbar9777
†Moho bishopi,Bishop's Oo,bumbar9778
†Moho nobilis,Hawaii Oo,bumbar9779
†Chaetoptila angustipluma,Kioea,bumbar9780
ELACHURIDAE,Elachura,bumbar9781
Elachura formosa,Spotted Elachura,bumbar9782
PROMEROPIDAE,Sugarbirds,bumbar9783
Promerops cafer,Cape Sugarbird,bumbar9784
Promerops gurneyi,Gurney's Sugarbird,bumbar9785
MODULATRICIDAE,Spot-throat and alies,bumbar9786
Dicaeum tristrami,Mottled Flowerpecker,bumbar9787
Dicaeum nitidum,Louisiade Flowerpecker,bumbar9788
Dicaeum keiense,Pink-breasted Flowerpecker,bumbar9789
Dicaeum ignicolle,,bumbar9790
Dicaeum hirundinaceum,Mistletoebird,bumbar9791
Dicaeum geelvinkianum,Red-capped Flowerpecker,bumbar9792
Cinnyris chloropygius,Olive-bellied Sunbird,bumbar9793
Cinnyris minullus,Tiny Sunbird,bumbar9794
Cinnyris gertrudis,Western Miombo Sunbird,bumbar9795
Cinnyris manoensis,Eastern Miombo Sunbird,bumbar9796
Cinnyris chalybeus,Southern Double-collared Sunbird,bumbar9797
Cinnyris neergaardi,Neergaard's Sunbird,bumbar9798
Cinnyris afer,Greater Double-collared Sunbird,bumbar9799
Cinnyris sthulmanni,Ruwenzori Double-collared Sunbird,bumbar9800
Cinnyris prigoginei,Prigogine's Double-collared Sunbird,bumbar9801
Cinnyris ludovicensis,Montane Double-collared Sunbird,bumbar9802
Cinnyris reichenowi,Northern Double-collared Sunbird,bumbar9803
Cinnyris regius,Regal Sunbird,bumbar9804
Cinnyris rockefelleri,Rockefeller's Sunbird,bumbar9805
Cinnyris mediocris,Eastern Double-collared Sunbird,bumbar9806
Cinnyris usambaricus,Usambara Double-collared Sunbird,bumbar9807
Cinnyris fuelleborni,Forest Double-collared Sunbird,bumbar9808
Cinnyris moreaui,Moreau's Sunbird,bumbar9809
Cinnyris loveridgei,Loveridge's Sunbird,bumbar9810
Cinnyris pulchellus,Beautiful Sunbird,bumbar9811
Cinnyris melanogastrus,Gorgeous Sunbird,bumbar9812
Cinnyris mariquensis,Mariqua Sunbird,bumbar9813
Cinnyris shelleyi,Shelley's Sunbird,bumbar9814
Cinnyris congensis,Congo Sunbird,bumbar9815
Cinnyris erythrocercus,Red-chested Sunbird,bumbar9816
Cinnyris nectarinioides,Black-bellied Sunbird,bumbar9817
Cinnyris bifasciatus,Purple-banded Sunbird,bumbar9818
Cinnyris tsavoensis,Tsavo Sunbird,bumbar9819
Cinnyris chalcomelas,Violet-breasted Sunbird,bumbar9820
Cinnyris pembae,Pemba Sunbird,bumbar9821
Cinnyris bouvieri,Orange-tufted Sunbird,bumbar9822
Cinnyris osea,Palestine Sunbird,bumbar9823
Cinnyris habessinicus,Shining Sunbird,bumbar9824
Cinnyris hellmayri,Arabian Sunbird,bumbar9825
Cinnyris coccinigastrus,Splendid Sunbird,bumbar9826
Cinnyris johannae,Johanna's Sunbird,bumbar9827
Cinnyris superbus,Superb Sunbird,bumbar9828
Cinnyris rufipennis,Rufous-winged Sunbird,bumbar9829
Cinnyris oustaleti,Oustalet's Sunbird,bumbar9830
Cinnyris talatala,White-breasted Sunbird,bumbar9831
Cinnyris venustus,Variable Sunbird,bumbar9832
Cinnyris fuscus,Dusky Sunbird,bumbar9833
Cinnyris ursulae,Ursula's Sunbird,bumbar9834
Cinnyris batesi,Bates's Sunbird,bumbar9835
Cinnyris cupreus,Copper Sunbird,bumbar9836
Cinnyris asiaticus,Purple Sunbird,bumbar9837
Cinnyris jugularis,Olive-backed Sunbird,bumbar9838
Cinnyris idenburgi,Rand's Sunbird,bumbar9839
Cinnyris buettikoferi,Apricot-breasted Sunbird,bumbar9840
Cinnyris solaris,Flame-breasted Sunbird,bumbar9841
Cinnyris sovimanga,Souimanga Sunbird,bumbar9842
Cinnyris humbloti,Humblot's Sunbird,bumbar9843
Cinnyris comorensis,Anjouan Sunbird,bumbar9844
Cinnyris coquerellii,Mayotte Sunbird,bumbar9845
Cinnyris dussumieri,Seychelles Sunbird,bumbar9846
Cinnyris moebii,Grand Comoro Sunbird,bumbar9847
Cinnyris voeltzkowi,Moheli Sunbird,bumbar9848
Cinnyris notatus,Long-billed Sunbird,bumbar9849
Cinnyris lotenius,Loten's Sunbird,bumbar9850
Aethopyga duyvenbodei,Elegant Sunbird,bumbar9851
Aethopyga ignicauda,Fire-tailed Sunbird,bumbar9852
Aethopyga saturata,Black-throated-Sunbird,bumbar9853
Aethopyga nipalensis,Green-tailed Sunbird,bumbar9854
Aethopyga gouldiae,Gould's Sunbird,bumbar9855
Aethopyga temminckii,Temminck's Sunbird,bumbar9856
Aethopyga mystacalis,Javan Sunbird,bumbar9857
Aethopyga shelleyi,Lovely Sunbird,bumbar9858
Aethopyga vigorsii,Vigors's-Sunbird,bumbar9859
Aethopyga siparaja,Crimson Sunbird,bumbar9860
Aethopyga magnifica,Magnificent Sunbird,bumbar9861
Aethopyga pulcherrima,Metallic-winged Sunbird,bumbar9862
Aethopyga flagrans,Flaming Sunbird,bumbar9863
Aethopyga guimarasensis,Maroon-naped Sunbird,bumbar9864
Aethopyga bella,Handsome Sunbird,bumbar9865
Aethopyga exima,White-flanked Sunbird,bumbar9866
Aethopyga latouchii,Fork-tailed Sunbird,bumbar9867
Aethopyga christinae,Hainan Sunbird,bumbar9868
Aethopyga linaraborae,Lina's Sunbird,bumbar9869
NECTARINIIDAE,Sunbirds,bumbar9870
Arachnothera crassirostris,Thick-billed Spiderhunter,bumbar9871
Arachnothera robusta,Long-billed Spiderhunter,bumbar9872
Arachnothera longirostra,Little Spiderhunter,bumbar9873
Arachnothera dilutior,Palawan Spiderhunter,bumbar9874
Arachnothera flammifera,Orange-tufted Spiderhunter,bumbar9875
Arachnothera hypogrammica,Purple-naped Spiderhunter,bumbar9876
Arachnothera juliae,Whitehead's Spiderhunter,bumbar9877
Arachnothera clarae,Naked-faced Spiderhunter,bumbar9878
Arachnothera chrysogenys,Yellow-eared Spiderhunter,bumbar9879
Arachnothera magna,Streaked Spiderhunter,bumbar9880
Arachnothera flavigaster,Spectacled Spiderhunter,bumbar9881
Arachnothera affinis,Streaky-breasted Spiderhunter,bumbar9882
Arachnothera modesta,Grey-breasted Spiderhunter,bumbar9883
Chalcoparia sinegalensis,Ruby-cheeked Sunbird,bumbar9884
Deleornis fraseri,Scarlet-tufted Sunbird,bumbar9885
Deleornis axillaris,Grey-headed Sunbird,bumbar9886
Anthreptes reichenowi,Plain-backed Sunbird,bumbar9887
Anthreptes anchietae,Anchieta's Sunbird,bumbar9888
Anthreptes simplex,Plain Sunbird,bumbar9889
Anthreptes malacensis,Brown-throated Sunbird,bumbar9890
Anthreptes griseigullaris,Grey-throated Sunbird,bumbar9891
Anthreptes rhodolaemus,Red-throated Sunbird,bumbar9892
Anthreptes gabonicus,Mouse-brown Sunbird,bumbar9893
Anthreptes longuemarei,Western Violet-backed Sunbird,bumbar9894
Anthreptes orientalis,Eastern Violet-backed Sunbird,bumbar9895
Anthreptes neglectus,Uluguru Violet-backed Sunbird,bumbar9896
Anthreptes aurantius,Violet-tailed Sunbird,bumbar9897
Anthreptes seimundi,Little Green Sunbird,bumbar9898
Anthreptes rectirostris,Yellow-chinned Sunbird,bumbar9899
Anthreptes tephrolaemus,Grey-chinned Sunbird,bumbar9900
Anthreptes rubritorques,Banded Sunbird,bumbar9901
Hedydipna collaris,Collared Sunbird,bumbar9902
Hedydipna platura,Pygmy Sunbird,bumbar9903
Hedydipna metallica,Nile Valley Sunbird,bumbar9904
Hedydipna pallidigaster,Amani Sunbird,bumbar9905
Anabathmis reichenbachii,Reichenbach's Sunbird,bumbar9906
Anabathmis hartlaubii,Principe Sunbird,bumbar9907
Anabathmis newtonii,Newton's Sunbird,bumbar9908
Dreptes thomensis,Giant Sunbird,bumbar9909
Anthobaphes violacea,Orange-breasted Sunbird,bumbar9910
Cyanomitra verticalis,Green-headed Sunbird,bumbar9911
Cyanomitra bannermani,Bannerman's Sunbird,bumbar9912
Cyanomitra cyanolaema,Blue-throated Brown Sunbird,bumbar9913
Cyanomitra oritis,Cameroon Sunbird,bumbar9914
Cyanomitra alinae,Blue-headed Sunbird,bumbar9915
Cyanomitra olivacea,Olive Sunbird,bumbar9916
Cyanomitra verreauxii,Mouse-coloured Sunbird,bumbar9917
Chalcomitra adelberti,Buff-throated Sunbird,bumbar9918
Chalcomitra fuliginosa,Carmelite Sunbird,bumbar9919
Chalcomitra rubescens,Green-throated Sunbird,bumbar9920
Chalcomitra amethystina,Amethyst Sunbird,bumbar9921
Chalcomitra senegalensis,Scarlet-chested Sunbird,bumbar9922
Chalcomitra hunteri,Hunter's Sunbird,bumbar9923
Chalcomitra balfouri,Socotra Sunbird,bumbar9924
Leptocoma zeylonica,Purple-rumped Sunbird,bumbar9925
Leptocoma minima,Crimson-backed Sunbird,bumbar9926
Leptocoma brasiliana,Maroon-bellied Sunbird,bumbar9927
Leptocoma sperata,Purple-throated Sunbird,bumbar9928
Leptocoma juliae,Orange-lined Sunbird,bumbar9929
Leptocoma aspasia,Black Sunbird,bumbar9930
Leptocoma calcostetha,Copper-throated Sunbird,bumbar9931
Nectarinia bocagii,Bocage's Sunbird,bumbar9932
Nectarinia purpureiventris,Purple-breasted Sunbird,bumbar9933
Nectarinia tacazze,Tacazze Sunbird,bumbar9934
Nectarinia kilimensis,Bronze Sunbird,bumbar9935
Nectarinia famosa,Malachite Sunbird,bumbar9936
Nectarinia johnstoni,Red-tufted Sunbird,bumbar9937
Drepanorhynchus reichenowi,Golden-winged Sunbird,bumbar9938
Aethopyga primigenia,Grey-hooded Sunbird,bumbar9939
Aethopyga boltoni,Apo Sunbird,bumbar9940
Ploceus nigrimentus,Black-chinned Weaver,bumbar9941
Ploceus bertrandi,Bertram's Weaver,bumbar9942
Ploceus pelzelni,Slender-billed Weaver,bumbar9943
Ploceus subpersonatus,Loango Weaver,bumbar9944
Ploceus luteolus,Little Weaver,bumbar9945
Ploceus ocularis,Spectacled Weaver,bumbar9946
Ploceus brachypterus,Olive-naped Weaver,bumbar9947
Ploceus nigricollis,Black-necked Weaver,bumbar9948
Ploceus alienus,Strange Weaver,bumbar9949
Ploceus melanogaster,Black-billed Weaver,bumbar9950
Ploceus capensis,Cape Weaver,bumbar9951
Ploceus temporalis,Bocage's Weaver,bumbar9952
Ploceus subaureus,African Golden Weaver,bumbar9953
Ploceus xanthops,Holub's Golden Weaver,bumbar9954
Ploceus aurantius,Orange Weaver,bumbar9955
Ploceus heuglini,Heuglin's Masked Weaver,bumbar9956
Ploceus bojeri,Golden Palm Weaver,bumbar9957
Ploceus castaneiceps,Taveta Golden Weaver,bumbar9958
Ploceus princeps,Principe Golden Weaver,bumbar9959
Ploceus castanops,Northern Brown-throated Weaver,bumbar9960
Ploceus xanthopterus,Southern Brown-throated Weaver,bumbar9961
Ploceus burnieri,Kilombero Weaver,bumbar9962
Ploceus galbula,Rüppell's Weaver,bumbar9963
Ploceus taeniopterus,Northern Masked Weaver,bumbar9964
Ploceus intermedius,Lesser Masked Weaver,bumbar9965
Ploceus velatus,Southern Masked Weaver,bumbar9966
Ploceus upembae,Upemba Masked Weaver,bumbar9967
Ploceus katangae,Katanga Masked Weaver,bumbar9968
Ploceus ruweti,Lufira Masked Weaver,bumbar9969
Ploceus reichardi,Tanganyika Masked Weaver,bumbar9970
Ploceus vitellinus,Vitelline Masked Weaver,bumbar9971
Ploceus spekei,Speke's Weaver,bumbar9972
Ploceus spekeoides,Fox's Weaver,bumbar9973
Ploceus cucullatus,Village Weaver,bumbar9974
Ploceus grandis,Giant Weaver,bumbar9975
Ploceus castaneofuscus,Chestnut-and-black Weaver,bumbar9976
Ploceus nigerrimus,Vieillot's Black Weaver,bumbar9977
Ploceus weynsi,Weyns's Weaver,bumbar9978
Ploceus golandi,Clarke's Weaver,bumbar9979
Ploceus dicrocephalus,Juba Weaver,bumbar9980
Ploceus melanocephalus,Black-headed Weaver,bumbar9981
Ploceus jacksoni,Golden-backed Weaver,bumbar9982
Ploceus badius,Cinnamon Weaver,bumbar9983
Ploceus rubiginosus,Chestnut Weaver,bumbar9984
Ploceus aureonucha,Golden-naped Weaver,bumbar9985
Ploceus tricolor,Yellow-mantled Weaver,bumbar9986
Ploceus albinucha,Maxwell's Black Weaver,bumbar9987
Ploceus nelicourvi,Nelicourvi Weaver,bumbar9988
Ploceus sakalava,Sakalava Weaver,bumbar9989
Ploceus hypoxanthus,Asian Golden Weaver,bumbar9990
Ploceus superciliosus,Compact Weaver,bumbar9991
Ploceus benghalensis,Black-breasted Weaver,bumbar9992
Ploceus manyar,Streaked Weaver,bumbar9993
Ploceus philippinus,Baya Weaver,bumbar9994
Ploceus megarhynchus,Finn's Weaver,bumbar9995
Ploceus bicolor,Dark-backed Weaver,bumbar9996
Ploceus preussi,Preuss's Weaver,bumbar9997
Ploceus dorsomaculatus,Yellow-capped Weaver,bumbar9998
Ploceus olivaceiceps,Olive-headed Weaver,bumbar9999
Ploceus nicolli,Usambara Weaver,bumbar10000
Ploceus isignis,Brown-capped Weaver,bumbar10001
Ploceus angolensis,Bar-winged Weaver,bumbar10002
Ploceus sanctithomae,Sao Tome Weaver,bumbar10003
Ploceus flavipes,Yellow-legged Weaver,bumbar10004
Malimbus coronatus,Red-crowned Malimbe,bumbar10005
Malimbus cassini,Cassin's Malimbe,bumbar10006
Malimbus racheliae,Rachel's Malimbe,bumbar10007
Malimbus ballmanni,Gola Malimbe,bumbar10008
Malimbus scutatus,Red-vented Malimbe,bumbar10009
Malimbus ibadanensis,Ibadan Malimbe,bumbar10010
Malimbus nitens,Blue-billed Malimbe,bumbar10011
Malimbus rubricollis,Red-headed Malimbe,bumbar10012
Malimbus erythrogaster,Red-bellied Malimbe,bumbar10013
Malimbus malimbicus,Crested Malimbe,bumbar10014
Anaplectes leuconotos,Northern Red-headed Weaver,bumbar10015
Anaplectes rubriceps,Southern Red-headed Weaver,bumbar10016
Anaplectes jubaensis,Red Weaver,bumbar10017
PRUNELLIDAE,Accentors,bumbar10018
Prunella himalayana,Altai Accentor,bumbar10019
Prunella collaris,Alpine Accentor,bumbar10020
Prunella immaculata,Maroon-backed Accentor,bumbar10021
Prunella rubeculoides,Robin Accentor,bumbar10022
Prunella strophiata,Rufous-breasted Accentor,bumbar10023
Prunella fulvescens,Brown Accentor,bumbar10024
Prunella koslowi,Mongolian Accentor,bumbar10025
Prunella rubida,Japanese Accentor,bumbar10026
Prunella montanella,Siberian Accentor,bumbar10027
Prunella modularis,Dunnock,bumbar10028
Prunella atrogularis,Black-throated Accentor,bumbar10029
Prunella ocularis,Radde's Accentor,bumbar10030
P. o. fagani,Yemen Accentor,bumbar10031
PEUCEDRAMIDAE,Olive Warbler,bumbar10032
Peucedramus taeniatus,Olive Warbler,bumbar10033
UROCYNCHRAMIDAE,Przevalski's Rosefinch,bumbar10034
Urocynchramus pylzowi,Przevalski's Rosefinch,bumbar10035
PLOCEIDAE,Weavers,bumbar10036
Bubalornis albirostris,White-billed Buffalo-weaver,bumbar10037
Bubalornis niger,Red-billed Buffalo-weaver,bumbar10038
Dinemellia dinemelli,White-headed Buffalo-weaver,bumbar10039
Plocepasser mahali,White-browed Sparrow-weaver,bumbar10040
Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver,bumbar10041
Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver,bumbar10042
Plocepasser rufoscapulatus,Chestnut-mantled Sparrow-weaver,bumbar10043
Histurgops ruficauda,Rufous-tailed Weaver,bumbar10044
Sporopipes squamifrons,Scaly-feathered Finch,bumbar10045
Sporopipes frontalis,Speckle-fronted Finch,bumbar10046
Pseudonigrita arnaudi,Grey-capped Social-weaver,bumbar10047
Pseudonigrita cabanisi,Black-capped Social-weaver,bumbar10048
Philetairus socius,Sociable Weaver,bumbar10049
Amblyospiza albifrons,Thick-billed Weaver,bumbar10050
Quelea cardinalis,Cardinal Quelea,bumbar10051
Quelea erythrops,Red-headed Quelea,bumbar10052
Quelea quelea,Red-billed Quelea,bumbar10053
Euplectes afer,Yellow-crowned Bishop,bumbar10054
Euplectes diadematus,Fire-fronted Bishop,bumbar10055
Euplectes aureus,Golden-backed Bishop,bumbar10056
Euplectes gierowii,Black Bishop,bumbar10057
Euplectes hordeaceus,Black-winged Bishop,bumbar10058
Euplectes franciscanus,Northern Red Bishop,bumbar10059
Euplectes orix,Southern Red Bishop,bumbar10060
Euplectes nigroventris,Zanzibar Red Bishop,bumbar10061
Euplectes ardens,Red-collared Widowbird,bumbar10062
Euplectes laticauda,Red-cowled Widowbird,bumbar10063
Euplectes capensis,Yellow Bishop,bumbar10064
Euplectes macroura,Yellow-mantled Widowbird,bumbar10065
Euplectes axillaris,Fan-tailed Widowbird,bumbar10066
Euplectes albonotatus,White-winged Widowbird,bumbar10067
Euplectes hartlaubi,Marsh Widowbird,bumbar10068
Euplectes jacksoni,Jackson's Widowbird,bumbar10069
Euplectes psammocromius,Montane Widowbird,bumbar10070
Euplectes progne,Long-tailed Widowbird,bumbar10071
Foudia madagascariensis,Red Fody,bumbar10072
Foudia aldabrana,Aldabra Fody,bumbar10073
Foudia consobrina,Gran Comoro Fody,bumbar10074
Foudia eminentissima,Red-headed Fody,bumbar10075
Foudia omissa,Forest Fody,bumbar10076
†Foudia delloni,Reunion Fody,bumbar10077
Foudia rubra,Mauritius Fody,bumbar10078
Foudia sechellarum,Seychelles Fody,bumbar10079
Foudia flavicans,Rodrigues Fody,bumbar10080
Brachycope anomala,Bob-tailed Weaver,bumbar10081
Ploceus baglafecht,Baglafecht Weaver,bumbar10082
Ploceus bannermani,Bannerman's Weaver,bumbar10083
Ploceus batesi,Bates's Weaver,bumbar10084
Spermestes cucullata,Bronze Mannikin,bumbar10085
Spermestes bicolor,Black-and-white Mannikin,bumbar10086
Spermestes fringilloides,Magpie Mannikin,bumbar10087
Odontospiza griseicapilla,Grey-headed Silverbill,bumbar10088
Lepidopygia nana,Madagascar Munia,bumbar10089
Euodice cantans,African Silverbill,bumbar10090
Euodice malabarica,Indian Silverbill,bumbar10091
Lonchura striata,White-rumped Munia,bumbar10092
Lonchura leucogastroides,Javan Munia,bumbar10093
Lonchura fuscans,Dusky Munia,bumbar10094
Lonchura molucca,Black-faced Munia,bumbar10095
Lonchura punctulata,Scaly-breasted Munia,bumbar10096
Lonchura kelaarti,Black-throated Munia,bumbar10097
Lonchura leucogastra,White-bellied Munia,bumbar10098
Lonchura tristissima,Streak-headed Mannikin,bumbar10099
Lonchura leucosticta,Whire-spotted Mannikin,bumbar10100
Lonchura quinticolor,Five-coloured Mannikin,bumbar10101
Lonchura malacca,Tricoloured Munia,bumbar10102
Lonchura atricapilla,Chestnut Munia,bumbar10103
Lonchura ferruginosa,White-capped Munia,bumbar10104
Lonchura maja,White-headed Munia,bumbar10105
Lonchura pallida,Pale-headed Munia,bumbar10106
Lonchura grandis,Grand Mannikin,bumbar10107
Lonchura vana,Grey-banded Mannikin,bumbar10108
Lonchura caniceps,Grey-headed Mannikin,bumbar10109
Lonchura nevermanni,Grey-crowned Mannikin,bumbar10110
Lonchura spectabilis,Hooded Mannikin,bumbar10111
Lonchura forbesi,New Ireland Mannikin,bumbar10112
Lonchura hunsteini,Hunstein's Mannikin,bumbar10113
Lonchura flaviprymna,Yellow-rumped Mannikin,bumbar10114
Lonchura castaneothorax,Chestnut-breasted Mannikin,bumbar10115
Lonchura stygia,Black Mannikin,bumbar10116
Lonchura teerinki,Black-breasted Mannikin,bumbar10117
Lonchura monticola,Alpine Mannikin,bumbar10118
Lonchura montana,Snow Mountain Mannikin,bumbar10119
Lonchura melaena,Buff-bellied Mannikin,bumbar10120
Lonchura fuscata,Timor Sparrow,bumbar10121
Lonchura oryzivora,Java Sparrow,bumbar10122
Heteromunia pectoralis,Pictorella Mannikin,bumbar10123
Stagonopleura bella,Beautiful Firetail,bumbar10124
Stagonopleura oculata,Red-eared Firetail,bumbar10125
Stagonopleura guttata,Diamond Firetail,bumbar10126
Oreostruthus fuliginosus,Mountain Firetail,bumbar10127
Emblema pictum,Painted Finch,bumbar10128
Neochmia temporalis,Red-browed Finch,bumbar10129
Neochmia phaeton,Black-bellied Crimson Finch,bumbar10130
Neochmia evangelinae,White-bellied Crimson Finch,bumbar10131
Neochmia ruficauda,Star Finch,bumbar10132
Neochmia modesta,Plum-headed Finch,bumbar10133
Poephila personata,Masked Finch,bumbar10134
Poephila acuticauda,Long-tailed Finch,bumbar10135
Poephila cincta,Black-throated Finch,bumbar10136
Taeniopygia guttata,Timor Zebra Finch,bumbar10137
Taeniopygia castanotis,Australian Zebra Finch,bumbar10138
Taeniopygia bichenovii,Double-barred Finch,bumbar10139
Erythrura hyperythra,Tawny-breasted Parrotfinch,bumbar10140
Erythrura prasina,Pin-tailed Parrotfinch,bumbar10141
Erythrura viridifacies,Greed-faced Parrotfinch,bumbar10142
Erythrura tricolor,Tricoloued Parrotfinch,bumbar10143
Erythrura coloria,Red-eared Parrotfinch,bumbar10144
Erythrura trichroa,Blue-faced Parrotfinch,bumbar10145
Erythrura papuana,Papuan Parrotfinch,bumbar10146
Erythrura psittacea,Red-throated Parrotfinch,bumbar10147
Erythrura cyaneovirens,Red-headed Parrotfinch,bumbar10148
Erythrura pealii,Fiji Parrotfinch,bumbar10149
Erythrura kleinschmidti,Pink-billed Parrotfinch,bumbar10150
Erythrura gouldiae,Gouldian Finch,bumbar10151
ESTRILDIDAE,Waxbills,bumbar10152
Lagonosticta rara,Black-bellied Firefinch,bumbar10153
Lagonosticta rufopicta,Bar-breasted Firefinch,bumbar10154
Lagonosticta nitidula,Brown Firefinch,bumbar10155
Lagonosticta senegala,Red-billed Firefinch,bumbar10156
Lagonosticta sanguinodorsalis,Rock Firefinch,bumbar10157
Lagonosticta umbrinodorsalis,Chad Firefinch,bumbar10158
Lagonosticta rhodopareia,Jameson's Firefinch,bumbar10159
Lagonosticta virata,Mali Firefinch,bumbar10160
Lagonosticta rubricata,African Firefinch,bumbar10161
Lagonosticta vinacea,Vinaceous Firefinch,bumbar10162
Lagonosticta nigricollis,Grey Firefinch,bumbar10163
Lagonosticta larvata,Ethiopian Firefinch,bumbar10164
Clytospiza monteiri,Brown Twinspot,bumbar10165
Pytilia lineata,Red-billed Pytilia,bumbar10166
Pytilia phoenicoptera,Red-winged Pytilia,bumbar10167
Pytilia afra,Orange-winged Pytilia,bumbar10168
Pytilia hypogrammica,Yellow-winged Pytilia,bumbar10169
Pytilia melba,Green-winged Pytilia,bumbar10170
Hypargos margaritatus,Pink-throated Twinspot,bumbar10171
Hypargos niveoguttatus,Red-throated Twinspot,bumbar10172
Euschistospiza dybowskii,Dybowski's Twinspot,bumbar10173
Euschistospiza cinereovinacea,Dusky Twinspot,bumbar10174
Granatina granatina,Violet-eared Waxbill,bumbar10175
Granatina ianthinogaster,Purple Grenadier,bumbar10176
Uraeginthus angolensis,Blue-breasted Cordon-bleu,bumbar10177
Uraeginthus bengalus,Red-cheeked Cordon-bleu,bumbar10178
Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,bumbar10179
Spermophaga poliogenys,Grant's Bluebill,bumbar10180
Spermophaga haematina,Western Bluebill,bumbar10181
Spermophaga ruficapilla,Red-headed Bluebill,bumbar10182
Pyrenestes ostrinus,Black-breasted Seedcracker,bumbar10183
Pyrenestes sanguineus,Crimson Seedcracker,bumbar10184
Pyrenestes minor,Lesser Seedcracker,bumbar10185
Estrilda caerulescens,Lavender Waxbill,bumbar10186
Estrilda perreini,Black-tailed Waxbill,bumbar10187
Estrilda thomensis,Cinderella Waxbill,bumbar10188
Estrilda poliopareia,Anambra Waxbill,bumbar10189
Estrilda paludicola,Fawn-breasted Waxbill,bumbar10190
Estrilda melpoda,Orange-cheeked Waxbill,bumbar10191
Estrilda rhodopyga,Crimson-rumped Waxbill,bumbar10192
Estrilda rufibarba,Arabian Waxbill,bumbar10193
Estrilda troglodytes,Black-rumped Waxbill,bumbar10194
Estrilda astrild,Common Waxbill,bumbar10195
Estrilda nigroloris,Black-lored Waxbill,bumbar10196
Estrilda nonnula,Black-crowned Waxbill,bumbar10197
Estrilda atricapilla,Black-headed Waxbill,bumbar10198
Estrilda kandti,Kandt's Waxbill,bumbar10199
Estrilda charmosyna,Black-cheeked Waxbill,bumbar10200
Estrilda erythronotos,Black-faced Waxbill,bumbar10201
Mandingoa nitidula,Green Twinspot,bumbar10202
Cryptospiza reichenovii,Red-faced Crimsonwing,bumbar10203
Cryptospiza salvadorii,Abyssinian Crimsonwing,bumbar10204
Cryptospiza jacksoni,Dusky Crimsonwing,bumbar10205
Cryptospiza shelleyi,Shelley's Crimsonwing,bumbar10206
Coccopygia bocagei,Angola Waxbill,bumbar10207
Coccopygia melanotis,Swee Waxbill,bumbar10208
Coccopygia quartinia,Yellow-bellied Waxbill,bumbar10209
Nesocharis shelleyi,Shelley's Oliveback,bumbar10210
Nesocharis ansorgei,White-collared Oliveback,bumbar10211
Nesocharis capistrata,Grey-headed Oliveback,bumbar10212
Nigrita fusconotus,White-breasted Negrofinch,bumbar10213
Nigrita bicolor,Chestnut-breasted Negrofinch,bumbar10214
Nigrita luteifrons,Pale-fronted Negrofinch,bumbar10215
Nigrita canicapillus,Grey-headed Negrofinch,bumbar10216
Parmoptila woodhousei,Woodhouse's Antpecker,bumbar10217
Parmoptila rubrifrons,Red-fronted Antpecker,bumbar10218
Parmoptila jamesoni,Jameson's Antpecker,bumbar10219
Amadina erythrocephala,Red-headed Finch,bumbar10220
Amadina fasciata,Cut-throat Finch,bumbar10221
Ortygospiza atricollis,African Quailfinch,bumbar10222
Amandava amandava,Red Avadavat,bumbar10223
Amandava formosa,Green Avadavat,bumbar10224
Amandava subflava,Zebra Waxbill,bumbar10225
Paludipasser locustella,Locust Finch,bumbar10226
VIDUIDAE,Whydahs and Indigobirds,bumbar10227
Vidua macroura,Pin-tailed Whydah,bumbar10228
Vidua paradisaea,Long-tailed Paradise-whydah,bumbar10229
Vidua obtusa,Broad-tailed Paradise-whydah,bumbar10230
Vidua orientalis,Sahel Paradise-whydah,bumbar10231
Vidua interjecta,Exclamatory Paradise-whydah,bumbar10232
Vidua hypocherina,Steel-blue Whydah,bumbar10233
Vidua regia,Shaft-tailed Whydah,bumbar10234
